,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199,E200
NCI-H1155,0.7931198,-0.9667671,-0.37012887,0.91554725,0.07183787,-0.28084102,-0.68417287,-1.3074381,-0.68103254,0.08186619,0.9951673,0.34995738,-0.047631755,0.8221966,-1.1624808,1.0000119,-0.6114068,0.3083237,-0.68278396,-0.043902427,0.6531729,0.68188196,0.067111835,-0.8528492,0.33424518,0.19870266,-0.6945677,0.6272849,-0.35761902,-0.8599242,0.31735092,-0.22055903,0.5803671,0.4034843,-0.99355453,0.60787606,0.9477615,-0.3052041,0.35028464,0.08086464,0.27386916,0.44122976,-0.6839664,0.7990713,-0.5772424,0.7096733,1.0622424,-0.46891785,0.4684608,-0.8875541,0.13039929,-0.30159736,0.95357966,0.3990367,0.51515025,-0.82745177,0.9014903,0.6123525,0.7884204,-0.7200425,-0.85137254,-0.9427346,0.86500204,-0.7215489,-1.0562916,-0.30645302,-0.5515247,-0.24087685,-1.4482523,-0.69303554,-1.0415508,0.41357967,0.47783923,0.52857465,0.11229255,0.08543846,0.35846165,-0.459374,-0.52235204,-0.36154437,-0.39374247,-0.31633168,0.77406263,-0.6014655,0.3850003,-0.808642,-0.2618182,-0.48574963,1.4506531,0.42206424,0.7508545,0.44255832,-0.13930137,0.27073184,0.09750336,-0.056543753,0.2315048,-1.0543163,-0.85845816,0.09137781,0.96165335,-0.041826405,-1.5598392,-0.3505342,0.48496047,0.8234912,-0.51900023,0.27588898,-0.12630203,-0.42541718,-0.5784011,-0.43767554,-0.36422187,0.101542175,0.20173182,0.93815994,-1.0121219,-0.2985383,0.0118964985,0.7722579,-0.1021516,0.023192246,0.42132115,0.6736577,0.1452813,-0.26370102,0.019950973,-0.77822196,0.13402627,0.43551496,0.1833225,-0.6863322,-0.42838597,-0.47834817,-1.0463568,-1.1943771,-0.09097901,-1.8711196,-1.1101813,0.7062097,0.7503664,-0.6907288,-0.4912379,-0.94409895,0.52738,-0.06887712,-0.7220862,-0.12983195,0.121801935,-0.6794563,0.36904168,-0.4566927,-1.0589609,0.4439524,-1.670356,0.54078645,0.8587561,0.60519457,0.2956017,-0.92700756,-0.98062664,0.36736068,-0.05323004,-0.3961819,0.09005199,-1.1738542,-0.2671309,-0.68975013,-1.5452869,-0.839277,0.25645876,-1.2132787,0.94905776,-0.4482962,1.2350006,0.19597118,0.5938527,1.2532545,-0.8400555,-0.09801687,2.736101,0.19748683,-1.3165072,-1.3121266,-0.23452069,-0.46836472,0.41265765,-0.2657195,0.8375915,0.034619726,-1.3390212,-0.33018577,-0.10520031,-1.7144345,-0.96126014,-0.5087387,0.18534312,-0.060305405,-0.18998647,1.5012699,0.9545461
HCC1428,0.7072402,-0.40468958,-0.4788803,0.67305744,0.36104634,-0.40123382,-0.2254301,-0.3815322,-0.60145116,-0.25134325,0.42857537,0.2948926,-0.19543283,0.16823779,-0.5041792,0.3205221,0.0538917,-0.6896384,0.020177186,0.47534892,0.4723823,0.08876975,0.31928787,-0.36536258,0.05412658,0.07009897,0.21236986,0.12467017,-0.46855852,0.10231388,-0.7209298,0.22748633,-0.031273484,-0.3561204,-0.21535856,0.69242036,0.078127205,0.05797528,-0.2172938,0.10159364,0.083740115,0.15723811,-0.28398073,0.5321562,-0.27059785,0.30695656,0.61086535,-0.08679439,0.48198175,-0.0642151,0.5183586,-0.55296123,0.1847174,0.67100406,-0.24301723,0.36623833,0.17038271,0.5886042,0.35130256,-0.4142806,-0.8601816,0.07969406,0.5211969,-0.08447163,-0.120005965,-0.27253285,0.05824001,0.17427899,-1.069611,-0.18984574,-1.2280395,0.52587557,0.083622456,0.44507873,0.2210215,-0.29922098,-0.4178414,-0.21154886,0.3695696,-1.0196338,-0.5562088,-0.52603036,0.51755106,-0.6232936,0.5184499,-0.23828174,-0.2193131,-0.1924035,0.61652654,-0.06297264,0.87309986,-0.4801145,-0.39006966,0.07166959,0.1294891,-0.841602,-0.2679136,-0.60300887,-0.8425724,-0.7054146,0.77319634,0.16179904,-0.94471073,-0.16031152,0.7650056,0.029000374,0.005169343,-0.843689,0.20992398,-0.30068308,-0.14058118,0.37093484,-0.9546896,-0.1250582,-0.504037,0.21088755,-0.47406447,-0.046712287,0.1873683,0.45076862,-0.12542711,0.38029984,0.24855524,0.4689015,-0.9693368,-0.21926336,0.40227896,-1.1992433,-0.09385045,0.5905649,0.308434,-0.63535,-0.9393713,-0.20558673,1.6640329,0.6227132,-0.40250072,1.941599,1.5368762,-0.53738445,-2.1535137,0.22015974,0.66391546,-1.3824238,-1.5563263,-0.043289896,1.1781121,0.55936015,1.398365,2.0872753,-0.05937388,0.38945094,1.1279776,0.65821147,2.870034,0.46130255,-2.2453656,0.27687103,2.9161506,-0.45558196,3.7381246,1.6787783,-1.9846371,0.9541802,0.46671823,0.4622954,0.06063406,0.3779696,0.69035476,-0.48147088,1.031424,-0.15053363,-3.3024528,0.50295436,-0.37495613,0.9270337,-1.1769534,-2.3256304,1.7354437,-0.16590108,-2.8201158,-0.22894926,0.5421398,0.15326577,-2.4844015,-0.7467313,-1.557579,-0.046202,-2.8124514,-0.53579485,1.7512923,0.5832544,1.4905994,3.9497359,-0.19009463,2.566161,-1.7740698,2.5159183,0.2804193,-2.513216,-0.45805517
NB1,0.7072402,-0.40468958,-0.4788803,0.67305744,0.36104634,-0.40123382,-0.2254301,-0.3815322,-0.60145116,-0.25134325,0.42857537,0.2948926,-0.19543283,0.16823779,-0.5041792,0.3205221,0.0538917,-0.6896384,0.020177186,0.47534892,0.4723823,0.08876975,0.31928787,-0.36536258,0.05412658,0.07009897,0.21236986,0.12467017,-0.46855852,0.10231388,-0.7209298,0.22748633,-0.031273484,-0.3561204,-0.21535856,0.69242036,0.078127205,0.05797528,-0.2172938,0.10159364,0.083740115,0.15723811,-0.28398073,0.5321562,-0.27059785,0.30695656,0.61086535,-0.08679439,0.48198175,-0.0642151,0.5183586,-0.55296123,0.1847174,0.67100406,-0.24301723,0.36623833,0.17038271,0.5886042,0.35130256,-0.4142806,-0.8601816,0.07969406,0.5211969,-0.08447163,-0.120005965,-0.27253285,0.05824001,-0.61644304,-0.4720315,-0.012886956,-0.9455515,-0.09576981,-0.0021601813,1.2770584,-0.0053579435,-0.26979834,1.311048,-0.48621044,-1.2442173,-0.43947217,0.08341299,0.11214151,0.4424546,-0.5300325,0.5029395,-0.75836575,-0.052060768,-0.44381157,1.4989824,0.07734295,0.35234842,0.943624,0.45667782,0.041639205,-0.44604966,0.48147407,-0.22445735,-1.0433666,-0.5286536,0.25744838,0.33264127,0.06155848,-0.46859232,-0.6449151,0.590517,0.739981,-0.6638081,0.24626009,-0.5685964,-0.12488201,0.034676075,-0.16700837,-0.23176125,0.4888311,0.7633996,0.23910636,-0.63237494,-0.07066182,-0.055296995,0.48713318,-0.1921532,0.5424851,0.62620014,0.39204827,0.4176733,-0.6494536,0.4722254,0.1255553,0.8548618,0.3772515,-0.08537884,-0.9702001,-0.07869034,-0.6565644,1.4015785,0.5418665,-0.24000597,1.4979485,1.2667803,-0.3291276,-1.6200888,0.12964317,0.46948272,-1.0369738,-1.367746,0.021920767,0.8985452,0.42518276,1.1691648,1.542935,-0.007212218,0.24203613,0.85654974,0.59264493,2.2029777,0.4578582,-1.7464474,0.1938853,2.3839872,-0.4541798,3.1013153,1.3701755,-1.404864,0.89750487,0.3217312,0.32355034,-0.0053487658,0.26607198,0.38205,-0.3140654,0.70307946,-0.2252974,-2.5284944,0.22598732,-0.24152382,0.8836284,-0.9968125,-1.7331592,1.2721765,-0.24052508,-2.1759574,0.032281876,0.4682594,0.037628062,-1.8139658,-0.8361017,-1.2479433,-0.1155214,-2.091187,-0.448806,1.4037954,0.38886052,1.1896286,3.0653958,-0.033285443,2.0142105,-1.4208254,2.0787654,0.22067282,-1.9217287,-0.40863237
GP2d,0.36901712,-0.35742685,-0.20559967,0.31813487,0.4222585,-0.023934215,-0.069968365,-0.43896037,-0.28550643,0.18584482,0.30039144,0.16545546,-0.1829823,0.38264892,-0.41199443,0.2713049,0.04277588,-0.36941865,-0.15181455,0.41514933,0.24172604,-0.17703201,0.24479207,-0.24576895,0.0151997395,0.4445925,0.15662755,0.077860534,-0.16670293,0.11731932,-0.41089046,0.32573572,-0.33129364,-0.40109065,-0.4634816,0.4366708,0.010558663,-0.025093328,0.0026802924,-0.23259428,-0.1584811,-0.14401232,-0.40919176,0.31639233,-0.24426971,0.080414586,0.19506894,-0.124832585,0.16310331,-0.0050990866,0.4012469,-0.33408535,0.3326042,0.4407589,-0.001423751,0.028938372,0.090393126,0.48593622,0.013620985,-0.13908882,-0.4448486,-0.33913562,0.43585083,-0.13679701,-0.12562501,-0.3898599,0.23139937,-0.5242488,-2.0411613,-0.8130331,-1.9473115,0.6722677,-0.8163449,0.619517,-0.019469697,-0.34697866,-0.29682642,-0.18185847,-0.48768502,-0.9048453,-0.6066217,-0.91675985,0.6056949,-0.6864508,0.9867095,-0.97726834,-0.17798561,-0.1425313,0.13240838,-0.6472752,0.82722145,-0.62485254,-0.82501227,-1.3931818,0.14471722,-1.1292505,0.32615134,-0.36460343,-2.522634,-0.8557021,0.6679224,1.026499,-0.42005748,-0.42943755,0.12252306,0.58538574,-0.66937464,-0.09187977,-1.5179384,-0.45535636,-0.7075725,0.9582939,0.2779356,-0.24563333,-0.8556423,-0.28238782,-1.2749475,0.8347856,-0.42647243,0.15542088,-0.15306555,-0.9992293,1.750778,0.72523016,0.016602919,1.1416413,-0.43361378,-0.7601086,-0.18430173,2.1820045,1.2111864,-0.37160105,-0.956646,-1.4689457,-1.0723816,-1.2730441,-0.04282243,-1.854807,-1.1112012,0.6503685,0.7934706,-0.64789027,-0.46103454,-1.0139362,0.4938576,-0.16064072,-0.78943956,-0.27797383,0.11379445,-0.67317754,0.26848093,-0.5135949,-1.0571944,0.46207252,-1.7382754,0.6024283,0.9247915,0.62142915,0.18243884,-0.9770244,-0.99838394,0.29044122,-0.012601361,-0.29774317,0.14124736,-1.2576703,-0.1733356,-0.6831135,-1.5060947,-0.8898577,0.22205745,-1.284865,1.078171,-0.49300864,1.1608697,0.22874883,0.6056487,1.2445834,-0.96156937,-0.030211069,2.8263018,0.28340998,-1.249056,-1.3496622,-0.2869406,-0.54154795,0.45555097,-0.18652715,0.84811324,0.042529203,-1.421143,-0.32985154,-0.11899089,-1.6633284,-0.9121212,-0.46345308,0.23874438,0.033459257,-0.21133853,1.6648046,0.9990198
COR-L51,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,-0.31390327,-2.6502726,-1.2466012,-2.0743425,0.23035753,-0.42298344,0.5242045,-0.17175198,-0.58137316,0.7791748,-0.25868127,-1.1348219,-0.6105818,-0.39084998,-0.23875666,0.4100526,0.026086427,2.0748227,-1.4010005,-0.47727227,-0.7276298,1.4901861,0.561142,0.31121013,0.9830353,-1.2521607,0.017617207,1.1030946,-0.1975835,0.17506912,-1.540679,-2.2165303,0.07223057,1.0042487,0.3426986,-2.3074913,-0.8786152,0.7736527,2.0565493,-0.54656684,1.3825355,-1.0582539,-0.6500758,-0.22562611,0.32687524,-0.048686985,-0.05957537,0.7324672,0.9959224,-1.3682576,0.6054214,-0.0004860349,0.8620324,-0.6708,-0.592085,1.5791266,0.76760834,0.31627297,0.54278773,-0.3806258,-0.6411733,0.8026066,2.220887,0.40201506,-1.2918537,-1.1606514,-2.2848809,-1.0598899,-1.2503272,-0.036156964,-1.8245533,-1.1124593,0.6392327,0.7832717,-0.63030446,-0.45767218,-0.99081284,0.4864132,-0.15787761,-0.77672285,-0.2721339,0.11295318,-0.6512506,0.26062873,-0.50983244,-1.0448378,0.46280167,-1.7049574,0.59227085,0.920368,0.6111171,0.18171833,-0.9575699,-0.98507804,0.2868755,-0.01575736,-0.2931969,0.13810165,-1.2357452,-0.17181863,-0.65503174,-1.4859073,-0.8776174,0.21853955,-1.2684631,1.0642772,-0.48729855,1.1478839,0.22431135,0.6065656,1.2246243,-0.9492829,-0.025096156,2.7917383,0.27748212,-1.2278934,-1.3366045,-0.29802725,-0.5255648,0.44511047,-0.18623205,0.8321739,0.033367112,-1.3995194,-0.32066056,-0.11260038,-1.6398481,-0.9075942,-0.45096025,0.23357931,0.034981336,-0.20645654,1.6283036,0.98645
M-07e,-0.13547707,-0.5852163,-0.31356084,0.2433146,0.09837496,0.2320756,-0.26751128,0.09332007,-0.64180726,0.27745265,0.643378,-0.35553682,0.15189996,0.3886367,-0.5558462,0.5420762,0.5539272,-0.41214725,-0.4030486,0.46160448,0.35793626,-0.01089336,0.77215207,-0.15300338,-0.1911711,0.28424266,0.55345,-0.011648834,-0.30643016,0.39879987,-0.84331405,0.14295426,-0.39251024,-0.8262782,-0.055081546,-0.12976357,-0.56195396,0.14321612,-0.10245884,-0.27579322,0.04152204,0.35121977,-0.7478367,-0.015884966,0.022015229,0.3319381,0.3733641,-0.026495293,0.31115195,0.10496053,-0.11366713,-0.39638734,-0.067691535,0.19068262,0.08157321,-0.5458898,0.6055966,-0.06342119,-0.20288025,-0.26485056,-0.32002753,-0.7863207,0.65278625,-0.37399322,-0.09458256,-0.4970975,0.15900315,-0.5260305,-0.18669574,1.5668937,1.0620592,0.45663422,-0.6193584,-1.3628925,-1.1368357,0.19819067,0.1474629,-0.21961646,-1.005416,0.97713715,0.91975427,0.9820379,0.22467054,1.2381128,-0.04527731,-0.7807681,-1.264391,-0.96010095,1.886782,1.3064646,0.89616436,1.5983208,0.20398466,-0.4599018,0.38587624,0.35796562,-0.91362286,-1.2412183,0.05193464,0.9106327,0.21453226,-0.2575979,-1.4815526,0.2772366,1.1985191,2.1147647,0.37270343,0.9812093,-0.31955025,-0.013360877,1.2917706,-0.105189756,-0.63532853,0.36271715,0.4609445,1.3664236,-0.68671083,-1.6249975,-0.7522936,1.0701244,1.0211011,0.3164156,1.4010633,0.27135465,1.6175798,-0.3232495,-0.09618912,-0.71760035,1.8875787,-0.1540842,0.3558126,-0.7051323,0.6690947,1.8376795,-0.92977214,-0.99997145,-0.08282797,-1.591797,-0.8839321,0.56624526,0.68365514,-0.6025318,-0.50003445,-0.937172,0.35966834,-0.15555517,-0.6728578,-0.24968046,-0.040285595,-0.6817532,0.20028555,-0.4201744,-0.94601274,0.40353912,-1.4676721,0.46572512,0.69613665,0.569988,0.11649707,-0.90441203,-0.953886,0.26890334,-0.008316778,-0.17820776,0.12361055,-1.1459397,-0.13244559,-0.64725584,-1.253931,-0.7757211,0.228024,-1.0121692,0.9403705,-0.54872066,0.91107357,0.114771284,0.4278903,1.1317917,-0.8588936,-0.08395621,2.3230104,0.13442525,-1.0648599,-1.0266553,-0.25379404,-0.61552894,0.4125441,-0.24351378,0.8261735,-0.044545747,-1.1885408,-0.27146485,-0.13363428,-1.4173255,-0.7489379,-0.4083853,0.14488196,0.013167504,-0.30045158,1.4239914,0.9418343
OE33,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,-0.40207082,-0.3116286,0.059934884,-0.7392367,-0.4626067,-0.7932908,-0.32248256,-0.35410732,0.073197804,-0.29410222,-0.39317107,0.52294916,-0.8076636,-0.84307194,-0.7070125,0.10016655,-0.6196819,0.39246938,0.077404514,-0.7710175,-0.23596554,-0.34253693,-0.6851436,0.13552067,-0.5036396,0.23769556,-0.0049923267,0.102301285,-0.8722158,-0.10856291,-0.14999662,-0.9713779,-0.22169657,0.29460388,0.17501393,-0.32856,0.07757436,0.13878846,-0.20924105,0.17962742,-0.50238574,-0.39972454,0.32704753,-0.62253755,-0.14666732,-0.56919205,0.12761743,-0.83600795,0.3925021,0.13588598,0.48201314,-0.35173643,0.03258839,0.06011048,-0.524793,0.73601884,0.04048219,-0.8550335,0.8665199,0.18245998,-0.09228843,0.13985547,0.6528475,0.59194607,-0.15616727,-0.5128486,0.010512376,-0.21833701,-0.33202732,-0.04049016,-0.4709216,-0.5274689,0.34675652,0.26256838,-0.104197614,-0.17186223,0.10783322,0.13133542,0.09460921,-0.30258662,-0.32842767,-0.03959341,0.05606211,0.16090052,-0.25755495,-0.10968599,-0.063032575,-0.27226675,0.1721897,0.17488089,0.2897622,0.24399522,-0.23491393,-0.31076887,0.124689706,0.009115018,-0.24673854,0.09183386,0.11019716,-0.10475142,-0.13924718,-0.40348935,-0.23900251,0.2046098,-0.48164672,0.16717383,0.09312615,0.53822976,-0.012646836,0.16148683,0.17883463,-0.06688878,0.015136882,0.7011467,0.13586654,-0.5046688,-0.49790347,-0.07813119,-0.058776386,0.016470116,-0.2802541,0.13082863,-0.053009786,-0.28849584,-0.026748728,0.16024932,-0.3912873,-0.26024398,-0.10671618,-0.025211144,-0.1997457,0.061886765,0.30827773,0.31275234
Hs 742.T,0.7072402,-0.40468958,-0.4788803,0.67305744,0.36104634,-0.40123382,-0.2254301,-0.3815322,-0.60145116,-0.25134325,0.42857537,0.2948926,-0.19543283,0.16823779,-0.5041792,0.3205221,0.0538917,-0.6896384,0.020177186,0.47534892,0.4723823,0.08876975,0.31928787,-0.36536258,0.05412658,0.07009897,0.21236986,0.12467017,-0.46855852,0.10231388,-0.7209298,0.22748633,-0.031273484,-0.3561204,-0.21535856,0.69242036,0.078127205,0.05797528,-0.2172938,0.10159364,0.083740115,0.15723811,-0.28398073,0.5321562,-0.27059785,0.30695656,0.61086535,-0.08679439,0.48198175,-0.0642151,0.5183586,-0.55296123,0.1847174,0.67100406,-0.24301723,0.36623833,0.17038271,0.5886042,0.35130256,-0.4142806,-0.8601816,0.07969406,0.5211969,-0.08447163,-0.120005965,-0.27253285,0.05824001,0.81040037,0.48483065,0.5909809,1.7150947,0.13629775,0.9447875,1.4016842,1.4425527,0.607964,0.29517066,-0.1558777,0.1243085,-0.69505304,0.26343605,-1.3001602,0.09882325,0.3280807,-0.31972462,-0.21247192,-0.29772073,-0.788666,-0.15205398,-0.6105476,-0.62724215,-0.8584539,0.47940066,1.059593,-0.7850751,0.51435065,0.3486023,-0.22138825,0.27716762,-0.42222738,0.2098938,-0.087221086,1.1645079,1.5464588,0.3229311,-0.28716198,-0.32412082,-1.2427515,-0.06652881,-1.6970018,1.1119572,1.6589984,0.1579015,0.15466478,0.6989303,-0.6063751,-0.23418969,0.0021505076,-0.44968066,-2.0335507,0.22698852,0.39858913,-0.3428654,-0.52756166,0.9555462,-0.23584929,-1.0155373,0.8536945,0.1310864,-1.1497816,-0.3740901,0.5082201,0.5030185,-0.45147762,0.39529622,0.0187169,-0.44192457,0.5705117,0.74665475,-0.34238726,-0.6739761,0.10147186,0.26377746,-0.57896405,-0.4133838,0.059565444,0.27777064,0.41972643,0.4548577,0.89950246,-0.038789164,0.39474782,0.4865726,0.3591989,1.0158054,0.12214225,-0.5081603,0.1992547,1.0130767,0.17032313,1.0689008,0.63166904,-0.40090376,0.13666567,-0.09187478,0.24825406,-0.020491136,0.10860804,0.37381732,-0.14509694,0.38011408,0.28034794,-1.2713675,-0.116349235,-0.052865528,0.3173694,-0.29770648,-0.46478152,0.4584363,-0.25221822,-0.79825526,-0.13102186,0.16799203,0.056145746,-0.74449193,-0.48371682,-0.5786014,0.029622223,-0.6266219,-0.21640313,0.79114306,0.02548717,0.47950894,1.2588879,-0.16639806,0.66823363,-0.74571824,0.64497715,0.19967577,-0.8036065,-0.24903446
SF295,0.48568785,-0.6505699,-0.27371556,0.73045135,0.068785965,-0.15993369,-0.40725183,-0.9346001,-0.5957343,0.024726763,0.65377754,0.29430997,-0.017617404,0.5748319,-0.9746882,0.73161256,-0.275926,0.022380292,-0.5751792,0.08733258,0.5609263,0.18499647,0.24357748,-0.561331,0.15118173,0.1735827,-0.1504982,0.37684017,-0.325938,-0.44002655,-0.03262329,0.046183825,0.17806542,0.044368535,-0.7463149,0.5190531,0.45107514,-0.26602468,0.19032666,-0.068969086,0.1713409,0.38680786,-0.6572106,0.5095359,-0.39212054,0.5139648,0.80682003,-0.23383778,0.30244958,-0.53867424,0.2763248,-0.2368198,0.60926783,0.40222272,0.4328057,-0.5586521,0.74376374,0.49735826,0.36504787,-0.59956557,-0.7041235,-0.64155376,0.85377014,-0.5339036,-0.73375636,-0.51411045,-0.12014176,0.30850917,0.46104214,0.55133086,0.8623712,0.0025006877,0.6572617,0.99050146,0.44326216,0.15146458,0.09525375,-0.37934688,0.23159567,-0.4761979,-0.096782655,-0.57331,0.114880845,-0.18327507,-0.40735376,0.063715346,0.2946903,-0.68977404,0.21829633,-0.44482276,-0.1083465,-0.6209777,0.43506992,0.41363642,-0.5635023,0.32613045,0.13723493,-0.15668865,0.27742156,0.1424242,0.20602073,-0.14832518,0.6228508,0.97952807,0.28711292,-0.22605313,-0.51410514,-0.9780042,0.5616082,-0.708951,0.22328247,0.77971756,-0.2658235,-0.04920733,0.3340502,-0.25888136,-0.41928807,-0.31178734,-0.2358365,-0.924104,-0.1836702,0.5349171,-0.6230539,-0.0066248113,0.2742551,-0.464983,-0.058467604,0.37834764,0.08219454,-0.79617697,-0.16667274,0.065814376,0.31713563,0.10792541,0.4428775,0.4217015,-0.43656182,0.7123208,1.1397561,0.3440947,-0.9520568,0.10796597,0.24785773,-0.6271015,-0.9024447,0.28530714,0.5125287,-0.024354577,0.08653138,1.4908133,-0.12611577,1.1021723,0.83759207,-0.011675343,1.8574575,-0.06553211,-0.40253934,0.7555534,1.2796377,0.5317419,1.3945701,1.0724554,-0.72895485,0.13179864,0.45869902,0.82466745,-0.1980078,0.6598267,0.541596,-0.18420604,0.7345358,0.859312,-1.7649488,0.042756855,-0.36616895,0.21740451,-0.43366432,-1.4137372,0.57868034,-0.20975739,-1.8857337,-0.59437305,0.53392994,0.10621051,-0.99458975,0.43827742,-1.2557449,-0.077169865,-0.19587867,-0.31461537,1.0490131,0.018856253,1.0597049,1.9394711,0.30579236,0.52215755,-1.2436228,0.95077145,0.53257686,-1.9017154,-0.07573171
FTC-133,0.7928083,-1.1211398,-0.42519534,0.96260965,0.005943179,-0.2687212,-0.8189162,-1.323334,-0.78366345,0.12035225,1.181937,0.26075435,0.011506826,0.9072833,-1.2557015,1.1469688,-0.6191118,0.39628282,-0.7711345,-0.07861531,0.70838106,0.8847623,0.11654708,-0.9323737,0.35351428,0.17415181,-0.79678404,0.69355303,-0.39724308,-0.9437518,0.34626067,-0.34882268,0.7039167,0.4369559,-0.9926321,0.5205413,0.9973884,-0.28346086,0.3826667,0.12266645,0.34993267,0.5620481,-0.76310384,0.8283423,-0.5847815,0.8279827,1.1855294,-0.5282572,0.55541825,-0.9828297,-0.025807977,-0.3365611,0.9872906,0.346133,0.5600409,-1.0375036,1.0614386,0.53748506,0.8870255,-0.7867264,-0.8753163,-1.1374898,0.913533,-0.8341735,-1.158961,-0.25812376,-0.71274304,0.5945943,0.1884714,0.1227879,0.64703625,-0.44025153,0.75206774,1.2618109,0.7211705,0.40635782,-0.019806094,-0.3680515,-0.20688815,-0.6650174,-0.061104823,-0.5816076,0.14128014,-0.1060135,-0.34843364,0.06537254,-0.21966922,-0.5852424,0.20761912,-0.5605173,-0.26036495,-0.634304,0.05933936,0.4989721,-0.1276,0.10743133,0.080180906,-0.17959693,0.105633244,-0.04848303,-0.0061924383,-0.13708104,0.4717283,1.1528698,0.0035973638,-0.053714648,-0.35448247,-0.7025674,0.20480008,-0.89204586,0.5274692,0.92084134,-0.20781688,0.24703932,0.27037364,-0.35025677,-0.46141157,0.020515611,-0.23668253,-1.1458387,0.04301192,0.61822057,-0.14917894,0.04025032,-0.066008165,-0.09554686,-0.2710297,0.35848543,0.014123766,-0.5502018,-0.28888574,0.082518876,0.1233126,-0.27323747,1.7697611,0.8500078,-0.30696476,2.0317953,1.6858503,-0.59335405,-2.3351367,-0.007462928,0.7518247,-1.4468173,-1.8175834,-0.0013387981,1.0991291,0.5569346,1.4826722,2.0229511,-0.08392817,0.4802287,1.1325939,0.7655258,3.2115216,0.46885884,-2.5101805,0.34153205,3.1439962,-0.540201,4.1418433,1.9502774,-2.1385412,1.1818864,0.6038971,0.7002611,0.09048113,0.4363064,0.7396885,-0.3771308,1.2738665,-0.17893705,-3.3725622,0.6048325,-0.34127057,1.1566358,-1.3617067,-2.5285127,1.9321878,-0.2797728,-3.2312424,-0.04958707,0.45134687,0.092915945,-2.3474174,-1.055619,-1.7272952,-0.07260071,-3.014449,-0.77418274,1.7893146,0.5877215,1.6109486,4.3162885,-0.2007328,3.0884748,-2.0175095,2.8006911,0.1905978,-2.8422923,-0.5458043
