,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21
WM983B,-0.50566256,1.3367475,-1.739923,1.7144829,0.003978908,-0.74251765,-0.13804549,-1.5284576,0.67417467,2.6876416,-0.017333,-0.45694157,0.7351764,-0.06919168,1.642358,0.09781322,0.37841722,0.012345834,-1.0183651,-0.52145946,-0.50619274,-0.98062104
WM1799,-0.70753396,1.8312185,-1.3958397,0.88932514,-0.30368114,-0.9587321,0.002154863,0.29586697,-0.82383513,1.6354837,0.8767334,-1.2653916,-0.60912836,0.18950504,0.7446431,0.4809139,-1.5337684,-0.22318272,-0.49865517,0.23914878,-1.6209265,-1.4328238
TALL-1 [Human adult T-ALL],-1.486237,-0.099962726,1.9569081,1.5442481,1.7323178,-0.94809973,0.22453804,-3.6340804,0.43368855,1.224279,0.5383235,3.1562598,-0.041653425,0.13951384,-0.3980004,0.533349,1.3770096,-2.0928435,0.78942347,-0.06996881,-0.8207144,0.45514676
SNU-503,2.4968877,-2.232567,-1.1375438,-0.51154685,-0.46469566,-0.17269605,-1.4466021,-0.9564338,-1.4407281,-2.9026062,-0.5584265,-2.152358,-2.5817797,0.946714,-1.3096484,0.83993816,1.9403932,0.9998994,1.0396448,-0.09512784,-0.6447904,-0.8920977
T3M-4,0.79662883,-1.4571799,-0.5113909,0.73258406,-0.82131875,-1.6812466,-0.2464492,0.8323367,-0.45334426,0.53128743,-2.0571373,1.7790176,0.97502494,0.12913057,0.5123916,1.4230423,0.96501124,-0.18450306,-0.11360142,0.21380131,0.2433354,-0.20690607
SNU-213,1.0231972,-1.7009181,-0.83737254,-0.8954124,-0.3846367,-1.9566482,-0.16251284,0.71918505,1.4386035,1.2559793,-3.2783256,0.587841,-1.4384425,-0.7080902,1.321026,-1.7788589,0.8159899,1.731432,0.18851678,-1.6346649,1.3992394,-1.5664163
G-292 clone A141B1,0.099381864,-0.5327098,-0.23860413,0.16940911,-1.3311343,0.05950609,1.3674427,-0.12065019,-0.9939928,1.1846405,0.6050538,-0.41798934,0.059608027,0.7578206,-0.21707222,0.27879485,0.33710817,0.8662194,-0.8848327,0.7895332,-0.92645735,-1.13633
HEC-151,2.7656517,0.4433066,-0.9914113,-4.082869,1.2448386,0.63899577,-2.9506063,-2.3988903,-0.4463643,-5.181416,0.5252413,-2.1115005,-4.1502824,-0.9562013,-0.7265595,-1.3852562,0.9796097,-0.03569208,3.117189,0.7521455,3.3803806,-1.266504
MDA-PCa-2b,1.3645756,1.3406863,-0.88295835,0.10421791,-1.4640151,4.405551,-1.9196911,-0.960208,0.7300864,0.38799083,-0.58760065,-0.37956014,-0.3595582,-2.1505234,0.4079118,-0.6003463,-0.5836225,2.1518745,4.0258446,0.28406337,0.38644537,2.4023738
MFE-280,2.718261,-0.57200766,0.34713897,0.7921017,-0.17713961,0.7013081,-0.76206464,-1.73861,-0.29553255,-2.7754629,-1.1002656,-0.9390869,-0.37623352,-0.40105054,2.404296,-1.3929293,0.5227264,-0.7576201,0.887677,-0.63675153,0.33275625,-0.0922973
HEY A8,-2.3276372,-0.5185582,0.5406062,-1.3582517,2.1668947,-2.5271668,1.0670707,0.47819325,0.4839526,0.78283346,-0.31056803,0.6722698,0.9920296,-0.8100281,-0.95962036,-0.029238641,0.4897709,-0.49643883,-2.3967524,0.002540592,-1.8612535,0.0502221
Mino,-0.011603296,2.2241516,-0.49693167,0.8742198,0.6518866,-1.483646,-1.12402,-1.07653,-2.1471553,-1.1620642,1.7934248,1.5755911,-0.8036257,-0.69196135,0.35892335,-1.3514595,-0.37073982,0.6970859,-0.8284624,-0.71603084,-1.4382633,0.44822267
MM1.S,-0.28056479,1.3869004,-0.5023223,0.78552324,-0.26325092,0.09943931,-0.1811388,-0.78813505,-3.2602768,0.91739374,2.993435,1.635764,0.8900028,-0.21988198,0.46547633,-0.6208581,0.0029744506,-1.5361636,-0.79429525,-2.1603825,1.5523185,-0.34459513
TCCSUP,-0.5214345,0.02750671,0.87011725,-0.7461189,0.19158272,0.01565528,1.1715667,0.82074296,0.3472448,1.013241,-0.9129919,0.107335374,1.0710616,0.5705061,-0.2959585,0.41367576,-0.9531902,-1.112207,-0.69096214,0.13462031,-0.36202154,-0.12539575
NCO2,0.9570866,1.500101,0.18856092,0.8287627,1.6808834,-3.1160452,0.4755415,-2.400017,-0.88846326,-2.2201378,2.0335047,1.7464743,-1.0789146,-1.3103806,-1.0126956,0.33759886,-1.2289761,1.2688959,0.9341184,2.6062396,0.031371787,-0.03660152
TE-14,1.9076799,-1.4180266,0.75013834,-0.48807457,-1.2938526,-1.9638034,-0.13985693,-0.29417425,0.016351402,-2.5479088,-1.9599541,-1.7615958,-1.097015,1.5980587,-1.0607917,0.8808979,0.8841189,1.3531018,0.25437602,-0.7312692,0.7236395,-0.4987354
HOS,-1.0995071,-0.09815656,0.8657872,1.4868103,0.5547304,1.7804444,0.29537517,-0.12122078,-0.8850427,0.41627535,0.030306708,1.2065164,1.4057221,-1.2050825,0.23898871,1.5606042,-1.1809889,0.38086355,-0.78082544,0.786474,-2.631882,0.39759722
Becker,-0.62703717,-1.044886,-1.2508545,0.53549266,-1.6561587,0.59579974,1.966103,-0.7884798,0.32194686,2.3407185,-0.62694836,0.18158063,1.441439,1.0964415,1.172986,-1.1183543,0.49347723,0.7761834,-0.2332862,-0.40095368,-0.26702246,-0.6192453
L-428,-1.2533333,1.4423914,1.7574489,0.19630627,-0.8897197,-0.05395411,0.53035134,0.43445462,-1.6313049,1.6895282,1.7855908,1.6999862,1.0829341,0.78255284,-0.9169066,-0.3958873,0.49928313,0.56879336,-0.08406608,-0.32573467,-0.15544766,0.1654245
SR,-4.5880437,-1.3205491,2.4781923,0.2874068,-0.98039305,-0.17538112,0.5945163,1.0484643,-0.32341468,0.32919675,-0.85611475,2.4910614,2.543573,0.55417305,-1.7768828,-0.87296075,0.37080878,0.049768783,-3.4159532,-0.3095884,-1.9528039,1.5725486
A-549,-1.5301094,-0.18730421,1.3118229,-2.421536,0.87623763,-0.54968125,1.1518465,0.9746171,0.55388516,-1.480444,0.23365536,-1.4932383,-0.40122408,0.5820373,-1.0053859,0.06573862,-0.18126017,0.19552098,0.11904152,0.99286306,1.4524667,-0.36941475
Pfeiffer,-2.5398734,1.3560753,1.0737003,-0.38624468,2.888367,-3.1987545,0.9916371,-0.024421029,-3.51093,0.9776967,-0.6218554,-0.51284397,-0.8694267,-0.9638775,-0.09049967,-2.878998,-1.02238,-1.7377677,0.84966266,-0.22903693,-0.6420263,2.3683498
SNU-886,-0.31266135,-0.9798503,1.1498361,-0.10958482,-0.63619643,0.5738179,1.2059755,0.9667215,1.063595,-0.58862996,-1.229549,0.07887897,0.903351,-0.9115788,0.60812956,-0.33822078,-1.0960867,-0.2742596,-0.6771881,-0.3459214,0.9616859,-0.9519903
ACHN,0.3480578,-1.3956974,-2.0054522,-2.393491,1.8464657,-0.3691733,2.568877,-2.565736,2.641266,-1.9203594,-2.364893,0.64887995,-1.437069,0.10920793,3.3575897,-3.260461,-0.22925827,-2.3412728,1.8556471,0.97314394,3.6029441,0.6484574
JHOS-2,2.7360911,-0.04988599,-1.2374327,-1.3479117,0.4649421,1.65896,-0.16314748,-0.58049417,0.044460937,-1.5611057,-2.2976067,-0.05388215,-0.9546867,-1.6516944,1.276573,-1.3202451,-0.60592437,3.2322152,1.4824922,-0.021052223,0.06564446,0.15710625
WM793,-0.9916921,0.87222016,0.005200118,-1.9542403,1.3182044,-1.0872846,1.9995537,0.12331236,1.1183598,2.438482,-0.8394737,-0.71287423,-0.24183817,-0.004880972,-1.7688196,1.2176576,-2.7717476,-0.5075786,0.27204576,0.2345143,-1.8826722,0.34871858
G-402,-0.6145511,0.77306813,0.6309703,2.053381,-0.61417186,2.5494244,-0.67683196,1.0224643,-0.79023296,0.46109715,1.7667161,0.25436413,1.0680387,-0.30522522,0.24631599,0.031722903,-0.36632907,0.97590613,-1.3708268,1.5845181,-2.4384947,0.38800192
SF172,3.1872878,0.65447396,-0.7438129,-1.1872563,0.1793434,-0.16826934,0.5734172,-0.5355054,-0.32794437,-3.6080124,-1.7746046,0.40054756,-2.8911536,-0.63248813,0.14718007,-1.0456642,-0.08906908,1.8629403,0.82914144,-0.07862147,0.5880303,-0.8631884
Kasumi-1,-0.467515,1.0964048,0.44634992,1.2459699,0.15120138,-1.7116925,-0.9351559,-1.4026815,-1.4193199,-1.6570807,-0.38965565,1.5380832,0.033237636,-0.6615275,-1.106123,-3.0878487,-0.44536084,0.43237084,-1.1353965,2.2756796,-0.2908856,0.15951233
KG-1,-1.4694793,1.1872588,0.4766135,0.903748,-0.8626457,-2.1496716,-2.2886956,-1.9723061,-1.9667792,-0.6787344,1.6849744,3.1503468,-0.62909675,-0.24294007,-0.7324211,0.11740596,0.15488927,1.2179328,-1.0969747,0.7625642,-0.32064968,-1.3088638
RKN,-3.736786,-2.3776176,-1.3527725,0.68087476,2.2515619,0.6850066,-1.5222787,-0.7141138,4.1778903,2.7594795,-2.0529385,1.5958289,2.5245674,-2.6569538,0.49247745,1.1343029,1.3255333,-2.0746217,-2.3207088,-1.0450883,-3.4167888,1.4820198
SNU-1077,2.6588666,1.002773,-0.00072556734,-0.9137169,0.08355705,0.8549034,0.21925002,0.844502,-0.3166083,-2.6495333,-0.7195447,0.62953997,0.32097462,-0.29775771,2.318229,-0.017100785,-0.80572104,0.8908245,-0.12928171,-0.35427076,-0.8121263,-0.9645974
OVCAR-3,0.854867,0.78466165,-0.05905552,-2.5373955,-1.396351,0.8136916,-2.200187,-1.8599882,2.9338238,-3.3816655,-3.3508627,-2.7684395,0.55861187,-1.510084,1.89564,-1.039472,-0.6023793,-0.040129393,0.72399837,-1.7597418,-0.2717411,1.6711825
KYSE-410,1.0032951,0.3418843,0.19212595,-1.7245854,0.7802476,0.27656293,-0.22633018,2.0597448,-0.7885654,0.37951267,0.5605947,0.33090007,-1.3537506,0.6931833,-0.6414941,2.0316815,0.7109213,-0.13978004,0.13086621,-0.07326612,0.18553662,-0.68014383
JM-1,-1.7378056,2.4223583,0.85020113,1.6538935,-0.36814633,-1.2258489,-0.9384519,0.92909783,-2.4817843,0.07264937,1.4839923,0.0418754,0.36146933,-0.18219316,1.0985707,1.0117046,-0.104310334,-1.3326114,-1.6974272,-0.769223,-1.8841774,1.7771493
NCI-H1563,-1.850406,-1.9918935,-0.22524685,-0.9810544,-0.5422693,-0.3290988,-0.20023155,0.116825856,0.26549459,-0.688184,-2.4256985,-0.9724702,0.28665826,1.1144607,-1.6866788,-1.9915476,1.3335881,-0.45873052,0.5621274,-0.28474855,0.55065763,-1.8389543
NCI-H2126,2.0332544,0.36772415,1.1477858,-2.0670636,-0.8001323,1.2475134,1.5089862,1.1295698,0.44685677,-1.3371489,-1.30397,-1.5663007,-1.9559038,2.114596,-1.2068616,-1.1791856,0.87118936,0.8923909,2.2623346,-1.026296,4.5219665,-1.1565483
NCI-H1838,2.7077363,-0.046215903,-0.9391617,-0.52894694,0.43692884,1.4133202,0.8392682,-1.3682233,-0.35013345,-0.9447921,-1.0349382,0.2727697,-1.3634924,-2.9905589,0.47229573,-2.277716,0.07086396,2.2627583,2.40213,-0.47792584,0.71368885,0.63549846
KALS-1,-0.84077996,0.55609727,0.28357005,-0.24396367,0.6337471,3.222352,2.4901688,0.4243223,-0.11698459,0.83478475,-1.2023542,-0.31995934,0.595409,-1.5190356,-1.9318277,1.6185088,-2.7618475,-0.22050136,2.4603271,0.29359508,-2.4366899,1.0107448
SNU-1196,1.0256907,1.0171678,-0.285017,1.3208625,-0.41315868,-0.83503604,-0.24018617,0.78603816,0.22598061,-0.4997677,-0.071596265,0.6220352,-0.7791295,-0.6424644,-0.16566464,0.028324068,-0.4775925,1.3988627,0.38566405,0.076980844,0.5094827,-0.70208454
D341 Med,0.60604084,1.284682,1.6657792,1.6422516,-1.3361422,0.034915615,-0.58158576,0.25925532,-1.0968761,0.7162,2.9724326,-0.72191703,2.2635164,0.6914972,0.76241696,-0.24462844,-0.42169183,-0.5225512,-0.10217903,0.7190723,-1.0260513,0.13552171
SHP-77,0.3569686,-0.452302,0.4671743,0.95734227,-0.89818656,-0.088754304,-0.19542359,0.29162884,-1.5484041,1.2400727,3.5771167,-0.1106458,2.2701828,0.13597128,1.0998194,0.27797976,0.25627875,0.118531935,0.34101167,-0.73053986,-0.33188897,-0.7664939
UACC-257,-1.1261679,1.9918698,-0.5687589,0.881283,-0.021890447,-2.241505,-0.9750969,-0.5909363,-0.26566,0.069698945,0.83580226,-1.4347917,0.016545743,1.5031792,0.3058469,0.49537444,-0.89887947,-0.44676548,-1.2757865,-0.64588606,-0.47958317,-2.0830557
SNU-1040,-0.5123709,0.2708234,-0.83930475,-1.9903051,-1.8520526,1.7959741,-4.582684,-0.9808332,1.3560444,-1.356075,-0.22730985,-2.6844745,-2.5232131,-0.32645884,-3.2220266,3.413471,1.0632594,-0.23813093,3.315113,-0.13968372,1.6192198,-0.72825456
NCI-H2291,-0.29159218,-1.8548446,-1.5871043,-0.5949973,1.1308159,-0.8245392,1.0897169,0.37700087,0.8978719,-1.9330163,-1.0922953,0.21647894,-2.0855641,-0.18537007,-0.04503221,-1.3335373,-0.4765554,1.0543817,1.0013446,-2.5336878,0.9155782,-0.7603774
EFO-27,0.6513061,1.0037833,-2.307995,-2.8805563,-2.3545043,2.9968338,-2.4217377,-3.317984,2.4543447,-3.23089,-2.8264263,-0.35427672,-1.6012275,-3.4628768,-1.032407,0.95374906,-0.41871175,2.2768815,2.5421422,0.48202926,0.4533626,0.06628455
SUP-HD1,-1.4618626,1.2117667,2.4575458,-0.30537552,-1.2946714,1.422443,0.63004947,1.0515344,-1.1894149,2.6909642,1.9918733,1.7782816,1.6045172,0.8271098,-1.5318987,-0.055820048,0.2866124,0.7678581,0.37105393,0.07843529,-1.4353964,1.2618074
A4/Fukuda,-1.1360655,1.2049879,0.04187815,1.3505033,-1.4256151,0.4438499,-0.09999415,-0.9042069,-2.1280756,1.3659797,2.1435559,1.7537237,2.3337848,-0.16664606,0.41050538,-1.8358258,0.178375,0.76348937,-0.23445003,-0.6529005,-0.114897676,-0.3678603
KE-97,-1.6261294,2.223523,1.8187357,0.50187224,-0.06706619,-1.3627264,-0.23604284,1.6553767,-0.98397475,1.9824625,2.605307,2.794788,1.2094727,0.4841404,-0.10857648,1.1115282,-0.40892965,-0.40372664,-1.1948174,-0.95336014,-1.4577897,0.29844078
KCI-MOH1,-0.26798555,-1.4543585,0.7633599,-0.07990599,0.7196016,-0.6797875,2.7750144,-0.23953652,-0.64340734,-1.6760145,-1.9623891,-0.510765,-2.339103,0.22576028,-1.9576142,0.66977376,-0.67655873,1.7036699,2.1632295,-0.9101311,1.7181038,-2.353252
NMC-G1,0.9673954,0.24073341,-1.6477993,-0.9665586,-0.27795714,-0.23394413,2.0589693,-0.33741704,0.18818754,1.8142809,-0.011723094,-0.5976256,-0.4522906,-0.36955795,-0.34739,-0.650558,0.9196965,-0.51451135,0.9522955,-0.38378888,0.24905163,-1.4303718
KYSE-520,2.4421098,-1.3009455,0.2528972,-0.8406603,0.31937626,-0.57458836,0.9167172,-1.5302446,0.4524648,-2.3053691,-2.6099362,-0.5344812,-1.7293183,0.0823649,-0.4704261,-0.1895783,0.2356486,1.269228,0.33063513,0.9136041,0.12022304,-0.25541103
OCI-Ly19,0.011125371,3.466099,0.018084615,1.2370852,0.075456604,-1.0692854,-1.311587,-0.019813968,-1.7001318,0.462702,2.1289034,1.224817,-0.31980947,0.9540932,0.061486408,0.13096936,-0.4312209,-0.8518453,-1.2399441,0.20709908,-2.4238112,0.709993
SNU-668,-0.05462092,-1.4675813,-0.27561054,0.9379672,-0.12377365,1.3980198,0.22154756,0.77582127,-2.1801596,0.3132618,0.59949183,0.6196353,-0.54447824,0.5508847,-0.3716055,-0.3247706,0.54674834,1.050054,-0.77233547,0.91295266,0.23307681,-1.7224348
Panc 08.13,-0.27182505,0.16003661,-0.0099335145,-0.16057903,0.28712064,-1.9612825,0.5433329,1.2459581,-0.37458774,1.1346489,-1.1107416,1.0911149,-0.9616333,-0.90345824,0.46704385,1.0132916,-0.65675205,-0.033632748,-0.02716355,-1.3423344,1.6143104,-0.53188324
LS123,-0.69716936,-0.87468106,-0.80242026,-0.25494686,2.9301317,-0.76076293,0.4071373,2.0041122,-0.008846909,-0.0816423,-1.5313965,1.6207755,-0.06955257,0.033315588,-1.3289464,1.7663898,-0.985852,-1.010192,-0.33674616,-0.608293,0.5299443,-0.16393998
NCI-H1105,3.5136397,-0.433461,0.0978554,0.35129556,-0.14061472,-0.764795,-0.18530789,-2.1116168,-0.6861857,-2.047968,1.4462967,-1.8759818,-0.15153268,-0.77106583,0.41312748,-0.9933324,0.43487564,1.0808731,2.1001954,-0.20556426,-0.6990509,0.4069738
SK-MES-1,2.0762792,-2.7431421,-0.74262595,-2.28814,0.9865104,-0.5060277,3.6040847,-3.511938,1.2364376,-1.6083972,-3.2654076,-1.4516598,-2.628019,-0.37451944,-0.7289959,-2.3268125,-0.3860816,2.6811583,1.9310262,-0.21271795,3.474666,-0.45324153
SH-4,-0.3901955,2.447899,-1.0659343,1.3859076,-0.1013584,-0.7512564,-0.44011053,-0.25645223,-0.643579,1.4642383,1.3474451,-1.561037,-0.38745677,0.25505182,1.0780976,-0.29866275,-0.8923017,0.35964328,-0.5422945,0.26049343,-0.8591428,-1.5591993
Li-7,-1.0303953,-0.20390749,0.17905831,0.06363036,0.37719142,-0.38630486,1.278435,0.7000312,1.7389927,-0.19027194,-0.74754703,-0.8595062,2.4697084,0.2327777,0.19142215,-2.069478,0.29138738,-0.25328338,0.6587502,0.7144726,1.8833853,-0.6487374
SNG-M,-0.1461612,0.47858,-0.84705466,-2.4374142,1.2967666,1.8362337,-3.9056373,0.4883181,-1.4788932,-1.6379793,1.3028424,-0.6622143,-1.4945401,-1.2892978,-0.27167886,1.6338027,-0.3498534,-0.7916218,0.264153,0.70487714,0.47646952,-1.5846481
MOLT-4,0.050730035,3.0451403,0.7749965,0.035311297,-0.1549309,-0.31163943,0.12844566,-2.7243323,0.32962403,0.59057873,2.4681473,1.0091261,0.19566394,-1.1523453,-1.2684103,0.84684503,2.0392406,0.14297046,0.110566564,1.5705649,-1.7097664,2.0899138
HEC-1-A,-1.2552035,0.9754288,-1.9377637,-1.094139,1.200588,0.46791172,-3.3490646,0.62781364,-1.465193,-0.77227825,1.3392996,0.13682207,0.191517,-1.1989508,0.4806107,2.0313303,0.09850598,-0.65797734,1.1060795,0.48033926,-0.12646158,-1.4493258
NB1,-2.5999424,-0.86133784,1.8339281,1.5777463,0.7339843,-0.38873088,0.48198023,-0.26816267,-0.14296104,1.2150496,1.4432187,-1.8746256,3.2691047,1.760122,-0.30537394,1.7238809,-0.7833971,-1.8272569,-1.8817284,0.4216948,-1.2182372,1.6102879
LS513,0.096232176,0.47146362,0.68035567,1.2747154,-1.4809861,-0.5798597,-0.998558,2.6399372,0.2720764,0.93064684,0.32162884,-1.2491701,-0.05017057,1.3339463,-1.6863595,1.7962961,0.32536328,-1.4248061,2.4940605,0.19682917,1.4420631,-0.48321372
SJSA-1,1.3030703,-0.41469455,0.5664488,-1.4568303,-0.119034305,-0.049482904,1.4873976,-0.1408521,-0.4420243,0.18387039,0.0055629183,-0.81247884,0.7385346,1.289168,-0.29803956,0.14917697,-0.7020447,0.75899374,-1.4970679,0.87754595,-0.7085467,-0.40265125
EFO-21,-0.059014663,0.6210343,-0.4535276,-1.4679831,0.75660956,2.2950602,-1.5585299,0.107909694,1.9281602,-1.3680472,-1.015824,0.49251077,1.4677597,-2.436041,1.4394298,0.5823522,-1.2196447,-0.42354086,-0.60441005,0.8802621,0.048282206,1.655944
NCI-H1648,1.5304606,0.25762823,-0.30672562,-1.2840816,0.051788017,-1.188509,0.55914253,0.49017507,1.6656436,0.056875654,-2.266115,0.5841228,-0.4377079,-0.10301055,0.45810556,0.20829055,0.12636632,1.5898764,0.32200566,-1.0707074,1.0949955,-0.010077124
NCI-H1876,1.5866846,-1.0209923,0.20883864,-0.06220814,1.4966996,0.30728588,-1.4574623,-0.38647294,-2.2494419,0.05916748,2.619797,-1.66596,0.38741148,-0.20027332,0.11075756,0.8235323,1.1140964,-0.5449656,0.86819416,0.19541104,0.30732548,-0.18330777
NCI-H1693,0.43465474,0.361307,1.6241668,-3.0212762,0.7077592,-1.2520952,0.3328079,0.73489785,0.5717782,-0.8339019,-0.72738385,-1.280947,-0.011095449,0.2837257,-1.124841,-1.5330182,0.94153917,0.05337806,0.317335,-0.15566501,0.8340995,0.8579712
BDCM,-1.8612502,2.6761038,1.4636978,0.399606,0.09926285,-0.74417573,-0.4244373,1.4875909,-0.5435725,3.2662013,2.5022156,3.0584755,1.18581,0.6854071,-1.0473669,1.3693553,-0.97645724,-0.22140524,-0.85780257,-0.989219,-1.4483247,0.23461266
COLO 668,2.2601166,-1.0253843,-0.36752838,1.2672226,-0.19363117,-0.6991429,-0.6190084,-1.050169,-1.3190081,-0.9524332,2.4182463,-0.56952065,0.77756363,-0.87805885,1.391287,-0.7045089,0.4636445,1.0003155,1.527083,-1.3194901,0.9127024,-0.40975255
JURL-MK1,0.38152748,1.558913,0.22207636,1.8709612,-0.22129197,-2.174212,-0.60981584,-0.9847365,-0.5587945,-1.5263793,1.6520499,0.7476534,-0.69766074,-1.3242198,-1.1794262,-0.301855,-0.32609296,1.0396578,-0.33630967,1.561567,-0.49037763,-0.2158946
MKN1,0.06376336,-2.5794137,-0.95331365,-0.2633893,1.0205612,1.4444306,0.6615589,-0.4625279,-0.99634886,0.9955981,-0.8658294,-0.61407584,-0.67173845,0.13928626,-0.46380606,0.24602847,2.2712226,-1.4192793,-0.5200207,0.17023072,2.6649892,-0.44878107
NCI-H441,-0.77839684,-2.3630054,-1.2219837,-1.1645637,3.4204829,-1.5936205,-0.37584025,-0.69597775,2.846783,0.049666703,-2.830505,-0.41264385,1.9678832,0.75611335,0.12678215,-2.594961,0.6623088,1.1163498,-1.8270516,-2.4299133,1.69114,1.7645228
WM88,-0.8151245,1.7433711,-0.5247794,0.49532783,0.35064268,1.2688279,-0.3489195,-0.10985698,0.16240914,3.05074,0.3859198,-1.2057642,-1.6549637,-0.23158218,-0.25675312,1.2297378,-1.1800231,-2.0618515,0.42307806,-0.13112083,-0.9258981,-0.15174471
TE-4,1.7194257,1.0044421,-0.16011375,-2.9989264,-2.074404,0.71875143,-0.7084776,-1.3326954,1.6076225,-2.2497792,-1.2019244,-1.0446965,-1.6636113,0.007433407,-0.41703022,0.5817139,0.4011611,1.5338954,3.205633,-1.9895898,1.4542384,-0.45450118
TUHR14TKB,3.274641,0.72400963,-0.61374986,-2.3159816,-0.19979694,1.58475,1.5323119,-0.96026933,-0.075332895,-2.63566,-0.5048295,-0.9906212,-1.7691514,-0.16255426,0.8993163,-2.985326,-0.4912323,1.5154611,1.0120261,0.083158925,2.5370457,-1.9318982
CAL-33,3.8229818,-0.96656924,-0.78861654,-1.3400544,0.1019578,1.448915,1.5885227,1.1891471,0.1457925,-1.3400708,-2.2176082,-0.68032247,-3.9145374,1.5604926,-0.76055133,1.2756171,0.44082502,1.2231867,-0.045142055,0.1324338,1.919692,0.5808286
A-253,1.8935978,-0.5209749,0.64898264,-1.530374,0.20235506,-0.014208443,0.63143986,0.107878,3.2881556,-0.85344696,-2.1229348,-1.4794532,-1.4781109,0.76856244,-1.817468,-0.44550002,0.47709748,1.2968554,2.2718573,1.0430628,-1.2314184,1.8489732
NCI-H2227,2.3479745,-0.5822352,0.41741854,0.5992165,-0.8927139,0.025705662,-0.15867758,-1.4327563,-0.82725525,-1.2576042,2.0203412,-1.1864557,1.3059951,-0.4349123,1.3101578,-0.33102643,0.22631529,0.53016084,1.0114278,0.34985766,-0.12922859,-0.13310328
U-118MG,-0.22448099,-0.46557564,-0.8747905,0.5811301,-1.2727687,0.57943445,1.6425754,-1.0654482,-0.5022495,2.3932483,0.08757487,0.93336594,1.2486895,0.3886683,-0.20396724,-0.23697907,0.47048217,1.6667414,-1.3428892,0.03560792,-0.8756256,-1.726464
F5,-0.25975287,0.49113077,0.14713758,1.4778469,-1.2016236,-0.21375155,0.12511191,-0.0032300986,-1.0971441,-0.46150935,1.1679492,0.36236912,0.84972274,-0.354497,1.0284052,0.24604242,-0.082037434,0.8594935,-1.6493938,1.7097226,-1.7778832,-1.1123877
OVKATE,3.8836372,0.24983242,-1.1260654,-1.272676,-0.42766234,0.7258206,0.18922311,-1.0220902,-0.27771986,-3.1166325,-2.0475643,-1.12338,-0.9636408,-0.33250305,2.0584652,-1.8828852,-0.11348853,1.7233994,1.2478714,-1.1639509,1.38234,-0.39741448
TT,2.5190837,-0.908133,1.465975,0.6400963,0.035157673,1.0110068,0.7379496,1.364857,-1.1951283,2.088929,2.808079,-1.315519,1.252445,0.70206785,1.307976,0.28726476,-0.89211416,-0.8930581,1.5245466,-0.34620312,1.4594597,0.38601702
KO52,-1.3704585,1.6450213,-0.16233793,1.2152255,-0.58682555,-2.0941155,-2.3168018,-1.2800983,-1.9728866,-1.5521321,1.4676219,2.6615624,-0.9365973,-1.1872429,-1.14078,-0.1588155,0.17635986,0.35681355,-1.7205539,0.7250961,-0.48821825,-1.5587916
KMS-11,-2.606225,0.14132826,1.2725343,0.75008714,-0.050782762,-0.12001574,0.5924231,-0.05283466,-0.6378784,1.0864121,1.5921834,0.46045548,2.2195084,0.68324995,0.52225083,-1.8425453,-0.26112464,-2.0548387,-0.20210165,-0.79967594,1.6112766,1.428565
Detroit 562,2.6548116,0.12461768,-0.3054825,-1.6541376,-0.38479397,0.053802058,1.134395,0.44293228,0.49255002,-1.9943079,-0.8045359,0.966633,-1.262779,-0.49814147,0.27290475,1.0590624,0.10226569,1.2869551,1.0631404,-0.7094885,0.17566793,-0.3156407
PF-382,-1.3973383,1.7745326,-1.2459453,-1.5924575,-1.7524166,0.74728644,-2.5135753,-2.8996115,0.75510144,-1.3304133,1.4594051,1.0910183,-0.37362903,-3.6961865,-1.7987332,2.9742768,0.44772387,0.9256552,1.540763,0.47702035,-3.2006476,2.2635937
Hs 819.T,-1.0546294,-2.4034576,0.35465187,-0.41829732,-0.29659146,0.30152476,2.5437942,0.58115745,1.7723906,-0.10702962,-1.2629251,-0.66418076,-0.5105834,2.2558599,-2.537894,0.63056886,-0.48256168,-0.55022305,-1.8082457,0.81526095,-0.3702793,0.28126892
