,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120
NCI-H1963,-4.9900627,-7.5077376,-7.941793,-9.347081,-8.437564,11.713255,-0.35696265,12.326056,-3.3748026,-3.7954223,-3.6749208,6.3247213,-5.1903925,-4.5523324,3.3256721,-10.015048,9.014706,6.0508013,3.8842669,3.655986,5.2770734,-6.828993,-3.892711,-5.1959376,-5.970656,-4.9213758,-4.6179576,-6.4022536,-6.138376,-7.7709937,3.796667,-9.987152,-8.767035,4.970864,4.365136,-3.6998937,9.15435,6.9054966,9.258036,6.730296,-4.866349,-1.7434955,3.0127566,-7.2685328,-6.435764,5.6658673,5.2443843,6.0613666,6.6477146,4.00265,6.8506846,8.315782,7.577396,-8.580496,-5.2629437,7.010838,-8.097152,-3.4745464,-9.158796,-13.75463,5.520634,10.960224,-9.476917,-5.1057396,6.5932302,-7.2758327,7.9524736,-2.265165,-8.742383,-1.6234548,4.7444396,3.8355765,-1.1868248,2.5000732,-6.9629526,5.545287,-3.366404,-9.098123,-2.580943,-4.9816175,-8.786385,1.1014079,-4.7317953,3.5796406,-6.3834124,-4.1780515,1.6928408,-5.876721,8.0874195,-1.6822613,-1.4609095,-7.41305,3.189709,8.611832,-7.3151145,-6.1177387,-6.1504965,1.5980405,3.9179356,10.215435,-6.143903,2.3972561,6.401591,7.3922205,7.8272533,7.562,5.4278107,6.3976564,-10.737009,-2.7716784,4.8681893,-5.651018,7.544491,-9.267533,-4.3735967,-2.9675372,-4.0743895,4.409354,9.78813,-3.2352793,9.09023
KMRC-2,-2.937467,-3.900851,-4.0637608,-5.122452,-6.040016,7.1314306,-0.44711605,7.1069856,-2.7196057,-2.2530742,-2.1160417,3.6830556,-2.3824167,-2.346812,2.885262,-5.283366,4.9240413,3.6010168,2.3038447,2.891827,2.176344,-4.039458,-2.048293,-2.8261266,-3.379221,-3.0262866,-2.7460399,-4.0247717,-3.4395232,-4.27596,2.0009346,-5.484443,-4.5791225,2.9006283,2.0743585,-1.7642202,4.984078,3.922638,5.5379553,2.9943538,-1.8454683,-1.1446898,1.4211771,-3.97627,-3.6562803,3.478737,3.273196,3.5641983,3.9425578,2.4979498,3.610303,4.7028794,4.397771,-4.683957,-3.0238397,3.7898932,-4.0263143,-1.1185105,-6.80847,-7.485654,3.360791,5.9055533,-5.459199,-2.639643,3.7332928,-4.737883,4.6471696,-0.8595954,-5.50653,-1.5836654,2.4393158,2.2729938,-0.948074,1.4391059,-3.9361577,2.7723477,-2.4589152,-5.022801,-2.033354,-2.8207603,-4.7601132,0.43621993,-1.8596718,2.826004,-3.2422757,-2.1010027,0.7600165,-3.7665696,4.5363803,-0.9159602,-0.77364033,-4.2938013,2.3649867,4.9848704,-3.931356,-3.5468132,-3.2800276,0.8675075,2.1257079,5.5017796,-2.94227,1.0859165,3.523457,3.991651,4.4497824,4.217389,2.8906949,3.6777673,-6.1888733,-1.8444035,2.7304893,-3.5045173,4.122056,-5.067778,-1.8797188,-1.6368675,-2.502101,1.9577303,5.2532477,-1.7948058,5.105796
SK-HEP-1,-2.9737282,10.859392,8.215435,1.9299374,-8.346172,8.08685,2.7138927,0.031246249,0.70046854,3.0488293,-0.57199085,-7.3814282,7.090411,6.5798283,1.4625046,7.4654756,-13.025635,-5.35165,-5.825358,10.488206,-9.677742,11.82883,13.487621,2.8337443,7.6984277,0.43116337,-8.151182,5.343168,0.705368,7.0111504,-5.7596397,10.773651,4.8480906,-4.138073,3.3438592,7.19879,-9.180247,-10.291997,-1.5877947,-11.678731,6.896619,8.210922,-9.081719,9.142749,0.9922487,-7.2782626,-2.8092442,-1.2451332,-4.490319,3.3137789,-8.185028,-6.843201,-10.676716,7.9360943,9.101263,-1.679942,2.8413475,3.1300664,-6.6317315,-3.4470222,-6.9691067,-8.705565,9.462068,4.9857626,-5.248022,9.53121,-5.984664,-2.5813425,-2.5497015,-3.9294205,-8.604939,-8.543157,1.4068787,-4.5713253,3.7443764,-11.345485,8.898825,8.001398,5.6403775,6.0576096,5.9708104,-6.981916,-1.2652844,4.114295,6.2776766,10.885166,-6.8712645,-1.0000896,-3.008339,1.7668198,4.55442,5.789927,2.1476188,-10.320692,4.355469,1.4033078,7.4522295,-3.588678,-9.294825,-13.300441,5.696606,-4.496065,-6.185783,-8.690633,-6.5043983,-8.754544,-6.6435695,-1.490955,2.945706,3.629945,-10.295779,5.8822913,-7.530911,10.27088,-8.60198,9.751952,-1.1425006,-8.581819,-0.7545479,-10.079889,8.633055
REC-1,-4.035372,-6.2685204,-6.5026875,-7.670231,-8.245386,10.307093,-0.3236472,10.58336,-3.8987925,-3.3274698,-2.8448,5.480183,-4.1290617,-3.3723695,3.7383273,-8.3140745,7.645153,5.3456306,3.2524333,3.6254485,3.757843,-5.81663,-3.1048813,-4.14936,-5.120124,-4.115511,-3.8399615,-5.5721993,-5.174251,-6.36278,3.096043,-8.53542,-7.33666,4.291969,3.3100805,-2.5334363,7.735977,5.7517467,8.141767,5.0700936,-3.1818373,-1.4864349,2.2165332,-5.9941783,-5.316996,5.0912495,4.815867,5.1380305,5.6255875,3.4865592,5.717781,7.099475,6.655635,-7.1219783,-4.5442357,5.794411,-6.263506,-1.6605839,-9.377356,-11.84654,4.440442,9.20637,-8.356803,-4.529923,5.271771,-6.849434,6.8520846,-1.8238592,-8.408529,-1.861967,3.8065343,3.845916,-1.4070475,1.9229572,-5.9930553,4.0996976,-3.3570147,-7.773647,-2.7978964,-3.98418,-7.374318,0.7909471,-3.338121,3.5934446,-4.921099,-3.3028321,1.1579756,-4.9432855,6.765949,-0.93788886,-1.0165511,-6.304208,3.1750786,7.669732,-5.922566,-5.08496,-5.1730986,1.5141686,3.2590346,8.636845,-4.6692576,1.915641,5.1018605,6.077728,6.881942,6.731,4.835555,5.135978,-9.094837,-2.7457242,4.03295,-5.118162,6.5899124,-8.017857,-3.1609914,-2.4992056,-3.431872,3.3530781,8.056978,-2.8601305,7.151127
Hs 746.T,-0.24406078,9.021285,5.761712,2.534297,-6.1707063,7.2571354,3.406882,1.2610004,-0.4732085,3.030655,0.18890582,-6.1268806,5.818121,6.87461,0.3805346,4.9046793,-10.270405,-5.018345,-5.893247,8.897679,-9.525122,10.613273,10.600085,3.5825565,6.3192596,1.6086149,-7.84483,6.7912436,0.17385167,6.2347302,-5.0306516,8.642523,3.042258,-3.5877247,4.071903,6.5412345,-7.0716753,-9.910239,0.4436547,-10.364446,6.043223,5.9144897,-7.6570773,8.377434,1.248542,-5.089082,-3.207269,-1.1044766,-5.6988387,2.2633078,-6.373652,-4.9371595,-7.531958,6.3465233,7.2915215,-1.4144083,1.2384895,4.7978783,-8.693686,-4.987605,-7.521594,-7.3922486,6.921039,1.6981018,-6.8770514,7.4886875,-5.687736,-3.3749926,-2.6814961,-2.6637998,-7.2818513,-6.4937644,-0.6061577,-3.9606605,3.0302508,-10.654527,6.748425,6.4582014,3.5081673,6.239371,4.6264596,-5.7824464,0.3341669,1.8917695,6.033939,9.32929,-5.685187,0.89930874,-2.897809,1.5215623,4.076591,5.7574735,0.9862108,-7.8700576,4.6045322,2.7738466,5.57463,-2.5647726,-8.149507,-11.506355,5.636635,-1.5906284,-6.360261,-8.201442,-6.236253,-5.924348,-5.5232406,-3.3540795,2.032032,2.6552157,-8.192369,6.047455,-5.4874105,8.004369,-6.9593015,7.412186,0.36795714,-4.880726,-0.38753316,-7.971764,6.746892
KALS-1,-5.4848967,-3.1104195,-2.6898663,-5.426024,-6.3316183,8.175644,-0.71962744,7.984899,-1.008871,-0.96060455,-3.9854002,3.9686244,-4.198686,-3.1380346,3.915713,-4.0156293,3.732633,2.7774389,3.3122938,4.2364383,3.3942819,-3.1125653,-1.1751068,-3.4498775,-2.247262,-4.1463747,-3.8721879,-4.9131594,-4.599422,-5.3355727,1.3630102,-4.1557536,-3.6744032,2.3690748,3.249878,-2.4164932,3.28509,4.7126904,5.093526,4.56552,-3.3459952,-0.3764347,1.4960932,-4.7898335,-4.8773828,2.2782516,2.9685519,4.0305758,5.460792,4.3955603,1.8618056,3.7040286,2.6537557,-5.2119665,-2.7440732,3.855276,-5.1592107,-3.1699386,-2.9965343,-5.1806655,4.644677,6.05181,-3.4719079,-0.29048383,5.644616,-3.20327,4.5848722,1.5861297,-4.465985,0.31586105,2.0037327,0.16727182,-1.6695791,1.4844944,-3.7379935,2.9875455,-0.79533404,-4.380107,-0.4354282,-4.0310845,-3.1938267,-1.5459476,-2.510516,3.5027423,-4.0435166,-2.570082,0.116775766,-6.1455626,4.810202,-1.5537044,-1.3188515,-5.7949643,2.6733153,3.9258554,-5.166606,-4.111404,-1.5188997,-0.46708423,2.187942,4.3163133,-4.6639204,-0.9914167,4.8618884,4.000879,5.0842,1.9557345,1.7219287,5.3308506,-6.244249,-0.73426884,3.17437,-3.6714196,2.8723283,-3.373557,-3.603251,-0.94193226,-4.8394995,2.0369496,5.999148,-2.0340846,7.37413
Panc 02.03,-4.542327,16.421865,12.786545,3.0608048,-13.283047,12.368736,3.8313105,-0.2870583,1.0816988,4.4341683,-0.7298006,-11.554515,11.346611,9.921248,1.9824324,11.570759,-19.990942,-7.920535,-8.912641,15.965081,-14.778058,18.310568,20.469366,4.401095,11.796165,0.81549454,-12.278194,8.468396,1.5498067,10.867822,-8.716705,16.65001,7.4090867,-6.3521414,5.0446606,11.255675,-14.24151,-15.784493,-3.0653746,-17.912159,10.693744,12.70791,-13.668803,14.2155,1.4220984,-11.378897,-4.2237177,-2.1329136,-6.8167205,4.7251306,-12.699402,-10.6237755,-16.812445,12.756997,14.085815,-2.7579699,4.4839168,3.695435,-9.007484,-5.1630826,-10.92675,-13.410176,14.673129,7.6092267,-7.981657,14.862835,-9.269526,-4.485145,-3.783065,-6.2062488,-12.974349,-13.3148365,2.420694,-6.683454,5.83642,-17.356312,13.783394,12.383095,8.836149,9.531221,9.153617,-10.670401,-2.458831,6.457274,9.794157,16.73325,-10.609207,-1.307735,-4.644823,2.546906,6.9864287,8.773565,3.2144973,-16.170805,6.754421,2.0472312,11.482065,-5.2508645,-13.977191,-20.472578,8.694204,-7.036829,-9.583779,-13.330184,-10.012303,-13.453719,-10.081076,-2.376871,4.7041154,5.664624,-16.03802,9.137444,-11.72813,16.013292,-13.027216,15.046948,-1.712462,-13.297969,-1.3459545,-15.435257,13.232962
CMK-11-5,-3.5934625,8.296431,6.694211,1.4477742,-7.7968283,6.7175636,1.5266936,-0.6058122,1.1388426,2.112691,-0.83949757,-5.6803374,5.4571724,4.5611553,1.2475982,6.3412185,-10.309618,-3.7586148,-3.846756,7.9989667,-6.8407664,9.680547,10.842111,1.5217583,5.9270453,-0.008031905,-5.9605274,3.9937701,1.2168907,5.001313,-4.228579,8.81742,3.9076371,-2.6563,2.1361656,5.399092,-7.4215837,-7.6564775,-2.802226,-8.401768,4.786874,6.801863,-6.3893824,6.9793344,0.038334128,-5.915639,-1.7053226,-0.95350426,-2.7957497,2.5318227,-6.5511584,-5.6723933,-8.840471,6.599261,6.803204,-1.4808363,1.9532543,-0.027219096,-1.876966,-2.123785,-4.815751,-6.6328177,8.089284,5.1707973,-2.7513545,7.7025476,-4.4468436,-1.6765488,-1.7975519,-3.2215433,-6.6183953,-7.2591953,1.8410472,-2.8924603,3.093401,-8.401825,7.464398,5.87225,5.1929374,4.632001,4.2511287,-5.4583597,-2.169234,3.785292,4.5037155,8.468456,-5.254085,-1.4390353,-2.105684,1.3134875,3.458516,3.6763506,2.086478,-8.474771,2.7328982,0.22438431,5.959681,-2.7189484,-6.4566474,-10.787481,3.7130086,-4.6589136,-4.5981927,-6.5265794,-4.4521003,-7.381984,-5.302213,-0.3208769,2.4601548,2.682756,-8.523038,4.227639,-5.8980613,8.592909,-6.8276305,7.735977,-1.9217339,-6.6842837,-0.50609905,-7.854872,8.025752
Hs 274.T,-0.55858773,0.38527277,-1.0189499,-1.0646478,-4.5219297,3.9701407,0.33887234,2.362115,-2.20635,-0.95279837,-0.06219542,0.9325259,0.73199284,0.36310697,1.2758405,-1.676213,0.7897258,1.3005781,0.08021078,2.3348925,-1.1811465,0.3287705,0.12500703,-0.17743623,-1.0186111,-0.4078163,-1.3967144,-0.33769917,-0.67685103,-0.48691565,0.62174165,-0.7658989,-0.8723559,1.1906096,0.20143577,0.54339284,1.2115998,0.0005871877,1.5681047,-0.72507775,0.7334419,-0.39160207,-0.6771742,-0.087352656,-0.6544904,1.0792584,0.9432673,0.61198467,0.4861923,1.157777,0.9990496,1.3149291,1.3259399,-1.0815918,-0.7240836,0.25162956,-0.45054442,0.7904548,-4.3679485,-4.4342456,0.21100777,1.2517238,-1.4592903,-0.89883226,-0.22428016,-1.6741141,1.1661369,-1.2676979,-3.0513778,-2.1368618,-0.073029414,0.5559146,-0.38739067,0.29276282,-0.8114277,-0.8582852,-0.5794897,-1.2558568,-1.0799776,0.094198585,-1.0056698,-0.019479532,0.060300767,1.644029,0.14081582,0.76562023,0.05530468,-0.88798803,1.2892462,-0.25265273,0.2469943,-0.6891697,1.4262187,0.7527429,-0.6889974,-1.6376809,-1.1101997,0.79628044,-0.05121262,0.28685656,0.23923695,0.27891412,0.16298358,0.031112878,0.76422703,1.81447,0.28412098,0.647661,-2.4782538,-0.8893042,-0.19117332,-0.6164487,1.300642,-1.067142,-0.648245,0.1557042,-0.62819433,0.67439795,1.6869417,-1.474165,2.5707958
KYSE-180,-0.03930206,2.267255,3.7284636,2.573606,2.8524764,-0.6800424,1.468246,-2.7721694,2.6257417,3.2328548,-0.5200566,-3.4330513,-0.2927621,2.3314993,-2.8134751,3.3610172,-4.6115522,-3.1644952,-2.4816952,0.1927815,-0.033889756,4.6641498,4.466189,1.6913263,3.6262255,1.117602,-2.146948,3.7210443,1.1677496,2.4822714,-2.5451214,4.2263436,2.2395482,-2.7145343,1.2630389,1.9275717,-3.9775364,-2.871209,-3.3538623,-0.441787,-0.20335023,3.3205538,-1.4998353,2.2675173,0.16018386,-4.2095404,-2.5245936,-1.8127372,-2.4329157,-0.24621809,-3.9567158,-4.0384555,-4.684418,3.146322,3.203964,-1.1177984,-0.42405975,-2.7141864,7.452053,2.5544803,-3.0776289,-4.1728477,5.330678,3.0162702,-1.5360394,5.2914104,-3.1280522,0.04409758,2.0811274,1.9670651,-3.0365906,-2.9941342,-0.6819572,-1.5371122,2.854964,-2.8965957,3.703322,3.6479409,4.100382,2.1873875,3.3123066,-2.5956864,-2.1212018,-1.6259754,2.3838496,1.0546674,-2.224784,1.1607891,-2.1477106,1.2933213,1.6714659,1.7293363,-1.2470218,-4.0460343,1.942919,2.4258795,3.2650645,-2.1760924,-2.7281992,-4.9985085,0.94681245,-2.0735676,-2.3682916,-2.6451337,-1.5915852,-5.325983,-1.4669874,-1.8040494,3.7804627,2.347744,-3.1427646,3.3772864,-3.2916498,4.572309,-2.8480618,3.1616518,0.3417028,-1.6248629,-1.4256706,-1.71088,1.5092084
Karpas-620,-2.8403225,-4.9948325,-5.1637144,-5.5587573,-6.918601,9.008754,0.10553589,8.353154,-3.5977619,-2.5096881,-1.7204624,4.368418,-3.1978796,-2.0929875,2.835937,-6.648247,6.2804027,4.254487,2.2970269,2.735404,2.814694,-4.2487917,-2.3905175,-2.6572597,-4.2051826,-2.6487696,-2.9022005,-3.6440082,-3.7831733,-4.988583,2.4415152,-6.8614235,-5.9568396,3.307787,2.2703176,-1.66157,6.2568183,4.4184346,6.39348,4.102656,-2.1322045,-1.0864638,1.3984083,-4.5793014,-4.0904617,3.8255692,3.6530886,3.539323,4.3040504,2.5368981,4.5253577,5.677344,5.306444,-5.777178,-3.8703463,4.141402,-4.8360567,-0.82617486,-7.5675745,-10.284897,2.881025,7.2009835,-6.854765,-4.0811276,3.6671648,-5.7073464,5.409663,-2.1869748,-7.353347,-1.858983,2.8332114,3.8627768,-1.7034384,1.1697304,-4.3857164,2.744037,-2.8356102,-6.4096212,-2.3663266,-2.6449184,-5.835739,0.61581177,-2.8781912,3.0533187,-3.4832048,-2.5516343,1.0317082,-3.3821409,5.42142,-0.3104386,-0.40974972,-4.8743453,2.3947976,6.4800596,-4.2584977,-3.578976,-4.43159,1.6550351,2.6040928,6.8535314,-3.4162729,1.6153425,3.7334557,4.5493894,5.6222,5.62385,4.480657,3.375164,-6.9664702,-2.1664836,3.2834764,-4.067299,5.4394903,-6.6392574,-2.458543,-2.038242,-2.3012185,3.0841224,5.930684,-2.43306,5.1920586
DoHH2,-4.6442575,-8.106885,-8.089333,-9.038442,-9.676973,13.183495,0.10711252,12.922487,-4.831747,-3.9127393,-3.093495,7.0372176,-5.463235,-3.8648884,4.3706737,-10.443733,10.028804,6.5952234,4.0331106,3.8138533,5.2433715,-7.26872,-4.0894566,-4.543088,-6.5219464,-4.4991727,-4.3653903,-6.4164534,-6.079307,-8.024127,3.8410883,-10.934148,-9.188162,5.1154366,3.6360986,-3.2032678,9.7949,7.372702,10.001503,6.9595804,-3.9490407,-1.8661864,2.76991,-7.6002836,-6.6093903,5.9918966,5.6601863,5.7840147,7.179329,4.109205,7.197468,9.05188,8.389654,-9.234142,-6.106645,6.904563,-7.868553,-1.7796832,-10.707748,-15.218802,5.109125,11.560554,-10.717273,-6.099023,6.392439,-8.800159,8.527022,-2.8314211,-10.972991,-2.560498,4.67832,5.776142,-2.5916998,2.1104267,-6.9822464,5.0700073,-4.3755236,-10.03107,-3.673646,-4.7557487,-9.076047,0.96216935,-4.665953,4.663234,-5.991283,-4.561418,1.5767198,-5.69478,8.611494,-0.9179077,-1.01293,-7.9300847,3.5078852,10.207565,-7.092324,-5.598438,-6.830916,2.32277,4.304277,11.221451,-5.886069,2.5095994,6.372281,7.472834,8.87069,8.535742,6.84201,5.7557282,-10.892279,-3.2035456,5.628632,-6.5621157,8.379834,-10.493765,-3.74147,-3.3530562,-3.8096585,4.905155,9.446344,-3.4985363,8.188074
HCC366,0.61611086,1.8208756,1.0355048,1.4922515,-0.45259592,2.2176888,1.4844403,0.057290513,-0.6749085,1.2281684,0.21912594,-1.6705863,0.10748041,2.3193698,-1.4995953,0.39360666,-2.1396146,-1.2830664,-1.9548553,1.255548,-2.2447212,4.124353,2.8014219,1.7702512,1.6979532,1.2795075,-1.966054,3.9386144,0.051978044,1.5098082,-0.9746947,2.4174247,0.37899876,-1.0640785,1.2260997,1.7358404,-1.4218627,-2.3924677,-0.78010374,-1.5372672,0.7152305,1.0624139,-1.3986819,2.0287561,-0.13708909,-1.5587403,-1.2139895,-0.8709441,-2.4308343,0.38874367,-1.5221976,-1.7596253,-1.5798938,1.5362483,1.1568465,-0.65479785,-0.55579734,-0.48564515,1.7229304,-2.282873,-3.0875356,-2.5011203,2.4244168,0.16789097,-2.7049246,2.608239,-1.5230788,-0.915027,-0.33644348,0.71939427,-1.2453879,-1.4290582,-0.4005055,-0.47253644,1.2828215,-2.8505795,1.6656183,1.8650621,1.9341189,2.3065479,1.2315645,-1.1957107,-0.18369484,-1.4025124,1.7812339,1.3823215,-1.2734877,1.3484551,-0.9281168,0.70998156,0.97397715,1.5814797,0.06342271,-2.2749555,1.1511228,1.3503336,1.1689266,0.10793407,-1.7819169,-3.8257036,1.1108096,0.048443437,-1.9803549,-1.7829378,-1.2638747,-1.4637347,-1.3190062,-2.2271698,0.97757375,0.28568488,-1.9480408,2.5891652,-0.5933784,2.218399,-1.6917701,1.5877736,0.04351903,0.5307166,0.058774903,-1.7691872,1.799419
Hs 172.T,-4.7171917,-8.2973175,-8.3144,-9.283928,-9.98406,13.531122,0.103989325,13.288401,-4.987694,-4.050227,-3.1298196,7.220105,-5.559315,-3.9339278,4.5062695,-10.732953,10.268059,6.7837176,4.1048293,3.9524395,5.311598,-7.454611,-4.163534,-4.681313,-6.684629,-4.6053743,-4.4762897,-6.592361,-6.2456064,-8.219732,3.9365501,-11.225336,-9.481823,5.265362,3.7290237,-3.2271802,10.0557785,7.5024667,10.302246,7.0837865,-3.9959042,-1.8845333,2.795924,-7.742597,-6.754089,6.181565,5.8199663,5.9555283,7.3366046,4.1768208,7.4076996,9.302089,8.606068,-9.440699,-6.242249,7.0870376,-8.042465,-1.7621119,-11.191439,-15.711964,5.208403,11.861925,-11.014063,-6.305521,6.5180054,-9.0512,8.7469,-2.9692914,-11.293832,-2.6658757,4.7783847,5.9206123,-2.6265552,2.129853,-7.1783257,5.144696,-4.470433,-10.305547,-3.7867222,-4.840046,-9.370368,1.0177588,-4.7570925,4.7923174,-6.1178236,-4.5997343,1.6249272,-5.7922945,8.846298,-0.92375875,-0.9982186,-8.090887,3.6198113,10.465632,-7.2499228,-5.756542,-7.0216575,2.3759189,4.3836746,11.502031,-5.9954147,2.630549,6.489842,7.6377444,9.077106,8.812343,7.0138793,5.8823147,-11.199713,-3.303991,5.705372,-6.70602,8.626434,-10.754604,-3.8665957,-3.4141498,-3.8535824,4.964024,9.714723,-3.6232836,8.3952
Panc 03.27,-2.8139281,13.344648,10.397601,3.1126099,-9.351691,9.625607,3.915312,-0.18933988,0.86501294,4.258447,-0.557324,-9.833449,8.60275,8.663018,1.0993173,9.5995245,-16.238537,-7.123695,-7.973305,12.73384,-12.102684,15.239291,16.555254,4.2609878,10.082168,1.0770593,-10.314135,7.7674966,0.9679776,9.110268,-7.649043,13.672438,6.248022,-5.775532,4.7006598,9.269058,-11.599686,-13.330707,-1.9820178,-14.474678,8.648761,10.444476,-11.368449,11.81932,1.4337413,-9.337628,-4.1026416,-1.9780983,-6.350992,3.750948,-10.462024,-8.823373,-13.504211,10.236514,11.609627,-2.2464848,3.1868465,4.0224857,-7.561357,-4.245417,-9.577146,-11.429857,12.091027,5.5078106,-7.539474,12.314076,-8.069576,-3.5911548,-2.8987854,-4.3852277,-10.752488,-10.439481,1.0658829,-5.827623,5.0688477,-14.432525,11.157473,10.650518,7.502353,7.9078493,7.807134,-8.864183,-1.5582436,4.434337,8.253742,13.783266,-9.030732,-0.39298797,-4.2873073,2.4359617,5.8339934,7.837055,2.0025644,-13.027987,6.105031,2.8476899,9.572098,-4.453637,-11.921754,-16.831278,7.500093,-5.0347404,-8.24781,-11.175036,-8.583269,-11.053531,-8.192359,-2.785029,4.31253,4.899905,-12.856671,8.145278,-9.749104,12.986807,-10.561506,12.170559,-0.76142037,-9.8851185,-1.2407265,-12.541272,10.2869625
SNU-1,-2.6281676,-5.4021053,-6.7982445,-5.9767723,-9.345286,10.835358,0.3214371,9.315389,-5.284305,-3.572505,-1.1790593,5.349975,-2.9843159,-2.241553,2.7788367,-8.5912485,7.8712554,5.441972,2.8302584,2.6994407,2.3806615,-4.3301573,-3.4725642,-2.7149596,-5.637406,-2.3612425,-2.7944164,-3.2427945,-3.8019903,-5.698016,3.612638,-7.966417,-7.0576105,4.5359287,1.7611952,-1.6870388,7.772654,5.092091,6.992047,4.248979,-2.0854502,-2.2568758,1.8122027,-4.9002376,-4.4200644,4.8983026,4.472115,3.58847,4.5714073,2.7854195,6.034206,6.997017,6.8697276,-6.551944,-5.2289357,4.1287026,-5.0190697,-0.77205986,-8.472862,-13.0207615,2.8864908,8.41821,-8.490871,-5.814997,3.387527,-7.1765857,6.4535875,-3.4574976,-9.256597,-2.993793,3.6051478,4.7819533,-1.6319956,2.134593,-4.898819,2.7632883,-4.006794,-7.8585157,-3.6402035,-2.484069,-6.985851,1.3442293,-3.0742602,2.9595096,-3.6847477,-3.3120222,1.8040112,-3.3283732,6.4242687,-0.455807,-0.61350214,-5.6219087,3.0040638,7.6417704,-4.9850273,-4.523048,-6.190611,3.210342,3.6067998,7.595677,-3.9412575,2.2477536,3.8080115,5.0763493,6.4271564,7.594988,5.142628,3.2190797,-8.305713,-3.4829354,4.010306,-4.8641458,7.1477203,-8.184465,-1.9099884,-2.9559782,-2.5071301,4.569024,6.6921434,-2.4859755,5.811804
EJM,-2.046553,10.763491,7.1065707,1.6016678,-8.678022,8.8796215,3.0155127,1.3157521,-0.3161186,2.5898352,-0.2739967,-7.037811,6.7891064,6.391619,1.53533,6.2031198,-11.841241,-4.8910413,-5.7676105,10.599295,-10.338634,11.783055,12.562071,3.108504,6.9075985,0.6591694,-8.039771,5.746089,0.10804551,6.9880023,-5.3677897,10.098829,4.2629986,-3.7424068,3.7298522,7.340096,-8.026304,-10.361621,-0.56420046,-11.92776,7.188918,7.49421,-9.12239,9.204531,1.1474732,-6.259448,-2.741495,-1.1559693,-4.852256,3.3552425,-7.354749,-6.0634227,-9.312968,7.10803,8.375179,-1.5431814,2.719877,4.073806,-8.180365,-5.17914,-6.946345,-8.387602,8.543749,3.6349661,-6.0845633,8.519097,-5.4073467,-3.1134574,-3.1545498,-4.029969,-7.9266424,-7.64905,1.2350721,-3.9017138,3.1842024,-11.169728,8.233929,7.553862,5.18984,5.934592,5.1985283,-6.3808017,0.017248258,3.665311,6.120461,10.847563,-6.4497814,-0.19724564,-2.9136863,1.4649433,3.8396873,5.7234006,1.8889657,-9.9735985,4.1482263,1.558384,6.6411166,-2.9967399,-9.225596,-12.755182,6.0547347,-2.9811888,-6.41372,-8.307986,-6.7809105,-6.9164267,-6.5118985,-1.9828957,2.2798567,3.0106285,-9.605317,6.0566144,-6.547619,9.252961,-7.8433146,9.264348,-0.78830665,-6.799513,0.117750585,-9.959145,8.239528
OVSAHO,-2.0487263,11.54256,5.838416,0.60402846,-12.877019,10.3231125,2.4344249,3.117039,-2.2738373,0.64500606,0.32035485,-6.370451,8.570962,6.082741,2.7908764,4.7258577,-11.058687,-3.5882914,-5.5988483,12.11049,-12.41049,11.708488,11.67134,2.3379009,5.571132,0.42105275,-8.277683,5.0113153,-0.09285248,6.2309127,-4.273654,9.553787,3.2087216,-2.649075,3.4559364,7.9933143,-7.0136237,-10.483158,1.0908002,-13.376765,8.1029215,6.264992,-9.51824,9.558603,1.5284328,-4.659827,-1.8759137,-0.35157275,-4.832775,3.5565534,-6.3612084,-4.771228,-8.0147,6.888531,7.9130654,-1.9855787,3.165889,4.817285,-12.6651535,-8.212138,-6.3368173,-6.908313,7.085899,2.3735294,-6.6651015,6.5553474,-4.650092,-4.783763,-5.088208,-5.883637,-7.616921,-7.5732985,2.0412376,-3.4423347,1.668881,-11.825121,7.5769415,6.6229415,3.7737086,5.887223,4.185718,-5.775113,1.1686277,4.956739,6.272371,11.725598,-5.786637,-0.7522217,-2.2992575,0.43143526,3.9184222,5.62518,3.2276545,-9.617794,3.4965696,-0.6307012,5.7776203,-1.6212217,-9.005061,-12.66809,6.286059,-2.3260908,-6.437609,-8.067311,-6.842039,-4.5557337,-7.0744004,-1.2771065,-0.5046771,2.1188564,-10.182458,5.623782,-5.423149,8.571321,-7.3523517,9.121235,-0.8355082,-6.753918,1.4639428,-10.510412,9.637053
