,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115
NCI-H660,-1.6415025,-2.8112557,-1.3586243,-0.71219385,-0.6793814,-2.7427142,2.1398265,-0.7247678,-2.333562,1.5485821,-0.7284331,-3.8461137,1.6104957,0.7283411,0.98526347,-2.5189264,0.91559047,4.221823,1.967108,0.5362047,-1.1542729,-3.8838315,-3.5581574,-2.2559474,3.9573479,3.9989703,0.9304693,-0.86791956,-0.194767,-0.9780678,2.8685062,0.80866957,-0.51768166,-2.6283615,-0.7784706,-4.2255354,-1.5376514,2.6531858,-4.703786,-0.5154586,1.7948014,1.0318441,-0.6796011,-1.933241,2.2141726,0.14281267,-0.3932075,2.3621845,-1.7927219,0.67626196,-1.0685523,1.2347944,-1.6518509,1.390818,0.6169887,-0.44544935,0.16926283,-2.9576821,1.74935,1.7516767,-1.6811686,-1.4987282,-1.0784912,-0.868226,-1.4926832,2.0975828,0.42308253,1.2513446,0.7301242,0.8808527,0.30505478,-0.8729646,-1.0284175,2.0728958,-1.3269595,-2.3078094,2.4669778,-0.6707925,-3.1860404,-1.755865,1.0849091,2.329673,0.90632796,0.33336478,0.25335708,-5.079043,1.2801387,0.86835563,2.590584,-0.12603763,1.6993377,2.4981585,-0.5063604,1.8886995,-0.72769487,-1.8668468,-2.833881,-0.472441,-0.3828903,-2.4571133,0.78933984,-0.68932855,2.8802822,1.2014232,2.9797537,1.6959267,2.9184766,0.32852244,-1.6242268,0.10894166,0.550092,-0.71092635,0.38030082,0.42611733,3.4948251,-0.2391282
Mel JuSo,0.65825987,1.5181109,-0.20889278,-1.3381709,0.41414726,1.9893317,-1.3273989,0.08599488,0.36062288,-1.762984,-1.6495342,-1.547454,-0.21609752,0.46817333,0.6431692,0.62460876,-3.2939568,-1.3146511,0.059644826,-0.9267553,1.3202605,2.5593815,-0.04060427,1.4593927,-1.0269867,-1.4449587,1.9050931,3.451468,0.19194323,-0.7167884,0.026299305,0.5502987,0.83203524,-0.15953073,0.98543185,3.8394535,-0.23148882,-2.3653817,0.5547979,-2.115416,0.60564315,-0.5335256,2.6253717,-1.0276238,-2.0108173,2.330858,-0.78377914,-0.79769886,-0.73735857,0.3033691,0.6736878,2.6619124,2.6135259,1.4405683,-1.3059208,-0.035497822,2.7953072,0.26304987,-0.8830963,0.15149479,0.15537448,2.4374774,1.9823743,0.18985912,-0.7756637,-0.35047597,0.61003757,-1.7380923,0.6964261,-1.536689,-1.3665775,-1.0418472,1.0363758,-0.7711451,0.5443063,3.529461,-0.6868694,1.6363462,0.5051723,2.9577472,-0.4585488,-1.3149512,-0.92932314,3.235645,1.4632156,3.3687165,-0.724645,1.0295703,-2.5807567,0.14588545,0.7698572,-0.26085764,-0.14345692,2.1406155,0.5974931,-0.48685697,0.99680984,-0.44650385,1.6718745,0.84023404,-0.34141946,-0.3842407,-0.06889452,1.6927919,-0.39003682,-1.1095874,-1.9453425,-0.80208606,-0.43869823,-1.2481269,-1.3105768,-0.76209843,-0.66128093,-0.8913039,0.13540784,-0.83380085
A-549,-1.4215761,1.6364444,0.47483808,1.2255636,-0.45799223,0.34415802,-1.1751231,1.3930825,1.1641121,-2.4052353,-0.10092237,1.6340886,-0.710344,1.0703859,-2.5203252,0.34711736,1.525474,-1.0271505,-0.46766278,-1.3086315,0.53321904,2.2901495,2.658349,-1.7246376,-0.70794487,-0.7796273,0.42378867,-2.8082712,-2.4735465,-2.7994583,-1.3568947,1.0781178,0.1590397,1.5786321,-1.1290838,0.97843236,-1.4198791,-0.068297476,1.22685,-0.87058586,0.973736,-0.4965044,-0.35893172,-0.71354604,0.8459868,-1.2467763,0.7547534,-1.0606376,-0.024097547,-0.8695266,-2.6693223,-2.1610973,1.5586542,-0.48003715,2.1458852,-0.8003943,-2.2727003,-1.0937527,-0.0731778,0.17755118,-2.3441741,-0.14524746,0.27317795,-0.9507754,0.7050463,-1.1127665,1.8790114,-1.4932456,-2.4965303,1.4814639,-0.352363,0.7223791,0.12408085,-0.7987058,-1.783764,1.0451937,-0.22101124,0.81518966,-0.77119946,-0.7872935,-0.1201146,1.5170262,1.1979699,-1.4894444,-0.43084028,0.6969338,-0.050936483,0.8752708,1.2613249,0.09962016,-2.3292863,-0.8012961,-0.40611285,-3.3071496,0.118846774,1.6058396,0.16728736,-0.49572533,-1.9846234,-0.29651427,-1.848605,-1.7490273,-1.8061156,0.23575345,0.0510232,-1.0133599,-2.719131,2.3623078,-0.3581293,-3.1960566,-0.70481634,0.5230384,-0.34962213,-0.9657833,-1.2398915,-0.64826614
KATO III,-1.1501325,0.25082546,0.15035005,-0.91540307,2.0970058,-0.42655104,-0.3937334,0.7888092,0.5667506,-0.8145083,0.51863664,0.77466077,0.13682903,-1.1465833,-0.20299496,-0.52408934,-0.79059005,-0.35254073,-0.19001938,-0.26630664,0.2537246,1.3102275,-0.29927617,0.7613361,0.12951273,0.9085635,-0.1247187,0.77077866,0.4990155,-0.21942781,1.1811367,-1.6063766,0.17518486,-3.1207452,2.7971969,-0.03243168,1.4379944,-0.097990006,1.1390748,-0.91143346,-1.2691199,1.4657896,0.47385013,1.7031186,1.0359569,-1.8907287,0.50951463,1.5730801,1.470794,2.1284494,-0.23006198,-1.785136,-2.0193355,-2.0005064,-1.8470047,-1.1234169,0.23843342,-0.82588947,0.20564342,0.039062828,0.29096767,-1.505988,-2.015923,1.04283,1.7198648,0.84422636,1.2472618,0.7377156,0.2877732,0.47714597,0.28449622,1.5767157,-1.6268927,-0.5980211,-0.807784,-0.7917388,1.9361291,-1.547024,1.6844736,0.2857999,1.3352671,-1.4572432,0.91224027,-0.4304306,1.4589034,1.0741721,-1.0638673,0.02315408,-0.4817416,-0.66730547,1.2993759,0.008036479,-2.1438243,-0.5215616,-0.6553273,-0.57795393,-0.34182873,0.87496716,-1.5683988,-0.48425815,-1.3080727,-0.022039268,0.80273044,0.29461145,-0.5220248,2.3437097,0.31694567,-0.21447295,2.917735,1.1795412,1.369917,0.12151016,-1.85535,2.9255767,-0.692108,1.2645439
KYSE-410,0.21151976,0.85390776,0.034841016,-0.43408164,0.5538413,0.8692831,0.13209024,0.16964494,0.6258988,-0.9650972,0.27806342,1.6600552,-1.0241276,-1.7146873,-0.4962341,1.2546923,-1.1673787,-0.81868577,0.5572707,0.13509232,0.19581403,2.4176066,1.40247,1.6132562,-2.2082818,0.75574356,0.4057595,0.09294963,-0.94815636,0.43292624,-0.09217782,0.84510404,0.15138207,-0.4052218,1.379525,1.9026016,-0.9678731,-0.6017382,1.3353021,0.64796394,-1.1008841,0.18203214,1.3011255,0.33458182,-1.5324514,-1.1615988,-1.2981887,0.2827773,0.040505104,-0.7582761,-0.18909429,-0.7373669,-1.2439057,-0.16483383,0.098317355,-0.4052845,0.003958705,1.3566927,-1.0297236,-0.8266378,1.3448819,0.18190762,0.32218477,0.15736678,-0.021603376,-0.15185347,0.060317762,-0.25763735,0.57238954,-0.6118258,-1.055153,0.52053535,-0.5125782,-0.62343913,0.060712554,0.006208053,-0.40091088,1.0152544,-0.059850663,0.51577735,-0.71472865,-1.3351051,0.4174736,-0.29808894,1.5743352,0.2914981,-0.43017337,0.06788133,-1.3220062,-0.88200533,1.7231559,0.35400048,-1.4067544,1.0671452,0.3163351,1.0125061,0.3659081,1.0264128,1.2281586,-0.4041953,1.5725691,-0.0337483,-1.6265726,-1.1348999,-0.82197994,-1.393961,-0.26663628,-2.155597,1.0640161,-0.6400289,0.8073987,0.7550101,-1.413044,0.3310814,-0.9859967,-0.8070725
SNU-878,-0.89374304,0.7836767,-0.65115935,0.033075154,0.6573212,0.9894507,-2.2296853,2.7749677,-0.116723076,-0.45043734,-0.90486324,0.27424377,-0.6202226,0.4172411,-0.31417912,-0.12923124,0.42645764,-0.65868807,-1.2126114,0.62632763,1.3843689,2.331042,1.5187333,0.5629027,0.45164198,1.4846133,0.8543532,1.1054738,-1.0935133,0.14783806,0.6142562,-0.9987511,0.3541036,-0.5251812,0.7620265,1.3928003,-1.5752409,0.879363,1.1657275,-0.9011383,-0.68480766,0.5398971,-1.0284722,-0.1518991,0.74001217,-0.10367328,1.4463251,0.51509655,-0.32515156,0.73277783,-2.1321893,0.6240034,-1.7851164,-1.372122,-2.015548,0.3215962,0.20606339,0.065811425,-0.6771111,0.34507632,0.40770814,1.2602079,-0.5545085,0.28410468,1.5045236,-0.61953723,1.7873468,-0.86484087,-0.24930058,-0.41315395,0.027439192,2.3641253,0.04058863,-0.4264145,-1.3416349,0.14669949,1.360334,-0.23184213,0.939368,0.8096851,0.16465388,0.39805013,1.5067828,-0.07002396,2.2972052,0.7253388,0.9286558,0.3541264,0.6307879,-0.18933904,0.6365408,1.3300539,-1.1365445,-1.1472582,0.8690094,-0.15075509,1.4652423,-0.73683,-0.6996847,-1.9486129,-0.38900164,0.82545805,-0.8663698,0.32476172,0.55358815,-0.094016165,-0.18386847,0.98188245,0.1971766,-1.3926946,1.2726448,0.4472286,0.5548781,0.52972496,-0.021142349,0.1213839
BHY,-3.4792204,-1.0324862,2.146556,1.8320646,-1.2282895,-2.2473667,-0.0036755595,-1.0112917,-0.91293263,-1.1979809,0.90201694,-0.5457487,1.9071934,-1.173113,-1.0436685,-0.8527461,1.1387448,1.090038,2.3325198,0.25704616,0.5530719,-1.8004074,-1.4993739,0.13916214,-0.16777423,-1.1946356,-1.09622,-2.4612055,0.045486197,0.4350488,0.19818738,-1.1271653,0.4213193,-1.0930936,1.0145521,-0.6449188,0.9713279,1.7690431,-0.29269475,1.0544214,2.7758641,3.3251388,-1.4694471,0.13782793,-0.25345632,-3.5503473,-1.7923731,0.9346961,-1.8063529,-1.3986343,-0.51408255,-1.035917,-1.8460894,1.203593,0.6966207,-1.6441531,-0.1400353,1.0598216,1.8149147,3.6188962,-1.7134863,-0.3745998,-0.9389412,-1.5249915,-0.25183117,1.1791672,-0.77660906,-1.0674025,-0.3735575,-0.62635744,-0.42219228,-0.5107372,-0.9770612,-0.64334774,-1.447077,-1.5341114,-0.2844978,-1.6031017,1.8235945,-2.345395,-0.3498974,-0.033345953,-0.1464697,-0.9853463,-0.14110288,-3.0715811,0.1428442,-0.59275305,-0.3383151,1.9137219,1.6180243,0.88899446,2.701002,0.6957868,-0.7181872,-0.063235454,-3.223897,-0.48741785,3.682698,0.93527496,-1.0445597,-2.0787039,-0.62254214,-1.4991311,-2.6381023,0.85846263,1.8921753,0.32425487,1.3201869,-0.79130477,0.7915665,1.0513375,-1.0990366,-0.8112589,0.30168352,-0.19735214
GMS-10,2.2677057,-0.29649788,-1.3502444,0.17524669,1.7911046,0.9075095,0.15292186,-2.12566,0.6795911,-1.6534334,0.1612477,-0.97150517,1.967622,0.5049405,0.12550522,0.09068768,-1.100477,-1.271163,0.012910081,-0.4329972,0.36904207,0.85657823,2.3046093,1.6196386,0.97676224,1.8662314,3.20872,-1.2073784,1.0747665,2.3274443,1.6421444,2.0861294,0.83485705,-0.6780411,-2.356832,1.7707976,-0.74913776,-1.273021,1.234807,2.3152046,-1.0292466,-1.605632,0.767816,-1.5235196,1.6224308,0.3174121,0.10145101,0.03219299,1.351515,-1.0391959,1.1453251,-0.2744956,-2.0633566,-1.5921981,0.53498274,0.24750446,1.6773204,0.2538896,-1.5070332,-1.9904734,1.0559392,-0.486446,0.91678095,-0.76738584,-1.2809031,-0.9011648,-0.61813223,0.1309109,0.09329805,1.2349485,-0.17840436,1.2734541,2.3751287,-1.5741277,1.498335,-0.7238898,0.16411859,3.818062,-0.66499865,1.5540262,-0.62264645,-1.1144966,-1.7977587,0.71568996,-0.87223756,-0.5106463,-1.4767343,-0.32277864,-1.1438348,-1.9863089,0.56094486,3.9198866,2.3887985,-0.5173005,1.7649993,-0.6046328,0.4011379,2.4330273,0.51801705,-1.6571974,1.8634367,1.7378292,-2.279024,0.020964557,-0.0025306195,-1.4654553,-1.1942968,0.0041678697,-0.28520262,0.015678795,-1.0079926,-0.6355765,3.1143646,-1.1852553,1.0870012,-0.095186576
A2058,1.0155652,0.63996565,-0.42662975,-1.6760142,0.0255232,1.0262694,-0.17675403,-0.30458564,-0.35458988,-1.3564961,-0.03332606,-0.662723,-0.21615137,0.5911929,1.9357599,0.769303,-0.9759153,-0.19722477,-0.007770501,-0.9430989,-0.23300205,1.8505352,0.17723277,1.2785095,-0.15007277,-0.32851693,0.20450312,1.822358,0.26113257,0.32564634,2.2233384,1.2771988,1.5482607,0.029891493,-0.81053543,2.06437,-0.37093416,-1.6569254,0.65403205,-0.95376545,0.061595216,-0.2814516,2.430795,1.080496,0.012334794,0.95408773,-0.73000866,-0.8178775,-0.13310637,-0.7737562,-0.009821579,1.0344324,-0.069366544,0.955644,-0.12006062,-0.00808502,1.924369,-0.20169033,-0.7171345,-1.6972064,-0.02887363,0.36484784,0.2498453,-0.22069547,0.30958557,0.93143785,-0.20882782,-1.5488714,-0.14256535,-0.9477277,1.0594544,0.8716266,2.6735036,-1.283701,0.07734688,1.7983211,0.037582334,2.959973,0.60191786,0.6150958,-0.33839798,-1.9341979,-0.74810046,1.3301275,0.86439216,3.0091846,-0.21358678,0.4197483,-2.2587256,-1.087644,-0.36741823,0.8635949,-0.1998337,-0.14121874,0.589511,-1.8088801,1.3705821,2.0708475,0.7017149,0.47880214,1.0746744,1.1964521,-0.8275245,0.48583618,0.9950997,-1.3175626,0.1473455,-0.6782279,-1.2458144,0.28823814,-0.8075118,0.117216475,-0.7910501,0.3079833,0.3972621,-1.0004133
BxPC-3,-1.1304522,0.97768974,1.222028,3.1007674,0.6621118,-0.5011029,-0.27717513,0.59112805,-2.0533848,-0.6515773,0.29465103,2.9579046,-0.14525574,-1.369969,0.17183627,-0.19397756,0.17351376,-0.21576549,1.5754215,1.4439064,3.275591,0.7098113,-0.6945663,3.633934,-1.5553342,-1.7753392,0.09480564,-2.0558753,0.07328101,-0.25555462,-2.4029965,-2.6563568,0.28945738,-0.21660641,1.4086822,1.3258499,0.8372298,0.47402143,2.981241,2.4891024,-1.7828404,1.5734706,1.3867383,-0.038017377,0.07873218,-1.5453445,-0.575044,-0.3898301,-0.9260912,-0.5968196,-0.25301728,-2.028973,0.21795666,0.09780908,1.041179,0.19570775,-0.44714656,1.089254,-0.26195335,-1.0216612,0.50160253,-0.84589314,-1.5845913,-1.271755,-1.0222559,-0.026051411,-1.3777556,-0.5611068,-1.0350149,-1.6689186,-0.6591171,-0.05253564,-2.5581849,-0.5456007,2.0880492,0.85062546,1.9016528,-1.2518167,1.9849287,-1.3732011,-0.15497167,-1.1964663,-0.7714173,-0.71294624,1.8365642,-1.3496952,-0.9835689,-0.49211264,-0.67594725,-0.7199162,1.8002067,-1.6988493,1.049641,0.93420345,-1.6676968,0.067912236,-0.37746432,0.19385853,1.6387748,-0.41187844,-0.9093068,-2.8641431,-1.0305198,2.084659,-2.9476557,-0.60385865,0.31051937,-0.6782974,2.0955884,-0.27600008,1.0253134,1.9117136,-0.8108103,1.9176425,-1.4178804,1.2134172
LC-1F,-0.25736392,1.2294023,0.015072554,-1.809698,-1.1700854,-0.056243494,0.8500028,0.32790956,0.5953518,-1.567194,0.4489142,1.1462159,0.06629792,-1.7856714,-1.3565855,2.0909755,1.5060203,0.80141616,0.6535876,-0.85662854,0.24058968,2.3799021,-0.85926527,0.69966316,-1.4362363,0.2986602,-0.42450848,2.0957065,-1.4839101,-0.38882753,1.1915143,0.44924206,-0.47286645,0.16055565,0.98784816,-1.1964781,-0.3440677,0.78045434,-0.5619958,-2.0497408,-0.952129,-0.0332061,0.18296991,1.7314581,-0.44801438,-0.99784064,-1.3259768,1.2700547,0.91760707,0.2226736,-0.59064716,-0.5141603,-1.0707854,1.0057948,-1.5448326,-0.25717446,0.13647299,1.8671165,0.8282574,-0.4468463,0.14763106,0.8463074,-1.2669057,-0.39831802,0.5194471,0.114119954,-0.06393516,-0.88756144,0.72128004,-1.5865903,-0.3095241,0.61112183,-0.97928625,-0.77540225,-2.1124907,0.020144263,-1.7101529,-0.93041307,0.48149684,0.7377337,-1.1312542,-0.2903624,0.1836615,-1.0566773,1.8497617,-0.237458,0.39592966,-0.04930593,-1.1401877,0.528938,1.7227829,-0.33148673,-1.9188755,-0.55081683,0.4218503,-0.12239941,0.18889669,0.61850625,-1.677266,-1.0157093,1.0400703,-0.043671526,-0.6915922,-0.241236,0.3591693,1.3255688,0.69641405,0.60085803,0.6199088,-0.08312474,0.44446805,0.320662,-0.43182492,0.6258893,0.89711785,0.25271752
TUHR10TKB,-0.1780867,-1.5180019,-0.5980734,0.68153864,0.68717045,0.15733522,-1.2975062,1.3700874,0.8283266,0.42980614,-0.27174592,-1.3885355,0.032596175,1.0156442,-0.0059101135,2.0037816,0.6224611,-0.47059387,-0.5813132,0.834598,0.15633428,0.96390575,1.1699091,0.7793912,-1.1029164,0.04489386,0.5281036,-0.92087805,-1.5838948,-0.20281492,-0.07774839,-0.6342633,0.965968,0.2506811,-1.2849618,1.6833586,0.9722928,0.3676713,1.2755162,1.6949977,1.7656394,1.2840807,-1.219255,0.16852668,0.25192738,1.2965752,2.5670276,0.8930577,-0.71504414,-0.9870507,-0.1602114,0.6640584,-1.6785812,-0.823878,-2.329447,0.019606069,-0.898098,-1.4264755,1.9813795,1.3606558,-0.25591645,0.19831538,0.72475696,1.3297544,0.7049486,1.6618015,-1.5953863,-1.1404474,0.016971566,0.7715346,0.6760798,2.3954527,0.065058224,1.0326703,-0.7200267,-1.778181,1.5418689,0.5747794,0.37311727,1.8618915,-0.4096217,-0.45044893,-0.6321516,-0.11294753,1.7508942,0.64688087,-0.22011092,0.92492056,1.2412326,-0.20738448,-0.13220672,0.71965426,1.2391543,0.08485752,1.619963,-0.9633312,0.84858495,0.45237014,-0.4834301,-1.141945,0.7025376,1.5636775,-0.6388462,-0.4000925,-0.083441526,0.40914854,-0.20677166,0.5517036,0.6441687,-1.4000281,1.1060108,0.2984476,0.02678061,-0.74505085,-0.22207871,1.0538117
SK-MEL-2,-0.1732439,0.588827,-1.2407244,-0.15431684,-0.21754335,2.1612759,-0.022371951,-2.651972,1.4139003,-1.6024109,-2.5083277,-1.803091,0.81708133,2.6356046,0.5965345,-0.31901905,-1.9354727,0.6981512,0.27574325,-1.905529,-0.46974814,1.030358,-0.020547748,0.22794868,3.2768142,-0.734382,3.2222524,2.9096034,2.4823704,1.666072,2.2401052,1.4157549,-0.3985886,2.2449787,1.4917004,0.08942112,-0.45132607,-4.4598136,-3.0057538,-2.8766038,3.5016603,0.87135017,3.8952618,-1.4847901,-2.0939755,2.4126656,-2.181752,-0.91194314,0.9799409,0.9421352,-0.65470326,0.7676193,1.4904381,0.4622537,0.6001001,1.0109272,4.1997294,1.1466049,-2.867101,2.524446,-1.9510875,0.984887,3.034114,-5.2276373,-2.2153797,-2.1001544,1.8516356,-2.5283396,0.23032326,-1.0867081,-1.4203833,-1.2203995,1.4194922,0.90593946,-0.2400518,1.7861356,-0.85240936,1.946933,-1.5101558,2.1498919,0.8714384,0.41351113,-1.5332406,3.5881944,1.151042,1.1730298,1.0200479,1.2238772,-2.172991,0.7227224,-1.3564231,1.0247505,2.0134206,1.9923156,-1.0226979,0.28658962,-1.2648685,-3.7623565,4.068455,3.1734722,-0.06992081,-1.4182193,1.0022947,0.40947738,1.027864,-1.5253497,-1.5781152,-0.71460074,-3.308879,-1.2772024,-3.024627,1.9983165,0.38751817,-3.386759,-0.561201,-1.0530273
DMS 53,-1.5987811,0.4266534,-1.6842786,0.44061962,-0.63998455,-2.8221416,0.3078792,-1.2212123,-1.0270357,1.2280989,0.4049574,-0.25854355,0.89555436,-0.3874088,-0.81534106,-3.1954057,-2.045704,1.3354094,-0.032960102,-0.10300192,-0.481293,-1.8690393,-1.913158,-2.3100631,-0.42445463,3.226147,-0.2554539,0.014474841,0.03949721,1.1182818,1.2063667,-3.3299077,-1.4184121,-1.9379798,-1.0298073,-3.499479,-0.41425592,0.86382645,-1.2341502,-0.27230975,1.3655668,1.9169322,-0.6952385,1.914964,2.5829399,-1.5071049,0.4856725,-1.1229222,1.6830645,0.39206743,0.11604132,0.14689235,-0.21105659,-1.00105,1.1174127,1.3608458,-1.5590281,-1.564545,4.430632,0.18542627,-3.1009533,1.5741249,-0.3087005,0.9370759,1.6230587,-0.68709576,1.4132726,0.77531874,-1.9317493,-0.7407979,-0.93231267,1.0189893,1.0175462,-2.437172,-0.71674865,1.2281758,2.2582493,-0.2985549,-0.0504629,-0.8520331,1.3897196,4.384926,-2.0839295,-1.6506703,-0.20762585,0.39787382,2.1699216,0.06913343,1.3523191,-0.31912124,-0.938277,-0.72846377,-0.0651779,-0.6842449,0.7710572,1.4787182,-2.4923353,0.034704976,-1.9944577,-1.0342199,-3.9630015,-0.24000868,2.3763156,0.12165341,-0.050439984,2.2689185,3.4344375,1.7099442,-0.3073466,0.6561209,2.2421782,-4.0742354,2.7173862,0.60963327,-1.5287728,-0.34169218
PK-59,-4.1231556,-1.2016735,0.9619781,4.81588,-0.032188445,1.1064599,0.41506782,-0.14916125,-1.3853929,0.16891548,0.28598845,0.11514457,0.14252418,-1.1227014,-0.33707613,-0.59457535,-0.9927,-1.1736169,1.6451272,0.2770033,1.7833744,0.3627737,-0.2730331,2.002419,0.1393013,-1.694062,-0.3516151,-2.6737022,1.3937998,-1.4018464,-2.1751719,-0.7719906,0.6281849,-0.57377094,3.4437203,1.5740206,0.21015343,0.2648363,0.9303714,1.197577,0.9603984,1.5193259,1.5128379,-0.82690054,-1.9811993,-0.39662954,-0.43521702,-0.8918906,-0.9133528,1.721367,0.33692682,-2.5425327,1.291959,-1.37542,2.5963864,-0.10291231,-0.4599715,0.19965494,-1.5171247,2.432476,-0.60326743,0.5892275,1.1667787,-2.099191,-1.358392,-1.7819425,2.6237419,0.17142776,1.02608,-1.8285273,-2.5849667,-1.4702932,-2.4760594,2.466189,0.88357353,0.9698938,2.0758843,-0.06354432,0.1628807,-1.0316695,1.0119884,0.29832911,0.30657935,2.0086389,0.31609583,-1.2910584,-1.2581922,-0.35612586,-0.6041299,-0.23426941,0.52188903,-1.0416455,1.437521,0.24753818,-2.3347337,0.8948412,-1.6295484,-2.8486023,2.3324866,1.3423592,-2.3354511,-3.9753325,0.017865445,-0.46884453,-0.9173835,-0.3249094,-1.3817194,0.6113294,1.3568707,-1.7532392,-1.1801528,2.4180655,-0.6083385,-0.30372146,-3.4657304,1.4932274
SK-MEL-5,-1.098862,1.2584532,0.7485029,-1.6973065,-0.98927397,1.1551006,-0.4043015,0.12762587,-0.016769215,-1.1997937,-0.9029162,-0.56657815,0.4887477,-0.20402132,0.2620027,-0.60419416,-0.1949649,1.1678737,0.1352103,-1.2448361,-0.85350245,-0.5036344,-0.45831308,-0.2018125,1.0729196,-2.2830124,1.1579528,1.6019976,0.59261054,-1.1455204,1.1832966,-0.7168008,0.668662,1.3592639,-0.16639456,0.6991319,-1.5300614,-1.1299105,-1.1964042,-4.1136956,1.7978488,0.2973894,0.579766,-0.9488036,-0.92817986,1.1550347,-1.4773517,-0.50500274,-0.25889713,0.9840148,-1.5588133,1.4904335,2.6582146,0.54685825,0.6734863,-0.7338884,2.600252,0.31649566,-2.0883806,1.0383582,-2.0068033,0.56966484,1.308577,-2.3332524,-0.52411264,-1.0312979,0.5381744,-3.5596383,-0.93491507,-2.1960425,0.78991485,-1.1805544,1.4344037,0.12529399,-1.039845,2.0887578,0.7590413,0.8323993,0.5027305,0.14738744,0.80696994,-0.52766997,0.038026303,2.1551967,-0.020192757,1.6591957,0.91624516,-0.051860098,-1.6829395,1.2437562,-1.6348002,-0.054529876,0.5588361,-0.4934015,-0.32282716,-1.6037877,-0.9299062,-2.1933246,2.044962,2.3412871,0.32969603,-1.8615143,0.39971656,0.35743806,0.8749725,-0.0477854,-0.71600133,0.70264727,-3.0933542,-1.013267,-1.3412043,0.62848806,-0.11066428,-0.7027883,-0.25612354,-1.093851
SW480,-1.239794,0.931947,0.64668477,0.08066366,0.0935601,0.82517904,0.056423437,0.6696559,0.5252063,0.060015574,0.6173864,0.09963113,0.536121,-1.1611619,-0.6248492,0.045976024,-1.3588216,-0.56537527,-0.044382162,-0.45529532,1.441035,0.030275326,-0.5118851,0.9209517,-2.2924635,-2.3338883,-0.05574365,0.17300017,0.4298997,0.11118686,-1.342834,0.78631616,-0.3567979,-1.8240509,-0.17591228,1.2707149,-0.10824096,-1.1154392,0.25001898,-0.59580886,-0.016392866,0.3079902,0.4489122,0.07799549,-1.4807382,0.14436056,-0.87306666,-0.6199644,-1.1485411,0.79792464,1.1456007,-0.16567561,2.4736087,0.24629039,1.8653831,-1.4293182,-0.1201449,-0.19434404,0.07193658,2.5403063,0.1124666,-0.072420806,2.0301368,0.5944632,1.9893258,-0.77442145,1.679197,0.16145946,-0.025882572,-0.631833,-0.29996294,-0.9045152,-0.9055835,0.32189813,1.1919538,1.5166843,0.39623517,-0.5698755,0.4927169,-0.36854833,0.2121273,0.551978,0.60846025,1.3547679,-0.7627472,1.8390412,-0.81881714,-0.75398165,-2.0766141,-1.1012688,-0.27487096,-1.1652238,0.68313044,0.6393876,-1.4204557,1.5694536,-0.62421435,-0.569605,1.095438,0.4619944,-0.7125161,-1.887444,0.47244757,-0.9083595,-1.1152078,1.2445692,-1.6826781,-0.5016331,-0.26535508,0.2988717,0.41128388,-0.7808898,-0.41112763,0.14027703,-2.2568333,-0.564139
NCI-H1105,-0.9292536,-0.586902,0.041163426,-0.7404232,1.2440405,-3.0506878,2.7100513,0.529912,0.80684805,1.7593762,1.4657148,-2.041762,1.7851139,-2.0465393,0.18002965,1.230591,0.64217633,2.235119,0.20146562,0.35102198,-0.6727793,-2.4157054,-2.4583917,-2.3827844,-1.1851977,2.5605507,-2.55041,0.25614533,-0.12586634,-1.5833042,1.4699014,-2.0009916,0.8183843,-2.5644636,-1.354056,-4.19769,1.899347,3.473262,-3.170892,-0.985109,0.83705324,1.1469201,-3.4691036,0.6964747,-0.16325328,-0.5761277,2.3973174,2.2873704,-1.4553996,1.385062,-0.769555,0.72530174,-1.8622544,-1.7408495,-2.9150038,0.8132963,-1.2846048,-1.2436373,3.8115866,-0.48980242,-1.6040994,-0.46732336,-0.7662368,0.47454238,-0.91223884,1.8621087,-2.2128828,1.5181069,0.58470803,0.6393544,-0.8803789,1.9706082,-2.145494,-0.09689519,-2.4766374,-0.65850776,2.4215367,-1.85647,-1.4717729,0.24247596,0.6161992,3.098583,-0.62028855,-1.5587317,1.1462867,-1.7651078,1.2203887,-1.0341502,2.6631794,-1.0664285,1.2780378,-2.5025766,-1.3317128,1.2392671,1.3904274,-1.8418239,-1.7598985,1.2756758,-3.8324327,-2.7583005,0.2824494,0.46497443,4.1743617,-0.9672524,0.30184612,3.4806354,2.9630702,1.4763839,0.67241627,2.422808,0.21296316,-1.7826984,-0.77498007,1.2132292,1.3879918,1.4434662
