,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48
Hs 940.T,-0.71796954,-0.4763956,-0.7364527,-0.8257215,-0.19371544,-1.8639196,2.2203083,0.2765622,-0.8366099,-1.7832539,0.782588,0.004678011,-1.0104748,-0.28862727,0.8568038,-0.72010964,-1.3643954,1.9208792,0.99656177,-2.5718634,1.2003968,-0.8812327,-0.6870881,-1.2211238,1.9478763,-0.39969957,0.33362764,-1.2978632,0.6837138,0.060546163,0.5311011,-1.9685705,-2.708635,-0.5779217,-1.0872054,-0.39677006,-1.9090863,0.42427677,-1.185978,0.049661905,-0.4972652,2.532451,0.057596937,-0.13633409,-1.5676352,-1.8686624,0.5917988,1.0362443,0.42423165
CAL-78,-0.13870329,-1.3248588,-0.38569078,-0.020714805,-0.7041596,-1.2793157,1.2178955,-0.5608303,0.826535,-1.4581906,-0.037740983,-1.0109305,-0.08445507,-0.1807352,-1.4050369,-0.3435432,-0.99450666,0.41824424,-0.3709927,-0.075446665,0.2552684,-0.025883164,-0.22853093,-0.46373054,-0.50649214,-0.477486,-0.31894818,0.11542398,0.91462386,0.1931819,1.0036769,-0.13705476,-1.3053527,-0.051227458,0.1882693,-0.010025887,-0.9245912,0.56096816,-1.0206985,-0.94612837,-0.6053294,1.217056,-1.2070049,0.23769869,-0.022698142,-1.443491,-0.04392863,-0.109605774,1.1539747
SALE,1.1004528,0.54929805,0.16546407,0.85187805,-0.8755794,-0.56686485,2.192893,1.0180143,1.816444,2.0215719,-0.39230037,-1.3257673,-1.471165,-0.23639917,2.6998055,-0.9595458,1.0040379,0.20036787,2.5256796,-1.9718543,-3.4651318,0.8571391,-0.050384052,-1.0639172,1.9173925,-0.82786137,1.4324607,-0.66357726,2.0339203,1.2534847,-0.7998679,-0.05896645,-3.445082,-1.06156,2.335986,-1.0027335,-0.8377075,0.3155773,-1.3676075,-0.62808436,1.2154006,-0.6521939,0.35884148,-2.54398,0.33170968,2.4958644,0.04258477,0.69627094,-1.763294
LN-229,0.7763419,-2.2290773,1.1708562,-0.36207733,-1.366023,-0.6671118,0.5236581,-0.6593577,-0.5634804,-0.5124904,-0.5886585,-0.47092742,-0.32383725,0.8296192,0.15340999,-0.6816893,1.231913,0.60489964,0.38275233,-0.43273616,-0.35907403,0.18161991,-0.47736165,0.37357306,-1.7522148,-1.3524038,0.033654764,-0.29171893,0.22566201,-1.2386074,2.1014957,0.93569297,1.9338291,-0.4202442,-1.9323822,-1.9098439,1.5144882,-1.4236165,-0.19257355,0.22193284,0.1803437,0.8882526,-0.4363512,0.41087437,-1.7813857,-1.4216843,0.41557747,-3.430612,1.7770892
NCI-H929,-1.8692806,-0.005486205,0.99073416,-1.7314105,0.060448498,-0.70591605,0.25648528,0.8853158,-0.20864965,0.85242087,3.1995084,-0.2858438,1.9774969,-0.8875754,0.044695735,-0.9280686,0.8949025,-1.4201126,1.2976571,2.4804344,-1.5572352,-1.080336,0.87662405,-1.4788969,1.7262206,3.288185,-1.4154828,-0.40841937,-0.49849787,-0.8870849,1.4410231,-0.3328892,0.10174805,0.42187652,1.2924819,0.8510831,1.1226578,-0.37863672,-1.725332,-0.89785403,1.8189762,-1.1257454,0.33179194,1.7033108,0.6686038,-0.5423484,-2.2759187,0.6894637,-2.7996995
F5,-0.30815884,0.13446684,-0.9190048,1.5693727,2.9294832,-1.547173,1.4102147,-1.9746208,-0.572916,-0.2266332,-0.9462274,0.4518121,-1.3532999,0.9835254,2.8254707,0.14066398,-0.7357583,-0.061463296,-0.72745824,-0.4151352,-0.6378496,-0.15455766,-0.013301805,-0.043406494,2.024835,-0.5651946,1.1332713,-2.1868322,0.03099446,-2.9697366,-0.9271821,0.6476878,-0.61531043,-0.39817268,0.6492575,-0.9960976,1.6000392,0.08095202,-2.4309983,-0.6239618,0.26949376,2.8164046,0.672941,-0.5181852,1.5716609,-0.26903078,0.23339775,1.6595135,0.14554466
Hs 281.T,-0.027843952,0.02913349,-0.5675215,-0.8525579,0.5836769,-1.2293692,2.1492712,-0.64010483,-0.17088655,-2.140131,1.4748529,0.18386285,-0.77015734,0.061414875,-0.725711,-1.1662076,-0.24354176,2.0277586,-0.445633,-2.0759084,-0.57104087,-0.7742672,-0.85255444,-0.93505585,0.32639593,0.25228524,0.12542123,0.12692425,0.8054657,0.24978378,0.32934216,-1.2977209,-2.0858817,-0.206566,-0.7776196,0.110278875,-2.383188,0.39808923,-1.8714412,-1.239718,-1.3469838,1.4228693,-1.5757973,-0.23970708,-0.043759275,-1.5575862,-0.49453828,1.4216629,1.4002413
Hep-G2/C3A,0.9853183,2.073006,0.9901291,-0.38521194,-1.8728296,0.38904557,0.26844215,-1.1680746,-0.2312013,-0.35010448,1.0940487,0.5942229,-2.0896902,-0.9345229,-0.48698902,1.404456,0.25124282,1.362052,0.011089867,-0.22877994,1.7269573,-1.2011718,1.3135182,0.25523186,-2.3954067,-0.24376084,0.96748245,0.4346554,0.10622401,2.496276,0.15411842,0.12791125,-1.7447253,-0.3459543,-2.632853,0.26775283,1.5104265,-1.972979,1.1283258,3.1803133,1.3526448,-1.920939,-0.28655314,2.3940961,0.16926315,1.5234714,-1.5872939,1.4888723,-0.3177047
253J-BV,1.0117712,-0.81279415,-0.11681853,1.3950987,-0.14662199,0.9306101,-0.2814607,-1.0136769,-1.0816274,-0.2268468,-2.3332365,2.807946,0.35747075,-0.93065685,-0.13112223,0.12914704,1.0260924,0.32532096,-2.3470864,0.48513374,-1.10822,1.6610978,-2.6773336,-0.30002162,-1.809757,-0.75124514,-0.33064124,-0.49212527,-0.2609276,-1.7595363,-1.0466784,1.7720575,0.55835,-0.4534034,-0.46914288,-1.6012778,-0.4057263,-0.5643585,0.36166915,0.28631622,1.5779587,0.42449805,-0.8016001,-0.45020133,1.0612359,0.6207017,0.46251303,0.21449001,1.2561964
DMS 273,-0.29433942,-0.95146155,-0.41836166,0.4851821,-0.36622018,-1.5719353,-0.61958843,-1.3585861,-0.5762717,0.20097041,-0.015518831,-2.7103386,0.17941831,0.39567804,0.8463216,-0.3406628,-1.3210542,-0.18669505,-2.119919,-0.54683316,0.715839,-1.4479753,1.6194,-0.6062248,0.30310032,-0.6112367,-0.6247024,2.398583,0.09559203,-1.4081923,-0.7215874,2.533698,0.8224356,-0.4502828,0.7784486,-0.3680602,-0.4187939,-1.4266495,-0.613957,0.8315322,0.23064831,0.8800511,-2.0271385,-0.05470536,0.1695531,1.3753146,-0.9338926,-0.29619288,0.25202084
SK-MEL-30,-0.76647174,-0.23330523,0.40613446,-1.281701,0.0114643015,-0.2781999,0.031378914,-0.6544824,0.45119634,-0.89919496,-0.1767692,-1.4348803,-3.1050901,0.1320081,-0.61299664,-1.4147296,1.2846906,-1.2884501,0.88297874,0.42969558,1.0192988,-0.6611124,0.8902916,-1.8177073,-0.4504228,1.1231861,-1.8335191,0.56666124,-0.51464593,-1.6139455,0.61288995,-1.4993051,0.45695636,0.5826663,-0.52107805,-0.8532445,-0.010091781,-0.3771107,0.81028295,1.5879227,-1.1154981,-0.40979296,-1.2034612,1.2390487,-1.0630693,0.95254135,1.3515348,0.2672216,0.67533714
HCC2279,-2.7459517,-0.7872369,-0.5928627,-1.335983,-1.7380815,0.14211659,0.43735987,0.26100123,0.82542014,-2.4766812,0.8363909,-0.3248248,-0.09564187,-2.065546,-2.8793657,0.045499757,0.5673565,0.65666854,0.2678605,2.0886335,0.86090255,-0.70177484,-0.16773655,-0.5899763,-1.1431026,1.1949942,-0.70861953,-0.46749294,1.2794634,1.15778,-0.33239692,-0.371847,-1.8114538,-1.4091651,0.4743672,0.13079384,-0.72565544,1.5491058,-0.19766809,-0.30812502,-0.55075276,-0.77223104,-0.45784375,-0.30637416,0.05770782,2.0586023,-1.8337239,-0.07661498,1.1401012
CPC-N,-0.4666633,-0.6147326,-0.06764597,0.91096425,0.47813225,-0.54055357,-1.4503355,-2.2743416,0.19592974,1.5798297,-0.14702506,-1.4263967,-0.019039914,0.10073804,2.0642128,-0.49482384,-0.38071796,-2.190336,-1.1092426,1.8789642,1.1999404,-2.6784425,0.62430567,-1.4912317,1.9276558,-0.03718337,-1.3123409,1.4753761,-0.74156874,-1.1079397,-1.5381489,0.68993485,-1.1694736,-1.3799078,0.9228849,-0.55443263,-0.61418897,-0.8247569,1.0109786,0.8441076,-0.09995152,1.287556,-1.7981014,-2.3221345,0.23756932,0.26220125,-0.9659803,2.3344946,-0.58774036
SNU-407,-0.7220619,-1.6071227,-1.0168794,0.15553989,-1.1052507,-1.1649224,-0.07201101,2.2089357,-1.5102592,-0.21804865,-0.79128414,-0.1636238,0.9967382,2.235468,2.209241,0.76084006,0.39199018,0.05255738,-0.5359567,-1.7588421,0.21185862,-0.7368661,-0.99249107,1.3399385,-0.39120165,-0.8467543,-0.32716155,2.4788144,1.286269,1.1526055,-0.31414598,0.24872705,1.0239344,-1.1124309,-1.4511045,0.09938324,-1.3356324,0.11447398,2.105417,-0.04052131,-1.2081528,-0.54496396,0.5362208,-0.6092028,1.5154368,0.5654748,-0.020197261,-0.8114543,-1.6217687
NCI-H2009,-0.39716595,-0.4869939,0.69739,0.66372645,1.2067019,2.1483488,0.21441266,0.40025148,1.3457711,-1.396558,0.77392507,-0.22746973,0.042062692,2.408361,-2.3195045,0.34791166,1.5651674,-0.17279053,0.51531374,-0.07422453,-0.34385607,-0.75869817,-0.78222823,0.598686,-0.6952704,0.9501369,0.5500853,0.4282829,1.9464331,0.54608244,-0.78913355,0.027114572,0.81172776,0.14376682,0.2744442,0.5426229,0.20581894,0.081711404,-0.6580189,-0.38733235,-1.3572241,0.1061199,0.30219692,-1.0609742,1.5992656,0.4028747,1.3417584,-0.684586,0.8164189
NCI-H1618,-0.16487037,-1.4259075,0.3631022,1.160324,-2.6171124,1.0095019,-1.8600898,-1.0655912,0.24384382,-0.2354736,1.8767358,-1.3058228,0.3710109,1.9131893,2.3954308,0.04636881,-1.544677,-0.43157926,0.092764355,0.6018196,1.3034157,0.088138856,0.4522799,-1.1808308,0.8585118,-0.805453,-2.1359322,-0.14398488,0.021562785,1.8185787,-1.5535982,1.8893601,0.269487,-0.9249769,0.882611,-0.55980295,0.18076766,0.16550447,0.117843784,-1.0902977,-1.2248772,0.7498533,-0.9660732,-2.4942424,-0.35086173,0.73915654,0.30961224,-0.7384288,-2.2240107
RD-ES,-0.7147545,1.8894639,-0.75989944,1.4782567,-0.43268934,1.485299,0.16933537,-1.7661419,0.40256283,0.0070991646,0.8309304,-1.4105496,-3.1995103,-0.378115,0.740813,1.5646011,-0.9466292,-0.4241795,-0.23274752,-2.2424254,1.2341139,0.4426892,3.6422641,-1.0472327,2.0645635,-2.5180075,-0.58951545,1.2330986,-1.0671519,-2.4783146,-1.6514524,-1.046389,1.0947814,-1.2049656,0.875802,0.4776758,0.42332837,-0.23237334,2.0432467,-0.117887095,0.5459494,2.0270207,-0.67929137,0.8318888,0.0012810403,0.10523879,1.9067901,0.9184826,0.8083975
RCC4,1.5693276,-1.143081,-1.5969585,0.2140291,-1.0848876,0.76549196,1.0481915,-0.49938813,-0.4764227,0.5205158,-2.3099773,3.2641392,-0.471366,-1.1490337,0.9801342,0.43498963,1.1703135,1.4528768,1.8209172,-0.5056919,-0.30315313,0.08118542,-2.6239066,-0.9798798,-1.8083072,0.11744536,-0.15541941,-3.0410163,-1.2121748,0.48129582,-2.2929716,0.88871896,-2.6266813,-0.7111938,1.6891843,-2.6301284,0.01236818,2.354784,0.3620105,-0.5913962,0.40315416,-1.6735414,0.03758687,-1.2637763,-0.60788816,-1.712046,-0.69213235,1.152072,-0.4548802
EM-2,-1.5748087,1.4416945,-1.1365756,-0.9650681,-1.1954552,-0.815008,-1.4859338,0.35531536,1.621586,1.3484453,0.80266494,0.9387127,-0.14948234,0.358448,-1.5772358,0.45414084,-1.9674153,0.90898436,-0.037141442,0.6445011,-1.6068697,1.932878,0.53106236,0.34037325,-2.4630194,-0.65629995,-0.6729333,1.4643999,1.6531844,-0.9756536,-0.56329894,0.3973847,1.4435952,0.04493277,1.361751,1.1541845,-1.4890939,-0.7721081,0.10897211,0.94475734,-1.3758093,-0.43818998,2.2509012,-1.0144516,1.1545331,0.45374477,-1.0056782,1.1525141,0.343156
WM266-4,-1.9931977,-0.55817646,0.40662768,-1.4652101,0.17711577,-0.64641464,0.6300141,0.49196395,-0.05841741,-1.2595851,-0.82940197,-1.878946,-3.3387175,-0.38598523,0.76540565,-0.6867177,0.9905251,0.36911625,1.4816362,-1.2061542,0.7751602,-0.37162134,-0.0060210903,-2.0765836,-0.7943012,0.3369946,-1.3368381,-0.1639801,-0.48257762,-2.1898322,0.36006314,-0.81168884,1.6548042,-0.23961411,-0.55524135,-0.8967992,-0.18971016,-0.5063169,-0.20448269,0.5974541,-1.1229957,0.7033626,-0.7094624,1.1161903,-1.5290692,1.2882429,0.99738246,-0.23873374,0.80557424
NCI-H1623,0.8544782,0.32171348,0.6804019,0.12365915,0.2618932,-0.022581968,1.150826,-0.09117169,-0.5796877,-2.1708817,-1.348525,-0.06016985,2.8190365,1.1622986,0.13141692,-1.1860207,-1.1025276,-1.9474733,-0.28807503,1.5954207,-0.90527004,0.64147794,-0.043645263,2.1812358,-1.7454562,-0.6794859,0.3926525,-2.0627792,0.55223364,1.3828622,-0.12975657,-0.52745247,2.4536855,1.2784312,0.6330624,0.026726685,-0.2919425,-1.9730208,0.14526504,1.2675999,1.7352918,1.4242465,2.800803,0.81860095,-1.4710745,-1.9121091,0.73968154,-0.5351215,-2.9768102
NCI-H1092,0.22852933,-1.4442819,-0.14487642,1.5528606,-1.7070671,0.41233167,-1.7813208,-3.0438936,-0.27048045,0.41887116,0.48180988,-1.2904317,1.1188852,0.5500443,1.84549,-1.5425023,-2.1781676,-0.83437365,0.14622407,1.7193097,2.2251806,0.20286164,0.7919248,-1.1889721,0.95274305,0.33532587,-3.5127373,-0.20458171,-0.15073738,1.4796827,-1.2385247,2.4715405,-1.0935454,-0.800153,-0.006580917,-0.8287636,-0.76616263,-0.34749678,1.0082701,0.48744795,-0.4666266,-0.13489217,-0.46956086,-3.0127192,-0.32418412,-0.3879762,1.2402974,-0.014917262,-1.3439689
MHH-CALL-2,-2.9842088,0.31162304,-2.0361636,-0.030003786,-2.033804,0.11775149,0.85252637,1.4213301,1.3608111,2.03059,1.2873585,-0.15629265,1.3025439,1.3725551,0.1972888,1.6195511,0.18300618,0.15056577,0.7540865,-0.18595704,-1.1670192,0.6297179,-0.25239852,-1.4655728,0.3636853,0.88105845,-1.0874598,-0.4565915,0.7569836,-0.20862159,0.3661463,1.3502457,-0.11940698,-0.2570785,-0.14887956,0.3393978,-0.6945526,-0.7211871,0.41350394,0.5630864,0.58770937,-2.226925,-0.19898401,-0.5609711,0.8227554,-0.5763616,1.0900517,-0.66145897,1.5824779
MCF-7,0.022768913,1.397103,0.7215989,1.4611843,1.0175629,0.0026342974,0.8418058,-0.7815944,-0.10353273,-1.5107992,-1.3490527,-1.5545863,0.14500421,0.46413237,-0.4373226,2.044098,-1.2742317,-0.57935053,-0.94532984,2.192012,-0.8545481,1.029062,-1.0679343,0.39062145,-1.1996633,-0.8830843,-0.87050277,-1.4956361,-0.026314892,0.98998725,0.040050626,0.21538198,2.7442994,-0.174962,0.7205152,1.6896011,0.6189167,0.26118207,0.81235963,-1.4773016,1.3591193,-0.026979666,-0.07884645,1.9644793,-1.8915226,0.43675047,-0.7652944,0.84236866,-0.77239317
Lu-65,-1.3907226,-0.45929554,1.41936,-0.93276674,-0.06943958,0.5753683,1.4017171,-0.0963994,0.8306505,-1.1739417,1.044477,0.8571967,-1.1193902,-1.4479338,0.49690896,1.7123016,-1.3518988,-2.6019845,0.0115762465,1.2223072,1.149386,0.7679408,1.4487674,-0.023197673,-1.0122784,0.44376022,-0.46638992,0.7064186,0.74217105,1.5832857,-0.042179678,1.2023644,-0.06173849,-1.6786618,-0.35468444,0.052619085,1.1901222,-1.9227163,2.3464408,-0.043031108,-0.53470474,2.510294,1.1916258,0.37746254,1.7317657,1.6645646,-2.038872,-0.040675744,0.065097176
HL-60,-1.4423424,1.4090103,-1.2759871,-1.6299922,-1.428798,-1.6032559,-1.1269766,0.0060035195,1.4164364,1.2924813,0.28658816,1.7557428,0.26479003,0.26337188,-0.45902604,-0.35666156,-1.3614157,0.26163912,-0.17426914,1.1875583,-0.8861275,2.8959355,1.3657559,1.4625342,-2.9028065,-0.4140035,-0.48732907,-0.24405,0.41345054,-1.4749545,0.058598015,0.08256166,1.827148,-0.46348697,1.1693531,0.33554083,-0.48345906,-1.2220784,-0.7070201,1.0177146,-0.34538734,0.13195531,2.860027,-1.0389092,1.4309981,0.14343953,-0.9708211,0.6805893,-0.03511077
A2780,-0.142574,2.459118,-1.3309113,0.93639404,2.5187695,-0.011401288,-0.06851098,-0.73879874,-1.2154226,-0.82741576,0.6462269,1.648089,-1.5923058,0.89381325,0.25545147,1.2901984,-1.4272413,0.2791782,-2.2851384,-1.9375997,0.2528621,0.42172885,0.10491192,0.4931302,0.89892316,-1.221456,0.37439132,2.3078105,-0.34074262,-2.6375985,-0.80188036,0.41480747,1.1000968,0.27261794,-0.21122968,0.9904245,-0.86955416,-1.5516822,-1.2183756,2.2438953,-0.31261626,1.9449109,-1.1100401,2.2634892,-0.24341835,-0.44795758,0.46938848,1.6488223,0.21202657
SNU-878,0.3200224,-1.0176355,0.5120042,1.0761839,-1.1893669,1.0702444,1.6432874,0.97389644,-1.8045504,-1.5322177,-0.6067123,0.54290736,0.04025846,-1.1996716,-0.6349073,-0.801639,-1.2064689,0.90541726,-0.99912775,0.19642605,3.2943537,-0.04103283,-1.7378805,-0.57878155,-2.203512,0.87053317,-0.48278478,-1.387358,-1.332451,1.7168967,-0.8393889,-0.023667518,1.2122502,-0.64221555,0.6645927,-2.022097,1.7959937,-2.3687084,0.8465321,-0.480446,1.9129688,-0.063232526,-0.050993543,0.5589533,-0.123482615,0.4458919,-0.7261829,1.6561584,-0.40187544
FaDu,0.11518917,-0.7218472,1.7058072,1.0064207,-0.344605,1.8837614,-2.0029805,0.64961356,0.8790393,0.4823717,-1.4702002,0.29516017,0.17195633,0.9405257,0.25052783,0.08954462,0.19633086,-0.10808189,-0.24221322,-0.51889884,-1.5305601,0.4527755,0.44988856,3.3109667,-0.12149065,-1.592366,0.5892099,0.16862194,-1.3131541,0.101550855,0.01899913,-0.9752842,0.28260225,1.102717,1.7840232,0.8084099,0.42159143,-2.0692415,0.3340741,-1.0990499,-0.3222676,-0.073699474,2.245774,0.59972143,-0.30888417,0.5340724,0.9832074,0.061710045,-0.1656986
JHUEM-3,0.28561327,-1.7494453,0.4081175,1.9449321,-0.7245835,2.1627038,0.06143768,1.6736264,-2.1749563,-0.244501,-0.96708906,0.17390302,0.7079578,0.3320367,-1.4454763,0.5231977,1.4076387,1.7093179,2.7589598,-1.0342143,0.8653186,0.16036133,-3.538531,-1.3426766,-0.4957462,-1.2662405,0.78782773,-2.2765512,0.08732155,0.8058187,-0.8012872,0.13765556,1.5397573,-0.45972788,-0.4375149,-0.7912101,-0.07232167,1.6141521,-0.16460699,-0.20818102,-0.50485224,0.1103503,0.80181825,-1.2810174,1.0712372,-0.82836384,1.5830481,-1.7930216,-0.577916
COR-L105,1.332154,-1.4180712,1.7449819,-1.8988122,-0.86447114,1.1910195,1.1028693,-1.0333718,-0.17732012,-2.2474725,-0.16529964,2.6082165,2.6115289,-1.5447192,-1.8927846,0.34361356,0.40074462,-1.3458983,-1.1382252,2.3028214,-1.2935842,0.5565679,0.9051413,0.32469678,-3.3860734,0.19413574,0.053420763,0.57764333,-0.32726434,1.1989081,-0.91390806,1.096105,0.7112496,0.45707247,-1.0632915,0.56945246,-1.2786561,-0.8754367,2.7340891,0.68828124,1.3706336,0.19680999,-0.07007695,1.6995609,0.5120848,0.11626721,0.0024420153,-1.8616234,-0.15650275
A4/Fukuda,-1.479305,1.773648,0.16972342,-0.40568116,0.865558,-0.43809944,0.53547263,0.18147416,-0.44307292,0.47902894,2.914878,-0.37464598,0.12601247,-0.6990232,0.02344422,-0.91174793,-0.5977839,-1.0154155,-0.14963767,0.9820255,-0.7591263,-0.9286447,0.97091216,-0.17389134,0.5589818,2.0334349,-0.83938,1.3629105,-0.30843526,-0.06895412,0.18782043,-0.99774754,0.18391404,0.024060577,0.4076292,0.23700607,0.61781937,-1.768124,0.18039787,-1.3516824,1.3826948,-0.85980713,-0.6635797,1.3765613,0.5704583,-1.0021945,-1.6678262,3.1012053,-1.6254191
Reh,-2.0518246,0.6858326,-1.1161988,0.48823258,-1.6060051,0.28367963,0.604257,1.505603,0.98296475,1.2707499,1.5723958,-0.036166552,0.6797984,0.49874437,0.1570449,1.6417052,-0.4626721,0.10475881,-0.7207363,-0.4695196,-0.39220634,0.40674636,0.053107943,-1.0090773,0.84858894,0.54793566,-0.6992922,0.7003021,-0.507705,-0.47144008,0.09894642,1.1522924,0.88431334,0.17598337,0.67733455,-0.38673127,0.26732597,-1.8507199,1.2103044,0.29748628,0.80661154,-0.58037686,-0.5411201,0.11849944,-0.2081444,-0.47038886,1.1399939,-0.47361788,1.9879286
NCI-H2081,1.7507817,-1.0557787,0.4886278,0.98480934,-1.1575062,0.40553266,-1.6968483,-2.0269146,0.36695242,0.5052555,0.96339226,-0.694558,1.3907202,1.3620597,1.4817946,-1.9279418,-1.1715119,-0.95863736,-0.42533618,1.0328096,1.5360724,0.65187687,-0.7602145,-0.30652,0.4486476,0.8521001,-3.1315582,1.3684111,0.048979435,1.179068,-1.7420981,2.5418012,0.056092124,-0.56794685,-1.137649,-0.33870617,-2.1267774,0.05591813,1.3703231,0.66646266,0.46768713,-0.38283792,-1.1199503,-2.6447117,-0.14801125,0.53103375,1.5528154,-0.1263316,-1.6236478
MOR/CPR,0.124660075,0.5783735,-0.44665655,-0.14459996,0.7446201,-0.18194316,0.5687399,0.44709978,0.50007546,-0.63990784,-0.14883134,0.73088825,-0.6786925,0.975223,1.2414144,0.71171445,0.46557927,-1.0210559,-1.1873232,0.3953607,-1.5522298,0.3086483,0.075341366,0.2986849,-1.3079953,0.39494938,-0.8222959,0.11354996,0.24689846,0.48382497,-0.37159598,0.1536636,1.5006932,0.68753266,1.4067948,0.30291104,-0.04958453,0.85471326,0.52844363,0.648283,0.27706385,0.18865287,0.96193635,0.025533631,-0.08324333,1.0334758,-0.63934886,0.19955233,-2.5562592
VCaP,0.78088707,1.335986,-0.7788617,-0.47419125,-1.0542868,0.18433638,-1.7690281,-1.3610266,-0.90595394,-1.1302383,0.32613444,0.026454896,0.11102876,1.5296973,1.3497248,-0.4190066,-0.1239261,-0.42425802,-0.5632831,-0.06849609,-0.16554761,0.54830736,-0.23024996,-0.15252918,-0.6294126,-0.46059546,-1.691299,1.4156353,0.6669855,0.9657673,-1.0028682,0.800244,-0.693155,0.3071978,0.108343,0.8877925,-0.7570895,0.114577904,0.35599658,0.029220928,-2.384034,-1.9366137,-0.23722018,0.27707636,0.26873314,0.59789944,-1.5182458,0.4618519,-2.2324493
COLO 205,0.24911442,0.04921761,0.2757225,1.331818,1.1344771,-0.3647299,-1.0525138,1.3623306,1.2551274,0.8310568,-0.40549245,0.34969965,-1.382649,0.79091036,1.4670339,0.65821934,1.6410562,-0.42978433,-0.5146174,0.6226671,3.4799447,-1.2761757,0.14371131,1.2897887,-1.4084783,2.0315523,-0.3472451,-0.06773664,-1.0649527,2.0074463,0.26372862,-1.3900863,1.2812092,-0.80873644,-2.071184,-0.6315316,2.667992,1.1185675,2.4026573,-0.90023637,-0.6737129,-1.1562223,-0.033237226,-0.062072534,1.1666418,0.05807988,-0.7354545,0.72051877,-0.49151808
NH-6,-0.21917085,0.09879438,0.8258329,1.1217083,1.0721612,0.28411424,-0.70099884,-1.870966,-1.2450389,-0.5455113,1.606186,-1.6787579,1.9667784,-0.11640526,1.0329119,0.4509499,-1.1569346,-0.06193283,1.0969584,-0.120840676,2.0754302,-0.08711375,0.52949005,-0.42209387,1.8880699,-0.68099743,0.6819236,-1.5507529,-1.4109069,0.63301754,0.04186719,1.8106698,2.4829884,-1.0404928,-0.9035257,0.4824707,-1.3596137,-1.1889509,-0.5637376,0.97085524,0.10667108,2.9452853,-1.0486808,-0.8342232,-0.68080527,-1.3696716,-0.5064309,-1.7806523,1.3537062
SK-RC-20,0.5078481,-0.27278638,-1.3276665,-0.49022046,0.6090427,-0.9449634,0.7021972,0.03741064,-0.5316125,-0.683734,-2.7380123,1.1432403,0.4243027,-2.397379,0.38461882,0.2472137,-0.48078093,0.8545072,-0.27749228,0.87658983,0.59989214,-0.65122235,-2.1056068,-0.12337216,-0.47299445,1.3465525,0.72952867,-1.8926054,-0.4763397,0.9851295,-1.8802872,1.4694809,-3.200782,-0.39869654,2.0496683,-2.379614,0.9192409,1.4525282,0.7814485,-0.7058428,-0.07894311,-1.1191041,0.49668735,-0.626338,-1.1289513,0.68007666,-1.9904505,1.2985812,1.550465
EoL-1,-1.5397549,0.031130191,-0.29647443,-1.6501596,-0.2931995,-1.7409558,-0.6880327,1.1992526,2.5898836,1.685493,-0.397919,2.1854644,0.3183567,0.20350264,-0.03401593,0.48082954,-1.6868991,1.2547557,0.14545631,0.7284205,-1.7769202,1.8826818,0.44325107,-0.75190943,-2.8764014,1.7279629,-1.8964608,-0.6086831,0.031020146,-1.5946199,-1.0703589,1.4381703,1.0439095,0.6740439,1.4933355,0.1779594,-0.8046731,-0.43706137,0.11867365,-0.8617777,0.13921672,-0.44591373,1.2691791,-0.04948992,0.40085712,-0.9639836,0.08518415,0.8350182,0.56807756
Pfeiffer,0.8966013,1.105833,0.88898873,0.41673166,0.3450656,1.5248544,-0.11736167,-1.4803001,2.275417,4.8468966,0.83091307,0.72998977,-1.2527835,0.48827624,1.6062357,1.2639672,1.5054061,-0.07590543,-0.28334695,-0.71129066,0.38978696,-1.1409718,-0.120688036,0.9389527,0.77830154,0.77729976,-0.3727359,0.84359026,-2.1142216,-1.7181838,0.082611874,0.4481404,-1.546605,-0.6249084,-1.9562694,1.7245395,1.709557,-1.3786991,0.24865894,-1.419647,1.7644529,-3.3162913,-1.9094938,0.5146945,0.72067696,0.9291563,0.1622163,2.28337,2.1415503
