,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25
SCLC-21H,0.84694463,-0.22526447,4.4138074,0.56361353,-4.3404927,0.6088648,-1.9983559,-3.559624,-3.1961687,-5.446742,-0.45036736,-0.3388813,-1.3033084,-1.5620067,-1.9509007,0.4743834,2.4747336,2.1787906,1.0978901,-2.8103895,-0.030269012,4.1618376,-4.548173,-2.172079,-2.733204,-3.5422022
HT-144,1.1978142,-1.9614099,-0.8892752,-0.8016225,0.24221659,-0.9566573,2.3552403,-0.10737507,1.6140127,2.0709624,1.6600498,-1.3637502,-1.5835321,-0.8283581,-0.9113201,-0.45408416,-2.1846852,-0.31061232,1.0575356,2.7247877,1.4913439,-1.8438665,0.94063175,0.6946667,-1.5519726,0.04221932
NCI-H1395,-0.21553378,0.08617343,0.5089898,0.14445387,0.08047493,0.51019514,-0.9032616,0.032291453,-0.79037744,-0.7839932,0.06860468,-0.65968996,-0.19277914,-0.21826395,-0.22523117,0.31477007,0.7030552,0.3152303,0.251678,-0.8966102,-0.52906847,0.9106405,-0.35547286,-0.26905018,0.33251318,-0.07905037
LN-18,0.44079638,-1.0589178,-0.49972618,0.1189353,0.207522,-0.50773084,1.5902147,0.15437652,1.3352236,1.5181688,0.6601272,-0.41466713,-0.7035992,-0.49059582,-0.3505773,-0.49377334,-1.2061007,-0.43391526,0.73790264,1.6633973,0.6540222,-1.1625184,1.0816454,0.5407037,-0.83579946,0.20684433
RPMI-7951,0.70421666,-1.6297406,-0.87617195,-0.41678852,0.55960345,-1.3362373,2.2007415,0.028149871,2.139848,2.3434722,1.6006829,-0.5552044,-1.3782766,-0.43753207,-0.54994315,-0.7509676,-2.262422,-0.47274178,0.81418365,2.7969358,1.0768522,-2.1911962,1.665579,0.45505348,-1.4316195,0.5557025
8305C,0.3966375,-1.1893064,-0.9840268,0.08951709,0.75305045,-1.2507904,1.6752344,0.17697504,2.0201054,1.9153547,1.5858872,-0.5307844,-0.9994053,-0.23623118,-0.40244538,-0.72068465,-2.0064151,-0.5774781,0.97872293,2.6128705,0.8967385,-2.3319602,1.9600656,0.11557162,-0.7803469,0.46978882
NCI-H1435,-0.9824813,0.8799541,-0.4198671,0.61032724,0.15579048,0.12422668,-2.1274652,0.22074881,-0.8933901,-0.85044944,0.11240427,-0.25258902,0.30616018,0.40556583,0.8276736,0.28138936,0.7442554,0.088174745,-0.10413641,-1.6629711,-0.8879343,0.9096038,-0.36000893,0.3585848,0.55185586,-0.2078968
CPC-N,0.52262527,-0.02117867,3.2330356,0.47444576,-3.4639754,0.73717856,-1.5531595,-2.6923523,-3.147898,-4.2934484,-0.6944807,-0.35608524,-0.48647338,-1.3073473,-1.1891584,0.55045456,2.060505,1.7619485,0.33532268,-1.8178132,-0.30827415,3.2107685,-3.5504804,-1.4490011,-2.3013952,-2.4328368
SK-LMS-1,0.37921998,-1.5987152,-0.91783965,-0.19305238,0.7082046,-1.4019896,2.4839623,0.35102496,2.5663254,2.4738002,1.4767269,-0.6332023,-1.3025635,-0.56078243,-0.43402725,-0.8261108,-2.4104133,-0.6492998,1.0356053,2.9622614,1.0192366,-2.4534295,2.2468135,0.51851934,-1.1635126,0.6982323
SW1271,0.29886696,-0.47098535,-0.30277184,0.36910623,0.15999216,-0.5087255,1.1982753,0.17743205,1.0497361,0.92435527,0.8030023,-0.479826,-0.47624552,-0.30349782,-0.35020515,-0.30523103,-0.6837186,-0.16649595,0.6530822,1.0620936,0.4194283,-0.8243565,0.5316974,0.36208326,-0.8029407,0.30420282
JHOS-4,0.24246158,0.4308328,-0.107229665,0.22233345,-0.4024612,0.88322973,-0.9044047,0.46581632,-0.30819568,-0.20999944,0.16541012,-0.25301382,-0.07401292,0.059438422,0.0777441,-0.15672967,0.31606513,-0.09990388,0.275608,-0.5903124,-0.115131766,0.20951863,-0.36855325,0.26883107,0.36871535,-0.083181225
COR-L88,0.5507104,-0.5468015,3.8454125,0.47742006,-3.7759743,0.65725946,-2.5584304,-3.1008801,-2.9424338,-5.1744366,-0.5805107,-0.5605127,-0.86919564,-1.5304686,-1.7889866,0.6347777,2.5288067,1.9699582,0.98468655,-2.5633883,-0.16807367,4.236899,-4.0510297,-1.958425,-1.6143256,-2.810264
NCI-H854,-0.6552599,0.45780247,0.8242835,0.49329746,-0.46232897,0.37059996,-3.409459,-0.9195722,-2.1802468,-2.7752113,0.08934294,0.22731802,-0.3364669,0.015294377,0.059512664,0.3822683,1.1929449,0.5797717,-0.25208122,-2.3389847,-0.8159366,2.5846343,-1.5543833,-0.2929831,1.4021535,-1.4468348
GA-10,0.20143287,0.49965364,-0.36259806,-0.47044992,-0.19183779,2.398921,-1.493375,-0.34303278,-2.926407,-0.7593504,-1.734787,1.7142777,1.4241245,-1.544855,2.5456345,2.3924732,0.7578414,1.5335932,-1.4695692,-0.87255305,-1.2317483,1.4827082,-3.3864956,4.5065093,-3.2198913,0.08780799
MKN45,-0.63161534,0.80126065,-0.1501193,0.8006033,0.18599981,0.4446338,-2.7198195,-0.36397392,-1.3534994,-0.9064052,-0.10185297,0.43878022,-0.035541,0.28103873,0.7497045,0.2732028,0.81793714,0.08389914,-0.30721265,-1.873422,-0.5435676,1.0321785,-0.73282397,0.21333843,0.904302,-0.29189882
LXF 289,0.059148345,-0.4736454,-0.46611488,0.25116214,0.32095936,-0.6285597,1.1617357,0.34913373,1.6172469,1.1215576,1.1265496,-0.56607676,-0.6557343,0.53148526,-0.11825894,-0.28717774,-1.2282736,-0.31636316,0.97589445,0.98342574,0.13601941,-1.5982246,1.5782516,-0.039131854,-0.58323187,0.59793496
BJ1-hTERT,0.3358023,-2.5597522,-1.3981934,-0.8050757,1.92369,-2.0894313,3.6070194,1.2031828,3.7623186,4.3110514,2.625926,-0.6026702,-1.9772712,0.15112104,-0.52784014,-1.3563397,-4.472757,-1.2280165,1.3920877,4.13629,1.4608114,-4.3713236,4.5602384,0.8076614,-1.1373273,1.3190124
TUHR14TKB,0.23165596,-0.48952174,0.0061086304,0.41197807,0.5200058,-0.2773682,0.8291399,0.31894386,1.0214583,0.76755,0.9890446,-0.4668763,-0.5252484,0.43395045,-0.47775644,-0.35477936,-0.89592934,-0.4039565,1.0076337,0.6611482,-0.48496157,-1.6735438,1.7431269,-0.6151961,-0.05436562,0.4606718
HCC15,-0.1312434,0.13024527,-1.0293903,0.38328877,0.16581869,-0.14482221,0.3178054,0.9872401,0.79704285,1.1227053,0.6309084,-0.47327766,-0.055181846,-0.14842366,0.7988496,0.18180227,0.19165,-0.18218893,0.35378793,0.18199769,-0.13283442,0.01528636,0.020146247,0.9135963,-0.751875,0.8469382
RMG-I,-0.098057434,0.5891683,-0.22088726,0.55793273,0.13984795,0.69195735,-0.6751906,0.8377644,-0.0032546353,0.2576594,0.5182839,-0.5438697,0.106022954,0.5557223,0.0033705384,0.057765696,0.16557147,0.06274706,0.46535036,-0.8971984,-0.5515223,-0.28658298,0.5519664,-0.004947547,0.57616496,0.67091334
HEC-59,0.17634147,0.0578133,0.26193535,0.47227377,-0.13281274,0.19946109,-0.48909613,-0.17461367,-0.25513488,-0.33624825,0.0035868548,0.055183735,0.098451175,-0.27330893,-0.12062374,-0.09281805,0.5170663,0.05468804,0.18852702,-0.63990283,0.14040117,0.3607109,-0.5835935,-0.061806876,0.22068658,-0.22520599
CAL-12T,-0.62977785,0.50072205,-0.18211511,0.36877343,-0.10265044,0.3229895,0.4129195,0.806547,0.3878409,0.69543064,0.3217988,-1.2190354,0.23236051,0.5835618,0.49348286,0.5610481,0.24421555,-0.07785058,0.83491194,-0.6233055,-0.5617858,-0.39901006,0.18528719,0.3831612,-0.8201085,0.69688636
CL-11,-0.80425406,0.62043685,-0.39868486,0.5508971,0.115649156,-0.13685648,-1.1785648,0.14957784,0.06179484,-0.08028218,0.30399662,-0.31863514,0.05871078,0.54955214,0.62003815,0.33328152,0.42879596,-0.08805928,-0.060121518,-0.9532858,-0.78822,-0.009566147,0.04866214,0.0024551228,0.08524896,-0.30612347
KP-4,0.20330678,-0.062881514,0.33370334,0.20584095,-0.42657003,-0.1953462,0.2952184,-0.3650321,0.21625176,-0.18734151,0.12523156,-0.32428256,-0.43174,-0.3137704,-0.4677983,-0.00846117,-0.27646837,0.21642514,0.2737294,0.08790589,0.28245586,0.01425739,-0.21267462,0.1692147,-0.59207374,-0.019242428
NCI-H1915,-0.017378204,-0.16913022,-0.3344466,0.33260176,-0.02805301,-0.5913987,0.7704316,0.1343212,0.93207765,0.982098,0.42994893,-0.22888055,-0.33908066,-0.45039117,-0.057061013,-0.14556259,-0.6276634,-0.16926049,0.08347014,0.86444736,0.22506048,-0.57784176,0.35840896,0.5149881,-0.85287565,0.29799026
S-117,0.48100275,-1.210207,-0.6343974,-0.30553243,0.4627599,-1.0346613,1.6871611,-0.025841998,1.7732706,1.5396909,1.4202167,-0.56079,-1.0891933,-0.039809387,-0.3544282,-0.8131464,-1.6889114,-0.4074816,0.86582214,2.1377184,0.61749035,-1.9946843,1.9371233,0.23219216,-0.8019945,0.54027873
TO 175.T,0.43472752,-3.1414769,-1.5856689,-1.0442904,2.3415112,-2.6470041,4.390822,1.6200275,4.471359,4.958896,2.9387064,-0.39244744,-2.253638,0.093218625,-0.4790069,-1.5212674,-5.5852323,-1.3913974,1.6816434,4.654628,1.7998978,-5.0761147,5.3435307,0.792023,-1.4296587,1.880981
ACHN,0.14821963,-0.054130077,0.01923928,0.5405376,0.42022845,-0.29493046,1.1075739,0.2709691,1.0540951,0.5564318,0.80175716,-0.65181404,-0.24304537,0.3977203,-0.45846725,-0.28321406,-0.5712385,-0.41995972,0.6428935,0.65694433,-0.5061853,-1.4363706,1.5150197,-0.29548723,-0.42556068,0.5585227
NCI-H226,0.19992541,-0.9131069,-0.65752375,0.07094449,0.6151679,-0.5467495,1.4029499,0.6732501,1.4581971,1.3672222,1.113015,-0.35701826,-0.5667466,-0.19346106,-0.20761758,-0.4807514,-1.2374684,-0.37819296,0.7578411,1.6206237,0.49090344,-1.5844223,1.3904124,0.45250997,-0.38498637,0.35081625
CAL-148,-0.352508,0.299833,1.1401427,0.2633413,-1.0024941,1.0383258,-2.2072861,-1.1876173,-1.4427094,-2.4212725,-0.6495011,-0.18457144,-0.35132617,-0.29230058,-0.2643382,0.38440835,1.4383652,0.6806677,0.59662557,-1.7383729,-0.4081182,2.4425476,-1.6599493,-0.542834,-0.12867573,-1.2153386
UOK101,0.27673098,-0.683835,-0.17573354,0.17262582,0.74507207,-0.7498008,1.2032266,0.1904273,1.4824352,1.2194753,1.0828538,-0.50862056,-0.7633887,0.25779006,-0.46154273,-0.59026295,-1.2581573,-0.60769814,0.57308054,1.1357169,0.10986151,-1.7499357,1.9088461,-0.12853172,-0.5031154,0.44573703
JHUEM-2,0.43836984,-0.82411516,0.028848134,-0.33734685,-0.1268441,-0.66115,0.5730569,-0.5881295,0.6322193,0.48224935,0.57298094,-0.4780161,-0.5448846,-0.41961482,-0.38616168,-0.31536046,-0.77421606,-0.031692885,0.5329798,0.8874313,0.48621953,-0.51721406,0.49453977,0.21842548,-0.98842955,-0.11433753
DFCI024,-0.24530005,0.07528167,-0.094796695,0.40357783,0.4476936,-0.07520502,0.17042641,0.45319784,0.3276627,0.5369761,0.6938284,-0.5903987,-0.13575232,0.41081515,0.36289912,0.29273063,-0.52981615,-0.13552466,0.40553012,0.33944026,-0.28341392,-0.81569475,0.7530438,0.3486211,-0.10892321,0.34522533
M-07e,-0.81910914,0.594078,-1.5920987,0.81782997,2.4808102,1.632145,-0.8583537,1.3207587,-2.1162965,0.63085234,-0.3877587,1.8691909,3.3447564,-1.6090194,3.081405,2.8851464,0.2373378,0.10882938,-1.5705098,-1.4248259,-1.2543699,0.994142,-1.8681886,3.0802553,-2.0323355,1.3774241
KNS-62,0.002172161,0.39808214,-0.08654343,-0.041891653,0.14612636,0.36484405,-0.6050422,0.53843504,0.11584308,0.29757068,0.32810074,-0.09727238,0.044492185,0.78912306,0.5147531,0.09160976,0.10528638,-0.4139392,0.09495273,-0.44246852,-0.31401384,-0.77992797,0.2335324,0.5404844,-0.06982099,0.24783489
Calu-6,0.13903524,-0.44614178,0.01657144,0.1141552,-0.32153928,-0.33444354,0.5097858,-0.2025705,0.32079503,0.5186566,0.38421732,-0.44554943,-0.5039596,-0.39870727,-0.30845988,-0.10664563,-0.34756836,-0.20797199,0.4198087,0.7912638,0.5466665,-0.12260437,-0.10637839,0.56141007,-0.6930511,0.055238165
TT2609-C02,0.32734433,-0.587968,-0.16602707,0.12375659,0.11837145,-0.59068036,1.0443475,0.056297395,1.4654446,0.9658749,0.7746802,-0.39295256,-0.66937816,-0.36856693,-0.40869245,-0.43912113,-1.0565634,-0.2579447,0.5965278,1.1515809,0.40080273,-1.2253394,1.0148946,0.23337865,-0.84192806,0.40387037
COLO 800,0.9777499,-2.0209177,-0.77474403,-0.73144096,0.2122481,-0.95352185,2.2059422,-0.42812067,1.2862079,1.7572815,1.5265892,-1.3542535,-1.4370123,-0.8883731,-0.9692824,-0.32108527,-2.0327034,-0.16038014,1.0308075,2.5099008,1.2000394,-1.5090404,0.8267567,0.27784094,-1.3379383,-0.03693325
SUP-HD1,0.20119604,0.0042169765,-0.036445916,-0.38184494,-0.16214219,0.7292564,-0.68788606,0.020219972,-1.5215224,-1.0282757,-0.6894429,0.5808712,1.1125953,-1.0338764,1.1189091,1.0746013,0.80407405,0.5953867,-0.610453,-0.6033314,-0.51442593,1.212119,-2.0419478,1.6334512,-1.7288431,0.09582577
HEC-151,-0.17356695,0.3115964,-0.06894152,0.5383393,0.14556192,0.3026543,-0.39337412,0.004144048,-0.07796928,-0.19552583,0.152766,-0.10939601,0.28141505,-0.08406441,0.057853393,0.04625089,0.41694772,-0.13576703,0.24176554,-0.9614463,-0.34138417,0.18727265,-0.05311352,0.27889168,0.3006827,0.1538682
NCI-H1930,0.5334976,-0.51729006,3.5108936,0.35124415,-3.6608484,0.41436103,-1.510447,-2.9625676,-2.553528,-4.2044287,-0.42527908,-0.7267276,-0.8534134,-1.2920424,-1.793112,0.4273625,1.9271872,1.7565143,1.0489714,-1.8493525,0.20246105,3.2947772,-3.7246494,-1.7389095,-2.3570771,-2.5359368
NCI-H1975,-0.088624835,0.009451218,-0.60631895,0.16717397,0.016573822,0.055259414,0.74049145,0.79651064,1.1055532,1.0778646,0.525055,-0.6702306,-0.33117244,0.255635,0.28957194,-0.05671941,-0.4004001,-0.2688595,0.8167964,0.43494093,0.060639523,-0.9235073,0.9104978,0.25515258,-0.46169925,0.46663353
OVCAR-3,0.4720628,0.30757743,0.27479592,0.078914955,-0.75918025,0.8366971,-0.51904553,0.09080778,-0.026441257,-0.27749962,0.07869756,-0.40470558,-0.22577524,0.08948432,-0.3569665,-0.20644356,0.32427254,-0.09227988,0.7229037,-0.67210287,0.15808274,0.029947821,-0.32880506,-0.0016128905,-0.034773704,-0.125606
OC 314,0.25589037,0.062896445,-0.113176346,0.55621994,-0.18086073,0.35110965,0.066168435,0.05050249,0.17155445,-0.1726633,0.14609213,-0.16683035,-0.26878002,-0.44424784,-0.22235087,-0.27782518,0.17344716,-0.16176987,0.7248057,-0.33774936,-0.009652849,-0.22645462,-0.19504409,0.17930958,-0.15096386,0.044912256
KP-3,-0.25916642,0.64602983,-0.2985679,0.72469556,0.035196148,0.23068348,-0.3739478,0.5924374,0.12926482,0.0026959006,0.117687,-0.5043282,-0.20959583,0.3058823,0.23350866,0.2714862,0.16316622,-0.12146035,0.30614528,-0.6068105,-0.618134,-0.21397218,0.06385894,0.3739692,0.01497729,0.25793275
KYM-1,0.044502307,-0.047087222,0.14607401,-0.23986599,-0.37308973,-0.20961216,-0.085478105,-0.29686075,-0.24239527,-0.49723974,0.21469696,0.17521775,-0.33678323,-0.6218207,-0.07783319,-0.13794819,0.20517042,-0.08757518,0.20703082,-0.14336367,0.24667425,0.65514797,-1.0928761,0.20833,-1.186215,0.12560007
CAL-78,0.66512305,-1.8740188,-0.9800563,-0.4767412,0.71454966,-1.546367,2.4825983,0.36805514,2.6283798,2.6767688,1.7721492,-0.53142256,-1.4577365,-0.37672326,-0.6699353,-1.0771499,-2.8456683,-0.74091953,1.0662504,2.9129586,1.260251,-2.639345,2.5920546,0.18360311,-1.2750384,0.6540101
PaTu 8902,-0.30233487,0.7419846,-0.7545985,0.7638066,0.044760443,0.520833,-0.6809456,0.3525408,0.13629131,0.4396829,-0.07583536,-0.3714622,0.3766869,0.07111127,0.97127086,0.3780379,0.44386327,-0.06890981,0.2113546,-0.8211075,-0.21819824,0.24888836,-0.5317038,0.7750603,-0.033655632,0.27306408
A4/Fukuda,-0.09374425,0.20530035,-0.49075177,-0.6772298,0.6773006,1.3763506,-1.2338209,0.6750719,-1.4370505,-0.4959213,-0.41813245,0.96927834,1.1837809,-0.9210821,1.6410094,1.0986695,0.532856,0.58702916,-0.7227273,-1.1251785,-0.50051826,0.31088218,-1.7624166,1.9695277,-0.5893617,0.15226799
RERF-LC-Ad2,-0.2570452,0.5432654,-0.4894683,0.4647401,-0.0066784713,0.38793704,0.5103966,1.1129556,0.6241366,0.8568839,0.4523031,-0.95694107,0.18759151,0.6219882,0.5302656,0.3880827,-0.17007893,-0.17127419,0.84722424,-0.25992817,-0.4094541,-0.5795907,0.6347308,0.36660975,-0.543282,0.695716
RPMI-8402,-0.28748244,0.5087985,-0.66660476,-0.43100965,0.77896726,1.4244741,-1.4213697,0.1945481,-2.0185642,-0.49941352,-1.411873,1.3432472,1.6678762,-0.9690294,2.3462884,2.032886,0.534681,0.5792336,-1.4996994,-1.4458947,-1.3786587,1.2821922,-2.4558651,2.9183831,-1.9539036,0.03456334
NCI-N87,-0.4934578,0.7161919,-0.3459341,0.6270435,-0.1160823,0.6020514,-2.0735931,0.04048299,-0.8957511,-0.65327406,-0.30330703,-0.041327346,0.039352637,0.38444656,0.9344689,0.17678608,0.50142366,0.15186799,0.05861676,-1.4780114,-0.53343636,0.8636455,-0.52206576,0.48720124,0.45856613,-0.2576103
PE/CA-PJ41 (clone D2),-0.20255028,0.38400024,-0.009507451,0.20791826,0.3777901,0.14757171,0.4765565,0.8554209,0.81274474,0.49044868,0.6411852,-0.7060349,0.07216485,1.036936,0.10732898,0.24857157,-0.5658064,-0.43939933,0.56676507,-0.068020865,-0.52181685,-1.4078599,1.2991279,0.1542159,-0.4176757,0.4991587
AsPC-1,-1.23099,0.9728471,-0.7185161,1.1107546,0.56647205,0.3674056,-2.5730567,0.5806752,-0.85986155,-0.49243966,0.33824614,-0.3885353,0.029870091,0.9306582,1.1134062,0.5133154,-0.079515375,0.18992914,-0.34415385,-1.1807175,-1.5717851,0.07875283,0.6824086,0.06824301,1.1783515,0.0037967265
OVMANA,-0.11188856,0.29680085,0.11903983,0.33338243,0.4668594,0.1627158,-1.080556,0.3098032,-0.21339333,-0.25930038,0.4001357,0.36621445,0.34122583,0.43906406,0.018822374,0.20432632,0.14882378,0.061907895,0.1041064,-0.8674555,-0.4957592,-0.14632018,0.111222476,0.22442462,0.7232237,0.19606042
SNU-182,0.3956049,-1.3153756,-0.5948167,-0.14034665,-0.035692804,-0.35924736,1.909995,0.47434676,1.8187059,1.643097,1.0297314,-0.7156663,-1.0891553,-0.2616564,-0.59917164,-0.7309899,-1.4445369,-0.4472756,1.4271896,1.6388879,0.8317867,-1.7611141,1.5523936,0.20206785,-0.7970298,0.32056692
SW1463,-1.2842088,1.2411587,0.17180072,1.0912933,0.49905354,0.78397775,-4.029592,-0.15533353,-2.182142,-2.3836138,-0.2840807,0.010274526,-0.068621054,0.3271831,0.9075211,0.36116824,0.64949256,0.43861997,-0.60511583,-2.676733,-1.5409043,2.0121865,-0.3039366,-0.046973098,1.8481957,-0.89011204
KALS-1,0.7610972,-1.7360045,-0.7663015,-0.45944005,0.4666183,-1.2074605,2.1136303,0.0658807,2.2840295,2.216987,1.7545168,-0.5549603,-1.3517736,-0.43538946,-0.6132664,-1.0722288,-2.1673949,-0.35815692,1.1627272,2.7595978,1.2608225,-2.223667,2.0453992,0.40525937,-0.92050713,0.5264494
Capan-2,-0.4753163,0.9102735,-0.8155968,0.97303414,0.16639303,0.25650752,-1.1560752,0.7421848,-0.17872371,0.30812457,0.21369162,-0.44334963,0.33710283,0.5960053,0.989328,0.55245095,0.44147325,-0.1310412,0.2214738,-0.90131325,-0.40543902,0.06537582,-0.063050985,0.6523501,0.18114252,0.40336177
SW1116,-1.33346,1.1292659,-0.29395342,0.89163494,0.5713901,0.62977695,-3.2529352,0.33903006,-1.5897925,-1.4184886,0.052937437,-0.21919629,-0.23618303,0.7945207,0.8666486,0.29882434,0.22236264,0.24425566,-0.39280275,-2.0882103,-1.4678166,1.1476922,0.12710957,0.022528645,1.4352978,-0.51564854
OAW42,0.32788742,0.09956436,0.2913454,0.24938764,-0.24519941,0.45315266,-0.35071427,-0.18245544,0.14009441,-0.41986552,0.028344776,-0.0822241,-0.03703042,0.10147396,-0.4841165,-0.23208702,-0.07924876,-0.29028118,0.54447436,-0.25943527,-0.15821022,-0.23916559,0.23970357,-0.056741614,0.21950917,-0.012719147
EJM,-0.20679127,0.10925886,-0.28661478,-0.71376663,0.45816296,1.9223305,-1.0231775,0.37610394,-1.7532246,-0.3710916,-0.12929927,1.0350908,1.1876993,-0.8726114,1.7726015,1.2500099,0.6164413,0.8806775,-1.0461586,-1.1145551,-0.7423707,0.40089813,-1.4868686,2.2982736,-1.1196026,0.49168763
HSC-4,0.037270416,0.23822887,0.2711756,-0.022404674,0.03411726,0.478029,-0.5039201,0.06514059,-0.15468273,0.061060254,0.26122317,-0.46717966,0.1539968,0.7816707,0.31515858,0.13670489,0.011829989,-0.32679605,0.55903083,-0.33608663,-0.49322867,-0.69294226,0.40490833,0.11787166,0.07590563,-0.0024495162
UT-7,-0.6102917,0.5262655,-1.764852,0.9769591,3.0053525,1.7016269,-1.134461,1.3567882,-2.5438921,0.54288447,-0.1706252,2.1209767,3.8611445,-1.7928524,3.418854,3.2127311,-0.041568507,0.034566283,-1.6512555,-1.4812804,-1.3433988,0.880336,-1.7728331,2.785062,-1.6899437,1.6210452
H4,0.76911217,-1.3360851,-0.4416369,-0.16970891,0.30670035,-0.8049067,1.62608,0.05498181,1.4271168,1.6448011,0.9397878,-0.30211616,-0.98970264,-0.46523955,-0.621715,-0.7074428,-1.520149,-0.49126554,0.70672053,1.8236939,0.95921946,-1.4440072,1.3117601,0.3040814,-0.7405401,0.06917126
HEC-6,-0.13935469,0.2439698,0.12419666,0.40093833,-0.36844245,0.16333584,-0.01247954,-0.2751334,0.22107695,-0.36051634,0.11274105,-0.1161093,-0.024901235,-0.115419805,-0.115209475,0.0041897,0.18166828,0.24128067,0.45394754,-0.34368852,0.08511398,0.16359146,-0.22211125,0.088846505,-0.32066345,-0.3201319
KNS-81-FD,0.77047944,-1.7759656,-0.7375529,-0.41297814,0.61000204,-1.4793676,2.1029902,0.32303047,2.1514227,2.4706326,1.7584704,-0.64531046,-1.3939013,-0.33156514,-0.90345293,-1.0658256,-2.5853443,-0.46068648,1.0476005,2.8735778,1.1211791,-2.4619923,2.397299,0.19736516,-0.90707517,0.35665512
HD-MY-Z,0.37362063,-0.90668416,-0.5817834,0.19391468,0.11581033,-0.8819853,1.7288783,0.14623383,1.5833492,1.3417146,0.77010095,-0.5507619,-0.8410887,-0.57851136,-0.3881934,-0.41053936,-1.3787695,-0.35067573,0.7316535,2.123915,0.74331695,-1.510432,1.2233179,0.41162086,-1.0299631,0.53526384
SK-OV-3,0.31775656,-0.10827546,-0.32103062,0.42657197,0.17400137,-0.15002069,0.50110024,0.44713572,0.9658243,0.6820518,0.66126484,-0.22833201,-0.336592,0.27578956,-0.36062866,-0.31122452,-0.6492223,-0.38470504,0.88136876,0.6690103,0.13455682,-0.89572734,1.1296836,0.05201549,-0.20803016,0.44890666
NCI-H1648,-0.40698814,0.7177927,-0.3347034,0.36942035,-0.0085718725,0.39661428,-0.79549694,0.6015576,0.013467515,0.29771897,0.28180808,-0.83288753,0.17996874,0.68230104,0.73089725,0.38626784,0.32257032,-0.20950049,0.6222044,-0.813741,-0.7162076,-0.5041587,0.37773758,0.4981345,-0.2649353,0.33484533
HT-1080,0.3753658,-0.83294743,-0.54281414,-0.12817761,0.52759993,-0.85716665,1.3300658,0.10685988,1.3941355,1.1600589,0.9754558,-0.42598665,-0.74223965,-0.31662315,-0.21713668,-0.5428309,-1.3185254,-0.28321752,0.6440768,1.7102444,0.6629584,-1.4912599,1.0846161,0.32164478,-0.707463,0.28731006
MPP 89,0.5256683,-1.275869,-0.74182034,-0.1275211,0.6626946,-0.9525691,1.7304577,0.51161873,1.7473091,1.9584525,1.1840496,-0.301137,-0.91335744,-0.26875538,-0.38957268,-0.793623,-1.8455424,-0.6332503,0.96198463,2.1061192,0.8896421,-1.7884183,1.6905642,0.42036408,-0.67559797,0.6142416
SNB-19,0.7989209,-1.4628708,-0.39033517,-0.27873307,-0.02514383,-0.8638848,1.4140906,-0.20621821,1.4431986,1.4252445,1.2062012,-0.66821456,-1.1663653,-0.42321652,-0.7203178,-0.70566314,-1.2746285,-0.15379435,0.9500519,1.9740479,1.0449753,-1.3340008,1.1326094,0.27453625,-1.1151628,0.045574732
COLO 684,0.9753472,-0.31027955,3.553282,0.5034878,-3.883292,0.64602685,-1.4967053,-2.9505832,-2.552854,-4.6344485,-0.5375211,-0.6378755,-1.0874529,-1.7625583,-2.0221825,0.05356961,2.1452978,1.9660329,1.1151822,-1.848805,-0.0110794455,2.996934,-3.3500514,-2.1085696,-2.269488,-2.4305754
OCI-AML-2,-0.6799567,0.42466795,-1.2914588,0.0073611103,2.1714485,2.894797,-0.63272864,0.25583142,-2.8680778,-0.26890132,-1.4140991,1.6048782,4.01731,-2.1431196,2.9462447,3.070053,1.4703934,0.3889361,-0.7879994,-1.1444769,-2.1229067,0.786153,-2.8185709,3.3924031,-3.1429467,1.579399
KE-37,0.06462395,0.31568772,-0.7542745,-0.501439,0.6624707,1.6322871,-1.6891301,0.30736262,-2.2581413,-0.6133982,-1.1262256,1.6177375,1.8392988,-1.2620673,2.5139482,2.2284606,0.5222831,0.8001337,-1.4678991,-1.3065628,-1.4848533,1.1950927,-3.0733886,3.2091658,-2.2408898,0.18870416
ACC-MESO-1,0.3135591,-0.8402152,-0.5609385,-0.05126633,0.26370496,-0.77104115,1.2789856,0.21156749,1.6165843,1.4539647,0.9964419,-0.3172303,-0.66361564,-0.38519502,-0.34792364,-0.57942414,-0.98403347,-0.21446049,0.56022257,1.5671153,0.5666742,-1.1909511,0.7718091,0.41307542,-0.9068632,0.40826043
NCI-H2405,0.12801224,0.16557507,-0.20225874,0.65252304,0.20063426,-0.44831204,0.25598153,0.28039652,0.53885114,0.43583372,0.46903175,-0.37102264,-0.5921423,0.29830194,0.22853044,0.019222308,-0.6858783,-0.230107,0.22423051,0.48514038,-0.28926212,-0.936555,0.81327665,0.28947654,-0.09175474,0.18410063
HCC95,0.2984045,0.2193097,0.96417975,0.13374938,-0.6173244,0.5517032,-0.47137377,-0.28089845,-0.17960879,-0.48096302,0.12475596,-0.4295377,-0.22180615,0.35927415,-0.15180829,0.05433992,0.074440785,-0.112673834,0.2799607,-0.68683964,-0.28331864,-0.33023408,-0.20037185,-0.058980342,-0.20821352,-0.20223573
HuP-T4,-0.45429406,0.72384685,-0.75078094,0.7775346,0.017053744,0.60673857,-0.769059,0.83699167,-0.26522774,0.49240285,0.0327452,-0.7603114,0.35382876,0.45698068,0.83649397,0.6565885,0.22894694,-0.142683,0.52727973,-0.7765042,-0.48183244,0.2059411,0.20532992,0.47925556,-0.057162177,0.64360017
