,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31
Hs 870.T,1.1693747,0.81589484,0.5814655,-0.6783015,2.7073498,0.026484087,3.2129967,-4.689375,0.65332174,2.4445336,1.616673,-0.2026478,0.8847889,2.3777032,-2.8936071,2.7865222,0.69590485,0.39837235,-3.0776582,0.3759876,-0.71180975,-1.788835,1.8903809,0.5879455,-4.877604,-0.90386367,-1.7611421,3.151645,-0.53149754,0.47189534,-2.3671727,-6.932622
HEC-1-A,-0.08595434,-0.5123717,0.36661723,0.015302442,-0.25160378,0.37120864,-0.91067857,-0.56440526,-0.3887201,-0.602769,0.64466757,-0.46842054,0.43595362,-0.010541438,0.7128745,-0.24226542,-0.4116385,-0.0050052367,0.27102596,0.010132948,0.77257586,0.6703567,0.103787154,0.77541226,0.19064441,-0.9639971,-0.35974723,0.3077088,-0.3718739,0.5694756,-0.15062289,0.9029186
HARA [Human squamous cell lung carcinoma],0.086850196,0.16147226,-0.099779524,-0.58086944,-0.41523403,0.46124116,0.20411076,-0.6396313,0.4209983,-1.1041836,0.42499533,-0.3614288,0.608643,-0.07014102,0.411793,0.2888048,0.03164571,0.52622616,0.058152977,0.13949974,0.21362567,0.07859817,0.00073160604,-0.111227475,0.27531797,-0.045441847,-0.43945488,0.27909338,0.12543903,-0.3378579,-0.12056811,0.19083935
CAL-29,0.45800126,-0.33094308,0.4162723,-0.4389575,0.2729204,1.1216174,0.337065,-1.3221558,0.9069687,-1.0966604,0.756934,-0.3948454,1.1095427,0.15291044,0.40396032,0.58863574,-0.41337222,0.24403866,-0.22179963,0.9876167,0.05041345,0.18037122,0.3454106,0.3373601,-0.38023785,-0.5324741,-0.38219023,0.5624867,0.49542084,0.33826974,-0.3551789,-0.64989233
DND-41,-1.1207585,-0.14824218,0.060537398,3.2650523,-0.16720963,-1.5442799,-1.1291342,5.5489383,0.675701,2.2208557,2.435261,0.4028604,0.044741217,-1.5084152,-2.8193622,-3.0991015,-0.4674279,0.24436577,2.5393255,0.12804252,1.002971,0.05958917,2.403698,1.6310918,0.8642612,0.7194879,3.0594473,-1.0942218,-0.8191756,-0.23528358,1.7225913,0.50781745
MEC-2,-0.5456015,-1.1589332,-0.5377384,3.788087,0.92709756,-1.1207924,-0.9220646,6.704343,1.8935535,2.3035898,3.3037186,0.2820399,-0.18847059,-2.5517483,-3.4233062,-2.9557774,-1.1698191,0.7800954,3.2653694,0.8434742,0.35690942,0.045304574,3.3155422,2.718018,-0.18140183,0.36997584,3.4615552,-0.6525684,-0.4088737,0.04868439,2.2171822,-0.14904533
DMS 53,-1.3493679,-0.89459413,0.80995315,-0.3673759,-0.9820433,1.2882911,-1.3182259,0.05476141,-0.98467654,-2.347513,0.24679436,-1.0245253,1.0953938,-0.17837267,1.2174115,0.7535141,-0.217481,-0.04311528,0.6963767,-0.5439764,0.123287424,0.7449162,-1.0078368,-0.688804,1.5732543,-0.80451304,-0.28173956,0.31460857,-0.6631533,-0.20719625,0.15192173,2.0761218
KP-N-RT-BM-1,-0.8013641,-0.09041634,0.47347552,-0.5840979,-0.60349506,0.6338706,1.1456904,-0.82253224,-0.797092,-1.1662611,1.7025365,-0.9301118,1.9689063,1.2179798,-0.5609689,1.2150528,0.61516774,0.4215365,-0.65509075,-1.2884622,0.28635323,-0.17891374,0.74041545,-1.4461102,-0.07739796,-1.4601792,-1.2955248,-0.021569997,-1.8249893,-0.51688385,-0.5534806,0.15733853
MOLP-8,-0.8878401,-0.0379394,-0.054035835,1.5991992,-0.10857673,-0.7902524,-0.3131734,3.2116365,0.75249714,1.0056778,1.2365977,0.20740178,-0.14674816,-0.7542967,-2.0199926,-1.347824,-0.1877201,0.40851647,1.3573908,-0.44295567,0.3580133,-0.048006117,1.4283776,0.8299646,0.46431142,0.33678985,1.49837,-0.6604923,-0.7743025,-0.7849671,1.0879679,0.30441588
IM95,-0.9002776,-1.999086,1.4719977,0.28010985,-0.09399137,1.2773349,-1.8078415,0.22494033,-1.1141094,-2.516709,0.7463914,-1.2816045,1.3435366,-1.2388016,2.5511138,0.5347045,-1.3544506,-0.45383582,1.2619641,0.26503742,0.4509817,1.7804037,-0.7679181,0.5901555,1.2862033,-1.1150981,0.5351488,0.21229239,-0.16774863,0.17377535,0.8559182,2.0061579
CAL-12T,0.089904025,-0.15034541,0.5978426,-0.6001111,0.7615268,0.9418266,0.2324714,-1.5318165,1.2483405,-1.2001013,0.793116,-0.17195478,1.2293262,0.11014289,0.8591161,0.37220925,-0.5444216,0.21910277,0.30723026,1.2312847,-0.027868565,0.96688795,-0.3234111,0.0924979,-0.2544429,-0.05446781,-0.24508467,0.7602967,0.8434726,0.5975468,-0.2220974,-0.2699596
GR-M,-0.33486032,0.03772635,0.195022,0.19832478,0.19519573,-0.23577568,0.1879553,-0.62638676,0.32763237,0.16842082,0.29573032,0.10191491,-0.24044897,0.10183931,-0.28164065,0.013396636,-0.28762627,0.30336982,-0.53156257,0.2912654,-0.13071941,0.0936608,0.237395,0.20887175,-0.578857,-0.11092594,0.026062634,0.2966205,-0.034336723,0.3054279,-0.02980672,-0.40179357
SK-ES-1,-0.81050235,0.040828936,-0.052328333,0.2524864,0.14226478,-0.2543423,0.5630613,0.50843894,0.13902102,-0.1624009,0.72432864,-0.09194927,0.1853664,0.19567345,-0.93239295,-0.15416555,0.1441457,0.6055596,0.23509698,-0.7310754,-0.009289502,-0.5401765,0.6180234,-0.4000358,0.21655652,-0.17081492,-0.16461676,-0.59371126,-0.93134636,-0.3453808,-0.060375515,0.4912298
HDLM-2,-0.38217163,-0.2781651,0.07310407,2.2482548,0.56182086,-0.66510737,-0.39799628,3.494489,0.80690765,1.3471742,1.6385592,0.50114,-0.48357108,-0.94271344,-2.0081038,-1.6249577,-0.24967875,0.14928119,1.4805945,0.2090733,0.19932,-0.43792653,1.122567,1.4032596,-0.07675253,0.47139862,1.5689857,-0.6292366,-0.01912294,-0.19413376,0.9920488,0.20213285
NALM-1,-1.7271537,-0.6872461,-0.13674068,3.8861465,-0.70101225,-1.9330782,-1.7067742,6.7299833,0.9365662,2.090391,2.7524488,0.22517672,-0.27343374,-2.4902558,-3.5696414,-3.3167055,-0.8758646,0.35475042,3.2117202,-0.05959811,0.99292165,0.39519832,3.099847,1.9907081,1.2440839,0.14406759,3.8592756,-1.4393942,-1.2354467,-0.351518,2.3094938,1.1193156
BxPC-3,0.4906827,-0.42658705,0.42657518,-0.4063171,-0.19515225,0.9407897,0.51001185,-0.5786349,0.26517156,-1.2913356,0.81501126,-0.63878465,1.2055439,-0.4154676,0.59465426,0.51615864,-0.10544759,0.2648152,0.30615446,0.77137834,0.15221864,0.41260716,0.58069587,0.6014174,0.08383803,-0.78514344,-0.11092141,0.4226628,0.28799918,0.07439203,0.0012148507,-0.566295
NH-6,-0.44343236,0.13941473,0.42105356,-0.5648452,-0.20870736,0.51968706,1.5756235,-1.1178197,-0.5506049,-0.55758756,1.5554004,-0.6022368,1.7399979,1.2272146,-0.4986283,1.0283886,0.6395282,0.37219438,-0.77259415,-0.62095994,0.1786904,-0.18194908,0.86748445,-1.0669162,-0.6509007,-1.2667917,-1.1746709,0.26726997,-1.2375846,-0.45934057,-0.52912533,-0.8783264
NCI-H2009,-0.025900124,-0.112790145,0.66795754,-0.009072751,0.45271754,0.72322285,-0.26147807,-1.0223684,0.6198279,-0.59322715,0.25870502,0.05131704,0.40360442,-0.042468403,0.28522298,0.03889678,-0.61693233,-0.15070789,0.048255283,0.7230777,0.012048457,0.67112637,-0.3072363,0.29718596,-0.26841545,-0.33024397,-0.034145206,0.38421726,0.35600683,0.6257442,-0.1787727,0.07603635
IPC-298,-0.4694642,-0.054401316,-0.0661624,0.12196195,0.16768244,0.035131164,0.28701648,0.2696388,-0.26725802,0.3332774,0.44256532,-0.17519534,-0.01978891,-0.29907867,-0.7417265,-0.3460359,-0.28420955,0.015929349,-0.44124135,-0.058292203,-0.29645213,0.33736798,0.5982419,0.53142244,-0.38801354,-0.5618452,0.10322597,-0.12942198,-0.62646747,0.2028551,0.099506855,-0.318683
BCP-1,-1.0044776,-0.0878788,0.34268194,1.8664006,-0.21300784,-0.8307055,-0.57505506,3.3855393,0.44913396,0.5809251,1.2830737,0.32869422,-0.20670627,-0.7108813,-1.9599013,-1.7143002,-0.348895,0.16081488,1.594591,-0.15311952,0.5296263,0.12544635,1.0075856,0.73846686,0.781007,0.53255635,1.5655694,-0.92473644,-0.6557354,-0.69449395,1.2429593,0.750575
BJ1-hTERT,1.5386591,0.9375474,0.6731956,-0.75713867,3.6612957,0.44314888,3.9109423,-6.033592,0.68858826,2.9950328,1.9512372,-0.3686814,1.3146487,3.0453997,-3.3378465,3.7973588,0.97102356,0.21688983,-3.7926855,0.33092946,-0.9749401,-2.2273545,2.1993136,0.29500768,-6.176895,-1.3315753,-2.435842,3.5895243,-0.56598616,0.67513806,-3.0377975,-8.351198
HEC-251,-0.042956665,-0.41250634,0.6141995,0.02200149,-0.09279853,0.6832379,-0.6410693,-0.50207,0.21864752,-0.8062151,0.47449678,-0.21124458,0.771169,-0.07729139,0.87609345,-0.051517032,-0.48568493,-0.035908364,0.44689667,0.41836292,0.24325104,0.91744536,-0.16474798,0.32279742,0.104425564,-0.48578224,-0.12827918,0.27875733,0.06847185,0.35000536,-0.023896791,0.7371448
EB2,-0.8038556,-1.093163,-0.5570192,3.1318579,0.64783293,-1.4018545,-0.6133966,6.257562,1.6280768,1.9057924,3.1263285,0.20523724,0.06773944,-2.4255345,-3.554738,-2.4835348,-0.8999225,0.90149635,2.8257647,0.2629699,0.45789233,-0.18965867,3.2698123,2.448957,0.059950408,0.29728657,3.218177,-0.48318154,-0.8107495,-0.20923832,1.8870043,-0.40766963
RERF-LC-Sq1,-0.26655552,-0.020768188,0.11426872,0.012149513,0.6464982,-0.23417103,0.73376864,-1.4203625,0.5051944,0.75518537,0.5218995,-0.1614011,-0.30976835,0.4664628,-1.0755208,0.5367768,-0.06967151,0.5157067,-1.204356,0.23975526,-0.04606576,-0.19342554,0.99950373,0.21648991,-1.5573847,-0.20991512,-0.37424794,0.81048435,-0.1807425,0.2771515,-0.36983997,-1.9835361
OCI-Ly3,-0.6490515,-0.8173617,-0.23479673,2.5502048,0.40911978,-1.1323135,-0.605007,5.0256305,1.2275743,1.34777,2.663335,0.28542444,-0.039778437,-1.8661749,-2.6491058,-2.119358,-0.70789415,0.547021,2.5420706,0.26983252,0.33688703,-0.06538585,2.3496883,1.8709491,0.3270625,0.33745262,2.446084,-0.6053719,-0.7883986,-0.29880708,1.5637529,0.06702444
Hs 852.T,-0.19858424,-0.1338113,-0.036658123,-0.00989531,0.6987662,-0.013359159,0.9413098,-0.899267,-0.18842769,0.6338263,0.79895586,-0.21833166,0.13332646,0.21378307,-0.96090585,0.3724507,-0.3502568,0.12227264,-1.0530446,0.1682486,-0.2511328,0.106147595,0.99604475,0.17409208,-1.2960349,-0.6142262,-0.5505157,0.33735788,-0.5579616,0.3484498,-0.29148918,-1.6039319
CAL-120,-0.28521413,0.13927664,-0.037239175,-0.030771114,0.797269,-0.12599994,0.3617769,-1.2787417,0.5487411,0.18874487,0.45495582,-0.01246145,-0.08084087,0.4577558,-0.6150592,0.38775343,-0.22026746,0.33608934,-0.87398523,0.2625257,-0.042824633,0.047939174,0.25498402,-0.011896491,-0.93505067,0.070362985,-0.39542353,0.39950585,-0.048754748,0.4861559,-0.37528467,-0.9016676
MHH-NB-11,-0.9857844,-0.06643569,0.35870007,-0.25669563,-0.7051324,0.4047768,0.81522214,-0.276067,-0.8919045,-0.8227861,1.3698477,-0.94148844,1.6907111,0.88619494,-0.60375965,0.86873674,0.52074134,0.48510838,-0.3507204,-1.1783533,0.2869223,0.00753152,0.8913915,-1.1604383,-0.002038937,-1.4149858,-1.0587792,-0.08343174,-1.6191313,-0.54535556,-0.2784547,0.23968133
NCI-H1184,-1.1274786,-0.15462217,0.40140897,-0.7683858,-0.4754028,0.750326,-0.03560069,-0.79494584,-0.5272945,-1.8050654,0.9402499,-0.585785,1.3735261,0.6164505,-0.07400171,0.95693934,0.0597002,0.60232943,0.28557134,-1.2068245,-0.053866006,0.5084708,-0.20892009,-1.5137314,0.53939044,-0.8157463,-0.92885673,-0.17000358,-1.3782892,-0.041524373,-0.55127317,1.3190459
OVCAR-3,-0.24997295,0.034482624,0.4906975,-0.28052974,0.502539,0.9223757,-0.076069884,-1.4368684,0.75013334,-0.8921134,0.56093115,0.087364435,0.9424946,0.23419721,0.7134817,0.39837024,-0.5889682,-0.0024373494,0.078001864,0.49299857,0.13252978,0.69990045,-0.36088377,-0.23873352,-0.43951768,-0.17809941,-0.55475247,0.5836485,0.54408115,0.44812074,-0.34807882,-0.12548009
CHL-1,-0.17118011,-0.117684714,-0.30972046,-0.03859458,0.08500055,-0.15018795,0.24490798,-0.1284005,-0.15812932,0.1353971,0.38376567,-0.046218105,-0.0035166554,0.27895495,-0.54757535,-0.028181609,-0.026245072,0.26642504,-0.31684878,-0.20303303,-0.30719224,-0.18889812,0.441447,-0.08318663,0.02773683,-0.19765112,-0.37900484,-0.23443826,-0.50715923,0.05230558,-0.0798153,0.06394177
Hs 822.T,2.2751987,1.4081327,1.0454192,-1.2361882,4.9480124,0.45376214,5.308298,-8.209831,0.96107346,3.7615583,2.5561206,-0.34282672,1.9210924,4.009157,-4.358802,5.0924644,1.1225457,0.38480517,-5.0143313,0.49497244,-1.3429749,-2.9692755,2.6387143,0.529783,-8.052233,-1.7231814,-3.2357776,5.1652064,-0.57098794,1.109409,-4.1626782,-11.142164
HCC202,-0.66348684,-1.3011346,0.96154124,0.07409859,0.09118181,1.3798378,-1.0524173,-0.43621695,-0.24009173,-1.7392334,0.6137874,-0.64231443,1.2547424,-0.46282834,1.2811394,0.35078806,-0.6143198,-0.6486311,1.0914708,0.5528209,0.3537461,1.3320057,-0.6826385,0.32263368,0.7586391,-0.6719214,-0.012336403,0.4293328,0.12369645,0.34566492,0.23899557,1.0272999
HSC-2,0.47382402,0.31527272,0.26219332,-0.64398617,0.30207023,0.7110863,1.1356195,-1.4774693,0.7313406,-1.0585582,0.6302428,-0.33871192,1.106181,0.25714833,0.2687383,0.93412906,0.031835444,0.5755111,-0.3379789,0.7023449,-0.12069534,-0.15072349,0.441967,-0.020817593,-0.52931607,-0.28871596,-0.5144828,0.74544185,0.701001,-0.107060246,-0.4797923,-1.2359754
G-361,-0.4072142,-0.006910201,-0.100429885,0.057960313,0.21914384,-0.034754984,0.4259146,-0.14214824,-0.15272023,0.09349796,0.5332998,-0.09058001,0.024628954,-0.04313647,-0.6556332,-0.17093293,-0.16646327,0.07714969,-0.4273199,-0.18275115,-0.30628848,0.19826803,0.41748485,0.1230237,-0.4079418,-0.35224858,-0.25133634,-0.17767389,-0.6239812,0.18961608,-0.059208237,-0.14569756
HGC-27,-0.48894498,0.078527585,-0.07917,0.2644785,0.111159496,-0.18089946,0.49351096,-0.17737098,0.024922244,-0.09576124,0.42558375,0.032812994,0.07989964,0.26851246,-0.8638606,0.038125258,-0.11775963,0.50344485,0.023279224,-0.33153266,0.044636283,-0.04145395,0.2968846,-0.2861817,-0.2500931,-0.15487632,-0.425051,-0.16497533,-0.36239848,0.10131006,-0.027997386,0.077661306
NCI-H1155,-0.92419434,-0.12264175,0.37479413,-0.48320967,-0.5031505,0.5995274,-0.059800163,-0.56925696,-0.4360028,-1.3136489,0.46585754,-0.5812288,0.84923744,0.55853784,-0.069977224,0.72269756,-0.019077674,0.36082533,-0.06562744,-1.0976971,-0.067948595,0.28362405,-0.2251431,-1.0838302,0.47956747,-0.6858983,-0.85942996,-0.20348299,-1.0459164,-0.07467799,-0.31145853,1.2666013
VMRC-RCW,0.15358083,-0.08441323,0.42550772,-0.15657385,0.60724485,-0.064734966,0.064351015,-1.6042377,0.10718141,0.18153426,0.45377928,-0.046210222,0.17250492,0.5533998,-0.36172006,0.7361397,-0.30366325,0.061723363,-0.74984956,0.116317794,-0.3944387,-0.100164615,0.20024696,0.474275,-1.2186952,-0.7002021,-0.562655,0.7036955,-0.44013,0.5795549,-0.5877606,-1.136536
NCI-H196,0.4476211,0.36733317,0.3886996,-0.021613233,1.8028508,-0.013226487,2.2376757,-3.0069294,0.29321793,1.8030548,1.1302993,-0.3155075,0.25991982,1.4669613,-2.211149,2.0117683,0.37988776,0.30394953,-2.3090842,0.10771611,-0.23111235,-1.0186994,1.8853238,0.2698379,-3.762264,-0.74967134,-1.3201497,1.7869478,-0.48127964,0.3022325,-1.3825315,-4.917997
RPMI-7951,-0.49750158,-0.24972507,0.11816743,0.15968016,0.32057196,-0.33037534,0.69947094,-0.58306134,0.20145412,0.78829336,0.42139772,-0.12997091,-0.3548606,0.2221085,-0.9085367,0.08239109,-0.14901163,0.40051118,-0.93676835,0.1885157,-0.13729882,0.0750449,1.045427,0.37872967,-1.0093961,-0.27043962,-0.14137015,0.43804502,-0.33331704,0.07829618,-0.03145801,-1.6454526
HCC15,0.026255606,-0.05160805,0.12553148,0.0102796815,-0.06672161,0.003018394,-0.019496812,-0.30755773,0.02521339,-0.16802445,0.30917645,-0.14077434,0.12778527,-0.03356517,-0.15718694,0.024656616,0.15314743,0.074772164,-0.037202984,0.029535921,0.19683261,0.17689857,0.15858552,0.33231694,0.037788756,-0.2649682,-0.14207032,0.026769646,-0.037608303,-0.011506511,-0.019395795,-0.1234349
TM-31,-0.28700796,-0.016793702,-0.062070202,0.055470895,0.77019113,-0.23580924,0.8907987,-1.4714224,0.22659995,0.4115618,0.81574184,-0.18667549,-0.024825845,0.5184414,-0.8078747,0.8480332,-0.31187117,0.3554384,-1.1995213,0.184592,0.004984323,-0.17771515,1.0114834,-0.19653977,-1.4795406,-0.38013968,-0.6380215,0.46511167,-0.2672252,0.39458442,-0.36014032,-1.6109524
NMC-G1,-0.34210804,-0.07940145,0.09913246,0.032316428,0.9158389,-0.33003944,0.7138873,-1.5954328,0.58878696,0.55697936,0.76518816,-0.077059194,-0.25132623,0.5025091,-0.8744433,0.62085164,-0.43110985,0.4165185,-1.3296533,0.22775847,0.062097352,0.102927044,0.7650387,0.18619686,-1.3147714,-0.1548203,-0.36731368,0.57021683,-0.22924547,0.44738477,-0.28984043,-1.8299286
SUIT-2,-0.06222728,-0.120083116,0.22750172,-0.15817077,-0.043488238,0.25510713,-0.14291911,-0.68892235,-0.0699843,-0.48796043,0.26324353,-0.05836641,0.3493775,-0.034336597,0.48312497,0.20184913,-0.30847305,0.081952676,-0.10535261,0.15661404,-0.058166385,0.47403127,-0.2790946,0.14570281,-0.102744445,-0.28777242,-0.21182233,0.14104292,0.04742064,0.13562126,0.057880674,0.20544377
Namalwa,-1.3216404,-0.8347352,-0.36986467,3.010381,-0.073892824,-1.4296386,-0.9510181,6.1613092,1.272429,1.4983004,2.9458148,0.22618532,-0.070139155,-2.3968933,-3.5087528,-2.5330236,-0.80642134,0.6447373,2.6135874,0.019247597,0.81117487,-0.023782447,3.0233557,2.0729332,0.77936476,0.27629486,3.2504933,-0.9177349,-1.3049135,-0.37209782,1.9954727,0.33389992
WM115,-0.31758752,-0.108683966,0.09059261,-0.032023475,0.6994698,-0.0736754,0.9626056,-1.006922,-0.00065674447,0.9949204,0.99006796,-0.14694458,-0.02566984,0.3887533,-1.1203394,0.33069596,-0.22086675,0.260228,-1.1857367,0.19431408,-0.28915668,0.08195558,1.0415467,0.43842238,-1.3383486,-0.52601904,-0.42215958,0.48755854,-0.5414448,0.35051817,-0.27023935,-2.0159738
A-375,-0.38144317,-0.062195987,-0.07852783,-0.008595221,-0.0374737,-0.11717356,0.35411778,0.058147483,-0.0692091,0.40032202,0.28323886,0.01844757,-0.17411396,-0.007653008,-0.43216896,-0.2594332,-0.11901069,0.20331633,-0.35968858,0.1185531,-0.15268034,0.19290894,0.51249987,0.29383796,-0.17867473,-0.25635734,-0.072522886,-0.14029112,-0.24548213,0.05670727,0.00677057,-0.32269987
CL-14,-0.8028669,-2.0332162,1.8746121,0.76625365,0.10563261,1.5131204,-1.4371073,-0.1402094,-0.9831362,-2.241332,0.9128703,-1.0827014,1.481433,-1.1938759,2.2168276,0.7229261,-1.3499528,-0.811874,1.0363334,0.63368446,0.4216818,1.8257324,-0.9791918,0.8408251,0.8421138,-1.3515686,0.47067696,0.25306922,-0.1098108,0.45845643,0.87493443,1.7341027
JHH-1,-0.16241436,-0.2640598,0.7502279,-0.10434069,0.5001467,0.56685156,-0.16952924,-1.8182786,0.2460005,-0.6411947,0.64780366,-0.2174088,1.1256038,0.202281,0.5448071,0.5961444,-0.41946572,-0.47819453,0.00049085263,0.4014786,-0.19547975,0.5622729,-0.034488373,0.3288438,-0.7063843,-0.9345362,-0.4713677,0.6938594,0.19004141,0.55082875,-0.53977084,-0.4376965
BICR 31,0.3272907,0.13205609,0.32630387,-1.0562689,1.0277367,1.1324052,1.2636935,-2.6320503,0.9405758,-1.1920643,0.67601246,-0.5496785,1.5196364,0.63835037,0.34840208,1.5798386,-0.027851082,0.38416654,-0.58197576,0.9838678,-0.3107907,-0.2526753,0.35219544,-0.2156907,-1.1553316,-0.47235894,-0.77635974,1.2703741,0.839744,0.3013865,-0.9458822,-1.8584118
TE 159.T,2.202187,1.4052228,1.0299356,-1.2669623,4.7413087,0.45770833,5.0927415,-7.9497447,0.9805626,3.5339732,2.4946878,-0.2336623,1.7984341,3.7690609,-4.0779037,4.788655,0.97612906,0.30920795,-4.752129,0.5346813,-1.2840255,-2.7486608,2.4899042,0.4935187,-7.637275,-1.5701548,-3.1404846,4.840677,-0.5333328,1.2089533,-3.9638557,-10.540584
NCI-H446,-0.699944,0.10798987,0.2539253,-0.5532562,-0.15866219,0.69688106,0.48888516,-0.8200832,-0.53551173,-1.0989536,0.84327674,-0.45983174,1.1230632,0.8546999,-0.6530296,0.84304154,0.13385427,0.5247124,-0.08418897,-0.88128334,-0.10438076,-0.09915478,0.2028748,-1.1452218,0.0325288,-0.920053,-0.8556518,-0.14243358,-1.0457121,-0.109033145,-0.71217483,0.4752436
CAL-51,-0.33951804,-0.03392803,0.19753988,0.07370885,0.101643704,0.0114325285,-0.14296451,-1.1050152,-0.07629173,-0.1901342,0.30130205,-0.043580465,0.25621817,0.27712774,0.1700185,0.2630975,-0.39575315,0.025426846,-0.29554346,-0.06356331,0.053011958,0.27627876,-0.11103475,0.0005726367,-0.42894974,-0.43814233,-0.47752833,-0.027110921,0.037654188,0.3736795,-0.2393534,0.07179794
COLO 783,-0.4380027,-0.08993174,-0.052490816,0.036857504,0.33653826,-0.009445172,0.5573574,-0.33044943,-0.19537508,0.4488703,0.6820884,-0.25604627,0.078081936,-0.064773574,-0.84884214,-0.0038705547,-0.25983876,0.0010029338,-0.7932717,-0.0473506,-0.28620017,0.31700528,0.82127106,0.2397154,-0.800457,-0.58686364,-0.1828846,0.08779265,-0.6094831,0.30837542,-0.02728144,-0.82188654
RPMI-8226,-1.1378964,-0.3620557,0.35866478,2.1590436,-0.18731317,-0.8457149,-0.98726404,3.840464,0.866232,0.6619401,1.5387037,0.344922,-0.13863699,-1.3503939,-1.7506709,-1.7641491,-0.5935462,0.20565094,2.1556659,0.15376024,0.33575276,0.58948004,0.98921525,0.9546877,0.90462124,0.3926364,2.1587167,-0.964751,-0.14478426,-0.28121522,1.6115677,0.8711095
Huh-7,-0.25650224,-0.41689935,0.21415602,0.27326244,0.055767603,0.17703688,-0.5222815,-1.1268165,-0.16702165,-0.35241404,0.32534018,-0.24370232,0.65833706,0.4121073,0.093129784,0.3147097,-0.11581302,-0.3314957,-0.18897766,0.21642363,-0.30786684,-0.041757368,-0.14370707,0.061965503,0.21267354,-0.81429285,-0.016292296,0.32904828,0.07658017,0.097263716,-0.30363736,0.08140144
P12-Ichikawa,-1.2646384,-0.19226536,0.12976132,3.0842788,-0.17776749,-1.6017824,-1.1435442,5.3773284,0.6675612,1.805238,2.408714,0.4104884,-0.13631268,-1.5019737,-2.8087654,-3.0350063,-0.6034796,0.50878245,2.528819,0.076397374,1.1376392,0.16095567,2.3592458,1.4742523,1.1347945,0.7801145,2.9334948,-1.1126338,-1.0034009,-0.29956716,1.7997154,0.7468839
SHP-77,-1.0603786,-0.20163468,0.41642624,-0.5404746,-0.85586447,0.93597794,-0.557596,-0.03875316,-0.40664017,-1.7275062,0.7716745,-0.69477487,1.0816619,0.36222607,0.056714192,0.85376644,0.011171065,0.34389195,0.5608887,-1.1235459,-0.042218708,0.23727173,-0.27578446,-1.3607365,0.9583616,-0.69522405,-0.4919624,0.018213011,-1.0437497,-0.22848436,-0.2895289,1.5287452
SNU-182,-0.13705304,0.09760685,-0.046127453,-0.025473416,0.8764824,-0.068683736,0.7418483,-1.9481224,0.5556056,0.36471027,0.8374088,-0.11708913,0.1656371,0.72176117,-0.7330742,0.8696932,-0.2155192,0.44359636,-1.0232797,0.49924847,-0.113325,-0.075048834,0.89027,-0.2657206,-1.3142014,-0.115268394,-0.5683133,0.7942267,-0.25798228,0.4749552,-0.49378276,-1.9731792
LXF 289,-0.103624456,0.19255233,0.2763738,0.01953128,0.84261936,-0.17054251,0.6755417,-1.6657792,0.49930048,0.5191623,0.41474178,-0.2071797,-0.10015188,0.5600125,-0.9618462,0.9906827,-0.05913285,0.24647306,-0.9778018,0.15210533,-0.15543482,-0.31058648,0.6828252,0.19617465,-1.4565948,-0.2596669,-0.598583,0.84503645,-0.019629274,0.5368509,-0.5983593,-1.9716977
