,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104
P31/FUJ,0.44170547,-2.4653723,0.12469921,-0.49668586,1.1754625,-2.5085568,0.08476798,-3.3130994,-1.8408321,0.72019297,0.5116425,0.6181191,0.56175125,-0.9058316,1.0480707,0.7155119,-0.07623421,1.014992,0.5075985,0.97164804,1.6317399,-0.7024768,0.8854917,-2.6221256,1.8780247,1.068907,0.94632655,-2.0852935,0.9186785,-1.3966899,0.08207266,-3.4752283,0.3980746,2.9810371,-0.687861,-1.5348113,-0.67991495,1.2756978,-0.06757258,-1.6570725,-0.1424981,0.80823267,-2.9671884,-1.7170327,-1.5852054,1.411019,0.31334108,-1.004,0.23993713,1.0397428,-1.4956278,-2.0186954,0.18479255,-1.4017401,0.7609174,-2.1535165,-2.6842735,3.7030594,-0.20135297,0.9653561,1.9943908,2.0033731,2.3946612,0.59853315,-0.2683096,-1.8874493,-0.89599866,-3.2717605,-0.37618497,-1.3909494,0.41397804,-0.5226369,-1.065467,-0.90296304,0.06255095,0.23039684,0.98910433,3.9951499,-0.87323844,1.0793643,1.2936223,-0.2902267,-1.1646633,1.1311338,0.8069321,-0.86928886,4.6975837,2.6946626,-0.9287506,-1.0710502,-1.6745088,3.147958,-3.3485065,2.6832466,0.86032647,-2.471456,-0.9218259,0.16078281,-2.463223,2.0426626,-0.039027162,-3.082152,0.103520244,4.3319125,-2.9095435
SALE,1.4772574,1.5109007,1.6641352,3.959351,0.8368548,4.9935894,1.6457567,-0.875503,4.2922597,0.9013467,-1.0570441,-0.020839214,-0.681807,-1.7192013,1.8058387,2.1813264,0.26067352,1.7674676,-2.1527002,2.294066,-1.7517928,0.8172276,1.8210391,0.93116474,0.77347356,1.748557,-0.7956334,0.023438916,0.57263964,-0.9419896,-1.8705287,1.7505765,2.4891596,-2.2150865,2.6929889,0.51635534,0.91870517,0.5114731,-4.0801525,0.24733606,-2.2189262,-1.2191577,0.035407305,1.1340578,1.0433593,-2.0018995,-0.42248046,0.9352989,0.39853483,-1.0770758,3.522632,4.6822715,-1.5028617,1.8343982,3.7048423,0.2945714,1.201839,-3.7705445,-1.0640919,0.46191254,-2.14922,0.15631542,2.6203752,-2.227613,-1.0990086,2.865219,0.866936,0.6053946,1.6035962,-1.9661583,2.4767368,0.21526557,-0.5338142,-2.6870928,0.81061393,0.3407201,1.7558193,1.0918063,-1.2273371,-0.8235369,-0.55231863,2.466094,1.3081412,2.7778697,1.7592905,-0.0490544,-2.525403,-1.4163638,1.5007291,-1.3075494,2.4660156,0.95494163,-2.2343876,1.0114472,-0.34083003,0.8133168,0.45367458,-0.5828049,2.905372,-0.47871447,1.0835793,0.35986277,0.9417341,-1.3604857,0.63942486
Hs 571.T,0.8411226,0.5643898,3.0350208,0.55557126,2.6703653,-2.2119963,-0.5399128,-1.3665327,1.0723566,3.1887238,-0.37471777,1.485902,-0.110239156,-0.9692927,3.8466315,0.09204393,1.1480644,2.6976616,0.46584868,1.0452808,-1.8159539,-1.2908694,1.1585917,0.95536923,0.84137917,-0.4713073,-1.6318495,-0.061282136,-0.8639333,-2.8105302,-3.0109007,1.5585486,0.77061635,-1.5608234,2.8980083,-0.04224965,2.2812762,2.0337105,2.7169173,-1.9499811,0.30565742,1.9888566,0.6611043,-0.26402837,4.326495,2.719624,-0.3302058,-1.3333169,-1.1037092,-1.4066111,2.3683524,2.265077,1.0353031,1.178052,-1.5831937,-2.2067392,-2.0144837,3.362948,-0.25567186,-0.6717468,2.5347755,1.2281772,0.27549097,1.2747643,-1.47381,2.542368,-1.4970024,-1.6321076,-0.95026255,-1.2163047,-0.20428067,-2.9688373,2.5524437,1.7663097,1.1521829,-1.7192478,0.47690222,-0.8188892,-1.700223,0.2759282,3.3264282,0.2602047,-3.0118988,0.808629,-0.03054446,-2.021669,-0.7633758,-2.5125055,3.957581,-2.2639818,4.963799,1.0896893,-1.5457758,1.2866639,-2.0801187,-3.5762587,0.25185812,-0.75635296,-2.2331672,5.111178,-1.383575,-0.88134485,0.68842274,4.0220757,3.0819545
NCI-H2452,-2.4473984,1.5033966,0.20562491,-1.7342298,-3.0239117,-1.8173518,-0.6636806,-3.4805403,-0.015497744,-1.1019672,4.564115,0.78942037,2.814094,-3.6729655,-0.9217615,-2.3911204,-0.06502992,2.0505989,0.3174514,-1.0589843,-1.1487088,-1.5176303,0.27243364,-1.7526903,-0.62317526,-1.8767985,-2.7197015,-0.011992097,2.682988,2.121308,-0.2051928,-0.893458,0.22900571,-0.61595374,-1.685757,3.5448663,0.902526,1.0963492,-0.97427547,1.9646465,-0.7579684,-0.5818966,2.2569664,1.5576148,-1.9346281,-1.2688229,-0.060372032,0.7029068,-1.2875793,-0.2572965,2.921675,0.36536998,0.0043453313,-1.4676052,-3.771521,-2.8799756,-1.5765493,-0.18226326,-2.3046727,-2.4825249,1.2702956,0.6485119,3.7331629,0.3208092,-2.8120327,5.247241,0.58231705,0.6890953,-0.7031431,1.0630118,1.241315,0.18866816,0.5596942,5.098546,1.8796535,0.38238013,1.5898323,-0.75051033,-0.9833082,3.7557225,2.88517,-0.8275467,-2.0753052,1.9403379,3.9323602,1.5675205,1.0237737,-0.67274344,2.0373642,1.970916,2.6353898,-0.45446363,2.0696018,2.7619722,0.78013575,2.6119232,-0.13034639,-0.0031625936,-1.5111402,-0.2060346,-0.02590807,-1.3034031,3.3158934,1.2919761,-1.30537
Detroit 562,2.134916,-0.41832194,-0.9153599,2.301454,0.2601815,1.901849,0.5868884,-0.7613351,1.5797647,1.3802662,-0.3033323,2.4288356,-2.858821,-2.2710626,1.8529056,-0.82263386,0.58722705,-0.052278023,0.9570331,-0.046738446,-1.7421769,2.4024007,0.10568482,-0.2693743,1.459229,0.22880593,-1.4447309,1.0941889,-0.43226075,1.9951137,4.594453,1.297499,0.031427424,0.8689163,1.5545951,-0.5780549,-2.4152913,-0.94057864,0.09505328,0.48250103,0.072117284,1.2927173,-0.5178367,-0.8134622,1.1082827,-2.3574784,-2.225717,-1.0104654,-1.8217676,0.72797364,0.2887601,0.25071782,0.5187304,0.8677521,0.6067184,1.4147974,0.68258417,-3.3349953,-2.1186352,-0.3604834,-2.3759513,1.0217311,1.0899065,-0.46288294,1.6821402,-0.46430236,0.56853205,-1.3462476,-0.019781455,0.4485994,-0.1439361,-0.41769487,-0.039216414,2.1492662,0.34689,0.141,0.8763076,-1.5017745,-1.662157,0.41447508,-1.9563304,2.616872,1.6329654,-0.03976301,-0.6695324,1.1114826,0.9364982,-3.7096074,-0.22997467,-1.910327,0.40731195,2.5647864,-0.38128257,0.50425744,-0.34765095,-1.6173387,-1.9235352,-0.14429477,2.344606,-1.2173922,1.5596061,0.2430517,1.2058147,-1.4666306,-1.1608226
KG-1,0.023759544,-3.333352,1.0426166,1.0739349,-1.1731032,-0.8772702,-0.18972203,-1.3610513,-1.0596962,2.0941896,1.079587,2.3684766,2.2901528,-0.07938366,0.44888055,1.3688159,-1.4062313,0.26235113,-2.5713782,2.5333226,2.8845491,0.18914908,0.591674,-0.56589156,-0.21847397,1.4629,0.49411356,-3.7060075,-1.750059,-2.2267163,-0.047105476,-2.2486258,-0.55996346,2.7693114,1.2388496,-0.87458575,-0.9755844,0.21577683,2.7932096,-2.5633662,-2.3683844,-0.60646206,-2.6897616,-1.1218241,-0.5062055,1.5208026,1.001769,-1.2198768,3.3319223,2.3297849,-1.6744411,-5.999274,-3.6844714,-2.822663,-0.26146904,0.83154166,-2.698237,2.2606466,2.1088247,2.7288117,0.7020185,-0.73406917,-0.21118794,-0.77345395,0.32718652,-3.7232153,-1.8040292,0.32053173,-0.7764918,0.3347126,1.0190359,0.5329602,-3.468738,-2.0973833,2.2318218,0.6191118,-1.4061949,0.82405245,-0.8533684,-0.31140572,-1.7894437,2.1365519,-0.2329408,1.1721972,0.8118049,0.22355165,0.5977421,1.2514858,0.9892738,-1.9455439,-2.5629473,-0.02913009,-1.774744,2.3717847,-0.39061505,1.55246,0.28240746,3.9740472,3.7521896,2.212739,-0.09720773,-2.351129,-1.9947746,2.5064979,0.524339
EHEB,2.4380865,-2.2081418,1.5281032,1.8549086,-2.6251328,0.91212076,-0.07005462,-2.405623,-4.0798197,4.139677,-0.7381396,-0.77898157,-3.0247114,0.2682792,-2.8651474,0.08415427,-2.8563776,-0.06946702,2.2819874,-2.522533,-0.20676069,1.6058044,0.23349571,2.72956,1.340444,-0.33971548,1.2439831,-2.1800537,-0.8437711,3.166785,2.9016614,-0.22009292,-0.8134731,2.9527662,0.9456525,1.2366809,-2.9517963,-2.9990282,2.0828083,-0.37499207,-0.23498684,-0.8942925,-2.7488894,-1.3027867,-1.7350857,-0.18952954,-0.4694371,-0.22518037,-2.002148,-3.3157108,0.008869236,-3.857395,1.455128,-1.2110769,1.5054679,-1.7289766,-0.21718173,-0.3519265,-1.0291972,-0.8393929,-1.3822807,1.9919219,1.6363034,-2.33002,1.489953,-1.3154206,-5.201067,-0.07137515,1.2776296,0.0832085,2.0342367,-2.4603925,-2.0674872,-1.224087,-0.13178235,0.08259958,-0.6352012,2.079836,-0.12980662,-3.3489175,-1.8127376,-1.1394073,0.73668337,-3.1896763,-2.1972973,-2.8963478,1.3448093,-1.0400194,3.038716,-3.2618606,-0.50203085,-0.4652619,0.16751972,-2.2608554,1.1103948,-0.9280968,-3.3100095,-0.7865026,2.3655174,1.2391793,-2.198486,0.8174546,-1.2182709,2.2099407,-0.95187944
ACHN,-1.1174192,2.4513485,-2.709422,-3.8011127,-2.362237,-4.6291556,1.0144057,2.4707575,-4.5425267,1.2765315,0.36606053,6.1486907,2.0164073,5.0340796,0.5756134,1.6204798,-1.8121887,0.20828336,5.7596602,-0.9700119,-3.2700918,-1.3760835,3.4887366,0.3083876,-2.8284674,-3.5503228,-0.64777565,-0.8388152,0.6759045,-0.16616815,3.2968996,-4.6418343,-5.8401356,0.19094452,-2.9309428,3.9467025,-5.068751,4.9636035,1.6841438,3.0007036,3.7904575,-2.5111434,-1.6991751,1.3926275,-1.722137,-0.6816542,-0.13858414,2.7001822,-6.3479524,5.571216,-0.6468657,0.04340522,-2.986362,1.2113156,-2.8230448,-2.1185074,0.5252463,-4.014153,0.67869776,-0.78447276,-1.0545151,1.2755594,0.63405716,1.1873161,-4.687729,4.916701,0.40786707,2.6642313,-2.2654622,3.0596414,-0.2196481,0.6890282,1.8594594,6.1943784,-1.5680181,-0.10630969,-1.2338014,-2.9159842,1.5484339,-1.9325651,-1.2849581,-0.09818219,3.1969395,-2.9123082,-2.3813322,-1.5463731,2.6357567,1.7951322,4.2342954,7.155798,-4.893983,-1.4212468,0.77898616,-5.1326437,1.4985541,5.5598164,-0.8059255,-1.2632196,1.0185089,-4.5181165,-6.134102,0.15629056,1.2983246,-5.41023,5.925401
UM-RC-2,3.3646486,-1.1663929,-0.3271153,0.7962357,-3.5465648,4.5849166,1.7471014,0.76022136,1.6256375,-0.48111087,2.3637848,-0.549482,-1.3833593,-0.8328133,-2.7725515,-0.96732557,-1.9604576,-3.947712,-0.81559706,-2.4204144,1.441334,-0.14164403,0.38423595,4.503691,-4.684105,1.5324994,-1.6567402,-1.8806111,1.0292462,3.2948856,4.175769,-2.7113013,4.1218576,1.302681,3.2494845,4.6572547,-3.8705919,-1.4178983,-0.94896114,-1.4403864,5.889487,-2.7924442,-1.9503137,5.8834553,2.719588,0.2504381,0.70557404,0.79429096,0.17211632,-3.5703626,1.1793656,3.2945743,-1.074666,4.3541045,-1.9600517,1.1546091,1.3582112,-4.185534,-1.6488559,-2.3001013,-1.0966675,-1.5753908,-0.68354267,-3.1902678,-0.56170243,2.7060368,-0.87086236,2.673039,2.8552208,-0.8400222,2.3904188,0.8668947,2.5290408,-0.4657596,-0.26251513,2.2680445,-0.37370092,-3.0943794,-1.6772213,-4.9415526,-1.0547756,-3.2589583,5.7632623,-1.9502213,-2.3406706,0.35376406,-1.1039286,-3.315882,2.849728,0.09696478,2.5319998,-0.35220817,3.0299091,-2.891892,-0.29505807,-0.534153,-1.6212034,-1.0524412,1.2830405,-3.7028742,-2.5235107,-1.4535906,-5.324037,-0.23913872,2.682876
ES-2,-1.9296631,2.5001879,0.45157588,0.25640097,0.071445346,-4.415939,-0.67488277,0.99551874,0.33515668,-0.97368443,0.89923114,1.1700319,3.7463348,1.939364,-1.4704691,-1.7294921,0.3641044,-1.2249749,1.2725782,-3.1561704,-3.506315,-0.64238214,1.3515614,-2.1570282,0.46103388,-4.7929983,-0.6998306,0.63751405,-0.08490655,-1.4316579,-0.16399309,0.9187337,-5.7110724,-0.6403202,-2.7892466,-0.20454983,0.35188273,5.5085645,1.0376197,3.4268217,-5.625189,1.4508556,3.930632,-0.63360035,-1.6641393,-1.3072631,-2.778996,-0.47858793,-1.2244729,-1.1526713,-0.61806136,-2.5152562,-0.35786986,0.4048472,-1.4859447,-0.98093057,-1.4074814,0.50672346,-2.5227392,1.3163376,-1.5843889,0.061460912,-0.11292459,2.6782432,-1.0980378,2.292271,0.038669944,-0.4758643,-3.324122,2.3380706,2.153405,2.3559487,0.25925127,0.010500096,3.1812158,1.6069853,-0.3893466,-0.59562176,1.0087373,2.097232,-1.0526397,-2.0286674,-3.5791245,0.22455592,1.0663307,-0.09538381,-0.064066924,2.2498212,2.383637,2.4509554,0.101993725,-1.534272,1.6815941,-0.73679125,-1.4173565,4.2886744,5.5763073,0.7272263,2.2106686,1.5095662,0.435266,-1.3245764,4.2256145,2.9869509,2.259169
GI-1,-1.6805075,2.4615211,3.2327874,0.08443993,0.009101974,-5.3517394,0.25568503,1.7925931,1.7342321,-1.8906788,-1.5017141,0.53325224,4.168901,1.1250956,-1.8633454,-0.7083411,-0.02420421,2.5039797,0.81237596,-0.030248165,-1.1823542,-0.66064495,0.78387743,-0.20196721,0.91584516,-0.30888316,-0.026844297,2.3820562,1.1648076,-3.2422144,-3.2719257,-0.8146705,0.07573426,-1.5606248,-1.5585761,0.4920283,3.8342323,3.0900245,-1.1888988,-1.3296729,-1.041665,1.0005034,1.4882008,-2.9886847,0.6835323,0.7022073,2.668992,0.9308125,3.1090548,1.447762,-1.5458558,1.5505413,-2.5946126,-0.17484106,-1.1414862,-0.15259911,-0.0652715,5.116863,-1.4277804,-2.015671,-1.2836521,-0.4825486,-0.5660343,2.16353,2.51909,1.3308825,0.25360265,0.5645592,-1.5338463,1.2522335,1.0037934,1.1365066,-0.9779608,2.1936357,1.2739502,-0.13599615,0.46919858,1.4860151,0.8288226,0.66818464,3.6073854,1.6391958,-2.7890823,-0.463014,-0.2648258,0.40084606,0.07325582,3.797047,-0.06210237,1.0855912,-0.4274399,-1.5356972,0.9774082,-0.121772915,-3.1912072,0.0707698,0.84974253,1.7524613,-1.2494001,1.5344136,-0.1758397,0.28907698,3.0045369,0.93122774,-1.2701026
S-117,-1.7504389,-0.42468786,0.75308037,-1.189763,0.013464884,-0.31746852,0.93189883,-1.939133,2.2793028,0.67821306,-1.4929547,0.42124277,1.0208998,0.74310744,1.8199911,0.9665401,-0.03082722,1.2588527,0.44892225,-3.910934,-0.799275,1.0274427,0.63749367,0.8471196,-0.46479034,0.82107,-0.49115717,-0.48079255,-0.6088887,-0.41665652,1.2112849,-0.5503355,2.2777698,-0.5668305,3.3889194,0.9338782,1.3991421,1.9080571,0.7733486,0.75303584,0.7574244,-2.0967011,0.8656615,1.388935,0.57859975,-1.439814,1.7505181,-1.2375563,0.94578004,0.28314528,-2.9375925,0.5630718,0.5476184,0.70848477,0.08789318,-0.15586296,-0.63502353,-0.36934382,-0.30248222,0.9402289,0.61772,0.4215486,1.6653205,-0.3320099,-1.6100527,2.268547,-0.4867852,-0.43897745,-0.71196496,0.03184433,-0.9710832,0.11722243,-2.583924,-2.8126893,2.5878894,1.4069574,1.7630482,-0.34161952,-0.39284542,-0.75002533,0.5927808,0.0799247,-1.3038216,0.5544168,1.775363,0.8793489,0.05859194,-1.54933,1.0090696,-1.7900915,3.714279,2.050158,0.33804113,3.9379532,-0.45237112,-1.0676167,0.488745,-0.9344599,3.2672012,-1.0462648,-0.024492532,-2.4670596,1.3769122,0.38408327,0.46785742
COV318,-2.6716616,6.009726,1.6877174,-0.1747407,1.1243001,-1.9914566,-1.8758125,2.450502,-1.5329182,-2.3875062,3.9676614,4.19539,2.2217293,-1.0774202,-5.1849475,-5.782275,-0.91351455,-0.16689748,0.7040617,-0.94949394,2.532274,2.2328103,-0.7361077,3.2760923,-5.4906464,-2.4556465,2.4307804,2.3202944,1.3574995,-5.8585925,-2.7523687,1.0378791,-1.7024487,-0.28543395,-4.7566624,0.61512876,-1.7439635,6.627615,0.5285576,0.35763556,-2.942018,3.382279,5.274637,-5.690242,-3.0141945,1.155206,-0.6188196,-0.78235,4.8859653,-2.711771,2.772716,3.7933307,-4.5055795,3.0385218,2.6155028,-2.1488245,2.8528562,-0.27474114,-3.3812044,0.3622786,0.10662754,-2.427723,1.5340439,2.0385547,0.4869729,5.1186757,-1.1307603,4.706592,-2.589811,-1.0072967,2.0976095,3.6814437,-0.9270103,0.44388512,2.656872,-1.5338649,-2.8155603,0.54459983,2.9994814,0.46037486,-0.3975202,-3.588971,0.7447165,2.3662117,-1.0263196,3.3329473,-0.2761081,3.5357938,-1.1568043,0.3186211,-2.1257071,-2.119739,2.441195,-2.6853113,-4.7324557,4.632737,5.960995,2.3165658,-1.4504019,-0.3946837,-4.516816,0.7367164,1.9226449,-1.7752397,-2.445189
KYSE-270,-0.06647119,-2.23312,-0.025107678,2.693727,1.2806444,5.023083,1.1042078,0.71019304,3.6291888,3.477102,0.7104131,0.8730926,-1.2366544,-1.357871,0.10021107,-0.69528997,2.078178,-0.79133725,-2.0772762,1.7049983,-2.2342615,3.1082141,-0.41313082,0.870952,-1.9695729,-0.771309,0.21677613,0.09745218,0.099242344,2.0712597,0.7548557,0.5303767,-0.24962516,0.31316492,6.38511,1.7356644,-1.3916731,-0.51881033,-1.7766358,0.31220254,1.6397543,-0.35876858,1.1872805,0.3130769,-0.15727842,-1.5440567,1.9500762,-0.93204767,3.0767717,-1.0305597,2.4319751,0.45835924,-0.3985204,1.6818817,0.64935803,3.7861817,-0.4573339,-3.9574618,1.272663,1.319974,-2.9916222,-1.0515429,1.0278816,-5.580396,2.5428379,1.068917,-2.4152918,2.0464902,2.888821,2.2417994,-0.81998736,-1.9195763,-0.7536763,-0.6199225,1.0617454,0.34268063,0.8477496,-2.7946613,-3.6300702,2.3100536,-5.177041,0.8911926,2.0168414,-0.50440216,-3.6347458,0.050234888,-3.4583528,-4.335137,2.37483,0.22111025,0.3009686,0.78418577,-0.6854569,-5.0565405,-2.0728629,0.17036957,-1.6256294,1.6242185,0.039950818,-5.649798,-2.0309992,-1.4465373,-4.312768,-2.1560721,3.8207622
NCI-H1339,2.3619318,3.0700755,3.61005,-0.8252179,-2.095548,-1.6374514,1.2310356,-0.15026854,0.7606214,-4.7982216,-2.2347288,-2.04381,2.88466,1.880078,0.65052587,4.9656887,-1.5887213,2.1169484,3.096782,-2.5350893,-2.882786,-4.112645,2.4507449,-1.1433126,0.9273453,1.2465224,-2.2709785,-1.4147849,0.42975765,0.04070373,0.51847494,-1.6014206,0.7886567,-2.7582135,-5.54529,2.5043454,0.8828814,3.9605439,-3.592056,-1.1118714,0.7084239,-1.2170546,-0.28557986,0.10215852,2.413037,-0.5861188,1.375567,0.018495299,1.1248529,1.174322,-3.5869563,1.529825,-0.2706073,-2.4539597,-1.5813977,-1.5140537,2.829117,3.0632188,0.048829794,1.2569472,1.5989363,-0.9158045,2.416616,4.421933,0.4402591,1.3642774,1.6358211,-1.6782371,-0.822919,2.1091151,1.3351276,2.8301432,0.25244096,-1.3287034,1.0234805,1.7342614,1.4926234,3.843987,-0.6314929,2.3511724,4.523236,1.0074227,-2.5960333,-1.5207031,1.4751136,-2.5326164,3.429672,2.3044462,-2.1313107,2.4877555,-1.2544199,-2.3874376,-0.6052738,1.566888,2.1702776,0.4061922,2.54684,-0.8748961,0.029480802,-1.4780325,2.2809322,1.5050852,5.438741,-0.12657627,-2.379168
SW480,-2.3044581,-1.5701691,-0.3499825,-0.5700922,-0.20843509,-0.17606959,1.5833371,0.03339301,2.89286,-0.7382973,-0.64904684,0.5394841,0.955479,-1.0022652,0.37736356,1.9273169,-0.6543279,1.2923158,-1.3525617,2.932507,0.18800466,-1.7242498,1.8823136,-3.2437973,0.18310626,-1.2301536,2.1615825,-1.3184404,2.1404889,-1.9484932,-1.2728122,-2.9310203,1.0092493,-0.77493507,-2.3653738,-2.8447616,0.9351095,-1.0786456,-0.58587754,-1.6889755,0.7023815,-1.5307348,-0.41580826,-1.4797497,-0.620837,-1.6041263,1.090621,0.6639078,-0.2643429,0.48435456,3.353801,-1.1108487,-1.2872655,-0.8964766,0.20414239,0.88471484,3.4787686,1.0786686,-0.05190895,0.09221862,-1.1005723,0.39414364,-2.7758214,-0.937503,0.50705653,-0.3541288,0.68482864,-0.56488216,-2.1113803,0.04858516,1.9963272,0.2069065,1.843606,0.67257285,-1.8851647,0.040525578,-2.5481508,0.38560385,-0.78260785,2.523408,-0.44850418,0.5812361,-1.6355155,1.1716484,1.6684415,2.3094501,-0.19399759,0.51868427,1.991178,0.047390923,-0.08497881,-2.1048307,-0.55518115,1.192545,-1.9934913,1.6027173,0.9663843,-0.09662423,-1.3631881,-0.0030500218,0.9017143,2.743168,-0.37901604,0.19604099,-2.435895
VMRC-RCZ,-0.49152845,0.9791339,-0.6477427,-2.1836517,-1.071723,0.5801056,-0.5888584,-1.5462203,-1.6877635,0.23450947,1.0048692,-1.8760275,0.4216613,0.59967875,-0.97094464,-1.0923046,-1.3440638,0.22245702,0.5050266,-3.306766,2.058311,-1.0515066,0.12924485,2.1078799,-1.0816336,1.8904601,-1.247488,-1.4376348,-0.021398306,0.013917208,2.7032764,2.3644679,4.4834304,1.185942,0.3239873,2.1561985,-1.0625472,-0.33965373,-1.143042,-0.76290345,1.1371424,-2.0631168,-0.8414764,1.8546568,-0.7316318,-0.73895496,-1.0038912,1.5884966,-1.2608008,-1.999023,0.6712369,1.3866287,-1.0862502,2.1886802,-1.2313638,0.33179224,0.77436376,-1.0267256,-1.9591436,-2.5349042,0.11182077,0.22410567,1.3422234,-2.958883,-1.710141,1.8730814,-0.4355344,2.395835,1.544072,0.12119506,-0.8500599,-0.3179247,1.6621543,0.83554375,-1.3240547,1.2603376,0.69025284,0.10269965,0.669206,-2.3881195,-1.358016,0.8984666,3.9111946,-2.5469263,0.9356671,3.1314516,1.9693856,-0.21719494,2.1804826,0.79888,2.257293,0.8546019,3.278737,2.950231,1.5899805,0.14578459,-1.9453067,0.7197669,0.93382823,-0.47256637,-0.27585113,-0.400666,-1.8511875,0.54191154,-1.9041388
DLD-1,1.3295674,-0.63721,-2.347477,0.40914106,-0.70497674,2.2000775,0.6673831,0.70631915,2.9110792,0.09540654,-0.9857396,1.4113494,0.36006722,1.0918769,1.9967767,0.33366624,0.3220126,-0.19481206,-0.7489266,0.22541238,2.3895621,-1.0157886,0.35428512,-1.4433743,1.3468938,-0.8443225,0.11143266,-1.5146886,1.1669296,-0.92493415,-1.0437301,-0.36169252,1.1935555,-1.2866104,0.78521985,-2.858581,-0.27139294,-3.651806,0.8801148,-0.020465747,0.21745628,-1.1701819,0.60271597,0.008916602,-0.15854222,-2.282415,-0.022750735,-0.43148354,-0.030180823,1.0418179,0.7474542,1.4743092,1.2796036,0.75872576,0.55052257,-0.38234875,-1.9508791,-0.8809656,1.4345094,-0.24307545,0.3403057,1.4791867,-1.4347817,1.2202921,0.9148137,-1.5421321,1.0327368,-1.5434493,-2.425482,-0.22756362,0.33163542,0.36873594,-0.9554896,0.9573678,-0.27506462,-1.9303567,-1.2877096,-0.39142907,1.3169352,0.21912935,-2.0045943,1.3352139,-0.42430994,0.78764695,1.5859053,1.6341518,-1.0325093,-1.1730468,-0.23241498,-2.73131,-0.19191211,0.29181665,-1.7243869,1.7395515,-0.6732466,-1.0276114,0.2356593,1.5596164,-0.05602181,1.3518362,1.1735123,1.4967582,-1.2759846,-2.8946328,-1.4949718
SK-BR-3,-3.0305302,3.7024498,-3.5549583,-3.2269921,2.8303554,-2.8606572,-0.5112128,1.2984377,-2.3001115,-0.77471364,0.8512778,1.8900585,0.8351161,-2.0786633,-0.05258836,0.5044828,2.632186,-2.353729,-0.2619799,-0.07802467,2.622916,3.1323674,1.4984843,-0.60387135,-2.3686204,1.9260693,-0.00069554895,0.2625267,3.9901466,-4.5136156,-3.9008281,3.9697762,-1.7815373,-1.3716137,-1.025014,-0.32312614,2.5763497,2.7990127,-2.2317133,1.9427073,-0.47947353,1.7802956,0.73838425,-3.5872958,-0.9937396,1.0839368,-1.3377751,-2.7846816,-0.48606125,3.0295513,-1.1992538,2.593368,-0.011750132,-4.0954304,1.1046257,-3.1551068,2.8170445,0.889267,0.044376373,2.3631897,3.5619977,-2.13896,1.4022582,3.8041291,2.438425,3.1922367,2.5328414,1.4695024,-1.7067637,0.46461046,-0.16717722,3.1026084,1.7620841,-1.0781798,-1.4829301,-1.5147164,-1.9920285,3.674933,1.3269346,0.6049552,-0.6116661,-1.2508885,-1.1062725,-0.7157352,1.8017976,-0.29240012,-2.7953792,7.748165,-1.350685,4.125156,-3.7933636,-2.0977674,0.33278507,-2.0309691,0.49462795,3.3091803,1.972153,-0.083760455,-3.2432518,-2.119414,-4.59109,3.0861478,2.3087938,-6.0196924,-2.5580797
DK-MG,-0.8213482,-3.450317,1.5397097,2.972476,-0.069931015,-2.3875108,-0.53619885,1.7928255,1.9320768,0.35681057,-2.1361141,0.7058816,2.0752218,2.0940292,1.4141679,-1.2820262,1.2502769,2.8917353,2.9461899,-1.7618866,-1.7187934,-0.07489316,-0.2842394,2.414076,-1.4847819,0.6863291,2.1287887,1.3286868,-2.0070493,-1.7352036,-2.1195242,3.6969688,0.8351671,1.0772448,1.6646969,-1.4831756,2.2202272,1.2606325,-1.6697334,-1.2409927,-0.29015362,-1.3516461,0.35007682,-0.7296696,0.6468667,0.6381501,0.7965664,1.463573,4.1352887,-0.35351032,-1.1585388,2.5967624,-0.6357686,1.4043001,-0.619668,0.8830074,0.059953287,2.5273592,-0.3550383,-0.6453333,0.81105965,-1.25437,-1.0532252,-0.81972075,-1.0930485,0.8889713,-1.2093513,1.0753926,-1.2997756,-0.7516453,-1.4774547,-0.44187778,1.148166,-1.2095768,0.7391293,0.007189408,1.3344935,-2.77427,-0.107910216,-0.40153813,1.900284,1.4270447,0.31420907,0.12813933,2.3940287,0.9113908,1.2995758,-0.35896906,3.1556964,-0.971576,1.2699275,3.958534,-0.41926408,3.6084595,-1.0776538,-2.11121,0.58678585,-0.4153338,-0.21797265,2.9461884,-0.07664302,-0.83438057,2.1720889,-0.30617028,0.11959252
