,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104
A-498,-0.046025388,0.8578435,3.4177465,-3.3359804,5.4378667,-1.3778604,-7.2309813,9.893305,-3.2754881,2.497845,-6.370931,-5.848999,-1.7602252,-3.1012802,-0.5558089,2.2408662,0.8489152,0.72166115,7.580278,-6.768506,9.088255,-7.752653,5.8431025,-2.7706265,-2.2410517,-1.5696788,-2.6846604,-0.4125813,6.08273,-4.8057747,-0.26870516,3.2362387,3.03188,-1.889432,1.8359178,-0.97282094,0.160692,5.4277205,-4.638413,-0.88264376,5.062224,1.9228826,6.2963986,2.8461282,-0.047357384,6.0624585,4.302319,-7.049846,2.9338686,-7.2537637,-3.0787125,-4.062016,-6.8434772,-0.4858324,6.682832,1.722287,0.04580259,0.0017022481,-4.1752505,2.5603845,5.2514577,-2.0855165,-1.2668246,-0.7276529,-1.7439833,3.0388422,-8.11697,2.5317755,-6.8749223,-5.5591383,0.3051201,4.9992046,6.35279,1.967554,-0.9764484,-8.469814,0.7008341,-6.5569963,-10.423864,-9.085445,-0.02221292,-6.369015,8.02823,-3.7588694,-3.980371,-1.2119013,0.06636719,1.4338089,3.4807189,-10.762048,2.4231427,-9.842468,3.960461,9.8179865,6.72703,-3.471642,2.494217,5.4056916,0.3121195,-1.9707183,-3.6020918,0.35708132,0.51767915,-6.418182,-0.93999684
Pfeiffer,-1.6774946,1.0767368,5.4489098,-2.0465708,7.0876484,-2.6998897,-9.685139,12.845598,-3.3998222,5.5976577,-6.796006,-8.842624,-1.2648079,-3.2427707,-0.38720745,3.620507,1.6996012,-1.1304594,11.037693,-10.690418,12.220118,-9.045185,5.3718815,-1.7941624,-5.1123595,-2.9873323,-4.1660023,-1.0358241,8.105474,-3.9193435,-3.8463783,3.9138565,4.6576853,-2.9177833,2.8966684,-4.6465907,0.902513,7.022218,-4.6016226,-1.9474832,6.328545,4.4364405,8.423643,3.2178066,1.2944732,5.4410744,3.8207932,-5.5489893,1.6384685,-9.633658,-3.556438,-3.837046,-8.253832,2.812395,7.113375,3.5262613,0.8461391,1.39931,-5.0085998,-0.06943981,7.0809727,-5.0736203,0.8004453,-2.0819566,0.081560425,3.832158,-8.282217,2.7195678,-7.7110868,-5.12596,-0.7116991,6.4789705,5.5919375,0.55924356,1.1595073,-8.963171,-1.9537246,-8.365076,-12.181716,-11.180364,0.27454552,-8.5198345,10.82737,-1.3005831,-3.5145442,1.7043921,1.435301,1.8378732,4.0121155,-12.686501,3.608668,-11.799673,5.6058874,11.64946,9.629444,-3.1593604,5.0274124,5.1807623,-1.6409656,-3.3741567,-4.715341,2.5915842,1.709047,-8.696336,-2.4532175
SUP-HD1,-6.4900923,-7.1206517,3.901011,-4.4342546,5.3024287,7.4779124,9.192474,5.485184,6.78648,7.699991,4.192001,3.7094429,-2.8022246,9.361893,-2.4874291,-3.9807363,3.3362162,5.7599936,-3.4801536,-0.95083565,2.595566,9.900617,-1.2918066,6.958179,0.15935493,-2.2379725,4.3288,3.531682,0.7692063,3.9573534,0.9077488,-8.161291,-2.4613411,3.9843955,-4.227765,-9.462588,0.48007017,-4.3913636,7.485268,-4.5158424,2.946617,-5.645432,-1.8582295,4.7459745,-5.4665647,-9.65881,1.6020154,2.756074,-0.41583928,5.3221517,1.0671848,-8.386904,1.6719693,2.5320807,-16.324226,6.4953375,8.1322365,1.2556758,11.643195,-14.164186,-4.8010597,0.4667551,0.73501086,0.3056955,8.927092,-9.174046,7.4583445,-3.518903,7.2105775,3.595515,-2.2821014,-9.442721,-6.7158747,-5.2907987,8.941991,-2.5726473,5.028832,11.774177,8.665204,13.209214,-2.2174082,11.543536,3.6950936,5.721178,5.084579,7.687596,-7.2395625,-5.8461065,5.196642,10.306445,-1.3711609,9.88327,-8.22202,-6.448724,-0.4322325,0.4094045,6.5980873,-9.8062725,-2.5124912,4.164606,2.758818,3.382573,0.14407532,3.746702,0.25392103
JHH-7,0.035299145,0.7040639,1.8882583,-2.6630735,4.219664,-0.96343696,-6.512506,8.548423,-2.2714262,2.9380906,-4.771206,-5.3296113,-1.1427739,-2.6564121,-0.47107014,2.792672,0.6380781,0.8194643,5.704718,-5.699771,7.3889894,-6.4972076,4.0273004,-1.5451509,-2.9131799,-1.3739811,-2.0614944,0.19087334,5.5693135,-3.098645,-0.26716402,3.0706747,3.3054588,-0.815939,1.5782185,-0.9360455,0.48040834,4.5699854,-3.5190809,-0.75877655,4.3285475,1.5658507,4.963615,1.8228403,0.78205913,4.859354,3.0949032,-5.07518,2.2114317,-5.7033076,-3.6468797,-2.8290765,-5.507937,0.4940286,5.638133,2.1844213,-0.3241463,0.85678035,-4.216171,1.7770325,4.1311,-2.1147835,0.1981669,-0.5219135,-0.96324885,2.7215204,-6.67796,1.8247722,-5.1961656,-4.403377,0.1273697,3.3684342,4.9830394,0.6836728,-0.2072352,-6.884744,-0.3435021,-5.52635,-8.940048,-7.7599797,-0.2078701,-5.953704,6.758225,-1.9709303,-3.0972672,0.012375928,-0.056888957,1.2609925,2.8465254,-8.68232,1.8538854,-8.658282,3.8448772,8.503423,5.3113174,-2.9312153,2.6548436,4.2456694,-0.3080938,-1.9664197,-2.40873,1.1485393,0.29142538,-6.0344863,-1.2679994
MOTN-1,-6.9772882,-7.848747,4.7611947,-4.5310855,5.7430754,7.5200186,8.851363,6.26055,7.0499086,8.918279,4.6627045,3.1168344,-2.1999564,9.946879,-2.443091,-3.6644495,3.0353532,4.9576626,-2.6758585,-2.0091631,3.4375668,9.949141,-1.0047848,7.4939814,-0.36272717,-2.580602,4.3311334,3.4716475,1.5145729,4.5195804,0.57462865,-7.671534,-2.1594558,4.507214,-4.341445,-10.654673,0.67696404,-5.162005,7.8649855,-4.5666375,3.0649438,-4.80828,-1.9776336,5.0360804,-4.89206,-9.9939785,1.1310692,2.731363,-1.0261991,4.3968735,0.9149538,-8.751512,1.284556,3.6782691,-16.67173,7.652322,8.866578,1.7305354,11.241537,-14.787681,-4.2031937,-0.36441645,1.4259062,0.29225078,8.890711,-9.704218,7.4696317,-3.4191153,7.695925,4.350641,-2.4954572,-9.110423,-7.2161236,-5.9590783,9.571935,-3.0849552,4.3116517,11.481141,8.157296,12.794139,-2.4625204,10.975019,4.826782,6.447138,5.286385,8.394783,-7.2719355,-5.6329083,5.3937883,10.63074,-1.0954113,9.5311575,-7.544325,-5.902361,-0.37560087,0.98201466,6.998035,-10.011057,-3.2471137,3.320158,3.261933,4.4075847,0.5309023,2.3377814,-0.5129641
TE-8,-2.6605823,-4.47731,0.37171698,-5.388378,1.912512,9.120607,7.3847494,1.7529185,6.6822033,4.6461506,3.608993,3.8544216,-1.7470517,6.5081644,-1.1799653,-2.6138105,0.9450524,5.5424905,-5.6135755,3.496471,-1.5367134,7.8980637,-1.5214278,4.4857025,1.0039449,1.7087744,6.36536,5.6283402,0.8274757,2.510638,3.5722215,-5.146111,-1.9525236,4.788606,-3.7287912,-2.8582838,-0.3462097,-4.9339714,4.601212,-1.3756204,0.8124262,-6.700678,-2.915594,1.4641305,-3.2171566,-6.064392,1.0973866,1.7123307,2.2608993,5.5488844,-1.2280743,-4.429522,2.0892313,1.3504487,-10.744942,4.596171,4.3809276,1.1409614,7.9734674,-8.965827,-4.5684767,2.9996552,1.141922,1.7808505,5.9060755,-5.7809377,5.3042574,-4.136472,6.441102,1.0689074,-0.98005724,-8.578547,-3.6390924,-3.8115602,5.71616,-1.5013599,5.264957,9.431508,7.832508,10.160067,-2.513792,8.100875,0.3479846,2.606464,3.6537194,4.1618233,-8.2120285,-4.9338474,2.6025438,9.135827,-2.7053032,7.5890846,-5.0660834,-2.688603,-1.2838767,0.2609926,1.9631331,-7.714248,0.29588082,3.669019,5.201564,1.3369352,-1.2686523,2.7468252,1.1097821
B-CPAP,-0.38427374,0.23012048,-0.45716766,-0.94130766,0.2274691,0.9580287,1.5311843,0.44710574,0.38044238,-0.41869152,-0.37613505,0.4010086,-0.881092,0.07069436,-0.7612605,-0.6360987,0.55306816,2.3516076,-0.7565202,0.027195115,0.28468138,0.20191611,-0.3280876,0.24742946,0.30777597,-0.54190713,-0.0807804,0.79702777,0.40785608,-0.60538965,1.4091009,-0.61855125,0.15515289,-0.21683821,0.070692405,0.42090568,0.022551883,0.80178833,0.22691657,-0.49680173,0.9456892,-1.8392978,0.12151111,0.30722037,-0.6112325,-0.31210434,1.0157002,-0.25927258,0.9552007,1.1503087,-0.18211302,-0.8082551,0.20631404,-0.727733,-1.0170867,-0.60883975,-0.4306839,-0.39118624,0.7726589,-0.3485047,-1.0279442,0.9369315,-0.6732564,-0.288327,1.2738787,-0.16327138,-0.087140635,-0.21796983,-1.1002954,-1.094798,-0.29650718,-2.03866,0.7012958,0.1889794,-0.4690607,-0.9760715,1.3138044,1.0852991,0.47875887,0.90773976,-0.098453194,1.5647801,0.7133046,-1.2949123,-0.4374398,-0.15540689,-0.45366076,-0.890593,0.9853642,-0.029770937,-1.4167589,0.77468234,-1.4570987,0.41949883,0.0060825925,-1.3850384,0.6391867,-0.09397832,0.70681375,0.869029,-0.18584237,-0.3163599,-0.35993612,0.9065355,0.70964557
HMC-1-8,-0.21099573,0.43852016,3.1803687,-2.6326866,4.711859,-0.90356517,-6.319499,8.183852,-2.8163002,2.5440996,-4.6847024,-4.826886,-1.7234699,-2.10341,-0.48476824,2.1553102,1.189878,-0.041005123,5.9162025,-5.6756997,7.055724,-5.9328446,4.3034735,-2.1115417,-2.011099,-1.4289232,-2.0377352,-0.54024464,4.9669414,-3.5938866,-1.1320666,2.3130374,2.7492294,-1.3273597,1.2146845,-1.3490676,-0.019049458,4.414343,-3.6296818,-1.3229203,4.055878,1.9028068,4.946846,2.508291,-0.14792834,4.4245386,3.268711,-5.111648,1.9111135,-5.602274,-2.644346,-3.0797782,-5.7157283,0.17455377,5.0819387,1.753442,0.8099436,0.12268922,-2.8986006,0.8642063,4.524943,-1.8778857,-0.37788546,-0.9674675,-0.9003326,2.5799077,-5.853496,1.7791468,-5.3013763,-3.8657787,-0.06482435,4.284193,4.518589,0.81317806,-0.055284664,-6.429762,0.14982791,-5.133811,-8.008979,-6.957612,0.29906613,-5.1398997,6.15832,-2.0290802,-2.5660114,-0.29844856,0.01550227,0.84955263,2.5850787,-8.223914,2.4597492,-7.7324185,3.5774071,7.8517427,6.2028685,-2.242453,2.5022974,4.059952,-0.20011844,-1.3663987,-3.1728344,0.49077728,0.4024985,-4.926387,-0.6650919
NCI-H2227,-5.3330784,-6.367024,2.8637712,-3.9328742,3.9408998,7.2582955,9.342988,4.221771,6.8281455,6.248733,3.7669375,3.847075,-2.7495182,8.592712,-2.7769601,-3.6002293,3.0576673,5.391867,-3.4769924,0.529991,1.4242399,9.968618,-2.3263242,6.2247086,0.30059028,-1.3347481,4.538194,3.6703842,-0.6607784,3.6353872,1.0616268,-7.8935895,-3.2199202,3.4201221,-3.8098674,-8.253761,0.029605437,-3.9753454,7.007741,-3.943728,2.4024181,-5.8314166,-2.3642094,3.9140222,-4.8470793,-9.560425,1.2514346,3.1381423,-0.31882092,6.348482,1.1302595,-7.20513,1.807159,2.015431,-15.827882,5.2283545,7.3516693,1.5921593,11.884618,-13.317565,-5.50134,1.2717966,0.3014705,0.31863847,9.213954,-8.406913,7.320737,-3.7878542,6.758279,3.475669,-1.9356676,-9.018916,-6.292184,-4.949682,8.659792,-1.2661572,4.807107,12.055162,9.409835,13.201902,-2.0083733,11.387591,2.470389,4.9699674,4.958891,6.9563055,-6.637871,-5.741281,5.354963,9.877432,-2.0404184,9.807611,-8.692613,-6.30061,-0.2702706,0.3624752,6.0353546,-9.69594,-1.7799805,4.3233223,2.8234048,2.9310691,0.6397829,4.5336814,0.75701046
LP-1,-5.8842278,-6.622523,3.1990857,-3.9887288,4.504121,7.1225038,8.899517,4.689585,6.783933,6.873877,3.9846642,3.418641,-2.3441439,8.726951,-2.5179324,-3.828148,2.8346267,5.5974555,-2.95713,-0.65943867,2.396679,9.205367,-1.4155052,6.693959,-0.057113454,-2.3500135,4.1113772,3.5868807,0.3076787,3.826038,1.0876529,-7.2205276,-2.555232,3.460543,-3.8867464,-8.692181,0.5609778,-3.8768408,7.289034,-3.8169303,3.1565068,-5.3822002,-1.7275126,3.9398756,-4.6951203,-9.284867,1.42293,2.534827,-0.76884043,5.422558,1.1838927,-7.5441127,1.9012865,2.2729933,-15.445848,5.6742682,7.5202765,1.3839167,10.939901,-12.939206,-4.766329,0.6792966,0.24143705,0.4946957,8.646771,-8.835275,6.894798,-3.3229556,6.60235,3.1699271,-2.5289304,-8.89923,-6.1969028,-5.014692,8.010046,-2.6352556,4.7288666,11.463557,7.9903526,12.187074,-2.3874252,11.111825,3.394125,5.044964,4.5177455,7.317865,-6.5376368,-5.1255703,5.338977,9.649457,-1.9213623,9.364364,-7.9193587,-5.786183,-0.54196703,0.36258075,6.5020843,-9.095115,-2.487915,3.66608,2.9559999,3.3888333,0.42698884,3.3640487,0.2563159
HCC366,0.34197435,0.07554452,-0.56436354,-2.0018945,0.25509703,1.2835267,-0.7051606,1.6534024,-0.06768155,0.88926387,-0.5113348,-0.45399028,-0.15998438,0.14091621,-0.056870777,0.8382588,-0.20524655,0.80374146,-0.8340976,0.33740783,0.77929986,-0.68402493,0.9303932,-0.36439934,0.053662345,0.5940538,0.7982532,1.1625103,1.4453393,-0.9689447,1.9459474,0.34914142,0.45186925,1.3723431,-0.24808455,1.0728978,-0.39632148,-0.120378725,-0.7272879,-0.37512282,0.31297547,-0.47002906,0.22803232,0.5145943,0.37251788,1.1751341,0.66334116,-1.3339516,1.2606399,-0.35439137,-1.8333249,-0.93578357,-1.0425727,0.18515913,0.9060028,1.235421,-0.6484083,0.32641128,-1.0386044,0.573711,0.112664565,0.6312964,0.7010354,0.52074975,-0.4432212,0.30539718,-1.4703374,-0.40534475,-0.13830882,-1.2066694,0.48739237,-0.8615931,1.3451606,-0.14392874,0.05318761,-1.501154,0.70216614,-0.47004655,-0.99988186,-0.7656599,-0.39916566,-1.0572608,1.4533514,-0.573872,-0.75148225,-0.2274195,-1.579147,-0.6947929,0.38071153,-0.3756333,-0.44720548,-1.0598392,0.7452584,1.8960779,-0.21770187,-0.45400864,-0.09278057,0.18642272,0.52636313,-0.059345208,0.42145455,0.16353336,-0.7062704,-1.1364462,0.2032708
SW1417,-0.46594363,0.91739655,3.7517815,-4.4491363,6.996165,-1.4942325,-9.368967,12.77537,-4.109336,3.68101,-7.573959,-7.404356,-2.8400598,-3.464274,-1.1923418,3.6396072,1.7575562,1.672624,8.33901,-9.264948,11.197341,-9.581789,7.096207,-2.9215922,-3.4569354,-2.6708274,-3.3409917,-0.6862339,7.5262804,-5.625221,-0.33185357,3.5946834,4.7641935,-1.7973411,1.8546944,-1.5929039,0.14207584,7.124327,-5.4987803,-1.9316912,6.867833,2.1849737,7.2689095,4.010854,0.06235489,7.333236,5.6705303,-7.995348,3.4713397,-8.534063,-4.6563263,-4.939967,-8.854292,-0.26658064,7.7845654,2.6691191,0.21601164,0.33452812,-5.2845354,2.3354967,5.9534388,-2.5958502,-0.7041837,-1.1836925,-1.3283302,3.8505862,-9.725333,3.0350187,-8.76415,-6.6294994,-0.19335687,5.227304,7.535729,2.0539844,-0.7296064,-10.4967375,0.48686194,-8.331847,-12.97051,-10.736845,0.18105897,-8.099157,9.979238,-3.7562706,-4.5889173,-0.44369316,0.25437698,0.97036,4.5171785,-13.297454,3.2108054,-12.133477,4.7121134,12.124041,8.834888,-4.575169,4.320867,6.5429344,-0.15843317,-2.0083504,-5.278437,0.40244454,0.2915654,-7.7020383,-1.1581392
