,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125
SNU-1033,0.40189335,1.4390441,-1.5017749,0.29786476,2.481077,0.85712516,2.218304,0.06418416,-1.3137276,-0.4179037,-0.04095006,-0.6014713,-2.8852422,0.071952306,1.3746513,0.7719185,0.4335846,0.4640715,2.0637343,-0.91631174,-0.911622,4.239907,1.6949507,0.011577366,0.28563225,1.188817,-2.7325356,-0.7680883,0.81264514,0.042891964,-0.5076944,-0.939436,-0.22106814,1.7090007,-0.093718305,1.2931576,-2.2916076,0.19265854,-2.2712767,-2.1448615,3.208966,-0.024747983,0.6528063,2.0360196,-0.85714597,-1.3012491,-2.112832,-0.9521106,-0.8861811,-1.1696858,0.56901705,-0.8608714,-1.3092773,-0.9655776,-2.3662052,-1.6180058,-4.846995,1.6985251,-1.0454257,-1.6409956,1.654669,1.842577,0.32647824,0.12496712,1.5592346,0.62988174,-0.32958272,1.0026665,0.46273035,2.064165,2.0207653,0.8117343,0.4287041,-2.363415,-1.0745232,1.044763,-0.15904658,-1.4121673,-0.5507713,0.2342473,-0.14333917,0.6355844,1.5059577,-1.6114635,-1.587877,-0.12702838,-2.2279925,-2.078605,-0.44921744,-0.79063123,-0.40102845,2.1969554,0.9283073,-0.5970589,-2.3416896,2.3181076,-1.0496491,-2.2212377,0.038388375,-1.2081,0.22984636,-1.204298,0.6996384,-0.11031887,-0.8124269,0.48339155,-0.9240186,1.2911748,-2.4067316,-2.1109009,0.951123,-1.162252,2.7854557,-1.1125506,-0.30920702,-0.45748815,0.925045,-0.7364404,1.1833904,-1.6689968,-2.3936214,-0.038700014,-0.8762705,2.6516705,-1.326036,0.19996409
HSC-2,0.33380973,-1.556743,-0.65996385,-0.025633931,1.5410944,-1.2206447,-1.5041425,2.3655157,-0.5893055,1.1790739,-1.8033408,0.28015953,-4.561311,-1.9997022,-1.5428803,-1.0015671,-2.0363762,2.7248564,1.2368098,1.221915,-1.1081526,1.0494251,-0.29209557,-0.20827866,1.2623188,1.5940901,-0.69430405,1.1420497,1.0991411,-1.0307461,-0.07461705,-0.11195715,-0.2037083,0.47522745,0.5525837,-0.3675539,-0.6245354,2.3780906,-0.8000216,1.2863652,-1.441335,1.8998404,-3.389695,1.1536533,0.888841,-1.169329,-2.599865,-1.3920821,-0.7681181,-0.39453584,-0.6376812,1.450123,1.2718731,-2.5788558,1.0508024,0.5962087,-1.0342857,1.6510243,1.6718222,-0.19986142,-0.6080447,0.06268251,-0.8083056,1.9089148,1.5662991,-0.6129428,0.06958291,0.47869992,0.85501516,-0.63825905,1.9097071,0.96033794,-0.14699742,-0.45500076,3.3972232,-1.8434823,1.8099753,0.5750069,0.73602515,0.3619113,0.43851227,2.3697426,-0.3761187,0.021196336,-0.7590467,3.3335242,-1.5769314,0.17559558,-0.91969603,0.10163991,-1.6891888,-2.0527866,-0.42252028,-0.23493576,-1.0634459,-0.95199996,-0.048320457,2.4665215,-0.28024724,2.0137484,0.4514347,-1.0304772,3.0078197,0.93346965,2.7132137,-0.40702793,1.4196258,-1.4934837,2.3223236,-0.17074747,1.308863,-1.6096797,-1.7839533,-0.11684643,-0.90328926,-1.6316851,0.59278023,-2.5335548,-3.5296094,4.1668067,0.84931743,-1.3558904,-0.42730147,-0.3220175,-0.60907865,-0.66962165
GP2d,0.95618606,1.1017215,1.508888,2.0065331,-0.12863207,2.1472907,2.6723573,0.8706742,-1.5368892,-3.1431544,2.4968412,-1.0358082,-0.80590796,0.19088988,-1.2349348,-1.1767848,0.78725266,0.3443789,-0.0073524825,-2.3706038,-3.6287768,0.6958525,1.1355238,0.8563524,-0.20109127,1.2235047,-3.371502,0.3677768,-1.4674445,-0.33563027,1.7623467,0.3613735,-0.2095684,0.5066011,1.8271996,1.1433793,-0.35782966,0.767719,-1.2635096,-0.78293294,1.4936222,-2.0024366,0.08098231,-0.18123272,-0.5094452,0.13175014,1.4583036,0.3026207,-0.8291863,-2.0239367,1.9768963,1.2584263,-0.9261641,0.8714234,0.27372038,0.5279077,-0.4795027,0.71004057,-1.4529868,-0.7347031,2.7111742,-0.62705714,-0.28654143,-2.5762746,0.906446,-0.81291664,0.029743295,2.2950783,1.3702623,0.79550195,3.0167484,1.5740948,2.5299792,-1.4479811,-0.024031416,0.7288855,-0.7732588,-0.85008335,-0.681927,0.7621758,-3.7755127,-0.70685756,-0.6859278,0.06120714,1.5925251,-0.105855,-1.1432953,-2.5829566,0.20199049,0.27555606,-0.6562704,-0.049819052,-0.07049596,-0.62584466,-0.37227044,0.7303034,-0.3290768,-0.28602797,-0.6126384,-2.5410073,0.77818906,-0.29401043,0.14942238,-0.08129969,-0.3706799,-0.16976649,-1.7258372,2.3107762,-1.2630861,0.79513216,1.3308264,0.62852246,1.0042841,-0.9256576,0.52275586,1.0100719,-0.7204984,1.03383,2.2057955,-2.2342904,1.8423313,-2.4755306,-0.4908607,3.2475533,-0.2689304,-1.1943899
EHEB,1.5873802,-2.7183719,-0.72681546,-1.135262,1.160488,1.6312902,0.07151524,-0.16942857,2.589919,0.27928808,-0.08054779,-0.97413605,1.4345508,0.3388149,2.545653,-1.0190289,-1.49591,0.69499505,2.005292,1.1896765,-0.6652226,-0.24437863,2.4689827,-1.3002876,0.8652311,-2.5721474,-0.880269,-0.92607105,-0.471763,-0.26296425,0.37465245,-0.09481996,0.3141031,1.0680948,-1.3290191,1.4639964,-3.0185902,3.5182483,0.1967727,1.6993589,-0.635776,-2.5098703,2.1806705,4.1361113,-0.22588156,-2.2626934,-2.2124076,0.030063212,-0.6795994,0.36519685,-4.499542,-0.7698333,1.5702763,-2.2878978,-1.6144252,0.9009347,-1.9311621,-1.4045514,-2.7176971,-1.8753467,-3.8741693,2.419175,2.1514184,4.924966,0.3218772,-1.1915343,0.24810536,-1.7897204,2.3350854,0.6102018,0.47290847,-1.3378224,0.920547,-3.1641562,-2.4482734,1.4799975,-2.6695716,-3.6752527,1.987216,1.3065039,-0.6037193,-1.2248049,1.9073296,-2.7610035,-2.018655,-0.076945886,1.3017212,1.0943394,0.7847812,-1.4093193,-0.5992186,-3.257055,-1.5166973,-4.4017367,0.623539,-0.970614,-3.4401443,-1.1231569,-1.5136564,1.1098144,1.3115966,-0.2725265,-1.3937545,1.942506,-2.9199007,-1.3225734,1.3628753,-3.965102,-2.0266788,-0.9644272,-0.49240762,5.435616,-0.9843638,0.4134042,-1.1942713,-0.6968274,-5.8492374,-2.7177935,-1.6811258,-2.2985573,0.72973555,0.11976844,-0.0031489227,-0.4736365,-1.4944059,-1.4714426
SNU-245,3.511084,0.44035068,-1.2475814,1.6681136,0.24289261,2.7595744,2.7999709,0.014241047,-2.1477778,-2.6266375,2.4439924,-0.70778877,-1.85341,-0.42726228,0.40681064,-0.79998016,0.11254302,1.353672,-0.726363,-0.9070252,-3.8237932,-0.054402925,-1.1576791,1.4275043,0.42235664,1.247754,-3.6091833,1.7641144,-0.50727725,0.20186433,0.9853248,-1.1908784,-0.54837227,1.9394343,2.5145307,-1.3448076,-1.2075124,1.3544422,-2.1672027,-1.5770133,2.8385994,-2.768864,-1.264142,0.9091582,-1.0979115,0.15549152,1.3161968,-0.20438197,-2.1755948,-2.3129332,1.2671441,-0.86358416,-2.0647936,0.90908545,0.016253568,-0.063020915,-1.8957698,-0.9361071,-0.94702524,-2.9414473,1.8007227,0.5713685,-0.24539855,0.46334144,0.6777217,-0.23904884,-0.75450253,1.8306795,1.593762,0.56221855,1.9312171,-1.1608071,0.62936085,-1.2382505,0.094219774,1.4945462,1.1311636,-1.5626507,-0.21434888,1.2808219,-2.2949195,0.98373896,0.5749447,-0.9646622,0.2564226,0.19114845,-2.2639883,-1.543066,-1.6780776,-1.2329987,-0.71105826,1.7927997,-0.9022424,-0.5266829,-1.0542448,2.3947477,0.6898707,-2.1920567,0.88801724,-2.6596029,-2.6547174,-1.7428806,-1.0896828,-1.3181896,-0.2592296,1.7650849,-1.7815753,0.9909332,-1.2228345,-0.20784797,0.53290266,-0.8830884,1.546248,0.23807532,0.25598818,-0.19676924,1.3213902,1.3943925,2.0391686,-3.421429,2.240101,-0.6283278,-1.6942793,1.0767664,-0.4058875,-0.79575574
TYK-nu,-3.6824806,-1.9274818,0.67351174,-0.96675855,-0.72672933,-2.3228908,-0.42512053,-1.3531675,1.6804113,2.0435984,0.23443097,0.43199077,-0.6112988,0.30308014,-0.82915056,0.4478076,-2.9174519,3.0371232,0.11087328,4.503761,1.5261626,0.086060174,0.21701334,-0.78967166,-3.4112558,-2.4438226,-0.3002403,-0.49529025,-1.1917317,-3.1641104,-1.6724014,2.765113,1.6648316,-0.9129541,-2.1574726,3.3164086,-1.3954405,1.1252427,-2.7434447,1.5905169,-0.8307002,1.0018364,2.1821969,-0.21777764,1.1740832,-0.75287175,-0.29329103,-0.53046006,2.3041039,2.0122957,-2.3286948,-3.288213,-0.7541578,1.2559977,-0.07308156,-1.8606309,-1.1735212,-0.99282587,0.5398251,-0.36866006,-2.14683,-1.4484624,-1.3620565,2.3533592,-1.1951247,0.7728774,1.8442411,-1.6187596,-2.4136715,-0.61331576,-0.3699442,0.24383,-0.66472054,0.53357285,3.1484907,-3.6315496,0.56486815,-3.0254416,0.3925736,-0.22282305,1.8510596,-2.8170743,2.1108131,-0.13208202,-3.492611,-2.6471431,-0.035031237,-2.618823,-3.490154,-0.9512455,-1.8289796,-1.1827908,-0.6840601,0.51402974,-0.45858887,1.9338363,-1.1091076,-0.54327977,-2.0516126,2.7789433,-0.8379443,4.0284896,-0.17027852,2.0157661,-0.27253813,2.0869594,-1.5639236,2.6360834,2.870605,-0.892665,-0.6817204,-0.8096555,-1.6829462,1.5032243,2.2039661,-1.0824486,-1.9432932,-1.1251698,-1.1742276,3.1049995,1.1322557,2.0580041,3.9280105,-2.833554,-0.63222253,1.0559864
SF172,-1.2826387,1.0327364,0.7139999,0.27776614,0.21019062,2.1904473,-1.5417008,-0.6973063,-0.72474146,0.31846923,-1.6209192,-1.8782806,1.0163594,-1.8213998,1.9717991,-0.22636265,2.340764,-1.8457599,-1.6278269,1.6125046,-0.067447275,-0.18550315,-1.2113076,0.6981854,-1.927608,-1.0889554,-1.5118232,1.1316009,1.7351745,-0.77688396,0.6009792,-3.4471302,-0.82222396,-0.44551045,-0.25836936,-3.6030698,0.6990039,-0.7487265,1.0656997,0.51054925,0.25793314,3.7602785,-1.3625623,-1.1926353,1.5721717,1.0270284,1.5365335,0.21150784,-2.6493652,-1.2047164,-0.5441823,-3.5999897,-1.0818433,-0.3124003,-0.023098286,-0.46689776,0.79193825,-1.4784266,-0.03449771,1.4600428,-1.6464998,-1.0335997,-2.1575081,-3.0587285,-0.07965157,-0.86063516,-5.891914,-2.141353,1.5008354,-3.6580892,1.2834332,-0.9360176,3.1831439,0.021085156,-1.7769368,-1.0290794,-1.0551863,-0.5553851,-1.1518121,0.8326758,4.626732,2.199366,2.120489,3.0994937,-0.34588623,-0.2931229,2.9401145,0.7427379,1.0497267,2.098754,3.3509936,0.13623756,0.7203946,1.0332261,0.7066667,-0.23125644,4.337503,-0.2737473,0.46164465,1.320104,1.5355104,1.7873113,2.771334,1.128081,-0.29938242,-0.0022746886,-0.3087625,1.1714032,-0.8717924,-0.31054854,-3.2269614,-0.2446362,0.3111913,1.3413129,-1.0425862,-1.5310527,-0.005509641,-0.8382576,1.8872602,-0.99046844,-1.1270201,-2.3971386,-3.3255353,3.8459377,-3.72351,-0.73281825
SiMa,-3.2878842,-0.9462564,0.5934473,0.62773114,-2.2020545,0.048017606,1.2844507,-1.7138988,3.3542995,-0.9249665,-1.7579579,1.9846671,0.22620133,1.7474442,3.1347208,3.4759228,-2.7733655,2.9602008,0.51079077,3.299578,3.9703457,-0.9978994,0.07051656,0.7539792,-4.412632,-1.6275887,0.99699533,-0.7997643,-1.6278253,-1.1868414,-1.0387204,2.8266385,1.035295,-3.1711664,-0.65002674,0.64002407,0.57957715,2.841787,-1.0741314,2.1043313,-0.34662953,-0.7777614,-0.22912535,3.2873921,0.5004569,-2.9139936,0.23313744,-0.34464604,1.2693392,5.1057463,-3.014024,3.4085755,2.8575826,1.1328417,0.45884222,-2.5688736,-0.40500435,0.8228977,-1.1175909,-2.1284153,-0.186872,1.7321609,-0.99305165,1.3410962,-0.1466294,-1.9021723,-1.0626532,-1.4468628,-1.8280557,3.3669157,-3.1201112,-1.1675386,-0.9819306,-1.4270812,-0.7478484,-1.2976686,0.09447821,1.167553,1.353021,-2.086216,0.11688663,0.07218635,-0.46386385,-2.5655854,-1.5082625,0.072216436,-4.6808167,0.9514978,1.3644683,-0.5916112,-1.5764613,0.04745537,1.6749625,-1.5626051,2.3261604,-2.4422297,-1.3164183,-0.45793778,-0.3557194,3.1590466,-3.5410826,-2.69796,-0.15838549,-0.82654417,1.6217599,0.91392726,3.6055322,-1.5407197,-0.84631944,-0.8186518,-0.9261319,0.5972681,-0.027112022,3.2217932,1.4962411,-1.4625455,-1.32982,-4.1113844,3.902519,1.0753852,-0.64028794,2.4400804,4.0067086,-4.4268284,-0.79117197,0.68643016
HuH-1,1.334098,0.60424936,-0.5079924,0.41221744,0.8618167,0.64201367,-0.4574392,-3.2574005,0.85532844,1.4014233,2.3142812,2.0501099,0.72545713,-0.79320216,2.4727237,-1.7051963,-0.28817645,0.32412156,-0.18270008,3.1810677,-0.52471775,-1.4260751,-0.5780225,-1.6134238,0.8486087,-0.25758278,-2.0714715,1.5607805,0.7357093,3.3568406,0.6173917,0.65705895,0.49692237,-0.18788016,-0.97911733,-0.9169381,-1.1824765,0.84044063,1.6566379,-4.4441996,0.31306583,-0.3230237,-0.1685594,-1.3703903,1.2526863,0.883509,0.90792197,1.946383,-0.9735724,1.5442334,-1.7127697,2.3762145,-2.5882754,3.2526217,0.40255514,-1.9598199,1.6754587,0.07543351,0.23735619,1.2192956,-0.75490963,-1.061162,-0.45083326,2.1554103,0.51920754,0.08310634,2.6488006,2.2466416,-0.8047038,-0.4213693,-0.970753,-0.7606952,-1.4874804,-0.9395702,1.6491477,0.1310201,3.321324,-1.4430571,1.5456446,1.4452953,0.40572762,0.37810284,0.12115392,-0.07716154,-1.3717049,-2.9904366,-2.4611826,-0.6746483,0.91256356,-1.5686986,-4.21673,2.3107507,-4.4585166,0.0018270016,1.002147,2.394563,-0.3666892,-2.8429928,0.27462628,-2.5704815,-3.3127606,0.739132,0.7924637,1.2159945,1.4466474,-0.7751505,2.6297426,1.3520658,-0.79817057,0.5561355,-0.13839284,-1.5476279,1.9587591,-2.8614337,-3.4408302,-1.6851659,-1.5576929,0.8310148,0.055396587,-1.0199511,-0.17052245,-2.8148186,0.2476549,-1.8792356,-1.0400711,0.07845323
JH-EsoAd1,-1.4539453,1.2017081,0.7405025,1.3128855,1.4766663,1.049936,-0.93957704,-0.45687515,-1.7004877,-0.6300549,-1.2561905,-1.560001,-0.5010072,0.026331864,3.1565328,1.3639759,4.6102605,-3.0666015,-2.2665591,1.2739406,-0.20092124,1.6190819,-0.20679477,0.4448728,1.7856821,-0.4246556,-1.2383993,-0.16161796,4.5614367,0.43623504,1.4310527,-3.425995,-0.29890224,-0.56827074,-0.7795719,0.09898182,-2.5703907,-0.5337422,-0.42334425,-0.75462717,2.7938447,3.5495508,0.9334829,1.9241375,-0.88384205,0.07143642,-1.1988217,-0.46166676,1.273555,-1.7704254,-0.40089008,-3.0108936,-0.15174396,0.73100525,-2.3493035,0.47513184,-0.9852509,-0.6970166,-0.8684886,0.13483375,0.50969815,-1.8796265,-1.1448333,-3.5414293,0.20772398,0.63875484,-3.6965704,-2.7404768,0.67001927,-2.3218565,1.1059384,0.7020561,1.8185768,-0.25535625,-2.8915606,0.9603244,-0.939144,0.5051063,-1.7003031,0.40805227,0.9609451,0.5940675,2.0038023,2.3911963,-2.387476,-1.8919895,1.3888693,-0.3398263,1.8170105,1.9907463,2.3228502,1.2805781,1.762533,-0.40459633,-0.3411494,-0.30721205,3.3128393,1.4129394,0.8579569,0.20760123,2.460336,0.70812875,1.4526815,0.39534125,-1.1531113,-0.56675184,1.3266592,1.6983906,-2.9216561,0.21146917,-1.3158697,-1.0271031,1.9050237,-0.07516001,-0.814725,-0.4097184,1.7615421,-1.350074,1.9830086,-0.81112367,-1.3233005,-0.75919634,-4.467394,2.0694869,-1.7382709,1.2314966
NCI-H2405,2.1244535,-1.0179567,-0.41326714,-0.38647878,2.9360518,2.256983,2.5625875,2.0774808,-2.2604246,0.5020035,3.0989423,-2.547535,-1.9683789,-1.4723809,0.6712945,-1.108772,-0.42502224,0.97515017,-1.2670321,-0.65210843,1.8868433,-1.0227768,-0.52100646,0.084650904,-2.3901744,-1.7006909,2.229981,1.5278312,0.3081385,-0.03499002,-2.7023149,-2.301265,2.1248717,-1.662431,-2.4106798,-0.19103473,-0.7792119,-0.4505832,-1.2274612,-2.5698211,-0.21795934,1.2046114,1.3619673,-2.0940475,1.3487233,0.028651819,0.39467221,-3.0578928,1.775624,3.2932315,-0.61289114,-1.1719247,1.3874487,-0.6488966,-1.6672813,-0.4643425,-0.2880737,0.37294957,1.8190618,1.2113519,-0.3896959,1.4666629,3.9389205,0.034667034,1.8351108,1.418863,2.3743086,-0.4879222,-0.2995439,2.723243,-0.31504926,-3.8496096,-1.8078678,-0.6492942,2.4540281,-0.36940098,-1.3360046,-0.525805,-1.1614116,-1.492814,2.6433694,1.823834,-1.8533322,-0.4973665,-0.79563534,-1.4414432,-2.1995337,1.6586599,0.98088324,3.0920985,-2.091329,-1.1078314,-0.6462993,1.4343209,-1.9840626,0.39499825,0.7548484,-2.0945816,-1.8428644,-1.8409055,-0.625784,-0.6910473,-2.3352842,-0.048122205,-2.6524792,-0.7201988,-0.7631827,-0.95216453,0.56800354,1.685013,2.4116318,-0.38759744,0.9878429,0.11991496,0.574556,0.4179202,1.4012365,0.7346202,-0.96033394,-1.5307071,1.3774712,1.32021,0.66174716,2.1274703,-0.327202,0.3817237
AZ-521,-2.2023206,1.1315753,0.055076472,0.51909983,-0.075840645,-1.7248219,1.1158756,-2.1452813,-0.71570796,-1.7675512,-0.92196417,-1.5396641,1.646207,-0.5642258,-0.2196206,2.6066082,-0.1723609,0.46234727,-0.3313964,-0.6027255,4.1746435,1.323828,-0.30233073,-0.24238762,-2.075961,-2.43763,0.8361758,-1.9478884,-0.5596656,-0.42919397,0.48581615,0.16176519,0.5877995,-0.39338365,-1.7760081,0.82419825,1.561212,-1.4309385,0.9863295,-1.7029973,-0.7742125,-2.0366518,0.99766636,-1.2631263,0.023262016,0.20921166,0.18528658,-1.2803464,-1.1319927,1.5847802,0.42259967,0.6016577,0.594693,0.2505111,2.6822047,-1.6929361,0.014492035,2.2581217,-3.502708,0.89913374,1.1063998,-0.72038513,1.5689859,0.27923703,0.37039036,0.92658824,1.0108458,3.2194958,-1.6978332,2.2675865,1.7530723,0.090707995,1.9185082,1.2375059,1.5918989,-0.27453306,-1.3135704,-0.6282571,0.16818874,-0.79847646,0.19017117,-0.30182025,0.6275951,-0.71915483,0.77370447,0.09681709,0.1322234,-0.13476945,0.08602178,-1.0613763,-0.42501882,-0.09738709,0.9723251,1.7663736,-1.3707974,3.784606,0.90258193,2.992738,0.014555693,1.009846,0.41409284,-0.16872829,1.9736881,1.0056739,2.3345668,-2.0509596,-1.6766078,-0.7904859,1.0300472,-0.55152076,1.4625627,1.3769656,-1.2224808,-1.6157871,3.1623101,-0.74181336,-2.8757434,0.87059987,2.4825702,-1.1239591,-1.2379797,-0.22676867,2.3067212,-0.77649367,0.8898197,0.75834614
SNG-M,2.8381796,2.3784583,-1.076879,-0.08096388,0.9309145,-0.050497163,-2.9960985,1.6044319,-2.3131163,-1.0464658,0.2168363,1.6195935,0.45269638,-2.8904564,-0.028321669,0.7065122,-0.17008898,0.05258487,-1.8091832,-2.0202212,1.7111315,0.353226,0.5627226,0.77305895,-1.4653357,-0.25221166,2.3603382,0.2892248,2.4012592,0.8162932,-1.5936846,-1.0924433,-0.08161802,-0.34347668,-1.3897266,1.6871189,-1.0244405,-0.42822355,-0.43852353,-3.2810402,-0.38513172,0.4334234,0.81099683,-0.94324327,-2.305571,0.36113393,-1.0360724,0.8850124,-2.89994,0.084017694,1.5303113,-1.8103203,2.2276547,-1.0181108,1.2112004,-2.9309585,0.8137733,0.53763103,-0.4064642,-1.2374828,1.9168463,-0.31226245,0.7011189,1.8438501,1.4575306,0.37967107,-0.046499997,2.194371,0.3565135,1.4798355,3.0059695,1.9502183,-0.24049439,0.5408946,0.33517754,-1.9757694,0.5561225,-3.2049289,-0.80185485,-1.4707539,-0.16848266,-1.4503758,0.16179308,1.6775813,2.176084,-0.4689662,0.48973006,-0.7953989,0.43231884,1.4415504,-0.72312045,0.6831208,2.140928,-0.23320441,2.832902,1.3105277,-0.6637781,4.610843,-2.0021286,2.1692648,-0.65802735,1.0910361,-0.512435,1.9357582,-2.0507147,-2.071526,-1.3408386,1.1923076,-0.82692254,-1.2522134,-0.8067975,1.2514051,-2.818152,-0.64326286,0.6862065,-3.7213602,-2.5243504,1.393665,-0.3378392,-1.957449,-3.0598223,-0.9009002,-2.064543,-0.36116278,-0.3247877,0.9563507
TE-9,-0.22477566,-1.2957348,-0.809138,1.2157705,2.267753,-1.1205871,-1.0371696,2.044984,-2.25425,0.2576621,-0.29828212,1.0623858,-2.1336014,-1.2801089,-0.41915715,0.6876439,-3.2768626,2.0332313,1.0004778,0.14243147,-1.5663711,-0.77991605,-2.4641836,-1.571679,2.8368664,0.29303247,-1.1866995,1.4707636,2.0695302,-0.8036647,-0.33710667,-2.5508904,-0.6600898,-0.35957465,2.5049427,-0.66305393,0.47825584,0.6094438,-1.850847,0.12278348,1.3880388,-1.2087511,-2.4562511,0.5227595,-1.2207046,-0.40033177,-0.8012972,-0.24206284,-3.1449897,-1.6434983,-0.57824516,1.168494,-0.41435745,-1.5090714,1.3112897,1.9681064,0.89225733,0.45154664,0.09033742,0.23633577,-0.1767379,-0.20020568,-0.6346662,2.5278482,0.5332743,-0.4368306,-1.07589,0.11384342,-0.55856067,1.5691676,3.1569,-0.7017838,-0.5673479,-0.27286822,0.31515896,0.89030486,1.7506881,1.4865174,0.18012097,1.3448772,-0.7166734,2.56761,-0.79721785,0.4660566,1.9030391,1.9248881,0.58058554,0.67977524,-2.2603323,-2.4392335,-0.7460402,-0.52723885,1.0462221,0.58212006,-1.5113877,1.5159001,0.21594328,0.8393219,-1.0384811,-0.096055195,-2.0055933,-0.89641213,0.936112,-0.112828135,2.0414698,-0.4392418,-0.37911475,-2.5732858,1.5300603,0.83461666,1.9725578,-2.0170588,-1.3949327,-0.6885625,-0.18051836,-0.33271202,-0.68962514,1.0259439,-0.9473394,0.3048234,1.4697042,-0.8315911,-1.5273062,0.30089304,0.29857114,1.1371411
HTK-,-0.8242678,-0.48695114,-0.19450447,0.10936748,-0.7881683,0.07866135,3.4642577,0.93677443,-0.54997814,-3.2710032,-1.6775415,-0.984766,-1.2154579,-0.500108,-1.3673733,-0.05804403,0.4969089,-1.3066922,1.8734517,1.3208767,1.3446753,0.9988229,-1.9776402,1.669519,-2.898085,-1.3725647,1.3469962,-0.54355687,-3.0788796,-1.205724,-0.8650085,-0.6023729,-1.252479,0.5171176,-1.9257671,0.37558377,-0.6820225,0.1066211,-1.5002602,-1.1228507,-1.8506161,-1.4119539,0.010475818,0.74616665,2.6410055,-1.0248635,2.584989,-2.9912446,2.141132,-1.2311337,-1.137215,-1.48662,-1.9330527,1.1498258,-0.23755093,-2.8140352,-0.98852235,1.1571975,0.47718978,0.61920875,-2.0194597,0.7463954,0.2289759,-0.7356078,0.31036058,-0.33128244,-0.5704504,2.409008,0.80902857,-1.895999,-0.9087972,1.6108369,-2.7295232,0.0008142758,0.59670544,-1.695592,-1.7398734,0.8585579,0.18676232,-0.37781575,-0.5616472,-0.7341754,4.891399,0.5556717,-2.4604075,0.14076014,1.7439959,0.05332751,-1.7271287,-0.21156687,1.224082,-0.6565274,0.09638373,0.47152865,-2.2505383,0.9029101,-1.0501919,-1.274199,1.1151605,2.0965958,-0.026684418,-0.24393256,1.9324282,-0.10455214,-1.4830749,2.8006132,-1.240579,4.9633694,-1.4807631,-0.9401112,1.2238739,1.0154389,0.17024134,2.8225565,4.7914724,-0.39372903,1.1208133,-1.6477373,0.53977567,1.2891067,-2.0886128,-0.12575336,1.2757746,1.289242,1.0750701,-2.001607
HCC827 GR5,0.7769326,0.81692946,0.94338894,2.4411757,-1.2976807,1.3726548,1.4708041,-1.569619,-2.3842607,-0.62736833,-1.1070583,-2.0517807,-0.14268075,-0.46818715,1.3696407,-2.3642473,1.3860904,-2.015247,-1.3496757,1.4794999,-2.394868,-0.07523336,-0.7977194,2.7052033,-2.249932,-0.82486117,-0.06308204,4.2472253,2.2551079,1.1358143,1.6967108,-2.7232416,0.66335094,-1.623811,-0.47211942,-2.600883,-0.5886838,1.3401632,-1.1453223,-2.3218257,3.3321052,1.8835772,0.42085147,0.30444506,1.5453027,0.5068711,2.47721,-2.2357843,-2.7077365,-2.1361578,-1.5787936,-3.7601573,-0.045168865,1.1463361,-1.591152,-0.79780775,0.49308836,-1.0078368,0.68381596,4.574376,0.014785551,0.7369918,-1.441932,-3.5839345,-2.3173819,-0.9076974,-3.2378483,-3.3716838,3.2541673,-1.8518363,1.9673153,-1.9357945,3.1070023,1.0701371,-1.766597,-2.026941,1.4122227,-1.0166283,-2.6832778,1.5706943,5.4604273,-1.5273616,0.46740285,2.7485113,0.93037,-3.2229736,1.7336217,-1.7009978,1.2025789,3.001888,4.4202724,1.5920774,-1.3947841,-1.4637153,0.64564097,2.9825146,2.2789652,-2.1065836,-0.011682205,-1.4313732,0.75097615,1.2462559,0.27337414,-2.1152053,-2.35557,-0.321885,-0.8125919,-1.1475701,-1.4574685,1.7535024,-2.3956294,0.4134957,-1.0822341,1.706263,0.35024202,-1.5281864,1.4497532,-1.2339282,3.5582814,-2.274439,0.23221704,-0.46524727,-6.2121716,6.519177,-0.22573505,1.7012097
