,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53
MKN1,-2.245478,0.9164176,-0.61474746,1.5597615,2.2976892,-0.099521235,-0.6543094,0.24362665,1.0283537,0.58765894,0.39095685,-1.9441468,-0.5334396,0.45202944,0.10196431,-0.70423037,0.29692465,0.05794125,-0.19632141,-0.30672684,0.8071524,-0.22937432,0.3771596,0.5285907,0.7644859,0.88311577,-0.9808707,-1.2721853,-0.017130055,0.59247315,0.25525117,-0.37999657,-2.222467,2.5510445,0.27371284,0.9976815,3.3660583,0.3560921,1.3756778,0.0015725978,0.47413707,0.09385091,1.4073813,-0.5710305,1.5273161,-0.05841557,-3.437835,-0.038311787,-1.419219,0.74884146,-2.1212196,1.6426274,-1.4483478,0.27552038
ZR-75-30,0.7866682,-0.5448429,-1.7609211,-0.29912764,-0.7359336,-0.47025448,-1.4087164,0.62256795,0.3461705,0.82063013,0.49084944,-2.0955002,-0.03295183,0.43897846,-2.1848874,-0.53257644,2.1568735,0.44925535,0.45223585,-0.14112733,-1.2668865,-0.2984044,3.1355987,0.7396327,-1.2935804,-1.0094503,2.8443034,2.4154003,-0.5387468,0.38508922,0.82810605,1.1150206,1.0059513,-0.54430604,-0.38587278,-1.1624315,-2.6579945,0.08048786,-1.2998652,-0.017415546,-0.56122184,0.59440076,-2.3661861,0.17651877,-0.06385571,-1.8762488,1.1828865,0.17831728,1.3275678,-0.15624477,0.6589545,-0.6420741,1.0060095,-0.45125663
NCI-H2106,0.403053,-1.2879522,0.14087951,-0.9851501,-2.6077857,2.5015833,0.016973402,1.188153,1.6266651,-3.3876097,0.48156685,-0.579412,0.3118825,0.5385689,0.7664004,0.38187853,-2.6345558,0.97137326,1.3697199,1.5054184,-1.098314,-1.8466475,-0.45599177,0.7247405,0.31077608,-2.3059235,-0.324886,-0.62124586,-0.9772551,-0.56467646,0.20763105,0.32494822,-1.6153733,0.008910269,-1.2921703,0.8337711,1.8863668,1.1513743,0.06357714,-0.061339337,1.7879015,0.6509874,2.2903554,0.5926554,-2.0827782,1.3431796,-0.8581798,0.38357902,-0.09195532,-1.5392421,-0.6389237,0.5475364,0.43274677,-1.4508362
CAL-51,-1.1208408,0.9203136,-1.8172686,0.8102747,0.7790218,1.6757724,0.97967947,1.121293,0.9362626,-1.0849898,0.09307912,0.028186321,0.06542312,2.2280722,-0.23110697,2.544247,-2.7761226,-1.0424201,-1.1037942,1.2635098,1.7235411,-1.4587443,-0.8976839,1.2776018,-0.032397695,-0.862821,-0.8925642,-0.8650373,-0.26653972,-0.5633581,0.79609275,-0.30619437,-3.2416363,-0.6729826,0.25512928,0.4954568,1.459928,-1.1550361,0.75033194,1.8657767,0.5593586,-1.0701996,0.4311065,0.13463998,-1.714881,3.0094051,-0.85093963,0.8027669,-0.25089633,-0.8069181,-2.447264,-0.35093975,-0.44789723,0.10208878
HCC70,-0.9893888,-0.08743948,-0.37167275,-0.99081594,2.1749153,-0.24185349,1.625016,-1.368124,1.2503166,0.20477718,1.2657173,-0.38284218,-0.93398607,0.23948677,-1.5067886,1.0238324,-2.652531,-0.92527497,-3.8509908,-1.0926397,-0.4398045,-1.9437104,-2.875714,-0.19204931,-0.32130402,1.2001216,0.21120068,-0.24251956,-1.2329371,-1.4740639,-0.5134408,0.028300345,2.1874719,1.0006925,0.5602977,1.871224,-0.8840842,0.69442505,0.3767614,1.1993662,0.7556257,0.47370073,-2.2741292,-1.9797758,-0.15209076,3.9794672,-1.5592993,0.30509898,0.918386,1.1124521,-0.93233925,-1.4159304,0.5768245,1.4908378
EFO-27,0.61135334,0.19341174,-0.09119378,0.53006107,-0.32368398,-0.5181061,-0.78875804,0.017976778,-0.4714805,0.60682964,-1.012536,-0.24387984,0.46844757,-0.5478611,0.3441134,-0.42563337,1.4918859,0.28570226,1.3344145,0.46850753,0.05666753,1.0422661,1.6849524,0.18280222,0.39606437,-0.48875415,-0.29392636,0.17469718,0.25362176,1.0020149,0.0050619217,0.08519371,-0.8890804,-0.29506928,0.50471115,0.803114,-0.18436211,0.2346986,0.051758394,-0.29514277,0.028308813,-0.8050872,0.80322605,0.52051556,-0.1607258,-1.9287218,0.3251027,-0.8141219,-0.6662454,0.035329785,0.089855984,0.35865366,-0.6643885,0.018160999
NCI-H1963,0.36055973,0.609791,-1.6484289,-0.37437764,-0.5037246,0.1230979,-1.8076018,1.2565591,-0.09104152,1.2627432,-0.18495889,-1.4091566,0.15786341,0.9131893,-1.6751014,-1.1436062,2.376235,0.441589,0.40248314,0.18734,-0.6172411,-0.38450247,2.3399422,0.43014303,-1.54292,-1.0790468,2.2681894,2.6386323,-0.6426868,1.1571771,0.9092337,1.5722861,0.3132053,-0.24967676,-0.29730138,-0.6738663,-2.8185086,-0.8478769,-0.79662514,0.7561588,-0.7956559,0.4468588,-2.6870997,0.80039763,0.17440009,-2.2755244,1.2763342,-0.45289844,0.81424063,0.17770478,0.5837736,-0.32704028,0.49098653,-0.34790313
Hs 852.T,0.6969196,-2.051394,-0.007747424,-0.23797692,-0.7871194,-0.7857758,0.23933652,-0.53931475,0.77335185,1.0745312,0.56978863,-1.3144398,-0.015938684,0.6985289,-1.0501028,-0.24216019,1.879746,0.07446137,-0.015607949,-0.37692642,-0.05494779,-1.060092,2.321706,0.51884747,-0.24107105,-0.18197986,1.7683427,0.9203189,0.42937762,-0.12202921,-0.3678059,-0.35994995,1.7682077,0.4251215,-0.6342321,1.1616417,-1.8212186,0.475744,-1.2493693,-1.6316588,-1.8698916,0.88141763,-0.01704309,-0.8127118,-0.16114002,-1.6933378,0.9225319,-0.0140334815,1.1258513,-0.25421596,-0.047498856,-2.286942,1.1969792,-1.0187799
COV504,-2.2733893,-0.20147572,0.9072736,1.360675,-0.29688403,0.6191168,-0.21832964,-0.64285964,-2.0042124,-0.8493173,2.9476383,0.45231187,-1.7023674,0.14086953,0.18417883,0.2512498,-1.3099959,0.14981419,0.8609506,-1.3488901,0.057042465,-0.33682746,-2.3213556,-0.28439137,-1.8777474,0.7292079,-1.9449717,-0.27470258,-2.2697961,-0.37042746,0.4214734,-0.532153,-0.5240714,0.45990232,-1.9132845,-0.2503121,1.310457,-0.089044824,-0.3237567,-0.43444553,0.25884718,1.4424504,0.09994064,-0.37726486,1.793277,1.8955141,1.2427701,1.4551165,-0.31389964,1.0790094,2.601398,1.4691179,0.20851359,-1.7785238
SNU-1077,1.0555173,-0.2686331,0.31247705,-0.41553015,-0.95599663,0.17967612,-0.52335095,-0.11209262,0.24511836,0.426409,-1.2782557,-0.011521242,0.97139204,-0.051401213,0.3393271,0.21911022,1.5518038,-0.0136901885,1.0101942,0.7488824,-0.093154535,1.0890894,1.2712033,0.29808828,0.45438847,-0.42436364,-0.031033427,0.670938,0.5746281,0.24794492,0.16226068,0.4103701,0.010405026,-0.58428293,0.22264622,-0.37357855,-1.0622971,-0.028369047,-0.65622294,-0.8850555,-0.4667976,0.25144398,0.8815326,0.5433476,-1.2202379,-1.6883796,0.53010267,-0.36319286,0.0073233265,-0.2899562,0.2505187,-0.25216508,0.10451472,0.15949875
1321N1,3.3006146,0.6715788,0.44762954,1.9616619,5.100052,-5.829917,3.6462576,-3.5557575,0.6070835,1.554327,-1.7825875,-0.9803773,-1.753504,-2.345573,5.5293474,3.192734,-0.8813479,0.2223331,-1.7297367,-1.5151927,3.1052434,0.9982718,-0.14932369,-2.1892948,0.959185,5.0901675,-0.78198415,-3.2634563,3.546598,-1.7925584,-3.7760377,-2.571939,-2.680907,-4.0744343,3.448426,-2.704287,2.782202,-2.9700463,-0.73995394,2.0617402,1.7915233,-6.8048024,-0.46536916,-0.5630737,-0.06643635,4.48131,-1.4665169,2.9901748,-1.5393873,0.043448,-3.657511,-0.88887054,0.38853627,5.4531994
NCI-H596,-0.2620881,-0.5041962,0.71140206,-0.64804584,0.08032732,-1.6683868,0.4090258,-2.381127,-0.6665659,-0.35069767,2.96843,1.2814968,-1.0624223,-1.9744457,2.0836785,-0.7791936,-0.49400678,1.7037108,1.7344449,0.1292576,-2.2712579,1.8585206,-1.8039933,-1.6319511,0.19956969,1.0714718,0.45943075,0.38627884,-1.2364116,-0.2330038,-0.9176171,0.005404815,2.4479952,0.17712483,-2.2091794,-0.9653864,-1.2969761,1.9366524,0.78432274,-1.4310147,1.2246451,1.60885,0.10581039,-1.7757866,1.5166175,1.0610653,0.57667714,-1.1182867,0.08740173,0.8861497,2.5583389,1.2706543,-0.21999624,-0.8632455
SBC-5,-4.1461864,1.7887657,0.24443243,2.2687283,1.6343111,2.123784,1.2989352,-0.3993474,-2.3296933,-1.59584,0.81486756,-0.56814474,1.0612508,-2.1358163,-1.2547112,-1.8315792,0.8884837,-0.76456386,-1.9891299,-2.7351213,0.770438,0.49596357,-2.7373674,-2.0505,1.7204956,0.23569205,0.56231076,-1.0439928,-0.7386683,-0.7912927,1.0987539,2.5255601,2.310937,1.5293108,-0.30963928,2.3242261,0.99150705,-0.3288749,0.73216534,-1.374632,-0.76735383,2.3363764,-2.0128472,-0.96995145,3.0761938,0.9293447,0.09203137,2.4981766,-0.022298202,1.4339285,0.31116533,-1.4131303,-1.2369889,-0.21187639
IM95,0.6079993,-1.3055829,-0.019487284,-0.16632134,-0.9074063,-0.15675819,-0.77676564,-0.30942032,-0.1630402,0.6144504,-0.5772136,-1.073074,0.73329544,-0.82846797,0.40191925,0.71297514,0.4767238,-0.12687695,0.5002648,1.484012,-1.343329,1.7539073,2.4137974,0.9301907,0.7313076,-0.32472602,0.6304154,1.0670013,-0.15017569,-0.101594746,0.8854033,-0.04836026,0.748789,-0.20923647,0.15969048,-0.57371235,-0.8020467,1.1684731,-0.28586474,-1.7009065,0.18044752,1.1066419,0.6472483,-0.5659132,-0.675477,-1.5258169,0.44901246,-1.1568122,0.8962355,0.23315503,0.7893124,-0.21301226,-0.027363058,-0.19257881
SNU-503,1.0865192,-0.4971676,0.22047533,-0.40102252,-0.9900271,0.15941367,-1.0186387,-0.14255723,0.1976445,1.0151193,-1.4287136,0.018744785,0.89097786,0.26617277,0.47042918,-0.048921004,1.3293175,0.23414342,1.0236387,0.2345357,-0.12880711,1.0635192,1.2503651,0.20812869,0.48839763,-0.44457084,0.18950784,0.882311,-0.09795512,0.29447508,0.11434993,0.11379899,0.1823709,-0.5984012,0.13644229,0.09873549,-1.2262434,0.06640859,-0.6054262,-0.81778866,-0.44177037,-0.71156174,0.9432403,0.52425754,-0.95295143,-1.7581241,0.61583203,-0.9945401,0.007752074,-0.3113883,0.31100637,-0.36516005,0.09881076,-0.011028558
NALM-1,0.9561,-0.10484341,0.4766612,-0.25637537,-0.7529916,0.20082803,-1.4553921,-0.1918119,0.1206296,0.11525014,-1.3620241,0.029286947,1.1660287,-0.34685603,0.31495002,0.059539285,1.4550574,0.10917576,0.15969467,0.6600712,0.0022595748,1.1178848,1.2303196,0.24667169,0.5596646,-0.7306552,0.37783653,0.45640737,0.23280713,0.28467548,0.14639893,-0.20614135,0.18133217,-0.5190945,0.036897376,0.81197095,-1.0446144,0.1290261,-0.46772295,-0.87935483,-0.43471438,0.005385466,1.0101012,0.38521346,-0.9504502,-1.8392448,0.54015493,-0.836198,0.07092595,-0.28795326,0.26464054,-0.26336622,-0.030455858,0.19580355
HEC-1-A,1.2524246,-1.0993292,2.0138898,0.16524646,-2.3797543,-0.20171636,-0.29941583,-1.5174226,0.28367323,-1.5510087,-0.2747339,-0.14475787,0.70843935,-0.9773004,3.590225,0.55747724,-1.077394,1.7490941,0.34859878,-0.17655528,-0.6237103,1.0960156,0.32009357,-0.12792997,0.4525217,1.4336425,0.26317802,0.096205235,-0.34346557,-2.4027681,-1.167388,-0.21562758,-0.22074407,-2.7151835,-1.1495774,0.34548593,-0.32423237,-0.2555037,0.15743482,-1.9108744,-1.3707478,0.050492633,1.4132965,0.06632746,-1.2514876,-0.73079646,0.36400986,-0.14222915,0.33537948,-1.0039047,1.7425888,-0.118016794,0.115778804,0.8311595
HCC1569,-3.8972104,3.1053815,-1.1585916,3.4655092,4.5487404,0.84424925,0.69124097,-0.9647864,-1.9008083,0.9887563,1.2890818,-2.1936252,-1.1122559,0.51058686,-1.6924717,1.3779293,0.33382016,-1.5893272,-2.8877246,-0.68882656,1.4065789,1.2962584,-1.9620186,-0.7107072,-0.8640256,1.1177132,-0.28251362,-0.59013534,-1.3174009,-0.81873465,1.0553995,0.321753,-1.7481354,0.5133948,0.7336099,-0.14805108,0.6836696,-1.6313277,0.30156735,2.3039727,-0.32199475,0.20762691,-2.153938,-0.8419981,3.1327734,3.0144162,-1.932941,1.0883712,-1.5053973,1.9404378,-0.32904565,0.6882095,-1.8608124,1.9989058
NCI-H1694,-2.0109458,1.1594522,-0.93836755,1.589389,1.7393124,0.02428279,0.47769192,0.6085317,-1.6900152,0.13837025,0.26038542,1.2273821,-0.07008926,0.33172518,-0.54510623,0.62491375,-0.026691904,-0.8604884,-0.866189,0.3313241,2.5684435,-0.75355935,-1.4647387,0.3171111,-0.23904951,-1.144223,-1.3492182,-1.5050372,-0.9514797,1.0946612,0.9639416,-1.1647304,-0.58254516,0.7896807,-0.022281762,1.7698134,0.63130295,-0.8451632,-0.2848794,0.8782388,0.500148,-0.8594195,0.40026784,-0.6554287,2.0225096,3.0724816,1.4640695,0.6974672,0.69720906,-0.16008529,-0.57820094,-0.107229516,-0.6084349,-1.1753278
SNU-1040,1.0245899,0.04475388,-0.2200333,-0.0011874137,-0.39804396,-0.50025,-0.78929204,0.26456177,0.13554277,-0.07473281,-1.0575781,-0.25333387,0.74067646,-0.1805121,0.19485632,-0.5430325,1.7049494,0.44033933,1.166578,0.1448833,-0.3211839,1.012389,1.4353893,0.13663703,0.085374765,0.068666466,0.37243873,0.39659464,0.5653027,1.0947613,-0.17671138,0.48500073,-0.95592505,-0.35559937,0.42659846,-0.8510079,-0.2527733,-0.14820874,-0.015864272,0.21063352,-0.12487841,-0.71941656,0.34751758,0.87429017,-0.19285837,-2.242954,0.10320769,-0.5811413,-0.9853079,0.16815013,-0.16314979,-0.11435932,-0.6943861,0.08253339
BV-173,-0.31174955,-1.2640257,-0.85941726,-0.2794913,-0.08651569,1.3499409,-0.7341426,-0.6102584,-0.0510882,0.7826635,-0.043390617,0.3845159,1.0393764,0.74110746,-0.91928613,0.42895445,1.6741763,0.0871588,0.78068495,-0.21016392,0.3228345,0.39024788,0.7761404,-0.19434716,0.38589534,0.117038615,0.7301017,0.8121997,-0.88907623,0.3598507,-0.062447693,0.7674971,0.33925763,-0.20266393,0.38302878,0.62308073,-1.3757457,-0.90543807,-0.07093814,-0.88787735,-1.4450461,-0.26395303,-0.40294057,0.30182993,-1.2959509,-2.180156,0.7896866,1.0444994,0.12740582,-0.004258751,-0.26972404,-1.5958124,0.7225918,-1.1784605
SUP-T1,0.29783767,-0.19388354,0.35102528,0.15954837,-1.0582739,0.591223,-0.9922891,0.3162036,-0.5503819,0.49092633,-1.1429645,-0.5468575,0.77593714,-0.22678721,-0.05686094,-0.06587126,0.6613027,-0.26242763,0.7239219,1.1084108,-0.45370683,1.3085272,1.6125036,0.07749606,0.7206396,-0.79365176,0.4215901,0.5296232,-0.7112824,-0.09232624,0.68883187,0.37181932,0.24157082,-0.41409278,-0.019702952,0.022849567,-0.8507978,0.51702166,0.15740258,-1.2690039,-0.39503843,0.94132257,0.4192321,-0.16977048,-0.9363818,-1.8572112,-0.058242552,-0.8681297,0.44876286,-0.20583078,0.56611913,-0.0167902,-0.34347647,0.25984988
NCI-H650,-2.7910106,0.019863501,-0.8295197,0.8276611,-1.0519316,1.2981986,0.116329655,1.7604032,-0.74074227,-2.288692,0.94014263,-2.1591907,0.7018978,-1.5375696,-0.42124212,0.2842607,-1.377029,-0.64772266,-0.47333223,-0.1990144,0.8367395,-0.33304888,2.2639585,2.3165107,0.4119124,-0.7076088,2.3313012,0.18939352,0.14603133,-0.86921084,2.5842278,1.103313,0.89647394,0.7224907,-1.3259716,1.5915048,1.576924,0.9290614,1.0042844,-2.233477,-0.113503784,3.4782717,-1.2404026,-0.51910025,2.3586092,0.73984015,0.49041295,1.073468,2.243625,-0.058226734,0.90976745,-0.7252985,-0.58001506,-1.8177402
GA-10,0.8427225,-0.53892314,0.82079345,-0.24451315,-1.0775967,-0.20844583,-0.62155765,0.66437083,0.38354716,0.6417536,-1.3849204,-0.24869172,0.3212916,0.71270984,-0.10282527,-1.4005082,0.98899627,0.3300268,-0.23861217,-0.26960227,0.10623959,0.11173735,0.9978132,0.08307229,-0.16853002,-0.7563165,0.1051781,0.6905783,0.08631998,0.4502058,-0.45832765,-0.012597963,0.25981522,-0.24820423,-0.46456307,0.25992268,-1.7112808,0.032864306,0.093918405,-0.11068789,-1.4273885,0.31422794,0.5857837,0.13639255,-0.5924504,-1.7304987,0.26504806,-1.6726228,0.4154627,-0.24430709,0.23008302,-0.5667988,-0.33391282,0.5009339
Panc 02.13,0.025730511,0.35487545,-2.1898484,0.06744857,3.3936791,-2.6970663,1.5511609,-0.6032975,0.9285161,2.4586043,0.5742623,0.2024602,-0.6892828,-0.79778063,-2.1266248,1.4712522,-0.23584068,-0.7005308,-2.9712756,1.8507658,2.0051622,-1.436809,-1.1050904,0.14611262,0.41432914,0.11759154,0.94317305,-1.3724993,1.4688331,-0.20432892,-0.75089025,-1.026792,3.0544817,0.5598909,1.1715147,-0.386935,-1.2922689,0.17814867,-0.48462957,1.4015434,0.44562936,-1.0236344,-2.2768695,-3.0972347,2.3295033,4.533929,-0.78706527,0.37105656,3.1718335,0.053023454,-1.9900806,-1.8017737,0.10347168,1.3142319
KLM-1,-0.9637576,-0.36399072,-0.18642631,1.2003868,2.4087229,-0.11750346,-0.16618824,-0.015716039,0.10931741,-0.023214992,-0.31705987,-0.001964835,-0.13398257,0.25320482,-1.0350963,-0.7670013,2.5853453,-0.84122497,-0.31257114,0.58964384,1.4723814,-1.9774348,1.3818973,1.0561941,1.0983154,-0.44145346,-0.36583167,-2.0456798,0.7829584,2.7904148,0.3558949,0.08095041,0.8671375,2.317687,1.9404159,2.3772407,1.2480533,0.8304829,-0.77717394,0.52484185,1.0855695,-1.9859899,0.74226034,0.9915419,2.1917982,-1.407839,0.18996862,1.0767679,0.13153939,-0.7572817,-2.9095695,-2.6952505,0.15666786,-1.206504
IGR-37,0.9233415,-0.1086189,0.0578309,0.1395328,-0.23809648,-0.5840819,-0.7925545,-1.2076973,0.06612864,0.27669805,0.23955232,0.01582025,1.5615673,-0.69061065,1.0941947,-0.3742591,1.9058521,0.7799337,1.1810241,1.4523306,-1.2598549,2.249964,0.14954738,-0.31733897,-0.48497632,0.18706693,0.6596183,1.1046593,-0.77610314,0.4341292,-0.7634746,0.8392715,1.3696527,-0.44265622,-0.6033677,-0.2759958,-2.0808752,0.44254747,-1.1198002,-0.49755153,0.051505167,0.23957501,0.6239238,-0.34993976,0.3718025,-1.4165859,0.24062563,-0.84357285,-0.6434629,0.06833977,1.3087835,0.20996982,-0.50927067,0.4532419
L3.3,1.862113,2.7322838,3.5439079,-1.5029484,1.7009311,0.28056222,2.9061332,-1.9878496,2.7191758,-3.6412804,0.124449015,0.4058338,-0.9203362,0.3618012,-1.058571,-4.837007,0.091383316,2.0531268,-1.2296412,-4.6100206,0.3629598,-5.5242043,-5.995431,-4.8213835,-3.0228462,2.8052278,1.9352058,-0.26703402,2.5369418,-3.4989872,-2.7102087,1.5406213,-0.16716546,0.9325493,-0.64656156,1.7615664,1.904525,-3.0927677,-2.7887046,3.3568294,-1.3349266,-1.2029142,-4.335676,0.6752446,-0.060998425,3.2840214,-1.7064506,4.4407096,-2.1992784,-0.9919752,-1.0191131,-0.9083102,3.5066335,2.0787978
RKN,0.73946023,1.7390642,-1.4206084,0.14679259,5.3740087,-4.267836,6.858397,0.48250377,-2.5053546,0.9085469,-2.5892782,3.344739,-1.6231925,-3.681613,-1.3377677,3.367876,-2.6994734,-5.5539556,-4.1536036,-0.64245415,3.6007361,-0.307048,-4.377725,-3.5443225,3.1881318,2.8413422,-4.5149536,-5.148556,5.304437,0.69687754,-2.128269,-2.9360707,-0.86564165,1.6077965,6.499195,-5.7652407,6.428689,-1.8128812,1.0835413,3.163871,3.1670387,-3.2948008,-1.5430225,-1.51043,-0.053627074,6.9103627,-1.3771611,3.690577,0.3006568,2.999868,-4.96488,0.32901257,1.1221422,3.7658198
DM-3,0.8965653,-0.057653427,0.39932272,-0.4374421,-0.7368074,0.2994482,-0.65204036,-0.19134668,0.52785707,0.21432254,-0.8132862,0.102933034,0.9125625,0.20582907,0.6398132,0.115823306,1.116348,0.38827953,0.01725769,0.5863855,-0.26402462,0.98084825,1.092718,0.52710354,0.34693202,-0.17883122,0.39816552,0.7258536,-0.074744895,0.28402504,0.117703356,0.75187874,0.060419165,-0.49371383,0.12322155,-1.513233,-1.1737287,0.047345966,-0.4658126,-0.68932015,-0.3812853,0.25722682,0.848223,0.5808263,-1.0077239,-1.6285053,0.6687084,-1.3591906,-0.078916304,-0.3294654,0.28976122,-0.18185756,0.015053527,-0.121773735
GOS-3,-1.7626876,1.0882268,-0.12493982,0.8824733,-0.35461023,0.239142,-2.0776975,1.0051404,-3.243309,-0.35913455,-0.49418685,-2.38401,-0.8515879,-1.626563,0.869792,-6.0459704,1.5232444,0.34202784,1.2860147,-5.036214,-0.9720604,-0.98604894,1.9492378,-2.3123813,-3.4828265,1.7880527,-1.2018845,1.994739,-3.2516463,0.298779,1.0257294,2.3701656,-3.924058,-0.41972142,-0.6932368,-0.9708781,1.819463,-2.310886,1.3248208,1.2537073,-2.4710097,0.5690483,-3.917601,0.83689356,0.77658564,-2.2177348,1.230631,3.3123853,-2.371897,1.7423996,4.025613,1.7706854,0.8575705,1.1841294
NCI-H1623,-0.6954292,-0.21071357,1.0851761,0.6946988,-1.2611977,0.22949444,-0.76194006,2.5449965,0.21084668,-0.013838671,-0.40866476,-2.6217594,-0.6898719,0.27031744,-0.9004547,-1.8141307,-0.849546,-0.74722064,-0.2663596,0.75539064,-0.19406062,0.24201635,2.409939,1.3698752,0.050388888,-1.4902631,0.72279394,0.6606515,0.14853315,0.15970549,0.95190656,0.3667056,-0.17901585,0.36618853,-1.0610881,0.002105236,-0.44905856,1.4989506,1.238477,-0.57204044,-1.5120736,2.8323362,0.5762504,-0.58294034,0.7995971,-1.8654889,-1.3925968,-2.5449069,1.035596,-0.061671995,0.89664334,0.2598091,-1.7198664,1.0516618
KMS-28BM,0.52023077,-1.2025213,0.23849718,-0.47271764,-0.66157395,0.753458,-0.8003279,0.8286737,-0.33072,1.3416631,-0.46215168,-0.079842456,-0.7368477,1.4169374,-2.343754,-1.107103,1.4617478,-1.0211749,0.62612,1.2110934,-1.5409279,0.5366511,1.4140494,-0.32859308,0.20715152,-1.9811296,-0.76807266,0.8927016,-0.743431,1.6854309,0.8563234,0.027022123,0.7461198,1.5033147,-0.045213535,-1.6346469,-1.6672454,1.5285442,-0.36606663,-0.31454137,0.02225265,0.41118252,1.3905308,0.22569986,-1.2400886,-2.387361,0.23792018,-2.3768597,0.12953338,0.6344589,0.32908577,0.4949105,0.27046588,0.18661927
23132/87,1.150523,-0.68112075,0.13925391,-0.43714207,-0.8297111,0.19733298,-0.68421745,-0.1223764,0.26564738,0.61711764,-0.7734275,-0.031547617,1.0133444,-0.107741386,0.56742543,-0.025313675,1.394352,0.1483259,0.8349627,0.6100343,-0.24291912,1.1393557,1.304065,0.22492206,0.46786666,-0.2148433,0.3818906,0.29978976,-0.28438145,0.24402487,0.13873681,0.42069453,0.28833795,-0.6049719,0.07563813,0.44500625,-1.0720121,-0.0028382353,-0.64809483,-0.9673396,-0.4797876,-0.2608001,0.90718496,0.52854276,-1.2893416,-1.9703467,0.44583032,-0.590569,0.04725573,-0.2991806,0.32717443,-0.44813222,0.055877343,0.1437059
TUHR10TKB,1.0388575,-0.61523753,0.21246293,-0.39990517,-0.9086954,0.2310538,-0.826056,-0.14637537,0.35263962,0.3768193,-1.6672456,-0.018054934,0.87390137,0.28385127,0.2598828,0.15813388,1.446773,0.095190234,0.7575362,0.47293824,-0.048047703,1.0919147,1.2502968,0.32563883,0.51712596,-0.5129373,0.52601945,0.7551231,-0.31130028,0.23109575,0.16208199,0.6250005,0.10941245,-0.5782086,0.105900206,-0.33521694,-1.2791989,-0.02249159,-0.629541,-0.81951153,-0.4419384,0.419753,0.92364585,0.51748407,-1.2475791,-1.6696807,0.98507243,-1.0526733,0.006075062,-0.30623484,0.26831236,-0.6492809,0.0606321,0.12333152
LS513,-1.0448632,-2.468155,0.5511188,0.46688965,-0.44293374,0.56437135,0.034077823,-0.88948,-0.3850319,1.3637589,0.9575471,-0.9084594,-0.6204418,0.63559026,-0.45356542,-0.59735113,0.5063697,-0.5458576,0.3573137,-0.58358264,-1.1780967,0.9643343,1.255675,-0.9320033,0.6827484,0.4574072,-0.092626184,0.3635575,-1.5073589,-0.19696704,-0.78508216,-0.29289156,1.411705,0.6522508,-0.3772513,0.25838685,-1.3182223,0.80411166,0.8522837,-1.9133987,-1.9932731,1.2955008,0.578737,-1.1706874,-0.76598597,-2.5458863,-0.38065478,-0.8152342,0.4429378,0.98627114,0.7305012,-1.351346,0.052525118,0.2880948
D341 Med,0.38632652,-0.63148403,0.22883293,-0.23991658,-0.46529523,0.2538974,-0.48958668,-0.022051144,0.44118917,1.2113334,-0.48346785,-0.18012474,0.51107645,0.5914969,-0.28277197,-0.38435003,1.5519788,0.076809175,0.17705832,0.023082957,0.131801,0.5287061,1.1109267,0.20038278,0.11626403,-0.22133748,0.824731,0.6997987,0.122379676,0.53116214,-0.21298619,0.3635237,0.5747535,-0.1593656,-0.093140654,0.47443298,-1.7129875,-0.30302882,-0.19520086,-0.5669502,-1.4555354,0.4695854,0.2125545,0.23933078,-0.6524543,-2.1336086,0.504359,-0.60256016,0.098203436,-0.048130337,0.20384288,-0.97185373,0.013132988,0.06067396
