,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
HEL,-1.2544681,0.15006351,1.2169068,0.18001366,2.8977046,0.49906096,-1.5311357,-0.848002,1.3350158,-0.5847721,0.4614871,1.07512,0.11438955,0.3835007,0.072782606,0.29878673,-0.006926148,0.68645895,0.6510334,-1.5384544,-0.10983248,-0.22859138,-1.0051627,0.06697498,0.47677606,-0.48777846,0.10954441,1.3221333,0.46336246,0.014859081,-2.0628843,0.5062301,0.525282,-0.090752006,1.5633123,0.67652136,0.038885877,0.6750972,-1.103237,1.1330919,-1.1980523,0.84303916,-0.15138435,-0.26288843,0.22283663,1.1562366,0.13224953,-1.4654502,-0.96361905,0.82323813,-1.6960782,0.34011164,-0.98459744,-1.2055833,1.8831317,-1.887731,1.4723465,-2.338689,-0.96449125,0.41935286,-0.44349203,-0.75796413,-0.51405543,1.3022467,-1.9629127,-0.5998529,-0.22776274,-0.83985245,1.0597155,-1.1040659,-1.6080141,-1.1211876,-0.8615661,1.8291448,0.35715288,0.44226095,0.30863535,0.36666048,0.8680819,-0.8652377,0.15996885,-1.4396753,-0.7476243,-0.7245158,0.11776785,-0.7198833,-0.10403903,-2.7177012,-0.9635234,-0.51534194,0.30535454,0.22182834,-0.3891986,0.0033154967,1.7692521,-0.3437646,-0.2270158,0.79611254,0.6331768,-0.40218607,1.2528003,1.3317692,-2.9404762,-0.763039,1.4491086,-1.0879017,-0.37650588,-0.025248647,-0.67522407,-1.2678736,0.27511555,0.5689042,-0.9426647,1.4740562,0.062749684,0.5405549,-1.0611411,0.22459194,1.6130933,-0.09425253,-1.8967451,0.047648594,-0.3744426,-0.4472524,2.2190435,-1.2924248,-1.7847317,-1.9425377
Hs 611.T,-0.17295186,-0.06897997,0.3531355,0.46806115,1.1666665,-0.08842932,1.1934094,0.13453269,0.043610577,0.60978884,-0.76820517,0.30586642,0.8249279,0.32112992,-0.15637328,0.4004518,0.5052952,0.06713651,-0.59932613,-1.2633638,0.42945972,0.061456278,-0.21676458,-0.9108157,-0.35404652,0.27160484,-0.8160412,0.20566392,0.12653676,0.16190045,0.7818697,0.62701786,-1.0110849,1.1190604,0.051800936,-0.36347026,0.06075436,-0.3759482,-0.116677165,0.20687322,-0.41796514,-0.38381615,0.7185208,-0.095329866,-0.9805263,0.03758937,0.80960846,-0.4167996,0.33975574,0.83876944,-0.58958435,-0.6403713,-0.68948513,0.20316914,0.40773964,-0.13668302,-0.64069533,-0.7918748,0.2448872,0.3910617,-0.5019957,0.24104068,0.6473634,-0.24682169,-0.5062138,0.44240734,0.067934856,0.3837902,-0.11120753,-0.26294425,-1.6396779,0.02022953,-0.50057846,0.19990733,0.7370383,-0.92447805,-0.61168885,0.51455855,0.537459,-0.25000766,-0.060582,-1.2435058,0.16374968,1.479504,-0.3429635,0.278839,-0.06583096,-0.33059788,-0.56274784,-0.25284612,0.52346283,-0.7824104,-0.23299612,-0.10925378,0.53447825,-0.7236162,-0.9660455,0.0072399564,0.3595091,-0.6696222,-0.3534248,-0.29069328,-0.53245306,-1.0186774,1.0202819,-0.20934412,0.6103625,0.09266192,-0.13692087,0.45639643,-1.9951849,-0.4544328,-0.8609127,-0.015371631,0.46991032,0.30354166,0.008371294,0.5340356,0.050090753,-0.16655934,0.08220139,0.6556461,-0.5054748,-0.14204545,1.4893366,0.08627367,0.15302607,-0.50209254
DFCI024,-0.9585662,0.3555747,1.1754861,-0.16919166,1.3766425,0.028309584,-0.03124924,-0.17045638,0.518672,-0.21251006,-0.9312954,0.10683257,-1.3598598,0.01518234,0.35259333,0.08008685,0.2970356,0.79189736,-0.10589762,-1.2080253,0.4786377,0.93822575,-0.15320043,-0.84193385,-0.103817835,-0.48797876,0.35427186,0.11868437,-0.96345276,-0.11230755,-0.30782264,0.5139059,-0.7415457,0.88999534,-0.66007304,0.20497172,-0.21964172,-0.2599755,-0.46954203,0.47791156,-1.0452429,0.1187988,0.69929326,-0.45207813,-0.5918393,0.7526474,0.08305732,-0.34424254,-0.41489998,0.5892986,-1.0974338,-0.3624995,0.07917924,1.1499884,0.72388506,-0.618102,-0.12610352,-0.5652966,0.65703803,0.5731193,0.11798486,-0.33640787,0.55599207,-0.74924976,0.8632144,-0.009097844,-0.26912898,0.9249982,0.69796735,-0.9715662,-1.0233772,0.558323,1.4534682,0.4474428,0.92458725,-0.75840074,-0.6368153,0.21907888,0.7974648,-0.51123524,0.44755834,-0.57344294,-0.18941426,-0.5398985,-0.52118,-0.29774716,0.059516855,-0.2072649,-0.32016897,-0.042401254,0.39900902,0.6500178,-0.9381737,-0.26096848,1.0417972,-0.88649225,-0.027575828,0.06405847,-0.4593205,0.7971827,0.62549484,0.6718692,-0.51795435,-0.17988808,0.66542006,0.524995,1.0730965,0.8902192,-0.4683159,0.074035645,0.8326441,-0.065752596,-0.9061742,-0.06607332,0.92760444,0.18161029,0.4478376,0.32511288,0.8630027,-0.15637475,-0.09088552,-0.30287826,0.14445235,-0.70881623,0.4150807,-0.4998163,-1.3774359,-0.6462237
F-36P,-0.68917406,0.10647446,1.082798,0.5896815,0.5337475,0.15110318,-0.37581196,-0.06632991,0.43963438,0.010938704,-0.86387235,0.16170447,-0.8640325,0.1896913,0.41461694,0.04814996,-0.47859365,0.7531911,-0.37336946,-1.2178426,0.72486544,0.551643,0.24398923,-1.1133188,-0.01623743,-0.46706033,0.4004434,0.19478506,-0.20161432,-0.075812206,-0.40364298,0.50361615,-0.7089649,-0.017628908,0.059622705,0.03688569,-0.101243824,-0.31728417,-0.5133864,0.74091434,-0.954271,0.143623,1.3788214,-0.49975812,-0.5586633,0.5455663,0.08018913,-0.69943863,-0.13656837,0.5777128,-1.0340836,-0.48325995,-0.0783021,0.9136914,0.49822074,-0.6166735,-0.10870926,-0.6337742,0.44050378,0.29875043,0.45654088,-0.3402682,0.52473897,-0.6089866,0.99310243,0.006730616,-0.18935505,0.73574656,0.7589411,-1.1761781,-0.82035005,0.79332054,1.3847017,0.5650931,0.46815214,-0.52995265,-1.6237916,0.6831455,0.7943525,-0.48298833,0.18235025,-0.5557444,-0.4022726,0.013056453,-0.5076919,-0.13617817,0.08324661,-0.15888742,-0.23414087,-0.8748806,0.13975209,0.6822496,-0.49771938,-0.36063638,1.1544981,-0.20237048,-0.10077326,0.10654199,-0.35835177,0.83061075,-0.83442116,0.67026883,-0.85455024,0.08431882,0.44115153,-0.29442295,0.77480835,0.14993599,-0.45700344,0.074730106,0.13275403,0.032621875,-1.0458844,-0.04660663,0.091736734,0.33726427,0.19531089,0.32320333,0.8074267,-0.16209827,-0.048287958,-0.08556634,0.16366294,-0.69372773,0.49941915,0.055476904,-1.5982807,-1.0202023
SUP-T11,-0.6523156,0.10705894,0.9115548,0.62421095,1.4869486,-0.31189054,-0.6310643,-0.114022374,0.34820953,0.014279991,-0.20709603,0.07312843,-1.1014357,0.05473563,0.36140126,0.1560546,-0.25787568,0.6443287,-0.13194558,-1.1777513,0.46658573,0.5989177,0.56699324,-0.5408563,-0.018956097,0.2247781,0.3143124,0.3625551,0.04016522,0.06590761,0.077100635,0.5087373,-0.8257857,0.6028332,-0.47871962,0.34372494,-0.046974696,-0.29259503,-0.52430844,0.33089805,-0.9647693,0.1078215,1.1060718,-0.32886273,-0.72563946,0.7127582,0.07778966,-0.08011079,-0.33573422,0.59920174,-1.1773704,-0.2640019,0.12558573,0.58150524,0.68810225,-0.6172672,-0.42199358,-0.38439488,0.3492431,0.3363032,1.2981415,-0.31113508,0.5534448,-0.4735799,-0.24549326,0.15606254,-0.14727366,0.5016961,0.7140325,-1.425153,-0.9919451,0.40186638,0.6838399,0.56061846,1.6310382,-0.82567227,-0.15492547,0.43568873,0.7900049,-0.45392293,0.34010378,-0.51397026,0.19349092,-0.034246437,-0.5226415,-0.24969575,0.062469095,-0.09786798,-0.81949484,-0.70252323,0.6109662,0.69862896,-0.53922284,-0.2445117,0.6067552,-0.21626101,-0.039897535,0.09509421,-0.44969696,0.5125059,1.0815336,0.6707643,-1.1194241,0.010900028,0.74655783,-0.007933952,1.3321553,0.21003513,-0.46795014,0.049013644,-0.5900126,-0.21866551,-0.7540757,-0.121254295,0.52752423,0.15840611,0.2863008,0.32748508,0.8353091,-0.15139532,-0.386858,-0.047900014,0.33610028,-0.6560326,0.41647768,-0.49637923,-1.4663589,-1.1130497
LN-308,-0.8082336,0.39356875,0.84693205,0.170373,2.015924,-0.059262022,0.09918846,0.031648986,-0.08126992,-0.25381726,-0.64851403,0.179458,-1.1633402,0.14110771,0.372571,0.21984188,0.10201594,0.96767515,-0.2448541,-1.1895615,0.48354244,0.3687323,-0.48181003,-0.013987958,0.046193503,-0.4124781,0.32976723,0.3281266,-1.2251787,-0.1285694,-0.1366851,0.5153189,-0.7538622,0.82199323,-0.33252043,-0.5491312,-0.25312412,-0.13321815,-0.58007735,0.4596786,-1.1702093,0.20560488,1.1567768,-0.39423394,-0.5837353,0.3739146,0.08260481,-0.5322361,-0.35017475,0.61708313,-1.0688392,0.05815938,-0.15100443,0.5635935,0.5849488,-0.6159194,0.06179622,-0.68655103,0.54762995,0.2818264,0.102140784,-0.32988247,0.56519574,-0.21476494,1.0738194,0.78904146,-0.1293726,0.6272383,0.69988763,-1.3003378,-1.125819,0.6406988,0.05149764,0.65377176,0.45173788,-0.48881912,-0.54759717,0.48418075,0.8000073,-0.4594966,0.30347922,-0.33554518,0.10870284,-0.6315333,-0.5348287,-0.090987846,0.082354486,-0.2868622,-0.16274834,-0.7894834,0.5140878,0.6204643,-0.56348026,-0.14681506,0.7980611,-0.5322265,-0.02282144,-0.25849068,-0.37315747,0.7139159,-0.9103412,0.67308843,-0.7290579,0.1942503,-0.424006,-0.21695471,0.6604593,0.59448534,-0.44245577,0.019530363,-1.4298863,-0.061718658,-0.8786414,-0.047440212,0.4573301,0.088522986,0.44638205,0.29643703,0.8594863,-0.15999636,0.08151738,-0.20478393,0.06954795,-0.6840497,0.60103345,-0.25753394,-1.3187748,-1.1007729
G-361,2.9748747,0.1480315,-0.5124817,2.220233,1.0425164,0.37695056,0.69110453,1.2293744,-1.5854101,2.215345,-2.683045,0.86054707,4.0135427,-0.37596476,-0.24737981,0.68890774,0.78152263,-2.2666607,-1.8772371,-1.3217412,-2.6187134,-0.24472827,-1.7335887,-1.2309042,0.99187154,1.3968397,-2.5266385,1.3411865,1.6650082,0.6821501,0.24097228,-0.5127562,1.3732584,1.6580765,1.5560356,1.5088108,1.1164804,2.2075243,-0.65159315,-1.1326747,0.74760234,-1.2074872,0.08950174,0.1968844,-0.42889783,-0.69420505,-0.7883109,1.2995386,0.092449516,-0.27844286,-0.2584922,-1.1133739,0.13086057,-2.8328824,-2.4132867,0.755044,-1.8605889,-0.999888,-1.0703578,-0.10520114,-0.06932557,-0.49256456,-0.4733009,2.2361772,-0.8633541,0.25504997,-0.31232813,0.5659252,0.0503017,1.278307,-2.6824737,0.6384298,-1.5235251,0.47568205,-1.5944523,-1.098697,2.5917246,-1.2966813,0.3491727,0.8626339,-0.33386415,-4.4499307,-0.76554126,1.9301473,1.2989634,-0.7292575,0.6523998,1.3067576,-1.7707218,-0.23118295,0.055627942,-2.383139,1.5815544,-0.89852536,0.75445455,0.51232314,-2.6024055,1.9814383,1.6148933,-3.894855,2.8200448,0.8395714,-0.3029065,-1.4575518,2.3817198,-1.0753579,-1.9205514,-0.7890904,0.25550494,-1.3315079,-1.9689509,1.9389449,-1.4133573,0.58282685,-1.9823928,2.1999168,-0.63379055,-0.51695853,-1.8495272,-0.7006717,-0.46270528,1.6400903,-3.262162,-0.16438077,0.60439557,-0.23512162,0.54178077,-1.3979473
CAL-120,-1.0631592,-0.10062336,0.96247494,-0.15795273,-1.2981073,0.5574175,-0.29404867,-1.9645804,1.9070781,-2.7481472,1.9646723,1.6509727,0.23297681,-0.86738753,-0.7439594,0.5466717,-2.870166,-0.85207665,1.8301954,-1.0285275,0.32026395,0.50523615,-1.2052295,-0.40471923,3.4271853,-0.013774723,1.2036302,1.5209856,3.3183403,-0.56195056,-2.9639266,1.0122509,2.2515163,-0.14876926,2.3578682,1.3588905,0.20753112,1.9327067,-1.0575119,3.3874772,0.77402765,1.7563593,-3.2093391,2.5608432,4.0612507,2.9059098,-2.0721328,0.66582304,-1.4332693,-3.2309966,-1.3714072,1.4880363,1.0939038,-2.4881768,-0.22340277,-1.2925414,3.6520545,-1.2872769,-1.4770893,-0.780961,-0.69337636,-1.9287416,-3.1183188,1.7290608,-4.417548,-1.4894968,-0.23119287,-2.4076588,1.0410457,0.85296315,1.3730093,-0.7461009,-0.5400344,3.35257,1.0149153,3.834939,1.4130387,-1.2946599,2.2644286,2.3142204,1.702821,0.31121916,-0.8212018,-1.1647589,1.2686377,-2.5085979,-0.22029422,-2.6745903,-0.4748121,0.7930471,-1.9585961,-0.34249365,0.14975353,-1.215977,1.5000873,-1.520189,2.1759443,1.9821539,1.1090739,0.8175845,0.4048417,2.1189013,-0.112205505,1.056889,3.5619812,-2.0557494,0.8049508,0.047471404,-0.9812666,-3.6301305,0.77422774,-0.61607707,-1.9016536,2.965911,-0.09569305,0.57043433,-3.414001,-1.0047328,1.1174265,-0.28486717,-2.5847943,-1.150377,1.1740818,-1.0658408,1.1673192,-2.0223236,-2.515822,-1.2107325
Mono-Mac-1,-0.7782928,0.5529693,0.92062604,0.9290252,0.9027394,-0.15991789,-0.16469754,-0.0862731,0.8604132,0.0050018504,0.09028239,0.16942617,-1.1817447,-0.12378952,0.36485127,0.028667033,0.85627013,0.7415939,-0.8517333,-1.2020061,0.59576255,0.4437761,0.121311724,-1.0197017,-0.06552866,-0.2143872,0.24437936,0.30177855,-0.61231077,0.06584756,-0.08861024,0.51128906,-0.7564685,0.22773704,-0.6789741,-0.03338257,-0.23557264,-0.32850394,-0.55821294,0.68975997,-0.8432111,0.24829736,1.790534,-0.49986878,-0.7486686,0.70529914,0.076871164,-0.26063424,-0.29408252,0.5864392,-1.1247123,-0.69882154,0.0061047105,0.69720215,0.64240324,-0.61349016,-0.16887678,-0.5634343,0.6004192,0.58724433,1.2580302,-0.31586048,0.52696747,-0.28185678,-0.8622941,0.04954371,-0.048780546,0.91416585,0.85834795,-1.34077,-1.262994,0.6989591,-0.13094908,0.4397282,1.0149481,-0.6614527,-0.68804884,0.21018402,0.8042271,-0.46399838,-0.032121062,-0.3667149,-0.4464704,-0.4966712,-0.49777874,0.41373843,0.058323372,-0.20752034,-0.44158155,-0.50029904,0.3184291,0.72882086,-1.4638674,-0.13701311,0.93399334,-0.31508714,-0.093226925,0.10457997,-0.44922858,0.8853585,-0.15661778,0.67262185,-0.83898306,0.20193322,-0.18249968,-0.6204307,1.6704776,1.1012704,-0.43300703,0.06029721,-2.0345454,0.34349567,-0.64223444,-0.0602051,0.25907117,0.31924927,-0.08724961,0.30360875,0.8509145,-0.16513968,0.054188296,0.033949494,0.16888711,-0.6536156,0.6766746,-0.49856642,-1.5407465,-0.8975657
A4/Fukuda,-0.33369464,0.1505449,0.991939,0.82415795,2.3748055,0.68801475,-0.4406119,-0.052623928,0.15456754,0.5827202,-0.38264835,0.07699056,-0.99017733,0.058389887,0.35816246,0.3275202,-0.30880737,0.8492375,-0.52015424,-1.1961361,0.45596635,0.4131571,0.60915834,0.82899874,-0.04187383,0.21775614,0.25140965,0.3540591,0.17920178,-0.0174214,-0.14441143,0.51073635,-0.80132806,0.12619686,-0.4304318,0.122577876,-0.1989496,-0.24156599,-0.50097895,0.53488606,-0.7479004,0.17897823,1.4148303,-0.4876537,-0.67879075,0.465523,0.070469074,-0.3833082,-0.34980488,0.60731393,-1.1333363,-0.12742053,0.0035049985,1.1487119,0.5639564,-0.618322,-0.12940863,-0.6252874,0.34286988,0.38446352,0.33912605,-0.41941047,0.5491655,-0.35978886,-0.49435344,0.49412134,0.16919325,0.47455633,0.5997228,-1.1432374,-1.2184162,0.6028364,1.0839944,0.543994,0.7220653,-0.6430029,-0.7285521,-0.30254313,0.7877292,-0.45528427,-0.108337104,-0.4982485,-0.13307184,-0.7557618,-0.50991577,-0.058059953,0.049547605,-0.18338972,-0.72278786,-1.1749861,0.03497854,0.69969875,-0.26770627,-0.110207066,0.9177763,-0.37025565,0.018839724,-0.13772908,-0.42088118,0.4391886,-0.64386666,0.66603816,-1.173739,-0.47819,0.8797863,-0.049433865,1.0471795,0.7091397,-0.42302158,-0.0067202896,0.72094,0.035209253,-0.95949,-0.04574897,0.8917508,0.24701868,-0.1690006,0.3242606,0.82741946,-0.20175159,-0.061938457,-0.13606086,0.29270726,-0.71210116,0.5391493,-0.775992,-1.1911976,-0.9480393
NCI-H1651,1.6139518,-0.424115,-0.49059117,0.85410565,-2.5128613,0.2630549,2.6608875,0.11342326,-0.22582227,-1.3841106,-0.83229506,1.0787418,3.4339123,-1.8151885,-0.90235955,0.6718561,-3.060895,-3.4248576,0.9979894,-1.1909878,0.6923319,0.49562794,-1.1517535,0.7976627,3.5431635,1.1536772,-0.54526407,0.65349925,3.44362,-0.1585122,-1.0661324,0.99878883,3.8485236,-0.90224135,2.0732853,2.0572982,0.61272234,2.8456573,-1.1343789,1.7987757,1.4611025,0.09453307,-3.8925853,2.528114,4.543471,1.8565145,-3.1192927,2.5127947,-0.7937928,-4.1300006,0.45027548,0.71904725,1.4979012,-1.6014764,-3.458773,0.8601958,1.7474936,0.056637727,-2.3641815,-1.1586075,-2.2265508,-1.3144115,-3.5730152,2.8126864,-2.3902645,-0.6585802,-0.54874194,-2.686503,0.013970006,2.155291,2.4393234,0.13908893,-1.0623338,1.6504035,-1.095801,2.9812167,3.0659285,-3.1461337,1.710599,4.05746,0.38381255,-0.5065231,-0.06263029,-0.48232377,2.2738357,-1.4524323,0.41290078,0.5258335,-0.3651744,0.88873357,-2.2252104,-2.5484557,1.8846154,-1.914543,0.7117953,-1.0975575,0.69560254,2.7635727,2.4353056,-2.7405198,0.14353296,1.3419963,1.1786546,1.203083,2.413624,-1.3574514,-0.8385126,0.41758925,-0.39214057,-2.6586337,-1.0799515,0.086050496,-1.9579804,2.9465175,-2.9617383,1.2541692,-3.111159,-1.9032583,-2.8636217,-0.31832686,-1.924924,-0.14417928,-0.7739115,-0.6744652,-0.08178707,-1.0201432,-0.8854547,-1.2455143
SNU-324,-0.8765859,-1.5049478,0.8016195,-1.5032612,-2.3087049,-2.0490751,1.047648,-3.2814295,2.226281,-4.0771923,2.3753843,0.1563454,1.0179572,0.16612643,-1.1037363,0.41781858,-2.054668,-0.8146246,2.845857,-1.9764736,-0.8632847,-2.1820002,0.4622252,1.6791388,0.735266,0.22870965,3.2769032,0.64101696,-1.5355381,-0.734692,1.7778915,1.08831,-1.5886525,-2.6670823,-0.40607288,1.8421484,-0.121944934,-1.0000691,0.8177254,4.8216896,1.8544054,0.9772835,-4.133264,2.707292,2.936047,1.0207425,0.13222182,-1.055904,1.1768907,-5.5690875,-0.89120895,0.2165037,-0.39178193,1.2495668,-2.0149083,-0.27969468,1.0396228,1.152066,-0.8061559,-0.13343123,-2.1560397,0.12033902,-0.78483295,-1.1274265,-2.057278,-1.9940534,0.5543738,-3.9639287,-1.0599414,2.8420405,1.674645,-2.1771626,0.58309674,3.6904712,1.064441,4.240468,0.7452431,-1.7617092,1.3714428,3.7728097,0.023195356,2.590084,0.941315,-2.5051026,0.09425824,-2.585332,-1.1472609,-2.785288,3.2003062,3.744156,-0.34064853,-2.2786312,-0.2925268,-0.49765235,-0.55085695,-0.6915487,2.7352767,-0.35329163,1.5035167,-0.20562233,-1.7413311,0.84401965,0.82469034,0.35233527,2.0376241,-2.3521638,1.0730405,0.0102523565,0.5243013,-0.900453,2.2757034,-0.4500619,-1.4171616,0.62977666,0.573196,-2.1197772,-1.2534152,1.5102607,0.4212825,-0.3181445,0.015155897,-2.4150612,1.4950066,-0.97828996,1.6582605,-1.5638279,0.533055,1.0307658
MDA-MB-415,2.7669768,-0.01623264,0.5267795,1.606977,-0.5266204,-2.5976975,-1.9388218,0.1257129,-1.0942581,0.8472714,-1.5265304,-0.2619274,0.48143652,0.93655777,-0.2359846,0.49866712,2.7816534,0.017452434,-1.6456317,-2.0398788,-0.4083879,-0.85789955,-2.7275305,-1.0799189,-0.20025691,-0.15854776,0.1847794,1.8125337,-1.4295202,0.3473221,0.47617754,0.07236886,1.2242798,-0.74281055,-0.64111996,1.8666587,-1.055918,1.6169738,-0.23241703,-0.5148992,2.459538,-2.4505985,1.3236756,-1.3909402,-1.6814945,-1.3783988,0.7319219,1.296592,0.5819507,-1.2263793,-1.2664226,-2.253022,1.5492976,-2.6047359,-2.529528,1.8290037,-0.9718816,0.0863961,0.74544024,0.8375987,-0.62759936,0.48526287,2.4865022,0.97400117,-0.18392362,-0.19576393,0.4335757,0.77411485,0.5489082,1.3379519,-2.2645662,-1.4054184,-1.8060789,1.6812172,0.1428448,-0.3764517,1.2941025,-0.12477052,-0.2942147,-1.0735395,-0.6870231,-1.140161,-0.4863999,1.224115,-1.3015121,-1.895059,0.68353474,1.0391262,-0.9299289,0.9176838,-0.33514673,2.10987,0.58801514,0.6237748,-0.74699396,0.94379884,-1.5620837,1.0319643,0.18983766,-2.5281293,-0.91827464,-0.40582716,-1.0417987,-1.2207578,1.2761264,-1.5631797,-2.983,-0.027393937,1.8879375,0.69119453,-0.73634547,3.1308684,-0.47191054,-1.5971764,-0.54158616,0.59609497,-0.6704935,1.463357,0.7481494,-0.025716282,1.2683122,0.32617465,-3.5094655,-0.17605545,0.17642371,0.46997386,2.2818427,-0.8954356
NCI-H1563,0.09394416,-0.40062854,0.8053306,-1.472475,-1.3128349,-1.2537354,-2.8637104,-1.2534021,1.0332475,-1.1211121,0.08907768,0.6425596,-1.0895572,0.9248626,0.10063091,-0.09343906,0.23283322,0.1110733,0.47824952,-1.1108994,-0.95077515,-1.1800315,-1.0320053,0.35991472,0.5358555,0.063746706,1.4266509,1.1955613,-0.8121096,0.09797157,-1.6199653,0.41894302,1.0922232,-2.4277127,0.07426697,0.49588856,-0.8292016,0.041604348,0.022317484,1.0873384,1.5339782,0.9867046,-1.8330637,-0.058412872,1.2390223,0.029778544,-0.55682385,-1.1783268,0.86505604,-1.693417,-1.5359768,-0.3188735,-0.4493067,-1.761838,0.22899161,-0.86639076,2.4992497,0.010051664,-0.2187511,-0.18133801,-0.4347571,-0.15711315,-0.45367754,0.019420028,-0.9758462,-1.5488796,0.6418408,-1.5244732,0.13997367,0.85656095,0.9082557,-2.3400278,-1.56091,1.4767962,0.26621377,1.299582,0.37508908,-1.0044559,-0.30260783,-0.11864194,-0.53867733,0.83283883,-0.5589891,-0.74099994,0.21330227,-1.4364504,-0.20844606,-2.527187,1.0818845,0.528859,-0.26386586,1.4197946,-0.45952007,0.5099882,-0.27745637,1.4810895,0.60306823,0.9044561,-0.2615023,-0.5149231,-1.1389623,0.40073186,-1.8351526,-0.41587794,0.654323,-1.8635372,-1.3395367,-0.1782536,0.6041717,-1.4177843,0.8102892,2.1109695,-0.17096172,0.61635417,0.89357334,-0.032256875,-1.0865669,0.7438625,2.1720312,-0.2988231,0.0048069386,-0.9103929,-0.8188689,0.22312054,1.6673659,-0.3758458,1.1545535,-0.12413007
GaMG,-1.739727,0.94163615,1.6418729,-0.4460302,-1.7404073,0.24551946,0.7517277,-0.20264462,0.30207902,-0.97335005,-1.1395109,-0.47107023,0.5969757,0.2304217,0.85153633,0.40995145,0.6462885,2.0378823,0.56202537,-1.5500649,0.83722544,0.87183416,0.43602803,-0.18237953,-1.551192,-1.3459022,-0.32159027,-1.3447479,-1.1289294,0.039977137,-0.96359307,0.9702802,1.0890981,2.7193978,1.640939,-1.0365696,-0.3176085,-0.0042401776,-0.71959454,-0.54058623,-1.225034,-1.7516401,1.7514741,-0.8122445,-3.0462599,1.9737793,0.014283981,1.5278373,-1.0922396,2.8604348,-0.2360954,-0.6077826,0.8088804,-0.35903016,0.06373972,1.2604197,0.6949492,-0.99644375,0.55271894,1.5270547,0.36305064,0.50033516,1.6534214,-0.61152196,0.88110226,1.6120565,-0.82168984,1.1367121,1.8156912,-2.907765,-0.08494553,1.4676996,1.2774512,0.40629256,-1.24632,-0.7299692,-1.9429914,0.6041713,2.1894767,-1.2880461,1.5492971,-1.208814,-0.5760937,0.2795205,0.13441196,1.3890933,0.9657146,-0.4706026,-1.1024773,-2.1280432,-0.9714364,0.6155598,1.2853734,-0.383272,2.3437505,1.5900873,-0.1304337,-1.7157516,1.7292047,1.5645739,-0.4056635,2.3725812,0.007596329,0.5769037,0.22342378,2.0660582,-0.21430586,-0.7920754,0.21317871,0.6121946,0.09474755,-0.5625384,-0.8619007,-1.2158823,0.0040019006,-0.65875196,1.7908113,1.1853774,-0.07694659,-0.34315774,-0.360009,-0.01914767,-0.5586202,-1.2181201,1.7265484,2.7165298,-0.2824844,-0.90014386
COR-L51,-0.32490507,0.3666028,1.1657847,0.6564542,0.7661097,0.28658602,-0.07789936,0.11725435,0.89180714,-0.14212705,0.86053693,0.13646577,-1.1880014,-0.13268541,0.36303115,0.077969976,0.060075447,0.8821909,-0.882903,-1.1938232,0.43971255,0.79146963,0.69851226,-0.76287985,-0.0067941956,-0.69080293,0.2120513,0.12419604,0.06179528,0.03149851,-0.20195672,0.49896237,-0.8038727,0.7069716,-0.8591782,0.03914919,0.111047715,-0.23019136,-0.4925488,0.49899516,-0.923906,0.13543022,1.380229,-0.48974043,-0.7033955,0.75808054,0.0788514,-0.9368527,-0.39745027,0.6045133,-1.1085731,-0.42080235,-0.07251769,0.17037964,0.7054585,-0.6175094,-0.4539454,-0.4959783,0.97310686,0.41977227,-0.32879013,-0.23393142,0.5400488,-0.48600715,0.2703042,0.2658093,-0.25659782,0.7027354,0.6651642,-1.2597246,-1.161592,0.5129743,0.94018126,0.29666165,1.8908396,-0.5103738,-0.94153464,0.6109352,0.79241633,-0.44294262,0.12841988,-0.37836775,-0.0662072,0.3605073,-0.4912429,0.15466806,0.074793756,-0.28568408,-0.76173216,-0.75604475,0.5441612,0.7158035,-0.6556422,-0.23048192,1.0385798,-0.6151203,-0.13437703,0.036298458,-0.4236301,0.7684622,-0.60016984,0.6748071,-0.87756664,-0.3553043,0.60957545,-0.7735156,0.97724754,0.30739158,-0.44704214,0.059848987,1.2242827,-0.37691838,-0.9839829,-0.07669995,0.11608589,0.3974538,0.21906784,0.29713413,0.83722115,-0.17573135,-0.18555635,0.08551198,0.0057738572,-0.7070805,0.57830215,-0.97949934,-1.5543871,-1.4328027
