,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106
MDA-MB-453,0.46846431,2.9505725,-2.5532901,-2.6740227,4.0992217,-0.3341065,-0.19367492,-2.4855235,-1.1617733,-0.4712316,2.0129426,1.3605766,0.7068564,1.1306988,-2.1345406,1.169486,-0.84926164,1.5073125,-2.8851151,0.8483494,-1.2901739,0.5401308,3.8959615,3.9942036,1.2828537,4.186385,1.0696423,-1.36455,0.035031363,0.25196525,0.12318947,2.3782325,-5.4036045,-6.0133095,-1.1152447,2.083124,0.19394837,-1.36318,1.2141062,-1.9427235,-2.2529392,-1.8879727,-6.040556,1.3898467,5.8853354,-2.3011065,0.51178783,0.96679294,-6.127703,0.84414756,0.0935618,1.3646399,2.2621586,0.50198054,-1.7899147,0.6819266,2.524828,0.17721924,-0.37572908,-1.8629314,-0.44605157,-0.99742186,1.3863446,3.537649,-1.0070324,-0.05504939,5.5152564,-0.79343444,0.47923428,1.4884801,0.77696586,0.039696604,-2.9380963,4.343205,-1.1014979,-0.9107802,3.5260348,-0.9015933,2.312449,-4.085738,0.056205884,1.5277958,1.7051265,-1.0129803,2.438557,0.14047801,1.8919417,-0.73878264,-3.3605728,-4.791313,3.984306,-2.0072355,3.6208444,-4.875553,-3.7887151,2.6584408,-2.335165,2.7032166,-1.3819406,1.6522651,3.1191528,-2.7652025,-5.287042,3.4549713,-5.421698,3.9505315,-0.34168717
ONS-76,-0.24550779,-5.122839,-0.22418937,5.0707145,-4.019947,2.6625888,-0.0024068356,-0.93028426,2.4232247,2.211048,2.5219612,1.4830074,0.697342,2.7700243,3.337024,3.4229767,-4.8525786,-5.451648,3.3298151,-4.1002135,0.190646,-0.36393,-2.4098248,-4.413416,3.3018215,-4.461229,-2.5502253,-1.7844744,-2.1878772,2.0167549,-4.939531,-2.8281598,5.8412867,5.7099648,2.0302737,-2.0710611,4.2984595,0.9492947,-0.57086354,0.062256694,4.094052,-3.2426214,7.010955,-0.7409875,-8.106369,3.2593656,-1.1781867,-1.9796951,4.537599,-2.0274146,0.04438065,3.682693,-0.838388,5.4728775,4.080029,0.32156178,-5.1776886,-4.370543,-5.6624823,-0.9794342,3.809696,-2.1111522,-5.3065805,-3.6134558,-4.726732,-0.2891953,1.6773872,1.639578,0.62661695,-1.6199659,-3.9268808,4.6706467,7.0685916,1.8746818,0.6906177,2.1599898,-0.3286112,-2.0144315,-2.5322883,5.1123233,1.4660782,0.8038044,-1.4773414,5.1017084,-1.7173972,-3.577918,3.7823038,2.4879498,5.542726,-1.5263181,0.059912622,-0.26705283,-1.8560898,5.378154,-0.40303987,-2.447115,-3.7077892,-2.028461,0.3447785,1.937011,-2.7598026,1.7810581,3.2392187,-5.689146,3.853762,-3.1137302,0.2217029
Huh-7,-0.7435266,1.6568065,0.74953943,-2.1706,0.5222462,-1.5777973,-1.0516534,1.4982156,0.7611362,-1.4713528,0.16585717,1.1228836,-0.909757,-1.6878877,0.94487435,-0.27239794,-0.8686805,1.1710732,-1.5756553,0.76514494,-0.20259413,-1.0441514,-0.12943816,0.6081736,0.5021355,0.009551555,-0.6862689,0.6147766,-0.8592893,-2.2070858,1.1621864,-0.8451722,0.5960384,0.07574259,-0.039390013,-0.064000905,-0.72949076,0.6398507,-0.22632362,-0.57255167,-1.8135412,1.304591,0.7728509,-0.10261671,-2.210721,0.73192394,0.99360347,0.72931576,0.445315,-0.08307993,1.3896067,-1.2340916,-0.7256078,-0.9338856,-0.98827225,-1.7364343,-1.3637396,0.6125639,0.9697379,-1.6430799,0.642746,-0.8991615,0.11491567,0.05756527,0.87676525,-0.02978636,-0.52127063,-0.31625596,-1.6647243,-1.5843973,-1.8505558,0.8352046,-0.07318261,1.6174412,0.8357793,0.42548943,-0.80093,0.21414113,-0.20216225,-1.115997,-0.7996755,-1.972549,0.6887694,-1.2639283,-0.6479121,-1.4682547,-2.07827,-0.59620774,0.07708972,0.25729638,-0.627313,0.1431647,-0.14362046,-0.7304807,1.067028,1.8684009,-1.4633226,1.1306336,-2.3165376,0.9114989,0.079455,-1.1176007,-2.0695662,-0.4097327,-0.213583,0.7816187,0.9863676
MHH-NB-11,-1.5440861,1.2638419,-3.324913,0.47062814,0.6785338,-1.2289536,-2.0930932,-0.1868979,-1.0689704,-0.32685608,1.7178124,-2.3725243,-2.5256531,-0.25719348,-1.2889806,0.7807169,-2.0243204,-0.11877927,-3.0761633,0.3566176,1.5299971,1.632036,2.4755247,-0.6853526,1.6882054,2.1808982,-0.3753478,0.12482612,1.2399027,0.55188,-1.8889087,1.2040014,-3.646223,-4.613127,-0.87494,1.0818491,-2.0737002,-2.0132604,1.9645685,-2.3559508,-1.2923347,-1.5478187,-2.6774335,1.1693957,2.8165612,0.28761688,0.8963953,-2.5574145,-1.7464633,1.0496601,1.5218683,2.5103831,-0.18605347,2.295538,0.28775412,-2.4295416,2.199527,-0.7577844,-0.5562215,-1.7935032,-0.9620672,-0.5759082,3.8562503,-0.096819624,-0.85901487,-0.13395242,1.5036826,-0.4181544,-1.2033288,2.8951013,-0.8373003,-3.001037,0.10924545,1.5615078,0.08602207,-0.42864814,2.4597666,-1.984838,0.7340193,-1.4572519,-0.97401184,1.5303024,-0.5746553,-1.2702962,2.4398508,3.1417356,1.881267,-0.03537727,-0.46906078,-4.3028016,1.787744,-2.6204026,0.5805623,-1.0628145,0.43005812,1.5100739,-1.2916222,0.84019995,-1.1197666,0.28955558,1.5052359,-1.0459851,-1.3488415,0.19986299,-3.105729,0.002925612,-0.060482398
MC116,2.9239905,-0.80457497,1.2812356,-4.8442965,3.9392858,2.3386667,1.5626976,-0.5494238,3.1758993,1.3491604,-4.5001383,2.3295481,1.3457628,-0.3414868,-2.8142462,-2.7472568,-3.2555163,2.0161977,0.3874001,0.64765775,1.0937952,-1.6286467,6.008925,4.0433283,2.9927769,-0.5427553,1.8479322,4.223483,-0.9809481,-3.3774478,2.7118742,3.3895783,-0.8129947,-0.83808756,1.6400362,-2.6353536,-2.3960893,-0.44525898,4.5942864,-0.692269,0.9717409,2.3719738,-1.476841,-0.6105069,1.4691083,-2.6217458,-3.1374915,2.5283287,2.4402912,-0.7260375,0.6223446,-5.10373,1.2703972,-2.1685662,0.58068985,1.2497846,1.451247,0.6599334,2.0797899,-0.43676218,-3.4597476,-3.431271,0.88049304,1.3333437,2.4536932,-0.5268353,-1.005978,-4.692021,2.072858,-0.32076335,-0.048497584,-3.3110437,-5.3118286,-1.8364389,-3.8305058,1.932292,-1.6468863,-1.2270633,-1.584892,-2.6461024,-4.621799,-1.5598196,3.1742942,-3.25823,1.6604532,-1.8568885,-1.4638771,-1.1195564,-0.5819765,3.3432422,-1.5585352,0.12294897,1.6083915,-2.1154554,-1.553253,2.9395213,1.7408823,-2.1126153,-3.3475044,-1.4858526,-2.0880156,0.6407603,1.183486,-2.111398,0.4146158,0.41194737,1.4836756
COLO 684,5.7381015,3.7472577,1.3077127,-7.5778785,4.3852053,2.1809728,4.032159,0.16907942,3.121462,0.8753289,-4.2314487,4.6500864,1.518481,1.8610147,-3.0399065,0.5434786,-2.980433,1.9441205,-0.19851857,3.4372427,-0.9539292,-4.795087,3.8304737,3.0371788,2.2990358,-2.4715173,0.35622293,5.058685,-0.34256682,-3.46331,4.3672633,1.7231137,-1.254391,-0.5943698,2.9810548,-2.505765,-1.1480246,3.302704,5.1048946,0.68103004,0.38219726,-0.9253241,-1.7042801,-1.0385451,2.428853,-3.6759696,-5.138311,4.332996,4.345989,-0.17703374,0.9940419,-7.2181945,6.4467955,-1.933826,-2.015511,4.4771967,-0.043641508,0.9315829,5.43743,1.0045207,-0.0032617208,-7.843728,-0.68136954,8.943171,0.90192735,-2.5278301,3.4706602,-0.8054468,-0.6873679,-3.5282078,-0.6137762,-1.6412832,-5.2203517,-4.59034,-2.2184596,3.0482268,-0.1043253,-2.4363356,-0.8582847,-2.2120435,-3.1454942,-0.34544075,3.195257,-1.3624599,0.70924413,-0.33192497,-1.5433198,-1.7530951,-6.271445,1.4156803,-0.5287869,4.669021,-0.23703308,-2.1251721,-3.278164,2.409892,1.1733278,-1.5832708,-4.0523577,-0.24020228,1.0549946,1.2093786,-1.0657189,-1.3895046,-1.491005,3.5492353,2.218973
RVH-421,-0.5463721,2.8716495,2.1184614,1.0397731,0.5948615,-2.2979012,-1.6766636,3.8977072,0.6001539,-2.1220365,0.009692848,-2.3382926,-2.8716333,2.2130737,0.85904294,-1.0194374,0.72956693,-2.5351002,-1.1307747,1.5381625,0.50086766,1.0910966,-1.5819781,0.42666382,-1.2426978,1.5792038,-0.76583743,-1.0845537,-1.198243,-0.25476664,-4.7069573,2.0861175,-1.0118821,0.6295056,-0.34130526,1.5372323,-0.4800949,0.09601778,-0.8039621,3.7682605,1.40931,0.36898208,2.461512,-0.8801807,-0.4295078,1.9434063,2.011981,0.468353,0.7827369,0.64285135,2.6911366,0.018888324,-1.1423419,-2.8200352,-0.71777445,-1.7561219,-0.3571723,-0.22468197,2.0152144,-1.0441,1.2444413,1.1428707,-0.58450186,0.5350159,0.89216894,1.1118748,-0.8603839,0.7126013,0.5066811,-1.1861628,-0.516473,1.8536975,0.19510125,-0.78461075,3.0191927,0.69477886,-0.7829214,1.8254292,-0.106484026,0.7873291,-0.1276436,0.7841456,0.06341866,1.1724426,0.027269423,3.214722,-1.730389,-1.3542068,0.0060155094,1.4877784,-1.3113562,1.4157151,-0.5153661,-0.8155517,2.409188,1.3330425,-2.1486282,1.8687121,1.5131755,-0.44321978,1.9493489,0.4348317,3.2430575,1.1244673,-3.646214,1.5581411,-0.8427179
SCC-4,-3.9540017,0.1873172,-4.8605485,-2.235297,-0.22139634,-0.90535647,0.06754112,-3.5098567,-4.179253,2.1000745,1.7519004,-3.078981,-2.0414429,-1.5587975,-4.6480894,2.433212,0.07387781,2.2243714,-3.8030217,0.712479,1.573327,1.8304112,2.0013463,3.654141,2.9076629,3.3940628,3.130088,-2.0244155,6.733419,2.9523063,3.0228806,0.93323165,-11.18339,-6.9697733,-2.7890036,2.4963593,-0.7710283,-2.1585722,-2.4307578,-2.8871121,-1.9196928,-5.0572734,-7.083516,3.3243861,9.89686,-2.8297873,-0.26248658,-6.198447,-7.8816423,4.2562027,-2.8265336,7.985674,0.66822803,1.5623045,2.0709548,3.6371775,1.3693336,4.1571383,-2.0098312,2.6246018,0.22620612,1.3001417,6.009583,0.3658951,-2.4013515,0.47098553,3.9646094,-1.3864598,1.9148548,3.4458733,3.4538279,-1.1028315,-1.2138983,1.6348488,-2.066263,-6.1887736,2.768339,-2.5098562,2.3321998,-4.245295,0.5347693,2.1333015,-2.2178814,-1.1438804,3.0567029,3.1873884,2.4015927,4.004901,-5.8651114,-8.256512,4.0699606,-0.35930952,3.7587523,-2.199671,-2.204462,0.21868762,-0.8798562,-0.7077192,1.4750248,0.36088985,1.7729373,-6.1339483,-6.0174866,3.2944353,-0.23724824,1.0282409,-0.48608536
TE-4,1.9183724,0.27352592,-0.6221154,-0.7703986,2.5073662,0.65956366,-1.2147701,0.45101354,2.0288975,-1.0276797,-0.48036367,-0.8089652,1.485089,-2.001252,0.6465074,-0.5746707,-0.33332372,2.912613,-0.97420216,1.9062746,0.27794746,-0.11541027,1.7481552,-1.0045099,-0.7969344,3.070254,-0.20473415,2.0141947,-2.132442,-3.0247524,1.7761385,0.47107667,-0.8073386,-2.3493023,0.090493225,-1.6939223,-0.8088123,-0.46277162,3.212262,-0.21461418,-2.0922031,3.157442,-1.3061168,0.41809887,0.08872789,-0.2570363,-0.4893934,0.96618474,3.7924683,-0.2480511,0.15223259,-1.7597615,0.68010587,0.9537263,-4.1221642,1.9167699,0.5964514,0.9179364,3.2645252,-0.3150764,-1.8103076,-1.6095464,3.581303,0.75067574,-0.22400463,-1.4511241,4.3837643,-2.4623709,-0.50870085,-0.83353335,0.91015935,-2.8620443,-3.2751036,1.1179202,-0.92976093,1.3089508,1.0821915,1.9344248,-0.522802,-1.7369888,-2.8898134,-1.4882566,0.45438984,-1.6469498,-0.9117089,0.16958255,-3.3811107,-3.4443138,-0.61332816,2.0806737,1.0774896,-0.059944402,0.65392536,-2.683824,-0.88945395,2.5024898,1.1634539,0.047704786,-0.8339152,-0.13302445,0.49018443,1.33443,-0.30411232,3.2649279,-3.9432993,0.18611264,-0.54452324
OPM-2,2.0337822,0.55350965,-0.70564336,0.21067476,0.019781405,2.8463626,1.2573434,-2.7944152,0.6239468,1.7655263,-1.1311406,-1.3004154,0.38771284,-6.8489914,3.293208,0.83019596,1.3973489,-1.4328868,3.478821,0.4928921,3.253079,-2.8887153,0.59626335,2.9448028,2.5364263,-4.339898,3.0155094,-1.0435212,0.7322688,0.060301185,-4.782844,0.16312748,3.2244754,-0.537191,5.9377837,5.1508245,-2.0111594,-0.43825805,1.3461057,1.1099509,3.7371366,-5.418339,0.8217501,-3.961464,6.4358234,0.3586002,-1.770352,1.8897464,3.7748618,-1.4813509,-2.4662864,-1.1867718,3.0773594,2.5554986,3.941371,2.5645556,0.39230013,2.9468508,0.32228225,-0.12343079,0.5945871,-0.5476383,-4.23691,4.7737393,2.2759576,4.2292123,-2.0090988,3.7462318,1.5585825,5.302579,6.578708,0.36542082,0.8586143,-4.4358873,2.1653492,-4.44678,-3.5256655,-2.135555,-0.09328735,-0.06339398,1.3458877,5.74718,-4.3421373,4.9069667,1.6570415,1.2740512,4.0498705,-3.5398865,-4.0022926,-1.3684585,-2.158968,2.4178207,-5.8908954,5.024739,2.5155091,-0.059884816,0.4155959,-2.821403,3.1561337,-1.2587698,-1.0899391,2.950884,4.000357,-6.803902,-0.1979875,-3.504884,4.25814
SNU-685,-1.7798958,1.9929185,3.6550987,2.4708476,-2.0089817,-6.122244,-1.2818296,1.1171426,-1.5502325,-1.1200639,1.6664157,-0.028825127,-1.8342445,0.42768085,-0.10315636,-1.4971485,-1.291941,-1.3135085,-1.2129867,-4.1859403,-0.44060487,2.33427,-0.3739274,0.5881162,1.0918119,0.15821293,0.16260928,-0.084774554,0.57237583,1.0370136,-2.5725687,-0.24074374,1.1165501,1.7549766,-0.98537964,4.0542645,0.0902911,-2.2987738,-4.5647798,-0.27229106,0.72715837,1.1795288,2.8608074,0.55287105,-3.1419897,0.99294806,1.9952397,-1.9746296,-3.7080307,1.6237694,-0.3558992,1.6041199,-4.0944514,-3.7185805,3.190889,-0.8946222,-1.7015736,-1.7488905,-4.253606,-0.7281233,3.413145,-0.2235297,-1.6203266,-1.1187109,0.13240528,4.364911,-3.7971687,-1.0721593,-1.6210935,3.5571249,-4.3158555,2.0014489,1.4006854,2.06003,0.5483961,-0.60204124,-2.9482236,-1.769574,-0.36943692,-0.35449943,1.1681318,-2.1390927,1.0745723,1.4542724,-1.9206042,-2.7624454,0.9047679,4.0556192,3.0215878,-1.320587,-2.546947,-0.21072586,-0.092089854,1.4380288,3.1802597,2.3233933,-3.957836,1.7961016,-2.2422233,1.8495991,-0.6705627,-4.458378,-1.5502949,-1.3676844,2.2203128,1.0227385,-1.0647633
PrEC LH,-0.27474657,1.2347387,1.3489945,-1.1618823,0.57682204,-0.96578604,-1.3694516,1.2313194,0.13936907,-1.1693635,-0.3197534,1.7457356,-0.43266475,2.9821167,0.8935667,-0.95751,-0.68618,0.84748656,-0.64760077,1.2664192,-0.5917787,-1.6238376,-0.62220234,-1.6304643,-0.6687785,-0.20067775,-1.06089,0.23157409,-1.064103,-2.080371,1.4700403,-1.0319722,1.1034651,1.4941778,0.282824,0.7134033,-0.16729498,0.28950658,-1.0238065,0.4614846,-1.1416138,1.368688,0.91918886,-0.69727093,-2.5554605,0.48920432,0.7175211,1.2549694,-0.3533497,0.04800365,0.775726,-2.0598607,-0.17100433,-2.6893516,-0.95753324,-0.73116076,-0.14215134,0.020169586,1.160407,-0.9065881,0.9712641,-0.4547369,0.7341613,0.20309976,-0.035073698,-0.6996279,-0.9101856,0.7351365,-2.5035334,-0.5083125,-1.4848905,0.98777604,0.09723076,1.4176537,0.47485185,2.148752,-1.5740483,0.5802038,0.23486249,-0.1881606,-0.7575225,-1.1357641,2.9630406,-0.850881,-1.0703685,-2.1497407,-2.2301252,-0.63576055,0.053719908,1.5574224,-0.3642717,-0.085917816,0.11426452,-1.1460223,1.0090139,2.0632987,-0.081953704,1.3920625,-2.5559323,2.8364902,0.3553851,-0.9938623,-1.9014548,1.4150152,-0.76320505,1.2077444,-1.6964488
MOG-G-CCM,3.1711464,-0.09177032,1.7350082,-0.30657107,-2.8403735,-0.4518547,-3.3332121,0.34221694,1.4651856,-2.1581092,0.14890479,0.8895808,-0.10594186,1.6229002,1.9301825,-2.1055872,-2.0929873,-2.8170815,1.7103958,-3.1301816,-0.7901705,0.06156832,-0.2046407,-2.6282964,-2.3322606,0.9360411,-5.172804,0.877916,-1.2702434,2.7325459,-2.7882676,-0.1031158,4.0696387,5.154553,0.7328238,1.805829,2.3974512,-2.5406752,-1.6427922,3.4009573,0.4894787,0.9869402,4.3256893,-1.8965873,-2.6494982,3.158333,-0.6564009,-0.4219429,0.24630976,-0.48268065,-3.083588,-3.6743138,2.6405194,-1.0850859,-2.1247926,-0.8356788,3.0260308,-3.8606403,-0.87002844,0.22900334,-1.4223487,-1.441432,-2.4861,2.0149777,0.9774935,-1.2394747,-2.6011424,1.1022605,0.72144616,-2.673991,-3.1953955,0.9592373,0.63515705,-1.5336987,1.834358,1.1408448,-0.9995115,2.2679205,2.2174127,0.23087376,-2.1975412,-4.086677,2.2737408,-3.1759603,0.5425074,4.0939345,-0.96903384,-0.8126511,5.017119,5.435326,-0.32413036,-2.3140755,-0.5730202,1.9973317,-1.7845212,0.06369871,0.38256252,1.5828764,-3.1767478,-1.4194114,1.0002906,-1.6616795,4.376932,-2.7011385,2.2838566,-0.29843995,0.042898
CAL-51,0.48418856,0.10699472,-4.0116158,-2.147965,1.4177651,2.691326,0.24311289,-1.2881738,1.23917,-0.98525256,0.081938624,-0.3708142,-0.62454605,0.34877932,-0.25070703,0.99741435,2.171271,-0.5824961,-0.30142885,2.6232934,2.0883234,0.13552004,1.8402224,0.44998366,0.44614488,0.46558976,1.5584685,-1.8631521,1.630168,1.157779,0.49773508,0.18745765,-2.4187393,-2.5043771,-0.303155,1.8558096,-1.9723113,0.847822,2.6548212,0.7141617,1.1065766,-4.354635,-3.7305982,-1.4600374,4.5856166,-0.82871616,-1.0408009,-0.56777453,-1.1096338,1.2100167,-2.552872,1.2255657,3.0222588,2.3253806,-0.29752398,-0.65248364,2.4409068,3.4151165,1.4805676,1.0440716,-0.99379593,0.2775518,1.4433904,0.77207726,0.58966523,-0.6738269,3.820726,0.8453719,2.5620959,3.425308,4.6206336,-2.5195346,-0.38797903,-1.7181118,0.5427384,-3.1473074,1.284187,0.4475188,0.78012663,-0.33974305,1.6751456,2.2836008,-2.8610532,-0.3434013,3.7587755,5.5350575,0.91199636,-0.8861001,-2.4571962,-1.09059,3.6504889,-0.022452705,-1.279873,-0.30003312,-0.72748876,-0.08648166,4.177963,-1.7772915,1.4692819,-1.7491436,1.0763013,1.7634579,-0.8991383,0.115047336,-1.2672346,0.12303312,1.2483842
BT-474,-0.6029994,0.84041846,1.7262045,2.5531268,1.5229073,-0.2631457,-0.053908467,4.443398,0.6932476,-0.82240355,-0.32601726,-2.8328683,-0.15831424,2.4188085,-0.08880347,-0.63481414,0.4218709,-0.09927175,-0.7507186,1.7012504,-0.72071576,-0.022541344,-0.47625726,-2.5341034,-1.0357975,2.8679793,-0.24954955,0.61849153,-1.8296669,-2.6036992,-0.13149446,1.7721359,-3.0303168,-1.7736589,-1.0619036,-2.051622,0.5708847,0.027170002,0.6694304,0.1224972,-0.04515119,2.829205,1.5722054,0.29391205,-1.0284297,1.0211499,0.31885198,0.45099765,2.1915228,0.2561141,4.237988,0.02900821,-1.2333179,-1.9157717,-0.9282957,-1.3515782,-1.7295446,-1.2854016,4.0092764,-0.098236084,0.3285889,1.0517019,3.1497622,-2.437915,-1.1183995,-0.7893935,2.1424954,-2.6157126,-0.9192029,-3.9030695,-0.88495624,0.3709608,-1.077299,-1.2247717,0.44819492,1.6715904,0.12797493,1.3551962,-0.92173505,1.0519451,-2.1165342,-0.02929151,1.6439238,-0.33768627,-0.5418927,1.9208734,-4.413574,-1.052632,2.247056,1.0946237,-0.013524771,1.2994676,2.2959952,-5.209606,1.5885372,-0.28679952,-1.1841494,0.834216,1.5607674,-0.85809064,1.5421971,1.381563,0.6122346,4.262001,-3.1618857,2.9084475,-0.284945
MCAS,-1.4052218,-3.6563966,0.66383445,3.2901366,0.7425601,4.6512966,3.6853423,-1.9690123,0.98301435,0.6378021,-0.30027625,-3.7532508,1.4658893,2.4080791,-5.709409,-1.9434409,1.4217962,-5.391944,2.466181,-3.3689647,2.9207692,1.387392,-1.651369,-1.4749311,1.0019037,-1.7619755,0.47421438,-0.09970665,-0.8013636,3.9214096,1.6804239,2.2107155,-1.4196271,-1.5146083,-2.394189,0.36485928,-0.5109294,-2.1191,-2.542368,-0.9006524,5.718113,-0.961647,0.35010827,-0.32647064,0.12748611,-4.7113376,-0.22525112,-0.6250562,-5.9228735,2.0763705,-0.36696827,2.4854798,-1.6242528,-1.7708797,3.0917587,-1.6832902,2.0651195,-2.1902673,-3.909133,3.7562103,-1.3463092,3.1722765,0.79629004,-5.756135,-2.9947155,-0.5498191,-0.33452773,-0.10923167,3.2694943,-1.9621655,3.2246563,0.79418427,0.07609011,0.43967772,-1.8395361,-3.8708606,-2.2603822,-1.5084288,0.09369129,2.850088,1.2252384,2.1941528,-2.5097616,0.64965725,0.6982181,1.3075075,-0.4344468,3.0788798,2.5673473,3.4759316,-1.9886789,0.0085421875,0.85661477,-0.3712489,-0.46213537,-1.3593509,-0.51413715,-3.668864,5.2908444,-4.979443,0.6141479,-0.49048,5.669082,0.5385448,0.48278272,3.6423018,-1.321172
HCT 15,1.7832696,-2.766221,3.7768817,0.60753316,3.8576744,3.3928177,5.9752774,-0.40716282,5.56449,3.0870016,-3.9909527,-0.6607817,2.1142044,-7.4694967,-6.609541,-5.5856466,-0.30228066,-3.5352998,0.5919337,-1.5319432,1.286275,0.22173364,1.2920603,0.21067,4.96544,-1.8757964,-0.3702418,2.4137838,-5.135628,-3.664617,6.23638,7.731483,-3.2929897,-4.379774,0.6074271,-7.2407246,2.7284133,0.21737224,0.42991245,-0.11633395,5.907111,3.0391974,2.372242,1.2644182,-3.7014616,-6.477794,-4.0445657,2.421287,0.34232384,0.07956867,3.6961138,-4.1082025,-1.3303874,-9.600351,3.9752474,-0.20880824,-0.42576575,1.1160603,1.2404044,4.386074,-0.14091703,-2.6153712,3.2212527,-2.5028133,-0.91615355,0.19742437,-2.841948,-4.4392395,0.004538819,-7.6745086,-0.5496845,-3.5062382,-8.830271,0.99197817,-4.311991,3.124676,-1.2577823,-3.4908788,-1.2685038,3.603619,-3.4932616,0.34852564,1.3358183,1.9553101,-3.2707455,-4.2739196,-7.420112,2.7986484,-0.97554386,6.7303996,-3.2677717,4.770847,5.7742815,-4.029499,-1.9589628,1.724786,0.08196094,-2.2737784,5.1638923,3.103411,-0.53606516,-0.32559228,5.195676,2.7223778,0.22974628,6.5323467,3.4360528
SW1417,-5.1287804,-1.204946,4.9439597,-0.18873572,-2.9229355,0.3527803,1.5223105,2.3723307,-1.7256856,3.0766654,-2.0442784,-1.3325627,-5.353402,1.473057,-1.4025146,1.0568455,0.721257,-2.2602072,0.8565569,-1.7902434,1.2366953,-0.9172386,-3.665588,0.4899876,2.4526641,-5.187402,2.5869577,-3.70405,3.598612,0.37460148,-2.3071182,-0.8069029,3.366393,4.5702486,-4.0833125,0.7507707,2.3642325,0.19964683,-3.257508,0.84241307,4.958911,-4.0058093,5.8490343,-1.9123298,-1.9609599,1.1658981,-0.19400817,-3.0208554,-1.164179,3.922323,-0.5224166,7.7462773,-4.3334355,1.1474063,4.090269,0.5301297,-3.6552784,1.3621291,-3.2803342,0.71442133,1.0037644,3.4098656,-1.629288,-6.7410126,-0.99371535,0.9290907,0.77725583,-0.12818527,0.8646554,2.1446977,-1.2254469,8.809208,6.9490776,-1.4193655,0.86860436,-2.5656686,-1.7275175,-1.0986311,-2.8332236,0.4135638,-0.29820013,3.0629368,-4.8180976,-2.1384206,-0.90227383,-1.1707509,2.7534914,6.120491,0.5039458,-3.6514082,-1.7415845,2.2657435,-2.4532566,2.4010415,3.2218325,-4.8775983,0.3274665,-2.087676,2.5739913,4.4677324,-1.8503401,-1.7084649,2.061466,-4.542318,5.1167455,-1.1508845,0.8493928
RD,4.1018524,1.4407296,0.4775894,1.5862358,-3.8481436,-2.814981,0.13904773,-0.6199616,-3.0503469,-0.02417469,0.9723387,-0.9605143,0.50800896,0.64372593,1.7575684,-1.5972565,-0.39405334,-0.4359672,0.864484,-1.9529996,-2.0476065,-1.107101,-2.5648293,-2.0303416,-3.6738343,0.48992124,-2.5258217,2.1692562,-2.1302822,2.476734,-1.3804044,-1.7632741,1.3572154,2.8914526,1.5199854,-0.4408226,0.43152368,-0.19595659,-1.6617244,2.414966,-0.0024438202,3.4460394,-1.125398,0.88862014,-0.6710586,-0.22687563,-0.7509345,-0.6972406,3.2430713,-3.5081816,-2.7504487,-2.7416675,0.14378954,0.16253093,-0.970261,0.9004906,0.90263504,-5.2935004,0.50248194,-0.80805516,-0.892117,1.0592594,-1.4223378,4.732149,-0.13586324,2.5209796,-3.3549716,3.7463973,-1.5710132,-3.287291,0.7689655,-2.4833272,-1.5101675,-0.57506216,-1.3561513,1.4694282,2.8866882,-0.43747002,0.7799259,1.379715,1.6185908,-3.2627215,-1.9650351,2.645679,-4.111023,-1.7799097,-0.09550284,-0.55134875,0.16490127,1.2684566,1.0835731,0.74388456,-1.3811537,2.3818955,-0.0094219595,-2.1588426,1.8527932,-0.12024882,-0.52031684,-0.46460372,1.7826664,0.17670816,3.2712057,0.57780975,0.75674534,-2.0455818,-2.0021944
