,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94
COV644,-0.39599434,-0.38560194,0.05274354,0.43658125,-0.13618553,-0.88730305,0.46769595,0.093865834,-0.35922173,0.6732796,-0.09618372,-1.6097994,-0.11313,0.1835453,0.18093437,1.3895874,1.7080557,-0.68816227,-0.81259847,-1.2293279,-1.3365867,0.9870876,0.502793,1.7519372,-0.84359574,0.39236492,0.6814606,0.3244117,1.2458813,-0.0056256205,-0.52733856,-0.042600915,-0.36371586,0.40352997,0.19416392,0.9114089,-0.10093528,-0.4099415,0.10587232,-0.16200589,1.0839361,-0.29564077,-1.1053276,-0.013480164,-0.1734733,0.29470876,-0.44856215,0.25767177,-0.07051808,0.45629302,-0.016960442,0.8029947,-0.5841014,-1.8228797,0.38349938,-0.67580295,0.30474162,-0.009278014,0.76658654,-1.259644,0.4096471,0.0139490515,-0.0839321,-0.3325402,0.3205017,0.6608452,0.116516516,0.51950705,0.7214391,0.9608845,1.3111387,-0.40850818,0.3948153,0.5582028,0.53057426,0.5095296,0.0999948,-1.002273,-1.1766597,-0.031907,-0.15067424,0.04665827,-1.3688601,0.29484963,0.40484563,-1.192683,0.9856996,-0.37478372,-0.2674556,-0.18505345,-0.2897168,-0.059674688,-0.28293365,-0.573592,-1.2098053
PANC-1,0.31007138,1.0043328,-0.22731997,0.4362736,-1.9665991,-0.61513835,-0.0519972,0.71774256,1.4955652,-0.10954569,1.2900748,1.4225181,-4.9392095,-1.933931,-1.0087404,-0.620377,-1.002159,-3.1985154,-0.5313034,-1.0359298,0.31820965,0.19297378,-1.5085765,-1.5157428,-1.5950062,-0.19028282,-0.793208,1.022648,1.1602426,-1.9325831,0.4826499,1.89546,-0.059102833,-1.6893386,0.33108532,0.04957483,-1.0018157,-0.14533882,-1.1806221,-0.68677187,1.7153809,0.9011618,1.8457967,1.2786912,-0.15168916,0.67889416,-0.51175004,1.3627028,-0.110171124,-0.8999788,-0.13235144,0.5790792,-0.88078755,0.9573114,-1.480261,0.7456317,-3.013966,0.67348415,-0.005034961,-0.5040241,1.6621749,1.1663879,2.4725163,1.2261838,0.45577282,0.87875026,1.4174494,0.97862536,-3.50478,-1.6595738,2.7689197,-0.586323,-0.15474443,-1.8068347,-0.62324023,-0.57219476,-0.41354293,1.262552,-2.9992313,1.3058945,0.6115384,2.0374253,-0.9109354,-0.19180652,0.3899872,-1.7746823,0.088801354,0.38090274,-2.189126,-0.7854213,-1.2474904,0.5954155,0.12771489,-1.7442763,1.6702768
KMM-1,0.52849025,3.0950992,-1.4132601,0.69303113,-1.4316332,4.5959096,-1.3808056,1.224149,-5.667556,0.1496517,3.7899346,3.0722587,1.0237384,3.7719543,-1.9287679,-4.2925134,-4.6727476,3.600717,9.775656,-0.24913597,6.080891,0.54889643,0.40476888,-8.528151,2.4509087,-1.1247398,-5.433288,-2.5639153,-8.484808,-0.8242534,0.4895355,-10.337681,-1.1589055,0.6043725,1.0620121,-2.4700418,0.60699236,1.7504795,3.7971148,3.714741,-4.1985497,-0.5602216,4.172228,1.2639809,1.4232042,-4.023411,0.64875674,-3.296015,-3.0513272,-0.93217456,-4.175531,4.081042,2.5811508,2.1875653,1.5084575,-3.161704,2.3356369,-4.291309,-6.1992717,5.7288284,-2.6319292,-6.6122346,-2.5799694,-5.036151,-4.5225725,-4.322258,-6.1362877,0.0011798143,3.924459,-0.75296324,-12.420781,-3.649348,-1.081994,-2.7338068,-0.09060699,2.2978106,-2.367854,4.6351476,9.143671,-2.0220222,0.52564454,-2.1992924,7.9161863,1.8652247,-0.1805654,4.372525,-9.7089,3.0819683,4.999888,1.4132183,4.382873,-1.4128036,2.3586981,2.237802,3.8065062
22Rv1,0.04342249,-1.6448405,1.8277707,0.07906902,0.280663,-1.6574557,1.0129957,-0.04749517,-0.33888233,-0.8393205,-1.4545268,-0.025493272,-0.5827748,-0.5997379,0.26326993,0.9912092,0.6525613,-0.7625669,-0.014146903,1.4717659,0.9356902,-0.10700042,0.5976528,0.3417815,-1.1773547,-0.64578176,1.913652,-1.2180114,0.16314194,-1.0500872,-1.0405352,1.7574801,0.27839273,1.8624151,0.2803177,0.97034734,0.2521875,-0.7365042,-0.39223915,-0.026984721,-0.28075194,-2.4733834,-0.17544115,-1.1546278,-1.7080216,0.9593908,-0.33696038,1.0091552,0.4404747,-0.8836314,-1.9170141,0.03960644,0.13109961,0.5799868,-0.38671497,1.5136892,2.394008,-0.026317403,-0.42629623,-0.63906974,0.73954076,1.9550496,-1.0678034,-1.0491657,0.5822937,-0.17801943,0.24105495,-1.8543904,-1.5753934,-0.8424219,1.5474869,-0.09901181,0.36332864,1.0849141,0.7517942,-0.12829751,0.83128697,-0.86969006,-1.5405295,-0.20773025,1.5837303,0.5947207,-0.32917356,0.07597728,0.20724784,0.057995677,1.8603803,-0.27065438,0.994069,-0.3330227,0.07974261,-0.7664398,-0.5295352,-1.2001734,-2.9447186
NCI-H2087,0.097928695,-0.54275435,1.9517863,-0.03446178,-1.0980277,-0.83674663,-0.44517204,-2.4905322,0.12527835,1.9829063,-0.090639174,-0.7055512,-1.0295635,-0.5145719,-1.05056,0.1444768,0.64212936,1.0031517,-1.4504079,0.49169862,0.42001945,0.22315589,2.0959334,0.73867714,0.0045397244,-1.0212337,3.0584397,-2.6238487,-0.9648183,-1.008658,-2.0570664,0.2995385,-3.0584698,3.301986,-1.073698,1.5511281,-0.21802102,-1.0318335,-2.915373,-3.1103113,1.290938,-1.9242111,1.1279836,0.48029917,-1.483584,-0.061636653,1.3534306,0.90575194,1.4686117,-0.7866223,0.3854668,-0.2837044,0.75822455,1.7440349,0.08419163,3.3957868,2.6354117,1.4367428,-0.8931415,-2.2520287,4.0724177,-0.47624722,-2.7684588,-0.82064265,-2.3434331,0.9755516,-0.2986902,-2.3551216,-0.45495316,0.6014357,-1.6727804,2.4308338,-0.53583324,3.2680686,0.91102606,-0.31828025,1.6635402,0.5821197,2.7704468,-2.274942,0.53273845,0.54243577,-1.6091441,1.4262143,0.08831209,0.14824405,0.6185203,-0.16916615,0.6949093,1.7167252,-0.6450098,0.7642079,-0.514246,0.3899057,-1.2273295
PL45,0.034158405,0.5016459,-0.18247347,-1.2410265,-0.18052593,1.5503463,-1.2034217,-0.3029355,1.256405,-1.727189,-0.023460552,2.6024392,0.29815173,-0.28075173,0.28583264,-0.81194735,-1.4424949,0.902948,0.061907828,0.597194,1.0659156,-2.024825,-1.8576086,-0.71240115,2.102962,0.08892155,-1.9925075,-0.46299118,-1.448206,0.7740704,1.3208909,-0.62852734,0.7314953,-1.3055158,-0.7954175,-0.6989236,0.3694409,0.21476325,0.8926302,-0.19570671,-0.9545046,0.30886942,1.9640522,-0.2910719,0.85805506,-0.7372814,2.409124,-0.73849076,0.9671955,-0.7581146,0.4187099,-0.81083816,0.5949106,0.65641785,-1.1418688,1.8786749,0.12937951,0.9732944,-2.1843226,1.1599329,-0.007181406,-0.53196645,0.98728776,0.47091016,-0.7635268,-0.5168164,-0.024831172,0.6640111,1.740208,-0.38561025,-1.4509197,0.8471972,-0.26336288,0.5414199,-0.5433854,-0.17777318,0.22462448,0.18595377,1.5803555,0.5720721,-0.5539501,0.21412697,0.03552894,0.31053573,-1.04194,0.6155461,-0.15631546,-0.31428477,-0.4229039,0.6772443,-0.7732559,1.2280633,0.098866835,-0.6650425,1.6555998
RCC10RGB,1.5201072,0.9011021,1.7865051,-0.16072807,-3.0487483,1.7627314,-2.0790513,-1.3548533,-1.8248988,1.7874097,-1.4571671,1.111038,-1.7424119,-3.0966861,2.5115843,0.03411971,-0.40679982,3.9290862,8.317712,-1.0393642,2.4406822,3.0695615,2.7752094,-7.5357046,1.2021743,2.6444778,-0.9926698,-5.9572296,-4.2910604,1.2563605,-2.5512602,-6.9034095,-2.6270082,4.169068,0.27470952,1.9663771,2.7456536,1.560952,-0.27979666,1.643337,-5.632253,-2.3992727,6.9077315,-0.24007556,-0.9095137,1.1941795,-1.4604217,-0.64378273,6.5474577,-1.752688,-6.9223804,1.155644,0.81240207,1.8255063,1.1570348,2.5826237,1.3751615,-2.0532598,-2.809984,2.0222127,-0.29855484,0.8427805,-7.43926,-2.2057953,-2.4890285,-2.3742104,-3.6687438,-4.0370426,-1.409171,-3.2680347,-3.916746,1.4699187,-1.1446089,0.014155518,2.8106403,1.6943315,-4.635443,3.4612687,-0.1055293,-4.6424336,2.2630847,-1.2951736,3.3910465,2.6548166,-0.60055727,1.4877938,0.3039177,-2.3139553,5.262808,3.1439922,4.0663753,-3.0303633,-0.6742312,-0.5065168,-2.342812
NCI-H2030,-1.7483512,0.49142316,1.4419758,-1.5369632,0.72931707,-1.0829835,-1.3589848,0.0033911476,-0.0843671,-0.53976846,0.26247406,-0.8599391,6.2153554,0.7801416,-0.3083001,1.0445051,-1.7184024,0.9134345,-4.708721,-2.0323994,-2.3507266,1.4385688,1.7886732,0.70840096,3.7852588,-2.609541,0.28943196,3.5130916,3.3867679,1.3211188,5.1451316,0.35426205,-0.45846513,-3.649459,-3.538785,0.6904853,0.10867646,0.5128721,0.23490065,-3.2046723,-0.28371394,-1.16815,-4.627987,-0.612041,2.7816198,-1.5908573,0.6159275,-1.2534249,-3.9239357,1.3569928,2.609411,-1.4702986,2.1756558,1.1328863,-0.810091,-1.6681485,2.2313838,0.32160622,2.0787344,-0.9049131,1.7868632,-1.0283616,2.1982334,2.0638115,-1.2744108,0.8141298,-0.5079408,0.77032924,1.3261335,5.388287,1.4431715,1.2778339,1.0127517,1.7943544,-1.4018341,0.0319767,1.5574702,1.0243251,4.366519,-0.4912952,-0.7704632,-1.4187602,0.056743413,3.0368066,3.3812127,2.0108256,0.710702,-1.4135194,-1.950979,-0.74155194,-0.73455435,0.63367814,1.1047546,2.0009549,2.1830726
RERF-GC-1B,1.4409003,0.047549732,-2.6542592,-0.53102356,-0.5995229,-0.08872161,-0.17860721,1.6838641,-0.80656165,-0.5487956,0.35900414,-1.3250983,-1.96363,0.5722429,-2.155304,-0.46982238,1.1441766,-2.5651705,-2.868849,-0.47137803,-1.3783813,0.0950629,-0.9758935,2.2907054,-2.5920882,0.21585019,0.15169992,0.64634347,-0.039061148,-1.312357,-0.34461293,-0.8238293,1.0700305,1.5099425,1.3142041,-1.2563462,-0.91570514,-0.63617647,-0.98910475,0.34595075,1.5213369,2.048926,-0.6718478,2.1109083,-0.3824256,-0.37043625,0.18262528,-0.10863179,0.34931296,0.24906214,0.96559805,-0.47456434,-1.4147136,-0.49843737,0.7150809,1.0794269,-1.0401028,0.08303771,-0.36102593,-2.4637105,1.2355127,0.829702,2.1746316,0.28160504,-1.313258,1.1268103,0.43028745,0.3281446,-0.41936657,0.4042605,0.95418245,-0.8118335,0.28877097,-0.3252926,-0.9637386,0.24610093,0.026866496,-1.4283404,-0.44142652,0.85803723,0.9430915,0.7501995,-1.1687577,-1.379343,-0.2794966,-1.806177,0.10002744,2.5846395,-1.703324,-0.9468581,-1.045946,1.6169852,1.9612578,-0.6467258,-0.65457165
SNU-387,-0.31505513,1.6823289,-1.4261235,1.4042553,-0.43536994,0.038279593,-1.3863828,-2.030052,0.72870797,2.1933613,2.746185,0.70502025,-0.39025334,0.3724237,-0.856385,0.3207195,-1.9714041,2.5868866,1.4237754,2.861115,0.8319201,1.8676217,1.9093914,-0.86062294,-0.341185,2.0873644,0.48209983,-0.1066536,0.18226425,-0.7273258,1.5706521,-1.1296914,-0.82212514,1.5610918,-1.0196435,-1.1657974,-0.44467854,0.65707743,-0.1471653,-0.4349928,-0.38967773,0.099893555,3.1890006,0.62359375,0.22589874,-0.86375344,-0.9566852,-0.39834577,1.4920729,-0.26371968,2.5136538,-1.1311249,1.4540148,2.6920872,-0.28475174,0.81624794,-1.5249884,1.2236545,-1.3393652,-0.53746504,0.24384892,-0.33806002,-0.48947147,2.0271096,1.1152692,-0.9556368,-0.78365296,-1.27997,0.052392013,0.511888,-1.5071157,1.0077688,0.7965168,-2.5899553,0.12571698,0.8288435,0.3127842,-0.5244534,2.3004956,-2.6739182,-1.9525234,2.4010348,1.7937282,-0.8157732,-1.4461493,-1.7758329,-1.1665256,-1.1353706,0.5790006,0.86893004,-0.6694079,-0.9181351,-2.0109408,2.556467,-0.34400085
KPL-1,-0.86588067,1.0233349,-1.7147213,-0.0092123,0.71251523,-0.8424077,-0.07770299,1.2805474,-0.383258,-0.81691074,2.2640672,0.09275454,3.8276985,-0.21338198,-1.2605015,-0.76668155,-1.205923,-0.48498464,0.0065232813,-2.9550781,0.45261002,0.475691,0.7554566,-1.4634864,0.2232786,2.003453,-2.824388,2.8851943,1.1147394,-1.2719142,1.4995384,-2.14154,-0.13544717,-3.760721,-0.70702773,2.0629528,-1.2349119,-1.9893117,0.44166747,0.40868926,0.13652231,2.476179,0.027920917,2.9829435,0.2260073,-2.2347255,-1.9661158,0.1438732,-1.1252923,0.9518706,2.2360325,-0.19431739,0.10215412,-2.0368962,0.010836661,-2.8945005,-1.7956029,-1.5141842,2.626904,0.3274408,-1.5801914,-0.013665376,1.7053938,2.2627807,0.30826378,0.21363007,0.52520466,-0.405392,-1.061481,2.023702,3.2668533,-1.3769814,-0.1047812,-3.5119221,0.29943532,-0.38021863,-0.24113773,1.8500566,-1.202553,0.2575188,0.5324954,-2.134065,-0.28339234,-0.36822814,-0.25768435,-1.2274365,0.6154571,1.1834269,-0.26120892,1.1590768,-0.04598452,-1.8728936,1.5197957,-1.243031,1.8636935
HEY A8,-2.0693634,-0.021954954,-3.65778,-0.22648497,2.8044097,2.444126,-0.29956546,1.1365705,1.4502878,1.0113966,4.397746,3.3847013,2.2646685,-0.19228032,-1.5172441,-0.40441537,-1.1255538,-0.6212431,2.033981,-0.015737843,1.5675608,-2.8348424,1.8090559,0.35983324,1.4647595,4.192891,-1.4574307,2.8478844,1.0065048,0.41750175,2.5481114,-0.1784114,1.8317444,-2.6963701,2.4744372,-2.2171268,-0.59147704,-3.3865507,-0.27882627,-0.3038078,0.09016898,3.3980842,2.9169562,-0.63150877,1.0455171,-2.2076073,2.7254899,-1.4380835,-1.4714265,-0.0051740366,-0.8900519,1.4537175,-2.8042283,0.5106295,-0.23341325,-2.082693,0.91361475,-1.2581109,-0.7521914,4.376434,-2.163785,-0.442936,0.23913267,-0.36767215,-0.7065847,-0.11804773,-0.08036639,1.5808308,0.29532662,-1.2406824,-3.5513678,0.09529449,-1.0196157,-2.3151858,-3.234311,-0.93133974,-0.1282465,-2.8404698,3.7288911,0.5832714,-2.8594174,-0.85315394,2.0727768,3.198855,1.5779349,2.851083,-2.3881197,0.062153727,0.100990295,0.1150907,-2.3745503,-0.9142355,-0.37766603,-2.3369308,3.2447414
HuT 78,-1.1040423,-1.2678361,-1.3557954,0.8730762,0.40694362,0.33785617,1.5006627,-0.023488138,0.51855093,1.5417721,-0.0026557893,-0.56664103,-0.8447618,-0.05963993,1.2600114,1.6632857,1.3023282,-0.6299184,0.28275225,-0.9179578,0.54096013,-0.795308,-0.57341677,1.4459492,-1.1567588,-0.09777935,-0.27424628,-1.2450632,1.4865793,0.04592429,-2.7898204,1.3932873,0.7369251,0.011340275,0.80768335,0.074324936,0.727664,0.7611257,1.699892,2.3438103,1.4923383,-2.6980503,-1.6403695,1.157189,-1.935206,0.6349133,-0.3795527,-1.7627485,0.2080445,-0.30447477,-1.7144897,0.7071514,-1.2004113,-4.249325,-0.9033161,-1.3527436,-1.1893907,-0.15041563,-0.08449994,0.6440313,-2.3434546,0.6921929,3.0629146,-0.43345633,1.3465564,-0.051493883,0.70893145,0.5714897,-1.7332976,-0.087340966,1.7865593,-0.27845624,0.3874624,0.70933264,-0.42567915,-0.7364744,-0.47842026,-0.25698006,-3.0769155,1.2264366,0.2085631,0.52050996,-0.24554724,-2.3487735,1.0089773,-0.03979537,-0.72556865,-0.17896661,-1.0534275,0.42629206,0.3086362,-0.28271377,-0.48516026,-2.8676221,-1.1605877
SNU-C2A,-0.017089829,-1.1000663,1.0038153,6.0310855,-3.8481698,-3.2666519,-1.9185143,1.7062216,-0.39029372,1.785436,6.584671,-0.7150516,0.15121724,4.825693,-1.419482,0.18252294,-4.728343,-4.1244116,4.0482717,6.18336,5.5837636,10.12762,8.291858,-1.4237988,-4.610673,-1.028781,7.989596,2.421875,3.1888342,2.2067065,0.8898149,0.4526736,-2.3721278,6.3235946,-1.8035277,0.89805615,-0.3134413,-0.28224596,0.43151945,-2.758313,1.4159933,-4.9815707,0.8345415,-3.5968704,0.70561874,0.57721186,1.4281319,-1.7420985,-1.1290512,-4.2485113,-3.3320963,-2.7998013,3.7545238,6.0471463,-0.81514996,2.5009706,7.5023155,-2.9299555,-0.8667109,-1.5046905,3.1723762,1.9173119,-2.7694063,1.00312,1.783605,0.31271648,-4.557524,-2.978464,-6.097764,1.3961489,-2.6625016,-3.2840662,-0.4897397,1.25662,-3.2337193,-4.1970735,-3.7090096,-3.6810799,4.162533,-4.66093,-0.43878356,4.7362914,6.5813437,3.3219366,1.521059,1.563993,-1.2908105,4.2339745,-0.11144578,0.22363105,1.7959394,-5.1634836,-0.41360363,5.168581,-4.87973
Hs 172.T,-0.5253757,-0.38790444,0.10651581,0.6895191,0.124807596,-0.9087921,0.5878377,0.31691658,-0.15439141,0.61177975,-0.06764986,-1.413414,-0.25119781,0.08054728,0.15563232,0.5791812,1.6221972,-0.47293454,-0.79393524,-0.5782339,-0.9932969,0.7775027,0.57545877,1.2548285,-0.8958059,0.31522214,1.0169513,0.3842285,1.1649963,-0.21540849,-0.8350183,0.10316068,-0.3181233,0.8690938,0.2229734,0.27870294,0.13508962,-0.22553478,0.1982713,-1.0963813,1.1694149,-0.12226817,-1.7698317,0.06712566,-0.043891355,0.13707116,-0.43558773,0.24146065,-0.086683296,0.5539908,0.84627193,0.8567371,-0.55081177,-1.5931252,0.54164594,-0.71545404,0.41678828,0.14564283,1.7213827,-1.2638274,0.5225557,0.7750902,-0.23224774,-0.343458,0.3697533,0.7836355,0.34988177,0.54956317,-0.045344293,0.7327852,1.3042028,-0.31727606,0.04714628,0.55639666,0.3897696,-0.6772027,0.34071565,-0.5731428,-1.2670027,0.11048306,0.025960062,0.2409603,-1.4239498,-0.46950322,0.29771242,-1.0175097,0.90714884,0.48733613,-0.08616307,-0.496334,-0.10870397,-0.5526956,-0.30583307,-0.8929074,-1.3174804
SNU-16,0.32228577,-0.018222023,0.2474393,-0.85530114,-1.5919424,0.4757567,-0.2642564,1.4029139,1.6647258,-3.4108517,0.23937072,2.3792686,1.0054712,-0.1652433,0.719635,-0.8176182,-3.3534467,2.967612,3.7765753,0.70541877,3.3435266,-0.6343788,-1.7400875,-3.4047658,2.613848,-0.37490404,-3.1710367,0.2641983,-2.2632365,0.7740317,1.1257446,-2.373617,0.9587611,-1.3112974,-0.2083983,-0.023205586,0.65627193,1.7388488,3.3989346,0.8863498,-1.9725349,-0.35076368,3.169771,-1.9719986,0.71064466,-0.017288215,-0.095683135,-0.86088943,-0.080667764,-1.8975567,-4.261178,-0.02360058,2.4126172,1.986642,-0.98526907,0.85451895,0.8567874,-0.71817523,-2.2092972,2.4872966,-2.2375278,0.5527242,-1.7001369,-0.42688456,0.90596366,-2.0420597,-0.46548182,-0.24348879,0.8213339,-1.7564675,-2.7111423,-0.97373074,-0.641617,-0.9758171,0.17422538,0.39120662,-2.937941,2.0391545,0.088454425,-0.93111074,-0.78275645,-0.060566995,2.7346947,0.33447498,-1.881225,2.1847985,-0.32324693,-4.555846,0.7184535,0.21816593,0.56416017,0.049925223,-0.30386633,-0.44302267,2.5400522
EFO-21,-2.6666234,-1.0583891,-0.73647195,1.846266,-3.025054,0.4280113,-1.2840282,0.7748338,0.026329692,2.132896,2.7823942,3.0588195,-0.5768891,0.3438417,0.8348104,0.64682525,-2.4915345,-2.0261478,1.87565,3.3714805,-1.3027985,1.7930843,1.8838226,-2.5141218,-1.0129354,0.07498866,-0.18778908,-0.49012327,1.6280017,1.0623559,3.282905,-1.9033699,-2.2471242,0.18850045,-5.127947,-3.3812416,0.29759574,2.0558977,-1.2354802,-1.2408397,-1.0308667,-1.9845825,2.1944406,2.5627627,0.1744402,-0.9757074,-1.7329972,0.3907317,1.7401804,-1.0795617,-1.211761,0.08626246,1.1193985,-0.9918241,-0.5159781,-0.5883192,-0.31982312,-3.0097141,1.3685753,3.3397596,2.1242805,0.2901189,2.219821,0.35095072,-1.6766169,1.2276075,-2.4054303,1.1970935,-0.46648434,-1.1226964,-0.9847388,1.4395083,0.92613214,-2.0403733,-2.3826962,1.5567124,0.34559706,-0.2471738,-1.5144005,-0.0674756,-1.2997725,0.6837484,3.861798,-0.30895698,3.2335691,-0.36818385,-3.2589145,0.13316274,2.1883118,-0.47070253,0.9122523,-3.0582814,0.45971894,-1.5868045,-0.5341864
Caov-4,-2.124458,0.5897588,1.0746508,-1.4522165,2.4522705,3.3496351,-1.1760988,0.7486859,1.7386321,-1.6016446,1.7348595,3.024531,2.3635423,0.9586734,-0.10496198,-0.3178981,-0.23400025,-0.47545344,-1.0613391,1.1981947,1.2163849,-1.0016642,-1.3475375,-0.81123585,0.8600836,2.0729983,1.9560322,-2.552412,1.1484046,-0.9646141,4.5030527,1.6485056,-0.5841166,0.90741974,-3.4080067,1.0734977,-0.3844183,-4.289258,-1.9349889,-1.7969795,-4.014311,-0.075618625,2.1240134,-0.7756983,-2.1605513,-2.5159492,1.5062557,0.96874446,1.9512897,3.630455,5.07344,0.92399406,-1.5726392,0.70346385,-1.160388,0.2913531,-1.968581,0.25497484,-1.0759554,2.970445,-2.413943,-2.2300982,1.7795881,-0.5235964,-0.18653092,-2.2618983,-0.058206346,2.9213092,3.2645667,3.11762,-0.41740677,1.3519088,0.19512653,-1.6889209,0.30825922,1.8914622,4.9003654,-2.0244465,1.8853581,0.16538942,-0.9731804,-0.47388673,2.8969188,1.8337665,1.5071136,-1.0720358,0.08481416,1.1738062,-0.1905837,-0.040587053,1.2538669,-2.7474866,1.009844,3.253172,2.5226889
HuNS1,0.38220197,1.3825411,-0.42579037,-0.65037066,-0.524496,-2.0748935,0.50122744,-2.3432436,1.7099522,3.971986,-1.7341458,-5.186418,-1.1331854,-2.1810431,1.4258716,-0.04872303,-1.2462668,3.1843014,0.13710517,1.126533,0.17344332,-2.3503256,-2.4014308,0.66391426,0.4535153,-0.6277505,0.69880706,1.257356,0.13879408,3.505694,-4.2038584,5.838165,-0.09180351,-2.633472,3.086337,0.8072089,1.2200726,1.8782449,-1.4792737,0.64465576,-0.5442544,-1.9989536,-0.10931821,-0.31721604,-1.626533,5.002508,-1.7957131,-1.4337038,-1.7493227,-0.51357186,0.8768176,1.4198604,2.1196036,4.888882,0.23087604,-3.4769578,-1.1786126,2.5416043,0.7245809,-1.379066,0.33394545,-0.36261928,-3.9551713,0.042802427,0.8458068,-1.262931,2.1874344,-1.5358611,-1.9873307,-2.764529,3.7358794,1.7479221,1.1717863,1.5182722,3.6887512,-0.69486415,-1.529109,-2.7985418,-0.46074554,-0.7525526,-0.17940044,-0.29089338,-1.9487833,0.8848852,1.3713843,2.93518,-0.07179925,-0.9818834,-0.07253903,0.5722525,-1.2998697,4.3782854,-1.1526268,5.274384,0.43331248
COLO 668,-0.6230751,-0.47920862,0.19601198,0.5220855,0.31273788,-0.80423415,0.46658143,0.2553816,-0.25477195,0.50874573,-0.04795646,-1.4283777,-0.14701648,0.2511544,0.065558426,1.3393599,1.7125763,-0.55426,-1.26527,-0.3356923,-0.78715557,0.22335681,0.4119911,1.176413,-0.7898069,-0.33914953,0.65883946,0.20903897,0.8000714,0.15022594,-0.15385243,-0.12609576,0.25928342,0.50921583,0.10155719,0.69025385,-0.057908807,-0.26520354,0.09560209,1.928009,1.0466418,-0.013311833,-1.1940947,-0.060871385,-0.39133608,-0.3323047,-0.3209946,0.7343931,0.030626364,0.35497046,0.79934573,0.82993,-0.5682835,-1.5586514,0.60315007,-0.67723596,0.27156273,0.27812648,1.6426574,-1.2420563,0.5065907,0.11467582,1.051597,-0.28508765,0.06459269,0.751193,0.029978314,1.074081,-0.19362012,1.0397906,0.8236366,-0.020899422,0.16360237,0.51494557,0.50216454,0.56132895,0.39568782,-0.34664807,-1.1219078,0.14664622,0.47641125,-0.15110609,-1.3247497,-0.65990937,0.16899218,-0.8801256,1.2764032,-1.0152074,-0.63128126,-0.16562341,-0.37568295,0.3805424,-0.3342129,-0.85059094,-1.2031953
TE-6,0.03788714,0.35097364,3.709339,-2.301338,1.2753012,2.5660045,2.6703744,-0.036207855,-2.1856332,1.8185993,-2.3485737,2.6053803,2.6532912,3.6955917,-0.073070355,-1.2778234,0.66326964,-3.2086797,-2.711673,1.5860028,-1.0333686,1.9165257,4.2499146,3.718525,3.0102296,-0.47628444,5.856163,-0.3977711,-0.71160805,-1.0966492,0.9192579,5.0460925,-1.3261364,-0.74725246,-2.3517861,4.8437376,-0.0066849366,-4.35702,-7.8668394,-5.671995,2.360265,3.2745533,-3.9809432,-2.79069,1.5025141,-2.6104853,4.52936,3.5788565,-3.523559,1.312291,3.2115219,-4.8099437,-1.3939767,0.08953383,0.48365536,0.99463266,4.976152,-2.7588928,2.2152054,1.1884527,1.8766795,-4.281969,-4.015418,2.6430695,-1.7704418,3.8344088,-1.4237645,1.1662836,-0.38330454,4.7032757,-3.2263753,1.5169575,-3.8713899,5.6728845,-0.7411921,-2.5971725,5.9247346,0.2916571,2.5800803,0.2081991,0.5312987,-5.278017,-1.5041564,0.8444812,3.441658,0.2780418,-1.86568,5.8321643,-0.35025746,1.1174076,-0.3480083,-2.1175876,-0.46613297,2.3727462,-1.7916964
Hep-G2/C3A,-1.8452438,0.18827087,-1.903027,0.6489705,1.2570693,1.3289423,0.32097775,-0.44690868,2.0876896,3.0216203,-0.028898865,-1.037111,1.6610689,0.6094523,0.4491854,0.16021979,-1.7046659,0.7243948,-2.1719325,1.6773808,-0.8310667,-1.1016853,1.0938386,1.4896048,1.1304152,0.13425736,2.7074575,2.045324,2.8847146,1.2097251,1.546196,3.0875127,-1.2035649,-1.3321332,-0.78872234,-0.76094043,-0.733632,1.2291876,-0.5351495,-0.4131801,-0.26089737,-0.41438195,-1.4968946,1.536568,-0.06941275,-0.06439616,-0.3571974,-1.9271492,-0.19938704,0.97663784,2.734648,-1.430065,1.8492342,1.4903834,0.37431228,-1.845444,-0.742744,2.1435735,1.864077,0.6404785,-0.6570763,-0.68860257,1.9658759,2.5577173,1.9113768,0.47817165,0.80723375,1.0414621,0.9112886,1.7976975,1.9019277,2.534043,-0.4310496,-0.44824237,0.91666996,-0.6204803,0.66390055,-4.399212,1.5730705,-0.4764744,-1.8111367,0.5914734,1.3879602,-1.7359712,1.4824773,0.62595284,-1.821507,0.8778454,-1.4069422,0.77826035,-1.1897614,0.28301734,-2.1605406,3.1338577,-0.21226802
