,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86
SEM,-0.5986441,1.596099,-1.0452834,-0.254662,1.3745942,1.4417448,-0.36876345,3.689723,-1.1355714,-0.16365379,2.09941,-1.404292,-1.4479198,-2.0450592,0.68757313,-0.7693361,-1.3040292,1.2055588,1.2694088,0.56173855,-0.31723404,0.78425425,-2.3512335,-0.7779254,0.6308801,0.45654285,0.5167212,0.5852289,0.26213628,-0.16145179,-1.6710073,-0.3094551,0.49872997,-0.14614472,-1.6217937,2.7777681,0.38008216,0.84805906,-1.534571,-1.4058691,0.920684,0.8773753,0.033068497,-1.8329821,2.2193313,-1.9733126,-1.4302232,1.4627899,-0.43565458,0.16169636,-0.9155674,-0.8856163,-0.59818697,2.3016608,-0.3434365,-1.1740538,1.4395527,-0.2839877,1.1624988,-0.5546652,-0.2681012,0.41727272,-0.21874346,1.4952903,0.26929763,0.7266763,1.361007,0.20095587,0.9307615,-0.31751066,-1.0364869,0.07009561,0.96131486,0.46910092,0.31937277,-1.4312223,-1.2130659,-0.06211999,1.0820491,0.37222093,1.4301393,-1.1111124,-0.56731033,0.013153143,1.5921906,1.0948414,0.36746356
IA-LM,0.20878018,0.4821893,-0.067434564,-0.57735044,0.044057164,-0.08229448,-1.6647463,0.7368312,0.5706986,1.5529553,0.93944764,0.16802901,-0.34853262,-1.1715624,0.54680413,-1.3094002,-1.460901,2.0433216,0.73651123,-1.5360928,0.6109148,0.23830622,-0.6815301,-1.0787108,-0.7440134,-0.7671699,1.3337017,-0.26208752,-0.45060873,0.4780246,2.0532954,-2.3990662,-0.6328002,-0.86317056,2.5795603,-0.9360606,-1.6692652,1.1226164,-0.12950385,0.46405774,0.022724926,-1.0477767,-1.0671215,0.6034369,0.9027369,-0.69537735,0.018800143,0.19968246,1.3518646,0.6317048,-2.7380228,-0.10925046,-0.2654167,1.0136248,1.0843078,-0.14220892,-1.1763933,-0.7990277,-0.35561398,-0.3228791,-1.7639776,-0.62976277,1.723458,-2.074423,-1.0964366,-1.4394007,0.020786688,0.055295948,-0.7673774,2.7536495,2.232711,-0.29114616,1.1188556,0.87255454,0.3533349,0.5621811,0.013204463,2.4316359,1.1737014,-0.2707175,-0.77729964,0.9579325,-0.73502797,-0.2539096,-0.69663954,0.6777682,-0.64456683
ML-1 [Human thyroid carcinoma],0.22350729,-0.42397293,0.5727831,-0.15107594,2.2525623,0.80698895,-1.2477893,-0.5156622,0.50412875,0.6712244,-1.2405171,0.49546018,0.8355014,1.0774685,0.42434165,0.7548854,-1.1549612,1.0499475,-1.8415761,-0.34740582,1.8724447,0.59253967,-1.0270537,0.33033383,0.8785903,-0.3470322,-0.23095058,0.9470091,0.07603941,-2.253349,-0.09385714,-0.6755355,-1.1104609,1.5036991,0.7450632,1.8833704,1.2050925,-1.2852895,-0.45801035,0.6100798,0.6000641,0.7869761,0.44314215,1.4134084,-0.48907697,-0.46844462,1.3965125,0.70914376,-0.07366208,-0.5059485,-1.4305506,1.2520767,-0.3211112,0.053338997,1.6194204,1.8100916,0.6919707,-0.7799764,-0.0717517,-0.4128781,0.089518346,0.49757445,-1.8834311,0.058624655,0.17853682,-0.6909617,-0.14143969,-0.28471658,-2.0223053,-0.2824145,1.8718448,-1.4839451,0.7632834,0.84437805,0.24449638,0.17257553,-1.8675952,1.3238198,-0.05311884,0.8156768,-1.4537355,0.35761625,0.92180437,0.453393,-0.40349597,-0.25743148,-1.7289019
RPMI-7951,0.18197884,-1.5781624,-0.3501682,0.5824209,-0.7193037,0.33343935,0.70896405,0.38215354,1.9711155,0.39616352,-0.8217152,1.2312837,-1.2698953,-0.75636744,-0.17371681,-0.61983836,-0.74618715,-0.95002544,-1.5409558,-1.5505275,-0.067965135,1.1672645,0.13777764,0.02778513,-0.7014758,-1.0463926,0.20179948,-0.4720474,-1.492633,0.64035726,-1.1304655,0.2447938,0.46918014,-0.2042315,-0.42698416,-1.0365375,1.0728469,1.0757589,0.5922252,-0.7217457,0.04918944,-1.0358217,0.40445152,0.288199,-0.02618339,-0.8864995,-0.041222412,3.3172474,0.42710057,0.58643425,-0.5173983,-1.1773198,0.47007313,-0.51182145,-0.3615375,-2.624297,0.03560207,2.4062862,-0.27641624,0.91801566,0.6650385,-0.5963173,-1.9009575,0.06362607,-1.0286674,-1.757495,0.15193494,0.38851443,1.014912,0.63507235,1.7610104,-0.8466672,-2.1021526,-1.0842451,-1.0672972,-1.8018465,0.23761228,0.035105787,-0.03142558,0.34766984,0.5547726,0.6399476,-1.6286606,0.9891048,-1.9628707,0.6675305,-0.2905281
Hs 888.T,-0.030468613,-1.3761742,-0.06684458,0.4859018,-0.19368687,0.22624168,1.285686,-0.5507356,0.96559495,2.2116795,-2.0526419,-0.28136715,-1.3830721,-2.811662,-0.323004,0.25154155,-1.358842,1.6979073,-1.2246435,-0.5331526,1.3761917,0.9885886,-0.94382906,0.18429546,1.5878631,-1.5109501,0.25156048,-1.3392568,-1.0291767,-0.29911,0.017069593,-1.0590163,-1.3328662,1.0796661,1.9849902,-0.92678833,0.36979124,-0.24773204,-0.35363623,0.909171,-1.2493438,-0.02868659,-0.64011884,1.6287954,-0.08197171,-2.6666126,2.4186928,3.9641583,0.62704825,-0.37238097,0.31060997,-0.60082173,1.0253637,-0.5371551,0.59286803,-1.1689343,-0.116588555,0.9227956,0.6295698,-0.3976206,-0.7731917,-0.6454403,-1.4313465,0.47280532,0.15885833,-0.7219972,0.34625188,-0.10974532,-1.729237,0.10621671,2.373867,1.4823108,-1.8788558,-1.702183,-1.0365021,1.2463374,-0.9577389,1.4196358,1.094507,0.37557232,0.68923014,-0.09710988,0.043293975,1.3886856,-1.6741377,1.7348992,-1.3643603
SNU-738,-0.4654371,2.1883528,-1.8848126,-0.00796672,0.12287681,-1.1493059,-1.0435057,0.2865617,-0.37182534,-0.555319,-1.0977547,0.69894725,2.466164,0.15547831,-0.12763338,0.111680016,-0.93384916,-0.60033524,1.0759535,1.785793,0.8736126,-0.48665735,0.9986584,-0.15447578,1.1378964,1.6572493,-1.0958446,-0.3185762,0.6959655,-0.7427259,1.9006411,0.993943,1.515506,1.0243952,-0.08035484,1.9756817,-0.2529644,0.37400252,0.12234804,-1.9557588,-0.40110126,0.4631194,1.3925554,0.782681,-2.4322147,1.1571263,-1.206872,1.2277142,-0.31160092,1.101159,-0.80208564,0.6182251,3.001605,-1.1667458,1.9198731,0.40432972,-0.38546485,1.7013607,-0.090904415,3.0225668,0.25371066,-0.91745585,-1.0104902,1.1555253,-0.1439,-0.44476736,-1.1966379,2.0101538,-0.016911406,0.8002346,1.6219901,0.28261194,0.45762977,0.4385631,-0.17233607,0.9701475,-0.18201688,0.46025318,-0.8723016,-1.9915484,-1.4028327,-0.6026006,-0.55957663,-0.35817474,-0.2795611,2.145625,1.312514
RERF-GC-1B,-0.6156654,0.37223887,-1.24381,0.4988237,-1.2273356,0.8354494,-0.12192808,-0.6325157,0.7421644,-0.6620771,1.1084443,-0.061113276,-0.6803205,1.331233,0.73757005,-0.0360993,0.8306839,-3.7794356,0.34458768,1.7171104,-0.9020034,-0.24094138,-1.4390677,0.60054857,0.66787064,3.119705,-0.84264755,0.6856881,-0.2537272,0.29431367,-1.2344033,2.0461502,0.19806096,-0.9927086,0.14435153,2.2151787,1.1294779,-1.4692994,-1.6595224,-0.115987346,-0.026784763,0.80702615,1.8437108,-0.8282439,-1.3683225,1.1118783,-0.5690618,0.0670004,-0.55916435,-1.7398005,0.8768809,0.2175433,0.43112704,-0.22185242,1.9070505,1.5986787,-0.26485533,1.051544,-2.4356503,0.096357316,-0.14365688,-1.6936021,0.053277567,-1.9763278,0.0024379806,0.83912444,-0.20315285,-0.7611736,1.3894037,-0.42639083,2.1093626,-0.029852875,0.013169549,1.6716051,0.25563586,-2.218817,2.099871,-1.1377647,-1.1304396,-1.0413697,-0.34929556,0.32569122,0.9898315,0.08502215,0.27833778,0.34637386,0.07421242
5637,-1.2032397,-0.69389063,1.1887106,0.057896193,0.1415378,0.94316673,-0.40033036,-0.20563842,-2.1994293,0.97981834,-0.03408975,-1.9306338,-0.15953612,1.2773753,-0.28292775,-0.9087485,1.2096192,-1.0710163,1.402009,1.3764303,-1.7413023,0.38144606,-0.33906966,-0.3211342,-2.677498,-0.43266407,1.5847747,1.0968654,-0.6724558,2.8163586,0.07144734,-0.70976156,0.22431444,-3.1690905,0.89517283,-1.3588535,-1.9134192,1.9740233,-0.6218121,2.7555592,-0.29459587,-0.3666914,1.6591332,-2.1020467,-1.1125861,0.26934588,-1.8130401,0.9153685,1.3443553,0.47712615,-0.9532174,-0.42055735,-0.2687324,-0.66448814,-1.2241721,-1.2732456,1.5385708,1.7589053,-1.437891,1.9696316,-1.3987532,0.79759747,0.25138614,-1.1039717,0.79147136,-1.7143446,1.1048683,-1.6649776,-1.7094301,-0.685491,1.7712553,-1.1940733,-0.031311423,-0.26091743,0.13391131,-0.7481174,0.18230823,-1.4168061,0.12581487,-0.30984306,0.7757434,-0.08001541,0.016652623,-2.5693116,-2.390083,-0.9838214,-0.63427544
697,-0.12349644,1.2704967,-1.2296969,-1.0402908,2.0339208,0.907686,0.6511781,3.872244,0.57306236,-0.8262611,2.9628363,-1.3966973,-0.7661579,-1.5720671,0.07340704,-1.4097571,-0.3632727,2.432371,0.1492743,-0.7844665,0.4124537,1.1731611,-1.8951488,-1.1612754,0.5465872,0.062621824,0.5769092,0.9704011,-1.6965333,0.6079039,-1.3259436,-1.5675882,-0.026220303,-0.21541546,-1.529678,2.7883415,-1.0509737,0.6633427,-0.9966586,-0.5498771,0.83722734,-1.5363576,-0.27016836,-1.9982575,1.7456402,-1.3756768,-1.9302799,-0.6030469,0.20146075,0.4074884,-0.80189717,0.47373065,0.07346385,2.514621,-0.15581466,-0.75804275,2.352904,-0.4466501,0.37804395,-0.1521277,0.70932686,0.37624162,-0.56947255,0.7029438,1.7957873,-0.048583016,0.8370381,0.2048621,1.0050472,2.4315822,-0.5813078,-1.2034057,0.47492766,-0.13752913,0.18124321,-0.15813385,-1.5126655,0.59959716,1.2747262,-0.4381356,0.8450466,-0.17696574,-1.6550463,-0.50836337,0.6287588,1.2074142,0.00053821504
BL-41,0.7085063,2.0680933,-0.68286604,0.46740437,1.7827865,-0.5241629,1.3409066,4.160045,2.591467,-3.029678,3.1295714,0.05812152,-2.7019923,-0.35795462,-1.3439597,1.3056376,-0.17786705,0.19907889,0.9146807,-0.889189,2.051512,0.7448257,1.1068486,-1.2911216,-0.8579408,1.670662,1.3599904,0.7356959,-0.2515791,1.222119,-0.20747481,-0.054558855,0.7396965,0.38378632,-1.8258945,1.343113,0.52686876,1.100509,-1.3414533,-1.700758,1.80065,-2.3798168,-0.4014913,-1.341219,2.6924543,0.4583385,-3.2978327,-0.9567614,-0.57655686,0.95820487,-1.0675329,1.1382785,1.5810492,2.2664535,-1.876064,-1.4659067,-0.8318816,-0.23817986,-1.0019146,-0.30991066,1.276629,0.34929514,0.8479291,-0.4172626,-0.46804148,1.8195411,0.27384257,1.2713865,2.5986104,-0.03911273,-0.9577176,0.41833255,1.5677896,-0.18479243,0.97781605,-1.6424956,-0.45986667,-0.7144091,-0.44683444,0.8931372,0.553312,1.1369454,-1.391321,1.0810679,-0.15210481,1.3223842,0.6298425
EFO-21,1.3441342,0.74631995,-1.0372752,-1.323303,2.410921,0.4765642,-0.84506994,-1.3719605,-0.69792414,-1.602204,1.1751223,0.6860536,1.8375213,2.481022,-0.8829599,2.4356956,0.8747779,-0.5657254,0.5462034,2.9107623,2.0680566,-1.0811,0.25463772,-0.36242732,-1.2987828,-1.9222459,0.40341792,-0.95296866,-0.7114226,-0.0879166,0.6026882,0.8798267,-1.1614754,0.24719289,0.046552423,-0.40690857,0.77084875,-0.5502429,1.6807829,-1.3517153,-0.61675394,0.2687007,0.35288507,0.30795148,-0.16847578,2.6365747,-2.8936312,-0.48194063,-0.5870119,-1.8613527,-1.4304031,0.9163007,0.12078415,0.3471647,-0.19571844,0.07910897,-1.3681595,0.1564325,-0.5651411,0.64174247,0.30955142,0.37370077,-0.95322394,-2.0871632,0.53377134,-0.8033672,-0.8716537,-1.1827598,-0.6739365,-1.6123471,0.15915246,1.5955588,-0.02742887,1.1932065,1.2767326,0.34060156,-0.5177358,3.2025385,-0.65278774,0.1815426,-0.7603377,-0.028972514,0.97824615,0.28536025,-2.6954494,-0.6049228,-0.075560614
Hs 706.T,-0.59550923,-2.6347842,-0.13122645,-0.53967315,-1.0377877,1.1510501,-0.4903512,0.06421209,2.0025275,1.9461081,-0.6764079,0.6202707,1.458302,-1.3375394,1.8955102,0.43392792,-1.4760896,0.24172322,0.78139144,0.4231147,0.8768749,-1.1021694,-1.0629733,1.004653,1.5864618,-1.1022466,-1.7665848,-0.83717656,0.05062844,-0.38846183,-0.79254156,-0.17974362,0.24950601,0.47556362,1.4456469,-1.6354827,1.6174862,-0.8313038,-0.21125314,-1.3655405,-1.4158722,0.49514216,0.5799752,1.9356524,-0.17926188,-0.53795797,0.91342723,3.2344606,-0.8080543,0.4819461,-0.14278263,-0.21593776,-0.30879107,-1.2146213,0.7006534,-1.442746,-0.92259544,0.52616113,-0.86121917,-0.02848996,1.6202099,-0.15182868,-0.263022,-0.045404993,-0.20932207,-0.7477615,-0.96248436,-1.5725439,0.24699023,0.0056976452,1.006823,0.25237104,-0.96000963,-0.7759954,0.862267,-0.6243994,0.03650018,2.4580214,-0.7152257,0.16578086,1.0385185,1.2324381,0.29719508,1.9683622,-1.6682211,2.571303,-0.61588854
HT-144,0.91388357,-1.3780931,-0.99803704,-1.0684028,0.7489302,-0.88754624,0.9793503,-1.388307,1.0172336,-1.5035176,-0.08774395,-0.18303369,-1.849795,-1.013184,0.015850898,1.3746665,-0.82868016,-1.504736,1.1624807,-2.0550253,0.11459214,0.10527047,0.56938773,1.33384,-2.248826,1.2386168,-0.80882156,-0.44998366,-0.5632871,-0.8601377,-0.3629126,0.39161688,-0.15576987,-0.7238251,0.6813796,-1.9075716,1.2644844,-0.35828888,0.63401896,-0.5352904,0.8656904,-1.5651015,-0.64843273,0.67867905,1.3560234,-0.1104565,-0.70214945,2.4880688,-0.06871304,2.2142894,0.479915,-0.6173829,-1.0735478,0.35227403,-1.2299117,-1.1725948,-0.03647612,1.0833665,-0.37732497,1.2571611,1.5872613,0.38609877,-2.619741,1.8327435,-0.29362005,-2.2104595,-1.0500531,-0.09350275,-0.038461663,-0.48486522,1.9153422,-0.13469769,0.9850716,-0.48749378,-0.69818354,-1.416783,-0.29650867,-0.5323847,1.3487164,-1.2939208,0.8868154,1.1620401,-0.02435892,1.5383706,-0.18009156,0.69646466,-0.8554909
Calu-1,1.1245395,0.14275704,0.6660553,-0.6911354,-0.3110559,0.14934316,-0.517187,0.98931074,1.6133184,1.8254379,-0.6799446,0.35903662,-0.7279934,-0.91100013,0.35593224,-0.3838554,-1.3091816,-0.010352506,0.38472003,-0.9767852,1.5228132,0.78077465,0.22287725,-1.132777,0.4088155,0.014865515,0.38118482,-1.082887,-0.5593668,0.9180251,1.8899411,0.32097563,0.37242398,-0.84751374,1.5218401,-2.2145956,-1.7125075,1.1383884,-0.17954102,-0.2563361,0.0896756,-1.4021097,-0.19317055,0.5789048,0.43848154,-0.8702908,0.44216594,1.7779449,0.23782068,1.5174915,-3.1641266,-0.27921158,0.6097671,-0.68189836,-0.9409108,-1.3904877,-1.7296782,-0.24743612,0.1997512,-1.4173638,-0.42542017,0.5526321,-0.027203798,-0.7964188,0.75427556,-1.8052218,-0.23991105,0.2319628,-0.5259793,0.5168583,1.8955966,0.40030265,-0.367515,0.5235424,0.7847841,-0.19700655,0.96591425,1.5643188,0.7300518,-0.38999596,0.26673675,0.29735103,-0.43092325,-0.047532625,-0.15377235,1.4622288,0.42994457
LN-18,0.71579283,0.91013235,1.3603942,-0.23830305,0.91486406,-0.42885965,-0.59321815,0.4320602,1.5738956,-0.3146597,0.18405606,-0.91332424,-0.9726722,-0.26072186,-0.25680506,0.37015048,-0.046369255,-0.02337772,-1.6993542,-1.5868331,0.4629786,-0.82528156,0.20602697,-0.7752603,-0.14775027,0.5228327,-0.20548454,0.45947683,-0.25933728,-0.37570268,0.19028552,-0.018302254,0.18951811,0.79551184,0.8704181,-1.9916857,0.24143855,1.3349656,-0.23632823,-0.3486696,-1.1168723,-0.60295135,-0.814904,-0.042651836,0.42398655,-0.68247795,0.656014,2.2321029,0.50932574,-0.17124717,-0.5285664,-0.7034018,2.0414999,-0.5031936,-0.5257701,-1.0077636,0.49055186,0.25363863,0.34241384,-1.7644489,0.25824824,-0.3390138,0.77810806,-0.97910327,-0.7464473,-2.4290335,0.72221,1.2720215,-0.21123895,0.13118981,1.5052118,0.14386076,0.04300513,-0.74407613,-0.14199066,-2.620906,1.4621285,1.574635,1.322108,1.3861337,0.2727325,0.8679781,1.0389467,-0.26503313,0.17651203,0.73882395,0.72086793
SUP-HD1,2.852208,1.9349232,-2.5415418,-0.065542184,2.049493,1.62606,2.401247,1.9611669,1.0801595,0.26136315,-0.32509977,1.5268005,0.35227454,-0.46262673,1.3423601,0.1742975,-0.07840948,1.1349202,0.386385,1.1885191,0.3932619,-0.011150181,0.5503575,3.0792022,1.4763573,-1.3404522,1.0599371,-0.2486095,0.28678584,-0.41103175,-1.5274192,-1.0790055,-1.5381097,4.449456,0.3249014,0.6011251,-0.15546313,0.3372385,-0.71950006,-1.0169969,-2.6461127,-0.38157424,-1.1987778,0.91509616,0.82105446,-1.2599933,3.2390306,0.16738695,-0.7670472,-0.16045026,2.0083988,2.0864098,1.582719,-2.4780993,-2.855031,1.2585064,-2.1689546,1.2352259,1.3741482,2.3744297,1.9991115,1.0531896,0.7871579,-0.018410966,0.21009366,2.3915138,-0.9307465,2.1939673,-2.8627818,0.19457567,-3.1293855,0.8252643,-1.4577267,-1.093218,-1.597482,1.0922577,1.3218853,-1.8643107,-0.83303416,1.0565088,0.112300254,0.104776144,1.2991142,0.9711926,1.037434,1.9673814,2.1074867
FTC-133,0.39580038,-0.84680307,1.2289952,-0.07891154,-1.1671379,0.38309455,-0.9128012,0.06079577,0.25976023,3.0417643,-1.3715534,1.0092787,-0.0067755766,-0.14140478,1.3560696,-0.51329553,-1.1172297,0.6180253,-0.5979472,-0.39861575,0.02197899,-0.5105926,-0.8678038,0.98517036,0.90458703,-0.6748965,0.02061192,0.88185877,0.8692671,-0.18688437,0.44377545,-1.1410491,0.026222192,0.7029217,-0.032822873,-1.3138207,-0.0682522,-0.8978355,0.5715123,-0.00012823706,-0.053553917,-0.24710259,-0.6050497,1.1683058,0.104070336,-0.41691387,1.6319175,1.9304107,-0.72988355,0.6503897,-0.5143853,-0.74927765,-0.3022841,-1.3851408,1.2050098,-0.043256406,0.50665313,-0.468904,0.41010243,0.33214024,-0.04986489,0.38220468,0.7539476,0.7553688,0.13258433,-1.5093281,0.6241178,0.06488302,-0.77498835,0.9581014,0.75391775,-0.79121846,-0.71083254,-0.20075591,0.16350028,-0.2450029,-0.24115668,1.2648486,-1.5877668,-0.59759897,0.45364943,1.1017314,-1.0544688,-0.20174058,-0.94235146,-0.25706095,-0.74552464
NCI-H3255,1.7556462,-1.8819807,0.7251378,1.4030457,0.023063667,1.4594499,0.38206512,-1.6812464,-1.0847275,1.4095838,-1.4460021,-0.18187404,-2.5824144,-0.50583076,1.8690274,-1.6056446,0.71797365,0.07593511,1.5356143,0.3157976,0.12775542,1.5781101,-1.9657143,-1.610458,-0.37148,0.9706695,0.20844135,1.5977135,1.4622107,0.5765715,0.3259802,0.6435552,0.32405347,-1.2169975,1.385686,-1.2520292,-0.04299088,0.28442666,-0.6913224,3.2257972,-1.3299223,0.36964685,-2.3951387,-1.0016142,0.012172699,-2.9742484,1.8419809,-3.192962,1.5545527,-0.7835423,0.4742046,0.36759734,-0.15300126,-2.246171,0.8616484,1.4778723,-1.2895336,-1.4290516,-0.36190847,-1.1458902,1.7248166,1.3990197,0.9771547,-0.30076268,-0.89778817,2.3864264,1.9589566,-0.43366116,-0.43119204,1.7453132,2.1831174,-1.2061375,1.8792889,-0.2699091,-1.737887,2.192125,0.18902892,-0.8345971,-1.109982,-1.1709487,-1.1520475,0.42304263,-0.7117291,-1.8909651,-0.5772469,-0.43600303,-0.22094086
T-47D,-0.6565546,-1.843415,0.4400224,-1.1891909,-1.3716147,-1.7924954,0.19211195,0.476039,-0.15015906,-1.0513897,0.8332108,-0.16968876,-0.629971,1.0967578,0.42679518,-0.6115868,0.5635263,-0.2789686,1.9195569,0.033474706,-0.035715744,0.8469257,0.49994233,-0.80215424,0.82238066,2.054315,-2.048191,-0.44440216,2.652226,-0.23380375,-0.534598,2.6468763,0.5313941,-0.87736535,-0.025453731,-1.6862482,0.8317717,0.2935042,0.95108837,-1.5808105,1.3654577,-0.1630857,-0.7772166,0.6972219,0.3269396,-0.54259,1.5543014,-1.3804189,0.3426997,-1.5564983,1.6162868,-0.2016255,-0.8006313,0.61623675,2.3021967,-0.66615486,-0.5903217,-0.31878895,-0.81825274,-2.1541903,0.6955436,0.5486668,2.1149728,1.338066,-0.58842003,0.104608856,-1.1912428,0.8516161,0.7652235,2.4789224,0.20055,-0.81822723,1.2444704,1.9310519,0.12977897,0.65788865,2.3922398,0.34087703,0.26611602,0.5926459,0.59684753,0.49262306,0.29990196,-1.2550335,2.884644,0.1625728,0.90910894
TC-71,-0.8813379,-0.7909775,1.6610969,0.07212229,-0.5834156,-0.65384454,1.6525955,-0.3037388,0.66738313,0.51182526,4.7540135,-0.65720475,-1.0519087,1.1975638,-0.9340142,0.85313874,-0.012860335,-2.5843046,-1.6772009,-0.4030522,-1.7497058,-1.3597262,-0.11552011,2.0657089,-0.33433783,-0.8023296,-0.98586553,0.91835976,-0.42304906,-0.3109881,-0.76994705,-0.25455147,0.47780222,1.2116485,0.42131218,1.68187,1.5522896,-0.50240046,-0.1553981,-1.4055531,-0.55165166,0.1437076,-0.45034245,-1.7315753,0.22354613,1.836574,-0.010833988,1.9658357,0.28743812,0.5652698,1.4863262,0.41845936,0.12841414,2.788596,2.3027415,0.77709913,1.4202073,-0.6030472,0.39767247,-0.49929756,0.836876,-1.234522,-0.5348201,-1.6186478,1.3344202,-0.6717232,0.2786522,-0.49417374,1.4741105,-0.004667189,-0.43858856,-0.60769296,0.0188074,-0.27738127,0.9759854,-1.5183979,0.14209141,-0.32803386,1.8383274,1.092132,0.054991234,0.41274312,-1.1436437,-0.12082848,1.9664035,-4.319288e-05,0.21528926
HEC-1-A,2.2638934,0.38372427,-1.946971,-1.8211733,-0.023602203,0.33125877,0.3596628,-0.71560884,0.116471514,-0.8280326,0.66822976,-0.23017451,-2.2391772,1.0970696,-1.0253513,1.5250411,0.9662904,-0.4232455,0.7692765,-1.2908764,2.8027673,-0.66961944,0.5294532,-1.890597,-0.16088308,0.31530973,-1.3762422,0.50690484,-2.9361491,0.041426033,0.8318177,1.5790013,-1.8330792,-1.9217336,0.68908805,-3.0988,-0.46523023,0.4623934,1.8052793,-0.17092615,0.6045012,-1.6934614,-0.8716554,0.41520077,0.5446518,2.356624,-1.2686188,-1.6334708,0.24192125,-1.5055406,-0.77938634,-0.30242187,-1.651976,0.55004454,0.9372787,-0.6435939,-2.5353863,-0.15396315,0.2750097,-1.3473886,-0.83483046,1.2669988,0.875199,-1.5606953,-0.3549549,0.21159473,0.11549178,-0.060668014,0.10624238,-1.0146247,-0.17756869,0.28368697,0.78635675,0.93833846,2.502498,1.0919707,1.68827,2.3434951,0.4616741,-1.2657495,-0.9932891,1.2121276,0.018611385,1.1789782,0.5513258,-0.7607541,0.7036267
RMUG-S,-0.5509361,-0.5794167,0.259696,-0.48379722,0.29898745,-0.368553,0.7193787,-1.3045241,-0.5524128,0.38847795,-0.1537888,-0.97161514,-0.55918455,1.9563347,1.7767434,0.06484459,1.9545324,-3.2759783,1.6438301,1.1990943,-0.6051811,-0.2643498,-0.87393624,-0.75976276,0.3065015,2.6459367,-0.9630825,1.0699741,0.74314874,-1.4176631,0.26125824,4.096197,0.99314594,-1.4109812,0.6545404,0.11424858,-0.55241513,-0.51283544,-1.8961449,-0.66412467,1.4632466,-0.8190113,1.4210805,-0.7470971,-0.18361232,0.3795613,1.7459278,0.06675979,-0.6903624,-1.6617366,-0.40949723,-0.5576785,0.7676797,-1.0132695,0.108518146,0.5140418,-0.73327076,-0.17087525,-1.4122512,-0.49147817,0.7641281,-0.06038246,0.08129711,1.151092,0.0634397,0.22999062,-0.21274632,-0.4005474,-0.82101816,-0.3545685,1.2632407,0.2614408,0.2919592,1.743306,0.08862855,-1.0033838,2.6347375,-0.026726812,-0.37809408,-1.5013298,-0.03257635,-0.76307094,0.54014015,-1.5824577,1.8852824,1.0241693,0.5307965
RERF-LC-A1,0.7385154,1.1898868,-0.694081,-0.36837476,-0.61560833,-0.56630963,-0.8096202,0.70005155,0.9158147,0.7679349,0.034127086,-0.41868395,-1.246606,-2.3285177,0.3914131,-0.34744507,-1.74162,-0.59240437,0.57569003,0.4223437,-0.101158604,0.18497331,-0.6505857,-0.7953698,-0.9380767,-0.011463456,0.8218229,0.443447,0.061990254,1.235983,0.5298195,0.3776145,0.610422,-0.5459935,0.46575412,0.053220436,-1.3986698,0.35571495,-0.36106214,-1.2468762,-1.0196854,-0.19259372,-0.41145653,0.33304188,-0.60440576,0.011906654,-1.0721018,1.2957906,0.45705858,-0.2311095,-0.32762498,-1.3952292,1.4315038,0.23280802,0.73419476,-0.9491662,-0.7292607,0.11573031,0.28259328,-0.2408279,-0.95177835,-0.5615549,-0.11703645,-0.06729717,0.80599236,-1.3803158,-1.2020496,0.38254642,-0.62540454,-0.9377242,2.3617916,1.1593611,0.15918396,1.6239572,0.78954804,-0.08397452,0.76363957,1.399115,0.6265942,-0.31240743,0.31481606,0.8047152,-0.41764212,-0.7279235,-0.7555396,0.5189028,-0.5650157
MKN74,-0.74704576,-0.020281017,-1.5636388,0.3067589,-0.18345061,1.3174946,-0.6798098,-0.72577673,0.65039504,-1.2203258,-0.5602248,1.0413542,-0.5294549,-0.22848082,0.20097476,-1.1191115,1.323145,-1.1694992,1.0401529,-0.25098613,-0.46498752,2.7934933,-1.376065,-0.51483876,-1.260192,0.9531023,-0.57228404,-0.23334017,0.011958002,0.018116727,-1.189065,1.5972185,1.5857645,-1.2538466,0.3454728,0.1756058,-0.6591652,0.14517303,1.1746008,-0.1688782,-1.516212,-1.0779738,0.9767471,0.80522954,-1.549465,-0.36710334,0.379156,-1.2862929,0.9749439,-1.5665584,1.7610459,-1.6671941,0.16623433,-1.0537461,0.5742815,-1.3786544,-1.2422016,2.5435426,-1.0323867,3.0097492,-0.05083104,-0.104819626,1.5673023,-0.7667838,-1.6687121,1.642208,-1.3786023,-1.3633772,-0.46792996,0.3941208,1.9393885,0.4370345,-1.2058479,0.89095867,0.7817936,0.99049586,0.5825033,-0.2672263,-1.7084138,-1.0316793,-1.1270456,-0.622988,-0.5817633,-0.09249166,1.0786167,-1.0135543,0.12028925
