,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68
EoL-1,-0.5706495,-2.0074594,0.21041399,0.58647853,0.076041855,0.6162798,2.4711108,-0.39269418,2.6339421,2.2824025,-1.62602,0.91386324,4.1125345,-0.7235011,0.4802481,-1.6692652,-0.46840334,1.3986635,-1.1398787,0.5058264,2.6240764,-2.325503,-0.006690353,0.36913627,1.4160583,-1.7271441,2.7778287,0.8197968,0.21173179,-0.3488988,-1.5857674,-0.48877007,0.6222259,-1.0642598,0.21251443,0.46257973,2.5468714,-0.32264042,-0.47595268,0.2597751,-1.6545234,1.9096797,-3.3456905,-0.92964405,-0.33546835,2.091647,1.7690799,0.4229207,-1.0779148,-3.1218019,-0.104971915,0.056350492,2.4459481,-2.7679498,-2.9736273,-3.2036884,2.3106532,0.51154447,1.8278494,0.41069117,0.22307888,-1.6699749,0.08015869,2.0740447,-0.29540727,-1.7659209,-0.25950342,1.5035954,1.7741576
JHOS-2,1.3547531,-1.7692527,-3.6735547,0.65559334,1.5258635,-0.042240202,-1.5159231,-2.4551423,2.3869543,-1.111598,2.4037764,1.3781441,0.17809457,0.073159255,-0.19437183,-0.19685444,0.29261118,-0.25467166,-0.77136993,1.6760838,-0.39846033,0.36261517,0.36471844,1.4436297,1.941195,-0.47663403,0.6014781,-0.14706752,-0.19755262,-2.2918372,2.7415454,-2.4462867,3.4646978,0.12581575,0.93597627,-1.1437565,-3.6925395,-1.5579722,1.0484885,0.65335774,-0.42134374,-0.59679854,0.1454792,-0.7518134,1.9022244,2.3735797,1.0676335,-0.068814956,-0.41127563,1.0580597,-1.7163267,-1.4198309,-1.0574799,0.98442304,2.5565422,3.628302,-0.5171967,-0.2493726,2.0335133,0.21835373,1.3995615,-2.1623702,-2.3064065,-3.8529055,-1.6369053,1.0051571,1.3671978,0.80821663,0.0924416
KMBC-2,1.7253059,0.18971379,-1.0579611,0.22900157,-0.110388786,-0.67324626,1.8889471,0.7159418,-0.037575737,0.7732441,1.8604896,1.127578,0.16320267,-0.5588058,1.1933856,1.0537913,2.3590162,-1.0814792,1.9455405,-0.14423487,-0.67757326,2.3408628,-0.4523423,0.58739376,3.0812335,-0.7542342,-1.1851518,1.0130914,1.1995736,-0.77727956,-0.12318865,-0.74441594,1.1248963,-0.53061926,2.648269,-2.938193,-2.089228,-0.06208466,2.1100636,-1.2359233,1.0800021,0.79051286,0.098726586,-1.8053275,-0.16652083,0.748558,-2.1479564,-0.038709067,0.7249192,0.53055114,0.20310876,0.93621284,0.5334342,1.5915425,0.25532508,1.0776198,-0.32410458,-3.690235,1.0755188,0.3427654,-1.8434297,-0.43278408,-0.8253558,-0.8706864,-0.59688973,1.0263075,0.5723784,0.68153584,1.5787885
SW1353,1.4735034,1.5473932,1.3336169,0.30483994,-2.8581855,-0.7861186,0.26292083,0.73155665,-0.55294454,0.79309493,-0.6324734,-0.20961434,-1.6177095,0.89808327,-0.7028471,0.35897708,-0.9421178,0.28122255,-0.3788029,-2.7131724,0.97495866,1.4689606,-0.14939448,-0.54763675,-0.46557885,0.029903866,1.8931749,-1.3349648,0.28860658,-3.1795824,-0.4665478,-2.0223637,-0.029043213,-0.3066343,-3.005166,-0.34657615,0.98568165,2.337124,-1.2119135,1.1573918,-0.9793125,-2.1507087,-1.2161709,-0.8016567,2.1266725,0.87532645,2.4702103,0.32649088,2.4452505,-0.035618477,-0.96537167,0.55324924,-0.59893525,-0.20736977,-1.1777927,0.18585509,1.77213,1.1550789,-1.7928847,-0.21126366,-0.54368365,1.5892718,-0.83148855,1.0153388,1.1521144,-0.5147695,0.43995962,-0.27785394,-0.74962306
TM-31,-1.146617,4.5713067,0.1902886,-1.4461131,-1.4762001,1.4993117,0.42099363,-0.28994334,-1.1702702,0.09226525,-2.7736158,-3.0662537,1.8932767,-0.5959294,1.1244838,-0.99872637,1.7744669,1.1906065,-0.14390142,-0.77412575,2.7742803,-3.2249885,1.2616727,-1.5680478,-2.8132095,-0.78595644,3.568908,2.4324207,-0.2558847,0.44287485,-0.31391382,1.2741024,0.38944796,1.296293,-2.7205572,0.6009581,-1.0377228,-1.9301888,-0.86133885,-3.1228116,-2.6311677,1.5621958,0.85246897,0.63751775,1.8899668,-0.6413754,0.66114056,0.041633084,1.2814232,-0.7140865,-1.1931822,1.6857973,-0.08690339,0.036498457,-0.47977766,-4.0793333,1.423431,3.5819182,-1.6263947,0.76234674,0.7128356,-3.6263196,-0.32679802,1.3659185,-0.36559543,-3.6394787,0.11397531,2.3528998,1.6221577
Kasumi-2,-0.17591786,-1.1721404,0.15774274,1.8119472,-1.6973381,0.6493733,0.9097207,-0.06056139,-1.4906592,-0.15489186,1.2189965,0.42941546,0.6107667,-0.49418864,-0.3206145,-2.39957,-0.77737445,0.35317808,-0.702366,-0.92437637,1.599185,-1.1022251,0.39401075,-0.96919656,0.82105136,-1.9524195,-0.17145424,-2.4806643,1.4997061,0.27846837,2.217536,-0.2117117,-1.6302443,-0.43584073,0.4556367,-0.030084416,1.1481496,-0.70866686,0.3541773,-1.5752685,-1.8885702,-0.17755324,-0.43759298,0.8950067,-3.0797284,1.8391925,-2.168427,-0.212547,0.10483533,-0.42353684,-0.655865,0.23553246,-1.7452714,-0.5727416,-0.38720345,0.7078001,-1.3517989,-3.1053555,-0.09914577,1.119231,-1.687023,-1.6964073,-0.030008242,0.25019968,1.4245144,0.60645753,-0.9533281,0.4031963,1.9098777
HD-MY-Z,-0.59002787,1.052729,2.4941802,1.4895263,-0.03592513,0.97092277,-0.4091386,-0.80143434,2.7658844,0.16803089,-0.19706537,-1.0851039,0.13775524,-0.055701584,1.721302,-0.097480685,1.0013709,0.06153155,-0.709523,0.002894044,2.6521366,-2.3162189,0.431104,1.1192325,-4.3159924,0.5378156,-0.18975516,1.042909,-2.6069193,-0.10635807,0.22659612,-0.47164187,0.52030873,-0.89232874,0.9828687,-1.424221,-0.23451304,0.20877057,0.064346604,-1.3048003,0.5579869,0.9528661,-0.27094632,0.18257101,-0.46331656,0.7785154,2.1545544,-0.9711438,-1.8548346,3.4070413,-0.9404888,-1.8910551,-0.0057120547,0.17337483,0.23625124,-1.8774056,3.4844728,2.0474315,-0.3524433,0.04386296,0.6670308,-0.15857923,-0.2347596,0.97952217,0.83195615,-1.3528382,-1.141654,-0.79671866,-0.5505444
NCI-H1838,0.8567343,-0.15828359,-0.66252923,2.3947046,0.3908192,-0.4523839,-1.5716542,0.63896793,-1.0253519,-0.10436839,-0.08348641,-1.2606648,0.30203763,0.70799655,-0.3096022,0.8374061,1.9532858,-0.8035006,0.30902183,1.8685781,-0.03384654,2.0024893,-0.6674885,-0.3737179,0.28591228,1.82328,-0.1136131,-0.9963846,0.26778066,1.9077737,1.3270199,1.047792,-0.639828,1.9149338,1.2872165,0.5312121,-0.28735557,1.171915,-0.095892675,1.0951843,0.073291786,0.3308979,-0.10906488,1.0496837,1.4375018,-0.47143453,-1.5975678,-1.5012629,-1.4150999,0.83808154,-0.032573566,-0.6132272,-1.028472,0.9606501,0.8998644,1.5092967,0.15305161,-0.26639315,-1.087607,-0.75825524,1.3579843,0.6195378,-0.25508925,0.83833015,0.4077605,0.19144903,-0.6992996,-1.0945938,-1.1930273
NCI-H82,-2.6427057,1.6481758,0.76583445,-0.60287064,1.1159927,0.5486605,0.8245753,-0.24770643,0.46755502,-0.5231643,-0.50924385,-2.1914592,-0.6252314,2.281369,0.08473757,-0.71551687,-0.49672908,1.748446,-1.6523386,-3.212957,-1.1619925,-1.1417344,1.3850772,0.1371317,-4.7080703,1.5140729,-1.6513307,-1.7086995,0.17884834,-1.5360248,0.44459793,0.10633352,-1.2923986,-0.83331925,-1.0525029,0.9529271,0.17694639,-0.6319271,0.7734596,-0.24907948,1.6786687,0.632369,3.7479966,0.96127564,-3.1985936,-2.3408427,1.8769155,0.046556346,-0.14496924,0.7532016,0.1899068,0.84921294,1.0516733,-2.2864356,-0.1258682,1.8075378,-0.26733008,-1.286452,-0.38283893,-0.53739417,-2.2535233,0.54707825,3.6850798,0.56629634,1.2983936,-0.76492965,0.62879264,-0.7549102,-1.5754825
CFPAC-1,-0.06375327,-1.945751,0.67087317,1.7605484,0.7474911,-1.2959757,-0.41737464,-0.43525833,-0.2663089,1.521849,0.33203265,-0.23994145,1.5050087,-0.027339583,0.32148218,0.30639127,0.82950145,-1.5226847,1.3383478,1.2629577,1.1986407,1.9494762,-1.1536682,0.11122228,3.872117,1.8728082,-0.67013955,-0.22569506,-0.95933205,1.0437907,0.7445145,-0.1373398,-0.85255605,0.3372182,0.419038,-1.02002,0.5716388,2.8683877,1.4234277,0.6309397,1.3790234,0.6939909,0.28320885,-2.0571132,1.0951726,1.0528808,-0.7382487,-0.045380678,-0.8263731,0.833408,-0.11385478,-1.7589849,-1.664595,1.2431631,1.5490557,0.60594416,1.531837,-1.6900216,0.24347617,-1.6557262,-0.27007684,0.8217853,-0.66960144,0.24475503,1.223809,-0.12341753,0.14565149,0.15199374,-0.09436998
Caov-4,1.167383,0.7666236,-5.034099,2.0883238,0.5628068,-1.8661387,1.1482842,-1.4206821,1.3575572,0.0734633,-0.55480736,-1.2728573,1.1601754,3.3028026,1.7313912,-1.3535718,0.8589759,0.69521385,-0.41658527,-2.0732446,-1.3193067,0.51946676,-2.5353708,0.07147711,0.3686571,0.66950697,0.809518,0.005520262,1.4783165,-1.7893621,1.8877381,2.600293,0.7572484,0.53548294,1.700861,3.4170957,0.118504725,-0.6832631,0.83221745,1.0474796,1.2071855,0.5061149,2.9808788,2.778748,0.192884,-2.9455729,2.7775803,0.7389845,-0.021373782,-2.286833,-1.7028677,-0.14550036,1.1421635,0.4838589,1.0626905,2.059704,1.6163443,3.00633,1.0768888,0.4330293,0.608536,-1.7303,3.3677673,0.2704242,0.29564887,-1.3424654,0.83772695,0.4679274,2.8563254
VMRC-LCD,-1.6556752,0.029025748,1.4857988,-1.4763421,1.6873474,2.6268547,0.7732678,-0.65195346,-0.43330413,2.194929,-2.2241476,-1.2552644,3.1847472,1.904804,0.9097221,0.13227446,0.9889362,1.2463527,1.4251807,0.28943002,1.1939665,-0.02758179,0.8462345,-0.47223327,0.47298256,-0.32420266,3.3276691,2.091771,-2.1887798,1.2984402,-0.7842876,0.6917925,-0.23334274,0.058763243,0.066704124,1.4989909,1.462517,-3.5553062,-0.610661,-0.7061609,0.26569384,2.538645,-0.8492961,-0.34821096,0.9909948,-3.0216355,2.267631,1.1535447,-0.12861583,-2.3583941,0.21685874,1.5106115,0.97465014,-0.1679654,-0.2385445,-0.40102547,0.6782258,0.9069528,-1.5924634,0.82182086,1.5423508,1.6140941,0.25181213,2.9376848,1.612714,-1.0160317,-2.5005903,-0.82839364,0.1265927
H4,2.2619019,1.1596774,-0.5335991,-1.858592,-1.9380746,-0.27919745,-0.07662134,1.4753349,-0.1219087,0.23591922,-0.749688,2.351368,-0.14423627,0.4430899,1.4953983,1.578844,-0.6226215,0.09453872,1.7025845,-2.1295736,2.089007,-1.7449318,0.1193598,-1.4348692,-0.8112231,-1.9125897,0.25861803,2.531347,-1.988275,1.1101786,-2.3608434,1.0784816,0.83037037,-1.8292489,-2.7214766,-0.82465243,0.45748454,-0.28727093,-0.21367808,-0.52838707,-1.8485302,-1.9500067,0.8671466,-0.06752744,-0.6599516,-1.1956482,2.1896143,0.7876193,0.24463794,0.45579818,-0.49632204,-1.0424054,-0.62288153,2.470445,0.08661245,-2.3648834,2.2549357,3.1533504,-0.66776615,0.27633876,1.5508672,-0.77200586,1.1110163,2.232403,0.3596255,-0.8449768,-1.249886,1.6776354,2.0255198
SUP-B15,-0.44518006,-0.05246848,0.3234275,1.8498995,-1.8280439,0.41804343,0.7228419,0.29966855,-2.3209188,-0.010860814,0.7005214,0.42045182,1.7843195,-0.63676816,-0.7560139,-2.4231985,-1.2391684,0.2730278,-1.4279654,-1.0650512,1.4403632,-1.776417,-0.053753816,-0.7509182,0.2751532,-1.2125868,-0.06516674,-2.4488273,1.2877635,0.8895505,1.5080031,-0.39886606,-1.5694842,0.036399756,0.022871036,-0.082570374,1.768005,-0.23178601,-0.21804495,-1.5140482,-1.6272491,0.983205,-0.94142395,0.6738303,-2.141207,1.6703308,-2.1265335,-0.72223526,-0.011218047,-0.8948587,-0.15543921,-0.04534995,-1.2553303,-1.783043,0.011586726,-0.7601123,-1.0814626,-2.458372,-0.036088932,1.2065648,-1.3159248,-1.4147077,0.34928402,0.8413141,1.8160743,0.2637123,-0.9368248,0.32811284,1.4909078
FTC-133,1.6318604,1.9320313,2.8536253,-0.8374691,-3.1492589,1.1533759,-0.2841818,-1.2809737,0.3418201,-0.6539247,-1.4902371,-0.56667787,-2.4884577,-0.12345432,-0.26788434,-0.5235031,0.8090831,0.00602597,-2.0024974,-0.03658924,2.718495,0.2957378,-1.5760299,0.27560344,-1.1399723,1.3316948,1.8185214,1.044289,0.10307515,-2.0126078,-2.9452608,-1.2425537,1.1497935,0.009801336,-2.5286126,-0.78347975,0.83069897,0.09594917,-0.86656505,3.7609377,-0.14920764,-1.2942837,-2.13193,-0.23650639,2.64077,0.040039986,3.8373165,1.4461973,2.1435144,-1.587294,-0.31616727,0.9965506,2.0581663,-0.46355152,-1.3914443,-1.6714615,2.3366678,2.7827566,-1.7203388,-1.1027373,0.6106039,1.3614496,1.1671344,2.1786332,-0.16582374,0.90559125,-0.22117005,-0.32584843,-1.8110485
KO52,0.23669246,-2.6637402,-0.18490796,0.8149076,0.9509882,-1.1494153,-0.50910914,-0.6869581,0.60781,1.2090816,0.97875655,1.1461096,2.6797128,-0.071712874,-0.12382215,0.6317425,-2.1804025,0.2939997,-1.1105969,-0.2770434,-0.92682385,-0.26967198,-0.25647172,-0.14473942,0.23100305,-2.2502613,-0.39916426,-2.4258416,-0.34159908,0.62259215,-0.39810234,0.26511124,0.27459276,-1.8600787,-0.13981205,0.11554847,2.8150768,0.37157574,0.39070514,1.0947814,-1.2597613,-0.36780795,-0.53348863,1.8651317,-1.4577699,1.8586637,-0.7793962,-0.3289579,-0.5823904,0.012616359,-0.15933852,-1.2182896,-1.7046008,-2.094361,0.3605336,1.0100564,-1.5526719,-1.3935146,0.1085688,-0.9161026,0.20787449,-1.5664575,-1.6099355,0.3476398,-0.32173872,0.53689367,-0.28976342,-0.24027306,-0.25843048
SNU-349,-0.33772746,4.1039824,2.6323948,-1.401832,0.45623788,-1.227347,-0.62494326,-1.7132999,-0.2544678,-0.2980923,-0.32902333,-3.6355164,-1.7384757,-1.4179688,2.174573,-0.48035222,-2.1252613,1.9045709,-1.8867493,0.63080966,1.7765001,-1.1977599,-3.3062446,-1.2138826,-0.53594834,1.80278,5.602417,-0.19036494,-1.340793,-0.30311313,-2.4250274,-1.7326839,-0.14220819,-0.33745027,-5.0802255,0.28098416,-1.342997,1.3973081,-0.983919,3.095482,-0.040845454,-0.8107324,-1.2712408,-2.731517,5.5631785,-0.7871151,3.8196998,2.38119,3.7800355,-1.0408299,0.9947561,1.4552034,2.1430678,-3.725544,1.638436,-4.0518827,3.7471507,3.1804714,1.6826187,-1.966901,-0.25594473,0.9735292,-0.047687992,2.354771,-0.07316395,1.6411257,0.016240865,0.37879515,-4.2814126
WM793,2.2925067,1.1089362,1.4877874,-0.68022734,-2.3212242,-0.9195393,0.17000917,0.38718662,0.7888981,-0.06608782,-1.8518747,0.7478931,-0.98735964,0.73290765,1.8790232,-1.6242328,0.29140612,-1.566487,0.35911667,0.5555067,3.2670445,0.22415818,2.0292125,-0.1341829,-1.7763114,-0.08332012,0.5485979,3.2527857,1.1876942,-1.9769897,0.63800645,-2.4934652,1.2433171,0.06399937,-2.3841076,-1.5632596,1.1941943,2.5950975,-0.66924375,-0.49467164,-0.2709421,-2.1904244,-1.0580378,-2.1329763,0.8859211,2.5482814,1.0599127,-0.8242018,-1.3412957,0.53368205,-2.485201,-0.74833363,-0.77122545,1.2632153,-1.6392217,-0.55530834,1.6200677,2.7420948,-1.8043275,-0.32580632,-1.2400604,-0.94165367,-2.4738202,-1.3971758,-0.026386943,-1.1067204,0.5882479,1.2637584,-0.4678853
WM115,-0.40776563,1.017022,-0.11033005,-1.3886836,-2.0986688,1.6081463,-1.505744,1.2823198,-2.6266994,-1.4515696,0.21049705,1.5027139,-1.1307899,-1.7746385,0.7277932,-0.49362853,-1.7020319,-1.9821134,0.52475613,1.3017485,1.0065613,-2.8247533,3.0511155,0.40281433,0.55196387,-1.5970227,-1.1353246,2.1052933,-1.5852858,2.3397956,1.1969206,0.9183947,-0.56754607,1.2039948,-1.3664533,-0.7654211,-0.23194656,1.0226992,-3.070088,-1.1841954,-1.5998522,-1.2531077,1.2221937,-1.1567142,-2.018517,1.1802043,-0.64071435,0.14013502,-0.5595949,-1.366213,0.8417373,-4.0659375,-2.140534,0.8540994,-1.1573107,-0.73481816,-0.98050183,2.1175947,-0.086309075,0.64200234,-0.3819375,-0.6231553,-1.5600834,-0.41223523,-1.5887247,2.4537067,-1.4686487,1.9649565,2.8104074
SK-LU-1,2.646995,1.485917,4.923009,-1.062237,-1.7731376,-0.023179889,3.514062,1.4138541,-0.4121853,0.8443065,1.0953728,-1.1740853,0.35005197,-2.6819973,3.371185,2.2479815,-0.2431584,0.016197994,4.145846,-1.0316852,-0.14839298,1.4499114,-0.531785,-0.1509775,-2.1097903,-0.702819,2.6604955,2.8720977,-1.6406732,0.66735184,-0.37790507,-0.6853759,-1.2884887,-2.377578,0.809862,-1.7648321,-0.32766572,0.11993655,-1.0437728,-0.76840043,0.5304288,-0.56835645,-4.1575584,-0.24597469,2.6056159,0.031798095,0.05926335,-1.1620388,0.5985567,0.98406255,1.5071746,3.559497,-1.2668417,-0.04185064,1.6038914,-3.9259892,1.6128743,0.89298433,-1.0664431,-1.9061464,1.8407815,3.4342103,-0.94986695,3.4198196,0.797991,0.030314602,-1.1689855,-0.62334865,0.50640947
Huh-7,-2.9064002,-2.3832479,-1.4561975,-0.6529103,0.2709869,0.2938661,0.38476983,-1.2943656,-0.9563897,0.32055518,0.71099985,2.5794632,-1.1395591,1.1371698,-2.7780252,1.7873665,-2.4111745,1.0553788,0.61022764,0.620407,-1.3441265,1.3101852,-0.006225039,-3.8138745,1.877283,-0.6909266,1.573128,-1.7026014,-0.6936055,0.43221268,0.6874253,0.028562162,-0.27884498,3.1344693,1.6432856,-0.49249458,-1.1308485,0.44409534,-1.5110416,0.5056062,0.7540614,-2.0514674,-0.537696,-1.5171578,-0.5045574,-1.9623921,0.05265189,1.1359489,-1.1499773,0.9507036,-1.6452247,-0.41363096,2.3163953,2.3401647,-0.10818583,-0.47632727,-2.7056468,-0.8488689,1.6452613,-0.42435902,-1.1421217,2.5845096,0.20520662,-0.0030053258,2.238462,0.031338558,1.8499811,0.08994598,0.15495391
HT-55,-1.3994013,-2.7843819,-2.3407898,-0.32176846,0.973349,1.4728857,-0.4165889,1.0251498,-0.55039096,1.1873859,-1.6090933,2.3906438,0.24148685,2.2979553,-0.1353716,-0.13776176,0.5287719,-2.060058,-0.5404178,-0.4816393,1.8877956,-1.1906694,0.48817706,-1.6577442,1.5880107,0.7244773,-1.1265495,-0.2764843,0.20396796,0.15552229,0.12273593,0.94858617,0.62761813,-0.015533962,0.5321076,-0.12982613,0.6974157,0.9372504,1.3728088,-2.351717,1.4830291,1.3710754,1.2735056,-2.15484,1.1913804,-1.7081753,-1.886018,2.063745,-1.3750296,-1.7534833,-1.5047048,0.060644373,0.14584547,0.8683638,-0.16104709,0.3634073,0.36218068,-2.4251513,0.56403196,-0.1636255,-2.7378244,-0.88296235,0.8079329,-1.9260688,0.31333786,1.5908451,-2.6023064,-1.97435,0.16189359
HuT 102,0.039505996,-2.1942227,1.1428592,0.68702507,1.0452113,-0.90112066,0.68978345,0.28079885,0.768572,-0.19361548,-1.1700526,1.0457604,1.0595646,-1.5646143,-1.3577104,0.66850716,1.0398765,-0.36418864,-0.85060203,-0.8541335,-1.6034703,0.060856387,1.2799964,1.1607581,0.56561124,0.14301877,-1.9757725,-1.6631688,-2.630599,1.6399364,-0.79638124,-2.6465716,1.3250304,-0.77880037,-1.0269414,-0.69929194,-0.104108065,0.61884254,-0.66961706,1.7746487,-2.0384405,0.95403117,-0.91826034,-0.55347097,-0.2984243,0.33012134,-1.1778126,-1.7597404,0.2888907,0.21993566,-0.030714221,-0.9572336,-1.4244978,-1.5138311,0.077292174,-0.44949287,-0.8004503,-0.40484226,1.0564164,-0.85764444,1.0593405,1.0366546,0.226093,0.9193044,0.61459005,0.15848956,-1.527563,-1.3910769,0.50924844
HCC1897,-0.40234968,0.011159845,-0.48246813,0.13262756,-0.7270989,-0.10605158,-3.2948012,0.40226164,-0.85704935,-0.055807427,-1.7750254,0.67583334,-0.23188789,1.1873221,-0.12854147,-0.056154408,0.9950689,-0.017208908,-0.6954959,0.63796645,-0.08689109,0.7116036,-1.9605534,0.0056920038,1.10776,0.76403964,-0.013753105,-1.0371627,0.1085193,0.5738454,0.44999826,2.3432932,0.5966084,-0.053997625,-0.33957136,0.19413447,0.719548,0.37394723,0.2506771,0.6296697,-0.43107182,1.2649931,-0.66234285,-0.41856146,-0.73857254,0.62185603,-0.16307846,0.41764063,-0.21595135,-1.4616058,0.69467384,-1.5420835,-0.6590389,0.8462528,0.8720044,0.96217257,-1.0522084,-1.2676649,-0.96679485,1.4376353,-0.27349705,-0.32705647,-1.6396409,-0.41893983,-0.40603936,-0.118079424,0.3969721,-1.0531689,-0.64957273
NCI-H2066,-0.65965307,-0.94673616,-0.19779979,-3.0478294,2.0381165,0.9679919,0.9418651,1.9678354,-1.5906184,0.88997275,-1.2927783,0.58788335,0.66722333,2.3163455,1.3718626,2.084347,0.5816542,-0.46453094,2.6189938,-0.86690116,-1.0385925,0.9066071,0.5613586,-2.7421095,-0.8712189,0.07057063,1.3139815,-0.8936666,-0.7663715,3.039148,-1.2411145,1.4965109,1.1507674,-0.9202464,-1.3573596,0.26272213,-1.3936007,-0.34602326,-0.7966179,-0.64365983,-0.075558975,-1.3525797,2.1197898,-0.3194413,-0.08920978,-2.18228,-0.45371902,1.0645514,0.35945585,-0.6464198,-1.9955373,-0.12160146,0.8718035,1.0139707,1.376385,-0.0030099675,-1.7734151,-0.5888762,-0.53311723,-0.09077595,-0.34844083,1.6312746,0.31496558,1.1081722,1.7175233,-0.75361156,-0.45917386,-1.0722833,0.27401063
HLC-1,-0.76920676,1.8818974,0.21050741,-1.0502462,0.7363574,0.7644998,0.7830954,2.0856907,0.87048346,1.9310833,-1.220072,-2.3610032,1.5048891,0.2530101,2.9365249,-0.19856481,1.9643955,-0.750927,0.8291473,0.17088248,-0.7626417,0.6079849,0.10340321,1.2725748,-3.300317,0.7336105,0.79761,0.20672199,1.0291859,1.2299976,-0.06009314,2.1773582,0.5582167,-1.757929,-0.050082844,0.2887448,-0.6550466,-0.5486013,-0.20436704,-1.3137357,0.90000844,0.5275257,1.2656798,1.1709338,0.690135,0.15792018,-0.9516976,-0.74657077,0.5835628,0.7051237,-0.64706385,0.9001056,1.6662276,0.97373,0.3643631,-2.0315542,-1.7247666,0.04013831,-0.94718665,1.803724,-0.31069744,-2.327396,-0.9517789,-1.0178627,-0.71723646,-2.74692,1.5560873,0.13234317,-0.64036745
SUP-T11,0.74858856,-1.4287692,0.8744677,-1.6475933,1.49088,2.914711,0.7100577,-0.1829779,2.052113,-2.0042522,0.26944306,-0.6021905,-0.26864335,-0.01071319,-0.15500766,-0.28105074,0.5989529,3.584142,0.26153612,-0.94465595,0.9463081,-2.6119456,0.35332176,2.4856052,-0.37524316,-0.6166328,0.07980047,1.6063423,-1.0159746,1.9971073,-4.124839,-0.24369086,0.41885597,0.17658426,-2.9989822,0.12353543,0.94802415,-3.284208,1.533518,1.6600025,-2.1133742,-0.4221769,-3.6993558,-1.4502257,-2.7636943,0.7182722,0.70926017,-0.47962737,1.7437271,-1.097054,3.0138693,0.8738944,0.8911719,-0.52678293,1.0219055,-1.2084314,1.7411367,-1.5846201,-0.88027084,2.8675652,3.7327669,2.0026836,1.7495575,-1.4007491,-0.15295401,-0.93453896,0.052907303,1.1967022,-0.4356346
HT-1080,0.58392787,0.28954706,0.9309538,0.63306504,-0.4342634,-0.25315976,-1.2396199,-0.07483573,-0.53713274,0.5649755,1.22253,-1.9284579,-1.8212048,-0.5824151,0.5684787,-0.013325017,-0.30919585,-1.6341014,1.2451364,1.3726789,-0.5031335,1.6330448,1.5074577,0.7919317,-0.28579307,-1.4783481,-1.531648,-0.44664216,-1.0518308,-0.0038094074,2.4491963,-1.1875542,-2.4695153,-1.378046,-0.86831385,-1.563214,0.5023179,1.2863805,-0.5597992,-1.9124348,-1.8688761,-2.2760541,0.6453036,0.8880419,-1.7985119,0.7703306,-1.6297605,-0.9125276,0.26009625,2.4767153,0.635345,-0.6332566,-3.012887,-0.9792448,1.969435,1.4959333,-0.55440325,-0.70281804,0.4919866,-1.6892081,0.09288235,1.0983387,-1.7928456,-0.72017735,-0.080246106,-1.2451411,0.34041148,1.2913678,-0.7095654
SNB-19,1.757263,1.1076921,-1.770419,-1.8881251,-0.83676744,2.0064394,0.82795846,-0.27963358,-1.4429331,-1.4132401,-1.1844273,-0.63485956,-0.8191394,-0.628332,-0.5531415,-1.3781699,0.18468985,-0.05734966,-0.92001665,0.79983485,2.265236,-3.3262765,0.4849697,-0.47635645,-0.88136476,0.04375732,1.0073605,1.3274162,0.822631,0.22988226,-0.5850312,0.89321816,1.9278814,1.7639188,-2.0210738,2.0955892,-2.1675026,-0.386883,-1.2252046,-1.682152,-1.9774222,-2.1021664,1.6597332,0.56290126,1.5378402,-0.069278695,2.2387736,1.3223847,1.4788097,-2.8906634,-2.11583,-1.0323911,1.3446027,2.2292795,-3.2722223,0.0255239,2.8268538,2.8906598,0.6926292,2.0339556,-0.073379986,-2.3648412,1.2836795,-0.50316024,-0.5547311,-0.8795109,-2.264226,0.33771017,3.4655087
A-498,-1.4158913,0.76351094,0.7718316,-1.1884629,0.78843874,-1.7679144,0.20235924,0.30295688,0.72217476,1.3798969,-1.0988771,-1.3201742,-0.5221776,-0.9241737,0.82388806,0.9510245,-0.6258966,2.0793638,0.9871402,-1.163109,-0.7230782,-1.3461264,-2.7410753,-0.5038865,0.07439602,-0.31460467,0.010597105,0.64638036,-2.765477,-0.7415748,-1.2845582,1.2049493,-0.9437091,-1.0130672,-1.8785571,1.9409387,0.629704,0.9587093,-0.5143668,0.145994,-0.570941,-0.7477966,1.6696889,-1.1583302,2.3562834,-2.0478084,3.2069318,1.2213521,0.096800104,-1.3125324,-0.13049196,-1.3575884,1.2874963,-0.4587974,0.74356323,-2.3392842,2.9707732,3.5197015,2.6099517,0.09949988,-0.73249155,0.37824637,2.1127148,2.1153305,1.0746381,-1.2303975,0.4920407,0.5039765,1.2820281
