,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112
8-MG-BA,13.359609,-5.7309375,-15.819513,14.1812935,-2.819769,6.4925795,13.089981,-14.409061,6.4831414,-11.729762,7.7959785,-6.121614,14.7504425,7.0427136,2.466015,-4.8633943,-7.1654224,-1.7647483,12.872862,2.4900892,-17.7156,-7.0993195,11.639552,8.0473,1.5796196,-1.9197351,10.655142,-7.3868914,-1.4681653,6.288962,3.9087875,5.1021175,5.2487726,1.6445359,-4.5803795,3.2671065,-0.75229657,4.1870623,-9.968915,-15.510005,0.9068211,4.3961215,-0.9786684,-10.951394,-11.410019,-14.550755,-8.721154,15.120461,9.623366,14.083758,-13.223036,5.523035,6.3338647,-1.9365007,5.9600024,-13.892779,-11.653692,-9.638959,-19.166445,-18.560087,-11.292155,-15.12094,14.4389105,3.018355,22.244917,-6.7132845,0.18500859,-4.6484075,-8.747749,-1.5854247,8.718881,-12.077825,3.292813,7.8927884,-19.098618,9.08488,15.03709,11.283211,-9.802718,10.17211,-7.395297,-12.556938,4.106249,11.637712,15.338679,4.0742593,11.175244,12.103721,5.2732067,-11.2257805,-1.1583102,7.515259,-17.080843,0.47932383,-3.834007,5.3029737,10.157235,-10.623956,2.4845085,-10.441173,-10.209389,3.6288624,-6.771804,6.995435,-4.5679817,5.4668894,1.0333388,7.430144,-15.925987,-15.877353,4.2437143,-4.0350227,9.422655
Granta-519,17.664268,13.85153,18.286377,4.3637323,-20.18404,-5.881328,-20.722734,1.0473485,-26.480453,4.1508465,-8.002425,-13.873505,-4.243475,-0.32159463,0.7626289,-10.465468,6.6449647,-13.387455,-9.958675,6.6781216,-6.140337,-0.6987859,-14.107169,8.334603,2.0917614,24.265678,4.453254,10.744299,-11.6523905,-8.327501,3.6549122,4.806395,-13.232588,0.37971556,11.218621,-2.7348843,-5.9394307,-7.5010076,20.63104,22.372314,3.548514,28.753843,-16.495594,8.153114,10.899194,7.8873973,3.5287855,-8.654407,-25.497547,-10.62394,28.96076,23.199306,1.4336503,-9.801683,5.231444,11.134059,3.440372,1.4521714,2.932513,-5.2935553,10.637413,-18.182901,-13.605334,7.488193,14.431002,-16.536373,14.788922,-21.82071,8.3934,12.060134,-6.6885843,19.931677,-20.246038,-10.865376,-14.198228,-11.969437,16.655754,7.8210135,-14.759203,10.715757,-17.66401,15.320277,4.6450567,-0.77429414,14.009005,-8.973133,-17.799334,-11.4214115,-14.701965,11.825452,15.978121,-7.551964,-18.45408,12.648375,3.512395,4.7087913,-19.909634,-2.7886572,-11.408755,5.859466,-18.799574,-24.217134,15.175948,22.142578,14.844689,11.310422,-12.864513,-20.325357,11.279441,24.765099,23.078802,4.2695317,-11.820093
OCI-AML-5,17.821074,16.909956,23.70862,6.517785,-22.697155,-10.002907,-25.208118,1.879547,-30.319109,5.8059044,-10.930376,-16.21337,-8.179329,-1.5921378,1.3446124,-10.318963,8.723932,-13.375502,-14.175937,8.691358,-5.483808,-0.19004062,-17.316797,10.158925,5.1775694,25.529598,5.729591,14.336842,-12.894812,-11.8927355,3.138538,8.903542,-15.477029,1.1478847,11.948286,-4.9217772,-7.1530976,-10.488756,24.391157,27.420874,2.2197888,30.722147,-18.44685,10.572135,14.664741,13.126231,3.3757112,-11.260102,-29.73447,-14.432768,34.320686,23.83622,1.3290477,-9.3690195,7.366219,16.052332,9.16381,2.4633648,3.5252368,-1.418375,13.75532,-19.338564,-19.314829,6.5250974,13.65529,-17.289927,17.064451,-22.078093,10.159095,15.416232,-10.0055895,22.83711,-23.34833,-12.644095,-14.586179,-16.543335,17.177168,6.670755,-15.462535,10.492359,-18.334902,21.007128,7.1594257,-3.239226,14.071709,-12.645204,-22.422321,-14.908639,-19.080116,15.208729,18.111599,-10.609074,-17.803078,11.411899,4.905342,3.7503238,-25.580671,1.262847,-14.214448,9.620094,-20.834766,-27.462263,18.812311,23.79248,16.342001,13.341729,-14.506127,-25.041275,15.336873,30.874502,25.586172,2.0686624,-15.451988
SK-CO-1,24.009884,-16.645254,-38.789936,27.193785,0.7146587,11.978667,27.881027,-26.648739,18.561092,-23.290344,19.581875,-1.8971007,35.882904,15.010269,12.159877,-10.707439,-16.353853,-6.933249,29.108164,1.5911238,-41.966934,-13.40951,28.323265,10.922477,-3.4468539,-6.9642115,28.278004,-19.076466,-1.079135,13.623947,5.5107055,7.506653,16.400457,2.5089698,-11.657628,11.512837,1.2265486,8.08409,-21.87344,-35.370087,6.53663,3.2433944,-0.5160113,-26.517979,-31.834545,-33.663006,-19.63649,40.47183,24.048325,32.669003,-31.080896,4.735856,3.7524898,0.27007502,3.3475807,-36.09524,-28.378284,-22.248362,-42.591278,-42.629665,-28.572561,-21.929441,31.82959,6.6434193,44.260036,-7.7241144,-8.244564,-9.022478,-20.157211,-10.586636,21.162258,-27.051834,10.86103,19.5425,-36.397907,26.201914,23.907536,24.298552,-14.390819,16.598711,-6.765755,-27.34483,5.395157,27.676495,25.311193,12.499578,30.550568,26.471956,22.32047,-28.15601,-6.5943375,17.936298,-34.39746,11.328398,-15.657091,4.425456,28.245735,-24.72064,11.50598,-22.315058,-11.528374,14.059689,-16.759119,10.105258,-12.251899,3.637511,4.783798,18.515566,-37.723343,-35.36005,-0.5533914,1.5957197,24.285997
COLO 680N,3.5270057,11.506995,22.912443,9.4617815,-13.594575,-14.5129175,-17.864782,0.8686331,-17.300827,1.5790648,-13.054338,-11.843954,-16.478895,-8.390228,7.1917887,-1.3078206,9.615382,-0.75574815,-18.300577,8.236654,-6.0511723,-1.3179992,-16.758953,8.97269,8.754844,9.30963,6.1189804,15.761569,-6.0733004,-13.674237,-0.88577956,14.2599,-9.998189,-0.17440507,2.2581606,-9.052037,-5.457082,-14.264561,15.432722,24.51469,-5.9186063,12.449026,-6.525223,10.146064,14.031741,19.228664,-6.4299097,-9.633117,-20.71662,-14.637159,24.532194,6.1806602,0.5409129,-1.9450322,9.450444,18.413313,18.712715,2.7212384,-3.9060924,13.555392,8.9752445,-8.926906,-22.438398,-1.0454584,-2.1418815,-5.3961954,8.394152,-10.300957,8.9526825,13.359948,-13.044149,10.756521,-15.389222,-5.0933404,-2.427439,-17.579643,2.12488,-0.17645378,-5.464528,1.8059607,-8.80457,21.489193,6.6486464,-7.5107093,3.5398343,-13.114283,-18.987381,-16.42321,-18.119411,12.130441,15.416289,-11.618377,-2.9817495,-0.5753,4.987835,-3.9440157,-23.864347,12.9638405,-8.949009,12.275716,-11.391787,-17.792454,15.699302,8.032242,6.456979,9.755304,-9.57631,-22.598906,14.905489,26.437193,14.197802,-6.0743613,-13.019221
SLR26,-0.19276083,2.878185,6.7006607,4.5665917,-3.4260635,-4.472128,-4.652046,-0.44934344,-3.2607803,-2.27311,-4.482416,-4.2194004,-5.871008,-5.0282407,4.849778,0.07935135,2.7753422,1.9681343,-6.4109797,2.8487847,-5.641044,-1.8342347,-5.1386895,3.305725,3.1093025,0.6475629,3.3716323,5.3883204,-1.2441702,-5.288968,-0.8166746,5.833349,-2.4734223,-3.4380698,-0.7323158,-3.8921475,-1.4813758,-5.8857665,3.279992,7.497906,-3.5544078,0.6461719,0.25484702,3.1669085,3.6644235,6.833424,-4.951129,-1.8950652,-6.150396,-4.717588,6.9557805,-0.016674414,-0.7504027,-0.33202523,2.1600378,5.6822605,6.611612,-0.60249525,-5.359089,5.9133615,-0.09150679,-2.3732479,-7.741374,-0.27498958,-1.9648389,-0.98016876,0.8407867,-3.111258,2.3608932,4.288715,-4.8321404,0.5218244,-4.2440915,0.09832137,0.24031164,-5.9021816,-0.49876702,0.18096124,-0.18730527,-1.1006277,-1.3812953,6.773771,-0.82242584,-2.0573559,-0.26695606,-3.134518,-4.915576,-5.799429,-4.528617,2.5855474,4.5972033,-3.7841547,-0.11144611,0.34098557,1.2129105,-2.619735,-7.341848,6.2862716,-0.4138658,3.1596105,-2.403138,-6.105276,4.934722,0.17460325,0.4833947,2.28438,-2.1274765,-6.5987763,4.0419135,8.209401,3.7479677,-3.6495242,-3.3448474
SNB-19,9.865244,-1.7541513,-7.0839534,12.5497875,-5.084884,2.4239852,6.135577,-12.398359,2.814309,-6.9895844,3.4215748,-7.5033793,6.8173637,3.3823373,4.48013,-3.8296406,-3.890091,-0.16727579,4.83782,3.8799324,-11.744302,-6.5534897,6.9338727,7.486117,5.1167035,-0.5426363,9.470315,-3.5789123,-2.8491771,3.410718,2.8741558,6.6401153,1.1953436,2.3737073,-3.6480923,-0.015300699,-1.3524697,-0.43448275,-5.490467,-6.680861,-0.39333144,4.717114,-0.46800256,-6.0806794,-3.4880486,-5.0529723,-9.127622,8.0949335,2.4749255,5.8959427,-5.6832523,5.328148,5.5529833,-2.5567868,6.2485,-4.7124844,-3.5214138,-6.0492544,-15.723743,-10.995621,-6.894442,-13.66459,6.658919,-0.032162018,16.989176,-7.290813,3.172923,-3.1613207,-4.8567877,2.809805,3.6160998,-6.8062057,-0.84864384,4.1427407,-14.065549,2.3717253,12.009668,8.256023,-7.9619718,5.4421,-6.273646,-8.5478,3.1892064,6.420131,11.371413,-0.6812817,2.4639106,6.058968,-2.0330298,-6.4039173,1.0505219,2.746369,-12.305222,-1.4924691,0.18330462,3.5807726,1.8069884,-2.9462347,-0.37127388,-5.4983,-8.418298,-0.98637867,-2.0950313,5.348238,-1.716405,6.5692387,1.2498568,1.0587777,-7.9464765,-5.929229,7.8154464,-7.6108613,3.7084682
SUIT-2,27.52487,-16.133415,-38.675953,28.164812,-0.0244224,13.4834795,29.129982,-29.653158,16.1947,-20.590311,20.290897,-3.366703,36.254177,17.00277,9.628252,-11.8109665,-17.317724,-6.679025,29.018953,1.8465667,-39.094925,-12.75589,28.46531,10.526204,1.0653394,-8.363041,28.919771,-19.177616,-1.6720908,16.41266,7.653636,9.297777,16.200855,3.71595,-9.96686,11.924005,1.3785866,7.2284694,-23.124441,-34.058517,5.898829,4.66111,-1.2154053,-27.487324,-29.099611,-32.208755,-20.164793,37.226715,25.23126,31.554382,-30.447681,7.7342324,5.6333675,-2.0328202,4.1240273,-35.161526,-28.54842,-19.075987,-40.716255,-42.339428,-25.910126,-25.860268,32.53386,6.408186,46.284267,-12.619228,-3.1358442,-6.792308,-17.592676,-6.966879,22.509916,-26.927929,9.759386,19.109161,-38.341705,26.04614,29.2445,22.885212,-16.2146,16.481567,-8.023723,-29.610615,8.238458,27.708784,27.42981,10.716152,28.78137,25.783472,17.713186,-28.630623,-5.7340527,17.100431,-37.20812,5.9420605,-13.080606,6.527036,26.54907,-23.671387,8.490052,-20.77592,-14.704183,13.18045,-17.653786,11.534144,-12.989797,6.278421,3.1217105,18.269196,-38.357025,-34.708942,3.5089078,-1.5577669,23.436403
CW-2,7.409274,12.616202,22.917784,7.957767,-15.444933,-14.2418785,-21.184849,3.0368533,-21.748844,2.8565989,-11.251217,-11.985976,-13.515455,-5.6104617,3.6801844,-3.8510454,9.604347,-3.5532577,-16.457556,7.779658,-5.687205,0.26435155,-17.016064,8.9514675,6.229871,13.908892,4.477804,16.7886,-6.2322497,-14.262673,1.6517754,12.5603485,-10.823224,-1.4284065,5.833776,-6.841344,-4.1336136,-12.304992,19.71157,24.642595,-4.1060243,17.180431,-11.729408,10.586326,13.560752,16.522291,-1.2600875,-9.612841,-23.151718,-13.22384,27.619398,9.580354,-0.76588255,-2.674899,8.094776,16.998135,15.798003,4.189699,1.0450034,9.6847,11.904356,-9.683256,-22.129923,2.553091,1.6209556,-7.331033,10.23079,-13.482878,9.039468,13.352025,-11.776874,14.997425,-16.558216,-8.054769,-4.4256005,-16.979877,5.7761564,-0.21434982,-7.3531947,5.2753897,-10.084988,22.713078,7.8024607,-6.4138155,5.7881126,-13.998207,-18.986923,-15.6823,-16.876015,13.393867,15.298861,-11.518427,-6.344863,3.4605045,2.8286207,-3.4306633,-24.107496,8.356271,-11.547184,11.857719,-14.71644,-19.759748,15.956308,12.459592,9.495223,10.775744,-12.3944,-22.546085,15.091161,26.839502,15.50436,-2.2812743,-13.695854
SW1088,28.211214,-14.094593,-35.240246,28.399141,-3.2088516,14.484183,29.671745,-32.286133,14.456521,-19.415949,18.07261,-7.8485837,31.93927,16.648909,7.9511886,-10.395392,-16.387587,-5.3433065,26.67663,3.20896,-33.173214,-13.334809,27.214088,12.411038,5.8602743,-7.2792845,25.45148,-16.791231,-3.374433,18.03795,8.179122,9.22159,13.44502,6.0880237,-10.462351,9.092349,-0.13824582,6.3579698,-24.484556,-31.675062,4.492595,6.933942,-0.48342866,-25.480568,-22.737057,-28.163532,-21.44154,31.720085,24.169197,28.136745,-29.468384,11.312546,10.971762,-4.7614784,8.840323,-29.261396,-25.11186,-16.460096,-38.88314,-39.14867,-22.525131,-29.818281,31.86475,3.598304,46.837074,-16.204288,1.940795,-5.1123753,-15.993806,-2.9752128,20.635403,-25.81681,8.264076,17.521069,-38.556633,21.697708,31.546116,22.128082,-18.541136,16.083075,-11.557986,-31.969122,9.948673,24.553444,29.501144,7.4046745,23.45902,24.008987,9.435266,-27.364202,-3.3976567,15.802379,-36.660435,-1.4739313,-6.9902663,10.350994,21.60657,-20.268194,4.5606194,-20.05291,-17.31485,10.291858,-16.525438,12.23866,-11.716494,9.6312065,3.043853,16.617498,-34.956253,-32.762802,8.486109,-7.9174767,20.50853
SW1116,2.0239859,2.89182,6.5877357,4.486584,-4.9468436,-4.704206,-5.7715297,0.36968714,-5.7703214,-2.7470045,-3.7516017,-3.9775121,-4.5574193,-3.8483024,3.78373,-1.4224237,3.1339533,-0.235394,-5.600113,2.6230366,-7.252064,-1.2779427,-6.272481,3.4083703,0.4937887,3.2038717,2.5235922,6.3993063,-1.2068449,-5.7886224,0.36129105,4.549977,-2.129682,-2.6862478,0.1189087,-2.3779063,-0.7425116,-4.9545827,5.192795,7.9438477,-2.3572578,4.0399384,-1.7645744,2.7253354,2.2665586,4.434108,-3.7437825,-0.7310934,-7.146023,-2.4934406,8.013239,1.285446,-1.6864045,-0.53542733,2.6141622,3.7410965,4.512105,-0.48491457,-3.8797796,3.4076462,1.2212623,-2.5215843,-7.758533,2.6778266,-1.1377785,-0.7025495,0.818451,-6.0487933,3.0668557,3.2708936,-3.8262913,1.4831084,-4.880002,-0.3929251,-0.48770654,-5.1694217,-0.49763364,1.1015978,-1.4466636,1.6206355,-3.8514771,8.153255,1.4106817,-0.4933302,1.2035395,-3.4460201,-4.2578588,-5.6335135,-3.248057,2.3008657,6.264989,-3.4792972,-2.812129,2.9987626,-0.460799,-2.6012678,-6.8168583,2.3958325,-1.738618,2.5342,-4.8309793,-6.637006,4.984633,2.5261397,1.0178028,3.099654,-4.347337,-7.377193,2.6831994,8.174669,3.5693042,0.37251422,-2.8180575
HMC-1-8,19.002522,-10.803022,-27.255524,19.199554,-1.5301801,10.542031,21.469936,-20.140728,12.975486,-17.725271,12.925728,-4.5407047,25.310291,10.363893,8.6024275,-8.09104,-11.427835,-5.434886,21.231583,1.8055388,-29.822409,-10.910953,19.660023,9.522971,-0.9568102,-3.9212525,19.263275,-13.411251,-2.092225,11.019863,4.2953396,5.2366066,10.448073,0.17015353,-7.9240627,7.4549894,-0.609316,6.2170835,-16.71605,-24.69289,4.613999,4.423044,-0.7342616,-18.492294,-21.995064,-24.27784,-14.51303,26.655933,17.386272,22.981506,-21.931686,7.3687825,5.427203,-2.6851275,3.9421208,-24.722631,-21.859571,-16.25212,-31.783924,-30.690588,-20.625525,-18.931385,24.232304,5.0908833,32.79731,-8.602103,-3.8579447,-7.6695766,-13.377246,-6.32968,15.085308,-19.8634,6.5204673,13.868087,-27.896446,17.747463,20.06163,18.550749,-12.455006,13.143811,-8.4262,-21.453867,4.079982,20.133997,20.168432,9.774099,21.177324,18.937315,13.759232,-20.091583,-2.8508358,13.483009,-27.105146,6.0535827,-8.260449,6.4551105,19.564512,-18.00525,7.326366,-17.321913,-10.009594,7.65873,-11.677931,8.836489,-8.466802,3.2519495,2.9820125,12.710815,-27.13345,-25.877584,2.1728342,-0.70571446,17.444366
DoHH2,23.26744,20.96846,28.20489,6.790682,-27.651167,-11.427819,-31.289206,3.1965783,-37.638542,8.292399,-12.315676,-19.3163,-8.09498,-0.36936682,-0.51899207,-12.47149,11.018204,-17.505419,-15.778702,10.444378,-5.316336,1.037017,-20.524246,11.946175,4.915453,32.176605,6.277752,16.357569,-15.730424,-14.164612,4.561228,9.0937605,-19.445951,1.5591224,15.861411,-5.219161,-8.273628,-11.425868,30.633375,32.404587,4.277681,38.12317,-24.744347,13.175759,17.654917,13.629222,7.0592494,-14.046439,-36.72043,-16.34751,42.123222,30.21522,1.4705985,-11.67969,7.4373064,17.85205,8.587834,3.8095372,6.8765965,-4.1792707,18.628052,-24.161922,-22.412325,8.277411,18.957062,-22.2387,21.621212,-27.356768,12.765178,19.185854,-11.597686,29.642082,-28.786749,-17.103134,-18.689117,-18.686539,22.933979,8.841788,-19.925323,14.598575,-23.080893,24.89605,8.651142,-4.2791467,18.824625,-15.184627,-26.757906,-16.230854,-22.411062,19.75257,21.540348,-13.07617,-23.224869,15.413711,5.4113135,5.228395,-30.131403,-0.97429335,-18.421883,10.355122,-25.647753,-33.316162,22.461773,30.817387,21.175356,17.482285,-18.220339,-29.315823,18.851215,36.344315,31.41268,4.5728765,-19.148602
IST-Mes1,8.7956085,-0.848933,-4.809985,10.063424,-4.740502,2.2645698,2.077539,-9.507512,0.064367115,-5.9928865,2.8859615,-6.477738,5.564995,1.414642,2.4723217,-4.809834,-3.1644638,-0.5053895,2.7121415,3.2919087,-11.515193,-5.0648518,3.399394,5.0480065,2.842019,0.26522166,7.49806,-1.8795246,-2.1749787,1.0900085,3.782448,6.1728854,0.31071326,1.0941356,-0.7748607,0.24160177,0.20621918,-0.7608829,-2.1240861,-2.741731,-1.0699705,4.754854,-0.9102896,-4.1930203,-2.5734284,-3.4477196,-6.992541,4.9035068,-0.95704585,3.9649196,-1.3431307,5.47639,3.0517085,-3.7368617,3.4159772,-3.881739,-2.701225,-3.9177756,-11.721365,-8.178111,-4.5965776,-11.510186,3.2553284,3.1535213,12.713213,-6.355787,3.3402162,-3.9290438,-2.2918806,3.4943125,2.4126785,-4.270276,-2.4016194,2.5155535,-10.520813,1.795139,9.508517,6.5862417,-5.3697634,4.200681,-5.2386713,-4.1012435,0.7448095,5.438313,9.113369,0.14950413,1.5476569,2.7065551,-1.1032336,-4.3722367,1.0727158,1.2434453,-10.946228,1.2895389,-0.5887389,2.211899,1.0310972,-2.8636854,0.44745633,-4.855559,-8.129168,-3.265435,-1.1554843,4.8487678,-0.6607832,5.948963,-0.35071042,-0.14222482,-5.9948587,-1.7945402,7.576713,-5.197664,2.3214715
ECC12,7.611444,1.0722564,0.33658153,3.5392232,-4.630581,-0.38484842,-2.861071,-2.687743,-6.165516,-1.7787013,1.5364103,-3.0161455,4.6221685,3.7779484,0.8332081,-5.448224,-0.76367515,-3.564056,0.91912395,0.8520354,-7.185292,-2.5787282,0.097445354,2.5790014,-0.6563244,5.835668,4.370754,0.5906318,-1.5222938,-0.317419,3.4890664,3.1397717,-0.89119726,0.09964315,3.9937263,2.1067798,-0.046333775,-1.1822141,4.702979,2.8695474,-0.058453377,9.687635,-5.4969654,-1.4454488,-1.0636072,-1.3834823,-0.60659397,2.0479667,-4.3080997,0.817499,5.256824,6.3360634,0.62213063,-2.4143238,1.2507463,-0.97954416,-1.889991,-1.0012431,-1.4734355,-6.0679,-0.170018,-6.719751,0.48749316,4.2000012,8.060595,-4.9740973,2.8209639,-7.716371,-0.31193012,1.799288,1.3046066,2.3261662,-3.5412512,-0.10074375,-7.1003537,0.41687173,7.0998154,2.6244605,-4.492268,4.0725765,-4.2222214,1.0451707,2.9085758,3.51142,6.014587,-1.150523,-1.6037962,-1.1645936,-0.78102696,-0.6437603,2.2705107,0.46792397,-8.709669,3.7475495,-1.6287799,0.9194716,-2.5210247,-4.4602757,-2.0244713,-0.04629754,-6.769038,-5.003169,1.5560038,6.629547,2.4142082,3.213574,-3.3239648,-2.751336,-1.3661667,3.1845188,6.2228885,1.5173901,-0.16790089
NCI-H1876,8.918078,10.671966,17.847586,6.56203,-12.446988,-10.967383,-18.070248,1.0006707,-19.577213,2.6860046,-6.93704,-10.549889,-7.4899416,-0.79405576,-0.07568779,-4.970601,6.613217,-3.1674416,-10.921956,6.3756022,-4.63362,-0.33048174,-11.8825,7.49704,6.00489,11.922203,4.1184244,11.554592,-5.3364697,-11.399854,3.546289,11.146842,-9.062842,-0.5848611,7.9583197,-4.3007736,-2.9916174,-8.260136,17.326113,18.964071,-3.664369,16.103048,-12.521112,7.465588,11.334327,11.6897955,1.7508576,-8.485027,-19.11519,-9.381064,23.10674,10.104732,1.0380399,-2.5192664,6.8023095,13.479325,12.364668,4.449281,3.146637,4.8475723,11.176274,-10.927693,-16.512705,2.5326343,6.0357146,-8.130332,10.517982,-11.173084,6.2717996,12.157735,-8.473026,13.475766,-13.545606,-7.6678495,-7.5638876,-12.829122,9.181836,-0.3999034,-8.0856,6.3688045,-8.631356,18.572748,7.7784357,-4.515657,8.131258,-12.321754,-15.560437,-11.484413,-14.053722,11.555248,10.308443,-9.320623,-7.2808886,1.9764891,2.0881987,-1.1675644,-19.571627,4.615876,-11.475799,8.96348,-14.405613,-16.39621,12.369656,13.354257,8.549444,10.79174,-10.248759,-17.738304,12.129305,21.690042,14.721129,-2.1834931,-11.434724
PrEC LH,2.5958257,10.450435,20.870525,8.5852375,-12.133373,-12.893858,-15.681667,0.8527411,-15.369509,1.1989663,-12.265463,-10.814231,-15.532566,-8.315774,6.885697,-0.7699336,8.863611,-0.23854193,-16.943935,7.4014554,-5.255504,-1.2282338,-15.111237,8.312321,8.371897,8.252721,5.686803,14.461964,-5.439956,-12.193217,-1.281528,13.041697,-9.104134,-0.621752,1.7301583,-8.613589,-5.4198456,-13.339387,13.441444,22.426788,-5.490184,10.629885,-5.4841366,9.347423,12.99174,18.071283,-6.3235326,-8.811178,-18.554539,-13.978732,22.178862,5.1860437,0.63981074,-1.8060927,8.574024,17.198294,17.218658,2.2059298,-3.9771037,13.133126,7.8936124,-7.9607205,-20.506107,-1.6509993,-2.5893257,-4.9530315,7.4721737,-9.142958,7.984646,12.136384,-12.168802,9.516605,-13.763429,-4.4645433,-1.7860368,-16.414696,1.6624205,-0.369857,-4.714385,1.0500968,-7.4921355,19.244463,4.971034,-7.169727,2.7065191,-11.655762,-17.306622,-15.1204405,-16.674187,11.049724,13.72245,-10.559617,-2.094909,-0.69912463,4.814827,-3.4413443,-21.955051,12.774057,-7.8558054,11.636301,-9.775707,-15.998475,14.339792,6.6739373,6.0405226,8.625843,-8.365022,-20.155695,13.785189,23.93958,12.9886875,-6.363313,-11.973316
HCC-56,16.180655,-9.657388,-22.663172,17.869217,-0.22654206,6.709797,13.156176,-16.600746,7.866401,-15.810726,13.417776,-2.2328582,22.303509,9.029721,4.1862803,-8.76297,-10.725232,-2.1121976,16.71464,1.2640461,-28.38953,-8.752264,15.902065,6.471981,-3.1042564,-3.6503356,16.363602,-9.874126,0.8354521,5.7862988,6.955224,6.4558773,9.661967,-0.3470112,-3.6974857,7.5851326,3.394888,4.8577924,-9.71167,-19.70322,0.80732346,2.7175155,-1.0057758,-15.517485,-18.482258,-20.674934,-10.731537,23.902288,10.858898,19.506351,-16.114847,2.3953502,1.2096244,0.21245015,1.140152,-22.265509,-16.117933,-11.912116,-23.98272,-25.040577,-16.649195,-14.549659,17.378809,8.954933,26.499634,-5.080052,-3.986378,-7.421733,-12.044441,-4.889249,12.777397,-15.413665,5.4010096,11.089934,-21.130827,15.68951,15.652218,12.8513365,-7.9473653,11.390324,-3.655413,-12.639013,0.6931833,17.28336,15.919963,6.5612235,17.897469,14.3719635,14.038475,-16.178326,-4.4186616,9.6803665,-21.110518,8.395105,-11.795429,0.84886247,16.317917,-15.840885,7.1090856,-13.37958,-11.0307045,6.236896,-10.15607,6.720098,-6.7979956,4.3648596,0.38027138,10.555217,-22.513298,-18.992268,1.724423,0.87717265,13.816357
CAL-29,3.391048,11.174297,22.187061,9.168361,-13.304972,-13.986229,-17.14092,1.2517662,-17.25848,1.4553293,-12.703691,-11.30983,-16.068096,-7.9734397,6.3795004,-1.2402848,9.41437,-0.7329708,-17.78632,7.783277,-5.5034366,-0.8168827,-16.24984,8.763232,8.306407,9.381224,5.6511703,15.737801,-5.5439453,-13.1704,-0.684311,13.771314,-9.622269,0.031899057,2.3311532,-8.643796,-5.293557,-13.687049,15.190944,23.805948,-5.787066,12.360825,-6.6745663,9.825075,13.683682,18.60382,-5.8532033,-9.226122,-19.996796,-14.322437,23.845512,5.722162,0.6211154,-1.6767278,9.392408,17.78933,18.0364,2.7046938,-3.0017414,13.331256,9.1686535,-8.448512,-21.720913,-0.97727114,-2.370694,-5.1104403,8.180925,-10.103446,8.651762,12.906736,-12.556369,10.6657295,-14.755381,-5.0345345,-2.0560322,-17.069336,1.9267011,-0.64219403,-5.334892,2.0443137,-8.433804,21.099894,6.5405006,-7.3513727,3.4280615,-12.780013,-18.402681,-15.8601,-17.62719,11.92815,14.939911,-11.284334,-2.6923058,-0.5279548,4.6589894,-3.9038107,-23.263033,12.494704,-8.979984,12.532118,-11.431687,-17.07795,15.154296,7.8624907,6.47594,9.620309,-9.628891,-21.578154,14.500387,25.24718,13.690292,-5.77213,-12.782948
