,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123
Hs 746.T,0.2635204,-0.11686392,-0.11251808,-0.42724934,0.27471182,-0.4497848,0.31706092,0.18774611,-0.26944086,0.2583264,0.08107952,0.2851793,0.43802416,0.0065694917,0.009844385,-0.46504146,-0.09567179,0.3273186,0.22899832,-0.06564714,0.4182708,0.43677995,0.4248451,-0.108499125,-0.22591953,-0.2055016,0.096611425,-0.3918011,-0.22431773,-0.42568988,-0.2362958,0.45656908,0.30263776,0.42667836,-0.18395391,0.13531865,0.22868033,-0.023192024,-0.35290852,-0.21857488,0.04728824,-0.100284725,0.3402835,-0.47643667,-0.20892893,-0.17455834,0.46610516,0.05004625,-0.3384509,0.016308226,-0.065951794,-0.056321554,-0.25859147,0.13519202,0.36555737,-0.3919358,-0.26457158,-0.27521655,0.16594647,-0.46051675,-0.47970915,-0.09838873,0.08441977,0.09931656,-0.30964723,0.1416042,0.28382996,-0.4402817,0.44248587,-0.25789598,-0.07535398,-0.074477024,0.1986657,-0.18194504,0.33415154,-0.2074381,-0.45006263,-0.2780996,0.39473218,0.38369846,0.0044998364,0.5080507,0.2422931,0.00411772,-0.343357,-0.32032555,0.032924686,-0.018160302,0.2925306,-0.09401179,-0.33038408,-0.44032604,0.05174897,-0.2232255,0.3747457,0.08759322,-0.4138546,-0.2852382,0.33397517,0.33413014,0.39690912,-0.063608155,-0.043658398,-0.42166647,-0.43816915,-0.45940882,-0.18097277,0.02978443,-0.1538697,0.30677268,-0.03689109,0.21010168,0.28131673,-0.46858466,-0.04709942,-0.14598064,-0.30233416,-0.39919928,-0.041326307,0.18372631,-0.10458839,-0.063553035,-0.25248402,-0.11604347
SNU-475,0.7023185,0.08349188,0.3392654,0.08923823,0.3690168,-0.22110373,0.7823733,-0.17365274,-0.0010874271,0.6307695,-0.25629747,-0.33137086,0.34240633,0.7221566,-0.50327367,-0.36575073,0.13868934,0.37070906,0.9319426,-0.47175315,0.28899044,-0.2207278,0.38635185,0.023113027,-0.7364476,0.2491458,0.03573545,0.038939685,-0.6449394,-0.41450262,-0.77049106,0.9339007,0.9363991,0.5024429,0.3145529,0.45473143,-0.19634603,-0.39104286,-0.15546489,0.064435065,0.30290747,-0.22614247,0.19593325,-0.2715709,-0.28929967,0.5032364,0.31071842,-0.02955357,-0.9992739,-0.08892885,-0.055257075,-0.26687232,0.27576107,0.40877348,0.4082406,-0.29708147,0.24064821,0.2849124,0.012436643,-0.5862944,0.04018724,0.5874017,0.27508736,0.14649041,-0.21628943,0.34660393,0.27135172,-0.9460177,0.6030978,-0.9209931,0.6146379,-0.03904482,0.88963735,-0.6318716,0.57792753,-0.24902204,-0.7063476,0.28700736,0.40420914,0.22913891,0.44053644,1.1066936,0.034846425,0.1462895,-0.71042335,0.31579056,0.7070302,0.36703688,-0.34051964,0.06671572,-0.7650806,-1.0638261,0.058770485,-0.14438765,-0.07570571,0.24167633,-1.035223,-0.82713616,0.7020258,0.8152461,0.74741817,-0.026092127,-0.23979713,-0.6938298,0.24055696,0.09686929,-0.1049463,0.59005475,-0.13987042,0.42431653,0.61113465,0.66424364,0.70587355,-1.0622308,-0.72225857,0.08438462,-0.6642375,-0.97512126,0.5163252,0.4129164,0.41655862,-0.26760855,-0.24028629,0.22867912
Namalwa,1.5136139,0.39700478,0.680972,-0.20713502,0.90566444,-0.07303351,1.2028292,0.11860244,0.18639624,0.31374022,-0.9686855,-0.94626904,-0.3957234,0.5075433,-0.7456656,-0.43614966,0.071320504,0.3525641,1.649372,-0.7885499,0.4220125,-0.8064393,-0.325111,-0.5138886,-1.325325,-0.043173492,-0.8664705,-0.13884333,-1.4513534,-0.9234425,-0.3560819,0.6428634,1.7737035,-0.010456026,1.1595571,0.84476554,0.27944112,-0.5640875,-0.15121943,-0.049785078,0.65048593,-0.491314,0.6387334,-0.86100876,0.31782156,0.33387434,-0.60709345,-0.12704435,-1.2826549,0.0123108355,0.03991855,-0.6595387,0.75360614,0.36414415,0.4690269,0.13661641,-0.044917375,0.2754506,-0.050030783,-1.0108129,-0.33098412,-0.053971,-0.33711863,0.8763097,-0.64272296,0.89442384,0.35139537,-0.4558435,1.0185827,-0.8033947,1.0798563,0.43875262,0.9977989,-1.0350987,1.1924129,0.25144717,-0.8801471,0.17081562,-0.13717687,-0.7060923,1.0122769,1.429859,0.1445787,0.0039251363,-0.7369472,0.5094534,0.41982213,0.52223045,-0.51642454,0.25499272,-1.1568791,-1.374481,0.3536542,0.009825781,-0.57426697,0.33390188,-1.0834563,-1.2200544,1.1946399,0.3426328,1.2777785,-0.31705326,0.42191863,-0.8267282,0.13698173,0.11300212,-0.06457059,0.7900115,-0.39923537,-0.016130269,1.4202224,1.5110612,0.5901813,-1.0214621,-0.56566,0.5447132,-0.97050405,-0.94442034,0.34649208,0.9467341,0.444656,-1.0937725,0.20112818,0.4440164
OAW28,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
HT-144,1.6275265,0.3734299,0.7379619,-1.2314732,1.6298028,-0.38094515,1.1567286,0.9739634,-0.5015651,-0.86644256,-0.5321327,0.038959682,-0.71946603,-0.9780018,-0.69788045,-0.6717828,-0.73890567,-0.21897149,0.58379173,0.027080275,0.37000853,0.32207823,-1.0273228,-1.0691538,-1.0491648,-1.2404971,-1.2731266,-0.55715644,-1.5143577,-0.8674506,1.0265796,-0.57857144,0.6342341,0.27779073,0.93494487,0.099512726,0.46443343,0.037131175,-0.7839661,-0.7773892,-0.26858342,-0.60288316,0.2931567,-1.5307008,0.043360546,-1.4225477,-1.2899078,0.52698034,-1.0226997,0.19638692,0.18289831,-0.12112371,-0.45792598,-0.6419746,0.18940935,0.8107194,-0.32410303,-0.28956926,-0.25133985,-1.5343165,-1.2663431,-0.6263625,-1.0348139,0.40761274,-0.30784598,0.29391634,0.6194663,-0.2957335,1.097833,0.48254535,-0.25007406,0.54696524,0.33986336,0.18824896,1.6639278,0.18913761,-0.19311342,-1.1709751,-0.03353417,-0.42432505,0.55357695,0.61613476,-0.10947704,-0.11533118,-0.41555148,-1.0494803,-0.28771564,-0.584166,0.5275526,-0.45763958,0.050590545,-0.05500251,0.9891653,-0.39550817,-0.64700943,0.24593538,-0.085829824,-0.060548306,0.80775654,-0.22043332,0.8397776,-0.26190132,0.57508755,-0.7086786,-1.5840664,-0.06769055,0.54630786,0.54920757,-0.6784221,-0.22179824,1.0077434,1.0013709,-0.53452283,0.2011846,0.015711997,0.9059872,-0.61901397,0.5059755,-1.0990713,0.9692563,-0.03071785,-1.4261163,0.7351684,0.057993487
COR-L47,0.3904062,0.11165841,-0.20182706,-0.5552326,0.3529196,-0.5957468,0.5290166,0.1917695,-0.036917925,0.27882087,-0.19578636,0.06787035,0.31016415,-0.25798792,0.001704108,-0.31684428,-0.06284961,0.46848506,0.29351166,0.015006281,0.26551527,0.33799934,0.32158628,-0.26526046,-0.3043426,-0.28826755,-0.20394161,-0.54982555,-0.4504559,-0.5256419,-0.06124133,0.4685826,0.49178138,0.13260967,0.038621306,0.18439415,0.5049794,-0.24162473,-0.27826375,-0.46618932,0.0718988,0.09152717,0.4419361,-0.6309668,0.004191473,-0.20299326,0.23024642,-0.28811398,-0.14065441,0.09220913,0.054344006,-0.15871897,0.08811514,-0.1162893,0.3049867,-0.11614227,-0.60907394,-0.4084931,0.15792425,-0.64340854,-0.7838236,-0.46079367,-0.10978436,0.42320353,-0.4215893,0.4025722,0.52699345,-0.25219208,0.3198398,-0.2634427,0.18190011,0.19411603,0.084909886,-0.44414392,0.4859981,-0.0065957606,-0.3379403,-0.46998093,0.30511558,0.051310837,0.19353859,0.71007025,0.53081477,0.010043628,-0.33690634,-0.048693508,-0.057710856,0.27744228,0.5385277,-0.13790262,-0.35261548,-0.29004484,0.32043242,0.047955707,0.10369879,-0.023494713,-0.25229973,-0.14930558,0.3506788,0.0026779473,0.5006807,0.043250605,0.27555442,-0.3933736,-0.5580605,-0.35488957,0.045198992,-0.19916108,-0.037006095,0.04568708,-0.054458536,0.51775664,0.20162088,-0.3722767,0.155431,-0.08046991,-0.36624244,-0.17657253,-0.047743235,0.42142913,-0.45175898,-0.28091756,-0.11802322,0.16177863
NCI-H1975,0.97618204,0.8184094,-0.17153437,-0.6972384,0.68367517,-0.88162595,1.3428696,0.08108926,0.6478808,0.42410672,-1.054904,-0.7389896,-0.10228002,-0.69453925,-0.3098555,0.10422015,0.07049668,0.79956186,0.73979855,0.08649824,-0.21866655,-0.16695583,-0.036116153,-0.6503933,-0.76578164,-0.36763877,-1.0542605,-0.7548747,-1.2798336,-0.76432127,0.23160654,0.6479209,1.213169,-0.5503031,0.87113965,0.4082665,0.9908426,-0.9578439,-0.03848946,-1.0283997,0.17564651,0.5128042,0.5758259,-0.9791901,0.47212392,-0.07481299,-0.5367888,-1.144596,0.025201946,0.24800935,0.38976875,-0.4816827,1.1629235,-0.7268792,0.13870457,0.72870994,-1.2409608,-0.49285215,0.02562286,-1.2463566,-1.3734962,-1.0596981,-0.572898,1.2315364,-0.61381173,1.1273874,1.1849376,-0.04764074,0.09337106,-0.5239014,1.1005589,0.9207557,0.11547312,-1.2484068,1.067107,0.4779078,-0.11365113,-0.79015017,0.098507345,-0.85909027,0.8807878,1.4915451,1.1340032,0.09823875,-0.49826396,0.855723,0.025836915,1.149384,0.9329319,-0.24266487,-0.5216584,-0.106967986,1.0936681,0.7554692,-0.8679847,-0.23587668,-0.079922736,0.027629018,0.55654883,-0.6373594,0.91774523,0.35703653,1.0005126,-0.46272373,-0.6661339,0.22386461,0.7498496,-0.5016341,0.2509492,-0.58343005,0.21641618,1.5149468,0.11730796,-0.33096245,0.3526592,0.25740618,-0.6998198,0.23169687,0.102725744,1.1698846,-1.1096555,-0.9904212,0.29245389,1.0433271
SNU-410,0.3863486,-0.18009837,-0.0483606,-0.5415681,0.3696821,-0.34522918,0.23647258,0.34346858,-0.3602102,0.09641299,0.023639075,0.2705367,0.26625538,-0.017256042,0.053025458,-0.592693,-0.15221334,0.26178926,0.35751662,-0.18416485,0.60057074,0.36490354,0.25847825,-0.22880308,-0.29496425,-0.3171178,-0.041845478,-0.45745164,-0.29435557,-0.57617545,-0.12154007,0.28451946,0.428346,0.357531,-0.09853402,0.22463313,0.35671306,0.09745483,-0.40741068,-0.1454423,0.16278182,-0.27914262,0.51819193,-0.6312618,-0.053627536,-0.29291844,0.3264675,0.19098887,-0.40830138,0.0278789,-0.11177906,-0.1307433,-0.33873498,0.25920588,0.43269876,-0.45255882,-0.29147142,-0.31362402,0.20032513,-0.4530499,-0.5258217,-0.28621966,-0.050226204,0.2160501,-0.46045056,0.18918541,0.1568821,-0.23062015,0.6329695,-0.11313447,-0.14149174,-0.060121983,0.1664465,-0.14582041,0.39264736,-0.11177847,-0.5621458,-0.27472675,0.22247487,0.23115754,0.032893926,0.40885574,0.18694904,-0.08678126,-0.27991453,-0.47397384,-0.1631892,-0.1634565,0.17808878,0.01067391,-0.4355835,-0.572242,-0.03389185,-0.31772834,0.46308377,0.15478492,-0.4271527,-0.45298868,0.44695252,0.2498366,0.48121804,-0.25715423,0.07349883,-0.42597365,-0.4783856,-0.653258,-0.35995698,0.11069608,-0.31251442,0.2680238,0.14911902,0.27623546,0.2417793,-0.42970648,0.038792524,-0.08684188,-0.31211933,-0.4592184,-0.16095954,0.19223714,0.003947437,-0.18742725,-0.19445625,-0.26300526
TE 125.T,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
HLF-a,0.4735636,-0.13668762,0.003527373,-0.5951774,0.4603886,-0.3533096,0.3049107,0.389193,-0.3673872,0.02683872,-0.017581858,0.25493684,0.19620731,-0.09551015,0.000843402,-0.5947528,-0.19510648,0.22961983,0.3679492,-0.1627821,0.5792239,0.36605322,0.1664213,-0.29110092,-0.34643647,-0.3867349,-0.13310012,-0.46873358,-0.3825034,-0.5962758,-0.033729374,0.22157118,0.43959627,0.3482023,-0.024834126,0.21249102,0.3691404,0.09027062,-0.4341672,-0.19827288,0.12792462,-0.2959997,0.5010793,-0.6977215,-0.045689568,-0.37817872,0.20871651,0.2086887,-0.44458768,0.041761015,-0.0878283,-0.12878421,-0.3446337,0.18585397,0.41261816,-0.35604876,-0.30172312,-0.3168764,0.1677011,-0.5338092,-0.5868749,-0.31753367,-0.12372451,0.23229583,-0.44890168,0.19835165,0.19642565,-0.23295715,0.66067195,-0.06786282,-0.14919516,-0.012486935,0.17337671,-0.12283191,0.48486134,-0.088356465,-0.52992666,-0.3467005,0.20548955,0.18231297,0.07014282,0.42458963,0.17184594,-0.08813396,-0.28835997,-0.5136162,-0.17465375,-0.18992507,0.21338004,-0.027032137,-0.39567152,-0.52584684,0.04603035,-0.31837314,0.37971744,0.15761665,-0.3955274,-0.41581818,0.46903634,0.20903167,0.50501114,-0.25281,0.11391525,-0.44427553,-0.56459504,-0.609386,-0.28798229,0.13419098,-0.33481967,0.22844793,0.20384261,0.32930994,0.18186453,-0.3790074,0.043047998,-0.01609379,-0.33280846,-0.38070515,-0.23110683,0.25061953,-0.008983374,-0.27732107,-0.1258395,-0.23534027
EFM-19,0.53732544,0.029346362,0.11944614,-0.5531406,0.599756,-0.49212158,0.59360087,0.30120438,-0.33804798,0.03079915,0.03522902,0.30715236,0.27160603,-0.2321245,-0.24953704,-0.45587367,-0.26947525,0.16561264,0.17501763,0.070640065,0.27214092,0.5229343,0.14579287,-0.259138,-0.3881913,-0.42315882,-0.11904565,-0.34285405,-0.4953251,-0.38882717,0.026372492,0.26842418,0.20581523,0.5392094,0.013707519,0.008135945,0.102096334,-0.042981997,-0.47085744,-0.40603942,-0.18909626,-0.14473158,0.11754534,-0.6263155,-0.3476507,-0.48023927,0.10584271,0.17747745,-0.5381886,0.04307866,0.023455448,0.036418997,-0.37189204,-0.17416613,0.25794205,-0.024534702,-0.16182238,-0.21558648,0.0005299598,-0.7607777,-0.611773,0.01131659,-0.09405052,-0.021633074,-0.12429109,0.053959444,0.4446839,-0.6482642,0.5024917,-0.13627626,-0.17055789,0.029294588,0.29328665,0.0023916662,0.65922135,-0.23567894,-0.28058586,-0.53256917,0.45467424,0.3812408,0.083564654,0.56025267,0.094987035,0.049703352,-0.42189157,-0.514068,0.13249877,-0.16634125,0.4255537,-0.3103999,-0.078092545,-0.20947891,0.3614714,-0.27492052,0.04870087,0.10350043,-0.3249059,-0.06941724,0.36061752,0.3272473,0.414658,0.029784009,-0.053333294,-0.51313186,-0.75921,-0.18550318,0.16459425,0.17693731,-0.20605953,0.25117576,0.10777205,0.2926793,0.0636788,-0.2988154,-0.1571913,0.11467308,-0.36570504,-0.0932779,-0.28616783,0.35170874,-0.093453884,-0.31388727,-0.027523816,-0.010626532
SK-MEL-2,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
Panc 04.03,0.7462612,-0.3058315,0.16380624,-0.8465113,0.6746253,-0.09662336,0.098924786,0.7493962,-0.6028465,-0.35155007,-0.12062443,0.24494857,-0.18817466,-0.12439657,0.09857418,-0.9053468,-0.33105034,0.061312735,0.6569878,-0.44359043,1.0149553,0.21181011,-0.20938322,-0.553396,-0.49904737,-0.637731,-0.42240265,-0.6025857,-0.5225655,-0.9323571,0.21499187,-0.17886487,0.70816743,0.22172433,0.15032053,0.41192695,0.633301,0.39220008,-0.56933403,-0.0046610236,0.38925064,-0.73009044,0.89825165,-1.0399256,0.28812772,-0.65158737,-0.09189665,0.5720435,-0.62942255,0.060524736,-0.20567471,-0.28843823,-0.5684373,0.495997,0.57298255,-0.52189237,-0.3253298,-0.39041948,0.24612258,-0.4999977,-0.6617527,-0.71055335,-0.41536212,0.46527773,-0.78280485,0.2789148,-0.12119824,0.22828704,1.1142625,0.2681689,-0.3307754,-0.0073600933,0.112378776,-0.009018809,0.6069284,0.110337585,-0.79893696,-0.3208662,-0.18171167,-0.13372964,0.11603199,0.17430317,0.01122117,-0.29807755,-0.14348602,-0.89979994,-0.61637557,-0.5589375,-0.0759891,0.2169956,-0.633324,-0.8441041,-0.17740916,-0.5664585,0.6094615,0.32491636,-0.44277608,-0.81538856,0.72826636,0.050354987,0.6885346,-0.7100919,0.34958935,-0.4582775,-0.6478952,-1.0651553,-0.7218594,0.34736285,-0.71421367,0.16672844,0.6366302,0.44947606,0.096893966,-0.2978795,0.21812698,0.11612195,-0.34914905,-0.54005575,-0.5091818,0.24630487,0.27929175,-0.5423652,-0.0040532947,-0.6035169
LN-18,0.31930733,-0.09170927,-0.052899137,-0.32867014,0.26625597,-0.4078896,0.37790897,0.11610851,-0.21561944,0.34100828,0.023881339,0.17463866,0.43343943,0.14749682,-0.059049387,-0.44734442,-0.04108849,0.34863013,0.35585257,-0.14623657,0.40605342,0.31503016,0.43919826,-0.075071126,-0.30252078,-0.11012381,0.100559875,-0.3220462,-0.27794665,-0.42741925,-0.34829205,0.554322,0.42180833,0.4287154,-0.11107862,0.20115459,0.16692819,-0.08726551,-0.30878377,-0.15667593,0.11040075,-0.11716019,0.3334483,-0.43032458,-0.21035187,-0.033093616,0.4654675,0.02357886,-0.4360558,-0.003473592,-0.07014917,-0.10096756,-0.15416111,0.20496808,0.3809235,-0.40205914,-0.1875577,-0.18362552,0.1521685,-0.46029264,-0.3814397,0.009309404,0.12999222,0.11953089,-0.30882424,0.186134,0.27097824,-0.51037467,0.4647246,-0.38266078,0.05399426,-0.07433534,0.31040087,-0.2766066,0.35223985,-0.2108711,-0.50697577,-0.16150758,0.39097965,0.3544256,0.07554595,0.6095514,0.22005907,0.02529344,-0.40092516,-0.1925073,0.14152375,0.06268745,0.17407116,-0.049489126,-0.4258339,-0.5655398,0.030827692,-0.20334819,0.31989133,0.11224202,-0.5274973,-0.3952117,0.3959601,0.4156445,0.4572279,-0.06356372,-0.074464455,-0.4615631,-0.29605913,-0.3833964,-0.19304745,0.11379364,-0.14643152,0.32949337,0.064221025,0.28495103,0.37148964,-0.58425355,-0.15417781,-0.12585676,-0.36074623,-0.52145755,0.07467526,0.21225744,-0.01765418,-0.08110872,-0.26692402,-0.062226295
A4/Fukuda,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
TE-10,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
