,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120
WM1799,-2.7048936,-1.7275035,-8.2979145,-7.6964817,6.744551,-4.0169005,1.2996078,1.844792,-5.706618,-5.0269523,-1.269183,4.85309,-11.242248,0.0016918704,6.2778707,4.8206167,1.2773855,7.391196,6.425727,9.585647,2.3149362,-4.1316996,12.368546,-10.053574,3.6843674,-3.5650935,-2.1858053,-6.024878,-9.0238285,-14.077083,-6.9152646,6.4434223,8.962092,-5.7905083,0.44071645,-6.886313,-4.4548693,3.4019034,1.3913373,11.839755,0.3395842,-0.15925288,-5.085857,3.182343,2.9160414,9.315776,1.9734852,-7.594702,-8.512553,0.1180972,10.857964,-3.8815393,7.232931,-2.4075475,14.980943,4.4918237,1.4200191,-0.51356596,-8.290153,-4.5756173,8.2456045,3.654519,1.3742743,0.13701737,-7.060123,2.9467254,-6.565508,-6.823656,2.5492969,2.0499122,6.4313693,8.609774,1.4214098,8.8821125,1.9332755,1.5958892,1.1622541,-9.910998,-2.7835636,-7.2176514,6.812424,6.483008,-0.51112056,-4.4527636,1.6806699,6.8779984,-10.05867,0.6584658,-0.10854239,-5.6813254,-1.2716548,-7.500934,-1.0150263,-1.4649986,4.41826,12.811367,-3.7337952,-3.99493,-2.9843864,9.382229,1.9297957,-3.5376718,2.6453614,9.910929,10.361502,0.047230467,11.178456,-4.2617283,-4.6806874,-5.3791857,1.3402063,4.744658,-10.55037,-13.656549,-1.125786,3.6972513,-11.133776,8.904286,6.745041,2.3928792,5.630198
HuP-T4,1.6379193,-2.8574986,3.082494,-4.392215,-12.143837,16.348299,-8.576453,3.4922264,10.310044,6.8700075,-11.357585,-0.9440775,11.384341,3.3179467,5.1206183,-3.1056747,0.7406216,-9.730896,-7.1124487,-9.369361,-9.127018,7.496273,-13.770584,13.121464,4.8976693,-1.0663551,4.4847445,3.465632,5.504834,6.634681,6.0784674,-2.8009195,-13.558766,11.968031,-4.2782946,14.8009,-10.37503,6.2861505,-11.247362,-11.426838,4.508302,11.211828,9.832977,-11.11689,-7.1687818,-15.059851,1.944104,6.6676593,5.678619,-10.632093,-9.264165,12.220929,2.8703418,12.362162,-10.966597,-13.229114,8.920802,-11.741365,2.1803377,8.732973,-18.014027,-9.615879,-5.910535,5.7755218,8.226278,7.159534,15.232489,14.340046,-11.806682,-8.388429,-16.559196,-9.582495,9.552943,-13.354739,-12.715548,3.5564222,0.16129959,10.758333,-6.760263,0.35673347,-12.861347,-16.75901,3.8205488,0.8789508,3.5734954,-13.584719,10.638146,4.4498906,-4.523128,12.021006,-3.5374324,11.763296,-0.026521444,0.6858502,-2.7485943,-12.080671,11.557921,4.903604,-5.072802,-8.58475,4.5263457,8.846863,-8.3583145,-10.285895,-5.386388,6.1063104,-8.724706,8.539742,15.775351,-11.463019,7.6459923,-6.712107,11.714805,11.559307,5.4439178,-16.444992,19.488287,-12.340613,-2.280305,-11.731808,-13.363956
SU-DHL-8,-1.1798242,-2.2019165,-4.9646325,-4.0805235,3.960657,-2.041974,0.61700743,-0.30777597,-4.6788445,-0.9611919,0.3252414,1.6241877,-4.4010906,1.2027465,2.5742955,0.43259636,1.201491,1.3677579,2.3514044,3.865805,0.18530309,-3.618558,4.41078,-3.5475056,3.9216206,-1.740559,-0.6814649,-1.1417359,-3.1973908,-5.0540843,-3.4334912,1.8916599,3.6072788,-4.3310876,0.21504223,-2.5980644,-1.3380457,1.3755909,1.8664427,4.359304,2.4051516,-1.3388721,-2.077091,1.5796167,0.91889757,3.948479,1.4228107,-2.7220778,-3.6196988,0.3784962,2.8291922,-2.795967,2.4531846,-0.93608487,6.7534533,3.386241,0.17211545,0.44621408,-4.6232905,-0.9922196,3.912207,2.3338976,1.10147,-0.51623523,-2.498456,0.15625456,-2.7548416,-4.454859,2.5205708,2.210667,3.569609,2.6120057,1.3189156,3.4388688,0.44494498,2.1750517,2.5115242,-2.916791,-2.1619513,-4.6302333,3.505284,2.7184584,-0.203986,-1.8722882,2.367295,0.8889953,-3.9031904,0.2774629,-1.2692213,-1.6292503,-0.92371213,-3.7761636,-0.318298,0.507971,2.2665522,5.2387257,-2.9431643,-3.1502333,-2.2705493,3.0287616,1.3114452,-0.47152454,2.0487614,3.1043658,4.639659,0.24581751,3.688111,-2.267292,-2.438671,-1.238169,-0.24135143,1.8429302,-3.672455,-5.6602464,0.27810168,1.3559543,-3.9713664,3.6827335,3.6291,2.2776933,2.7868648
COLO 205,3.1331506,-3.7582536,5.633668,-4.4746985,-15.895823,20.580359,-10.672736,4.3950877,12.940822,8.348084,-14.027667,-0.92166007,14.718992,4.3255677,5.6134157,-4.1550035,1.5739735,-11.913367,-10.354875,-12.329675,-10.993385,9.303723,-18.280626,17.228731,5.3804107,-1.3561982,4.5312285,3.5172327,7.572354,8.212967,8.107746,-4.6169286,-18.10351,14.620798,-5.5701632,18.91117,-12.487081,7.7233844,-14.003458,-15.216803,5.4872746,14.256078,12.146429,-13.659958,-9.946624,-18.732124,2.9823008,7.907732,8.143524,-12.678195,-11.922449,15.266462,3.0154712,14.640485,-15.260018,-16.717892,11.970215,-14.13868,2.7567565,9.816173,-23.178164,-12.10229,-7.244447,8.080436,10.7259445,8.7637415,19.646498,17.753036,-15.151459,-10.412394,-20.856766,-11.987446,11.242281,-16.15783,-15.352869,4.234114,-0.2692956,14.351573,-8.619714,1.1077741,-16.050465,-20.412695,5.16821,0.39212054,4.7471523,-16.27915,14.008222,5.67157,-6.120221,14.663361,-4.8483243,14.6868,0.7982999,0.26234418,-3.1568437,-15.503052,14.140488,6.5240397,-6.8203998,-10.775271,4.8363876,11.6968155,-10.378045,-13.33965,-5.734445,7.8274784,-10.706969,10.354627,19.883278,-13.617804,9.813971,-8.719251,15.175555,14.932006,7.9039416,-19.769352,24.9489,-15.616794,-3.420425,-14.685601,-16.69129
Hs 600.T,-4.820946,-4.455931,-15.82488,-13.713707,13.923708,-9.114969,2.8854704,2.945985,-12.219572,-8.339749,-1.0799757,7.374919,-20.998043,1.2992735,9.743004,8.104493,3.580241,12.492468,12.311062,16.918201,3.905307,-9.43297,23.359625,-18.48645,8.083682,-7.4506063,-4.386507,-9.463397,-15.918897,-25.476389,-13.148992,10.743128,17.102684,-12.44473,0.9415497,-14.383935,-6.4209123,5.6416373,4.0338902,21.90635,2.4025156,-2.8856,-9.692661,7.067004,5.0705347,18.836142,4.2511573,-14.502329,-14.507761,1.4489983,19.468409,-9.368478,12.587604,-5.0654664,28.263723,10.450887,0.5296922,0.49267665,-14.915027,-9.172754,17.516432,7.589069,3.3827863,0.84326726,-12.5090275,4.1667933,-13.519893,-14.328682,6.47493,5.366552,13.764573,16.088272,1.8202703,17.757933,5.00268,3.728021,3.8390462,-17.891874,-4.330529,-14.888429,14.393734,12.836321,-0.2798879,-7.276052,4.0360327,11.422841,-18.397366,0.58117694,-1.1017936,-10.79828,-2.4485452,-14.822336,-2.540612,-2.331642,8.645539,23.411953,-8.624636,-8.800826,-6.6246963,17.106401,4.820148,-6.1028433,6.712768,18.20541,18.46554,0.8130081,19.554514,-9.27712,-10.487867,-9.021966,1.0683486,9.172781,-20.240097,-25.268114,-1.3911537,7.5946894,-21.726809,16.754461,11.810704,6.224291,12.330998
EB1,-4.141131,-3.9101498,-13.593863,-11.724171,11.997803,-7.901893,2.469808,2.54936,-10.549916,-7.116682,-0.9204531,6.2425103,-18.032125,1.197282,8.250096,6.925525,3.1526673,10.788661,10.5754595,14.515866,3.2284498,-8.197783,20.103624,-15.820883,7.007435,-6.479578,-3.8043315,-8.114479,-13.609591,-21.901093,-11.262493,9.173929,14.7265415,-10.72074,0.8322459,-12.338066,-5.4474216,4.857696,3.3913617,18.865889,2.0932791,-2.5340197,-8.299969,6.1566834,4.264766,16.225359,3.7222233,-12.528882,-12.435977,1.2406584,16.70165,-8.141443,10.744821,-4.3603883,24.283554,9.04971,0.38766965,0.4760948,-12.773275,-7.8761997,15.059683,6.4944544,2.9954896,0.89696777,-10.661611,3.523149,-11.676839,-12.37068,5.622392,4.683008,11.837063,13.8016815,1.581789,15.1991205,4.371627,3.268899,3.403446,-15.320105,-3.678216,-12.903249,12.499973,11.028181,-0.13834377,-6.3135934,3.5270524,9.77809,-15.766917,0.520103,-1.0228442,-9.272764,-2.176567,-12.720135,-2.2624843,-1.9073849,7.47396,20.10646,-7.4411764,-7.6334577,-5.8017373,14.635634,4.286956,-5.172204,5.827058,15.605871,15.839885,0.81033,16.741253,-8.010968,-9.06753,-7.7375546,0.9108707,7.8762403,-17.344065,-21.66489,-1.1027193,6.528127,-18.693913,14.331361,10.178137,5.3859687,10.65235
LXF 289,-4.7810955,-6.153048,-15.925823,-13.625928,14.486998,-10.140124,2.2424157,3.0820909,-13.529599,-7.9930696,-1.5169939,6.560818,-21.979376,2.5200307,9.449788,8.1319065,4.9409356,13.572084,11.62231,18.045353,2.4939218,-10.880582,24.321259,-18.06967,9.454318,-8.867478,-5.7285686,-9.738116,-15.307837,-26.795456,-13.089956,9.943096,18.151724,-13.472625,1.9438996,-13.992972,-5.9663167,4.971256,3.7379262,22.734888,2.67173,-3.269892,-9.743762,8.457759,4.514472,19.692528,4.903566,-16.087069,-16.083733,1.339933,19.538372,-10.496907,11.58963,-5.4090443,29.210009,11.48071,0.41822785,1.3267721,-15.513127,-9.127291,18.270025,6.8456516,4.4732323,1.5937479,-11.900464,3.5982184,-14.269371,-16.049206,7.721351,6.321318,14.7291765,15.5997925,2.2651389,18.394508,6.9035134,5.302483,5.702333,-17.837133,-5.0625205,-16.308226,16.177952,12.688603,0.71094817,-8.860573,5.371368,12.318142,-18.79364,0.9241977,-1.8038312,-10.879605,-3.6159172,-15.181809,-3.6139495,-1.669443,10.522478,24.41732,-9.2541275,-9.767682,-8.2186165,17.349705,6.193397,-5.5359592,7.7570763,18.36151,19.311167,1.6637696,19.490337,-9.981589,-11.281626,-8.104093,1.5280851,9.522797,-20.70805,-26.096306,-0.23679166,8.230193,-22.014536,17.208649,13.017749,7.438386,12.851486
OCI-Ly19,-4.4283366,-3.8384583,-13.951681,-12.309622,12.186265,-7.936657,2.4312885,2.967914,-10.682079,-7.6287446,-1.2988658,6.760322,-18.636118,0.9838634,8.898994,7.6071935,3.0462456,11.357453,10.9112625,15.270717,3.2706823,-8.03807,20.81506,-16.504784,7.1515903,-6.8034353,-3.8227572,-8.621316,-14.4533,-22.766552,-11.56963,9.821521,15.092235,-10.720788,0.95105904,-12.7289505,-6.063057,5.1711054,3.1154642,19.471933,1.7613453,-2.1337929,-8.489519,6.187611,4.5311527,16.712563,3.704002,-13.007844,-13.16267,0.8858578,17.581781,-7.9658637,11.388275,-4.400921,25.132065,8.989275,0.6646452,0.06704617,-13.232564,-8.157463,15.264586,6.5021753,2.85058,1.0067375,-11.007536,4.1401453,-11.880085,-12.470115,5.5110207,4.428329,12.043351,14.431164,1.8459079,15.874309,4.420863,3.1946638,3.2996285,-15.844858,-3.8565135,-13.010315,12.773278,11.1563425,-0.25367707,-6.654309,3.3771155,10.596746,-16.6347,0.6234562,-0.7256006,-9.572891,-2.260908,-12.911288,-2.2656589,-2.362006,7.757439,20.951246,-7.3245306,-7.5904374,-5.72037,15.2553625,4.24647,-5.4183106,5.6643195,16.318722,16.515038,0.8037238,17.61849,-8.05621,-9.138088,-8.309921,1.267517,8.056928,-17.990057,-22.610298,-1.2954215,6.6539884,-19.339437,15.036084,10.747955,5.1075587,10.745701
NALM-1,-4.9578934,-4.579189,-16.249426,-14.085337,14.308322,-9.36629,2.948723,3.0452557,-12.558316,-8.58701,-1.1317548,7.597595,-21.594824,1.3243973,10.039951,8.36346,3.6771777,12.8572,12.643345,17.414782,4.00626,-9.690856,24.023308,-19.00541,8.307964,-7.6697073,-4.5220585,-9.739985,-16.381075,-26.182678,-13.519337,11.059095,17.568699,-12.792681,0.98477024,-14.781826,-6.610023,5.786761,4.122137,22.526167,2.4318933,-2.945896,-9.966261,7.270628,5.2212386,19.374615,4.362407,-14.9219,-14.941918,1.4845586,20.03706,-9.620266,12.944681,-5.2183056,29.052973,10.725712,0.55731726,0.50347424,-15.344718,-9.43493,17.999037,7.799323,3.4744747,0.85295206,-12.860664,4.300544,-13.892288,-14.736052,6.6460466,5.5136323,14.145525,16.532423,1.880997,18.283556,5.1630197,3.826516,3.9479344,-18.393473,-4.463207,-15.290368,14.7847185,13.180877,-0.28475815,-7.4992394,4.1472535,11.7961235,-18.915934,0.60733986,-1.0940077,-11.115872,-2.5189605,-15.22039,-2.6031692,-2.4064023,8.917238,24.07982,-8.849726,-9.03899,-6.79522,17.594467,4.9541593,-6.2756443,6.8938293,18.729864,18.99456,0.83673924,20.102247,-9.522313,-10.776714,-9.260817,1.1257915,9.428085,-20.821306,-25.990553,-1.4238443,7.820957,-22.345026,17.237854,12.146288,6.3931456,12.666189
P31/FUJ,-4.958693,-3.7173483,-15.84528,-13.884334,12.6262,-7.432967,3.1698015,2.2491841,-11.097871,-7.847128,-1.1033843,7.598082,-19.155924,0.66145706,10.106479,7.5242844,2.4364064,11.068927,12.135186,15.361306,4.18498,-8.153915,21.160913,-17.75226,7.704029,-6.4080067,-3.3739128,-8.454184,-15.314541,-24.00312,-12.579168,10.703707,15.683186,-11.294278,-0.29667544,-13.711317,-7.049847,6.7001576,4.002477,20.168941,2.75758,-2.1607895,-8.855879,5.393187,5.0421968,16.740475,3.783703,-12.455121,-13.044515,0.91125715,17.994337,-8.191905,12.805491,-3.756239,26.52851,9.161008,1.1190414,-0.54869455,-14.215663,-7.9760075,15.888981,7.470936,2.4164963,0.72737837,-12.216037,4.5687585,-12.019284,-12.405013,5.24256,4.5282316,12.117517,15.162393,2.183926,15.5344305,2.99389,2.8887384,2.874714,-17.173553,-4.286032,-13.93476,12.446997,11.736144,-0.92143345,-6.4197087,3.5093036,9.2446165,-17.229046,0.958979,-1.1085756,-9.493199,-1.6657783,-14.036826,-1.7009113,-2.0463035,6.9917536,21.740503,-7.5658097,-7.71871,-6.3597074,16.000284,3.8258388,-5.9079204,5.683173,16.6386,17.033072,0.39698035,19.005104,-8.293542,-9.224166,-9.6285715,0.72773397,8.591576,-18.753817,-23.483633,-1.9553618,6.112695,-19.61949,15.33543,11.253911,5.072603,11.020064
CAL-54,-5.061736,-4.6768684,-16.616734,-14.40868,14.627471,-9.57294,3.0216556,3.0966666,-12.832351,-8.774952,-1.1355348,7.757269,-22.075092,1.3545521,10.259082,8.529605,3.7578769,13.134818,12.938328,17.793985,4.123819,-9.904814,24.540997,-19.429125,8.486258,-7.822968,-4.6216893,-9.953326,-16.736015,-26.774601,-13.82022,11.29873,17.963768,-13.075773,1.0017803,-15.109194,-6.7550845,5.91318,4.2380977,23.026012,2.50391,-3.0232162,-10.195946,7.429623,5.3397527,19.803452,4.450766,-15.23781,-15.255744,1.5303332,20.472483,-9.842805,13.236327,-5.3397045,29.700968,10.979466,0.5711566,0.5225324,-15.672179,-9.644991,18.405577,7.9806952,3.549088,0.8462286,-13.155658,4.37521,-14.204182,-15.062605,6.7984524,5.635003,14.468469,16.903748,1.9101305,18.681263,5.2709484,3.913874,4.0260963,-18.813602,-4.5621867,-15.631644,15.114216,13.482246,-0.29613084,-7.646499,4.2331605,12.035458,-19.33365,0.60324836,-1.1348404,-11.3581505,-2.5681036,-15.572321,-2.6612089,-2.4633849,9.102486,24.606562,-9.056639,-9.233406,-6.9444227,17.986359,5.049133,-6.427244,7.0531497,19.139496,19.414831,0.83611673,20.548336,-9.742658,-11.009584,-9.4649315,1.1328666,9.638333,-21.27976,-26.557642,-1.4721866,8.00302,-22.829922,17.621153,12.407159,6.5544796,12.951608
LS123,2.9708438,-3.3096616,5.284393,-5.1372156,-16.223413,20.609459,-10.598608,4.653195,13.355989,7.9527206,-14.200278,-1.0003793,14.451465,3.884742,6.3103585,-3.6920795,1.130289,-12.252321,-9.765492,-12.06621,-10.503973,10.494429,-17.85269,16.674269,5.8535204,-1.3635073,5.4023438,3.2899652,6.723591,7.618857,7.9036674,-3.1149364,-17.453928,15.517778,-5.9580364,18.307318,-13.4329605,7.878346,-14.438986,-14.69527,5.1720405,14.554109,12.349415,-13.994214,-9.664716,-18.328123,2.4541824,7.8698435,8.401119,-13.57193,-11.257115,15.705576,4.216978,14.799929,-14.699982,-16.987122,12.048121,-14.4247055,3.396991,9.988518,-22.73604,-11.988151,-7.347308,7.8802514,10.438928,9.247587,19.237278,18.358887,-15.397081,-11.220907,-20.963177,-11.255443,11.166204,-15.922866,-15.73318,3.8559673,-0.6779135,13.671342,-8.270609,1.2075499,-16.277443,-20.906387,4.577571,0.82696146,4.093187,-16.443136,13.335001,5.2903996,-5.530176,14.805816,-4.265307,14.577347,0.3864456,-0.52831525,-3.6917834,-15.254221,14.485987,6.7356896,-6.549593,-10.734841,5.032172,10.973312,-10.421487,-12.897097,-6.6193,7.78201,-10.32376,10.373117,19.924469,-14.7110405,10.082633,-8.534953,14.34917,14.865903,7.4044805,-20.218845,24.89752,-15.505648,-3.6052186,-15.040027,-16.980654
NCI-H2228,6.171258,-7.590982,11.0824585,-6.8295255,-26.596027,34.09113,-18.227005,8.516478,21.600813,14.284179,-23.543846,-3.32179,23.617756,8.419866,7.1768584,-7.288699,4.2311597,-19.250252,-17.93745,-20.318005,-18.728342,15.884332,-29.696438,29.912903,9.599216,-3.254617,6.499922,3.2067606,13.347771,11.711494,14.433111,-8.758204,-29.87643,25.684992,-7.641307,31.202158,-20.680763,12.247271,-23.827099,-25.185883,9.70757,23.975954,20.293665,-21.409288,-18.118753,-30.431196,5.84813,11.031002,14.117822,-21.975704,-19.544357,25.648928,4.3824754,24.111046,-26.155167,-28.037605,20.065435,-22.49032,5.4187064,15.668069,-39.120434,-21.60538,-10.5534115,15.311724,18.521646,14.112651,32.09374,29.124008,-24.827463,-17.29614,-34.453793,-20.339869,18.121141,-26.698452,-23.758324,8.538104,-0.18506819,24.308939,-13.31062,1.0688891,-25.384886,-34.321125,9.810028,1.134559,9.043871,-26.738235,22.843903,8.403147,-11.626407,24.0784,-9.250133,24.277905,-1.0169388,-0.6708851,-3.8061228,-25.22779,23.375998,10.646992,-13.139593,-17.688915,8.870891,19.471773,-17.114136,-22.193686,-8.751562,13.760973,-18.265541,16.158724,32.549885,-22.820911,17.667362,-14.38734,25.32115,24.807114,14.116198,-32.137974,41.007732,-26.12023,-5.538898,-24.219984,-27.179207
Jurkat E6.1,-2.776406,-2.673966,-9.330564,-7.961459,8.229964,-5.46411,1.8109,1.560113,-7.3032084,-4.7132626,-0.3723811,4.23974,-12.187746,0.8671271,5.5007644,4.3908825,2.132455,7.1334333,7.120942,9.780483,2.2596931,-5.763923,13.593739,-10.688403,4.8468146,-4.2534094,-2.5745728,-5.454445,-9.09914,-14.731665,-7.703518,6.123528,10.02631,-7.442638,0.54192954,-8.352342,-3.5443666,3.2857442,2.57307,12.725224,1.641341,-1.8686255,-5.709948,4.2004647,2.86525,10.984712,2.6282775,-8.356347,-8.358112,0.90483224,11.092565,-5.624178,7.144246,-3.0080726,16.438133,6.296581,0.21131626,0.5121669,-8.74941,-5.3293595,10.277422,4.55986,2.0774693,0.5089042,-7.2881784,2.1603115,-7.93911,-8.563071,3.960172,3.3198044,8.1461935,9.272222,0.9727178,10.173423,2.844065,2.2841523,2.3317592,-10.298291,-2.4908786,-8.840932,8.495162,7.6456027,-0.16328798,-4.154506,2.4404688,6.343459,-10.612709,0.28312135,-0.9363756,-6.282736,-1.4761906,-8.769309,-1.4618169,-1.219177,4.942316,13.584414,-5.274937,-5.3482127,-3.9864943,9.784313,2.8363695,-3.480815,3.9971645,10.425217,10.798763,0.43050277,11.256335,-5.5311136,-6.2176843,-5.090288,0.44969052,5.3344684,-11.606047,-14.626229,-0.76597303,4.441671,-12.589946,9.71796,6.933954,3.79805,7.2731943
Hep-G2,-1.9367043,-1.3226217,-4.868315,-5.423718,2.1679852,-0.8102465,-0.3722674,1.2767338,-2.3189108,-1.9437982,-2.4606104,2.221995,-4.996669,0.31374317,4.490208,3.3029313,0.5823664,3.075626,3.3578823,4.434521,0.050949495,-1.5969744,5.0952406,-4.5969586,2.5739145,-2.6576164,-0.34320247,-1.8842443,-4.292206,-7.6082964,-3.2975206,3.6370296,3.8821855,-2.0177262,-0.9585492,-2.5539372,-3.7041216,2.6653144,-0.69048285,5.3807898,0.67954046,0.68978095,-1.0276437,0.5303294,1.4252267,3.2814622,0.7248229,-3.537822,-4.6302304,-0.79098135,4.9916716,-1.0749372,4.8521953,0.5576688,7.793563,1.5374259,1.4347678,-2.1359072,-4.0641103,-1.1295619,3.2483206,1.0800508,0.37764823,0.12074058,-2.6223152,3.1304932,-2.252251,-2.0396976,0.56469023,0.16112813,2.0788245,4.4769235,2.3407402,3.7643657,-0.102850795,1.2431723,1.3172854,-4.489476,-2.617051,-4.3701143,2.5875275,1.6031998,-0.26247853,-2.987413,1.1196208,1.8877827,-4.345792,1.4692152,0.25312382,-1.2706459,-0.5338352,-2.6965168,-0.61206627,-0.20878805,1.9282547,6.124491,-0.6523448,-1.1298201,-1.3825539,4.5882115,2.269788,-1.0531944,1.2291754,4.856209,4.4817877,1.1502669,6.0107527,-1.3054894,-1.8674933,-4.5083137,1.0202324,1.9804666,-5.235458,-6.5836654,-0.11719663,0.011845328,-4.403753,3.3431196,3.5550272,0.092797995,1.7132418
CHP-126,3.055039,-4.143929,5.2799997,-5.62444,-17.304316,22.891811,-11.687118,4.363694,14.236983,9.590841,-15.413554,-1.1604899,16.12945,4.7882247,7.0277696,-4.9193087,1.4481833,-13.86404,-11.026865,-13.799336,-12.35664,10.3367405,-20.09316,18.680855,7.179934,-1.3269581,5.7468395,4.70055,7.935564,9.510829,8.376121,-4.5342264,-19.803436,16.191797,-6.5283847,20.684086,-14.067282,8.55701,-15.322364,-16.605743,6.5459714,15.476264,13.582319,-15.710474,-10.740079,-20.865606,3.1687942,9.222149,9.147576,-14.587036,-13.397863,16.8536,3.579237,16.48486,-16.314598,-18.516754,13.042533,-15.9176855,3.0502694,11.569679,-25.237581,-12.894901,-8.1138935,8.52063,11.560585,9.791905,21.524473,19.913538,-16.700455,-11.6695385,-23.098927,-13.549376,12.92227,-18.020554,-17.80201,4.67833,0.016699627,15.55748,-9.704838,0.81978315,-18.10854,-22.880423,5.3819547,1.091573,5.340886,-19.082409,15.303652,6.19291,-6.6928663,16.619755,-5.0120397,16.193237,0.89053714,0.59140754,-3.9140809,-17.28531,15.756855,6.8961005,-8.013396,-12.227358,5.587237,12.861983,-11.285013,-14.907578,-7.2622137,8.612166,-12.056909,11.602755,21.988575,-15.701816,10.46859,-9.618565,16.305105,16.462896,8.164877,-22.523499,27.765856,-17.219671,-3.6705632,-16.244905,-18.695913
Hs 737.T,-5.11677,-4.5281134,-16.68323,-14.47725,14.583613,-9.46117,3.042705,3.1419315,-12.724357,-8.891155,-1.2123321,7.95783,-22.112768,1.2073568,10.445686,8.644978,3.6099951,13.1938095,13.033336,17.858406,4.231098,-9.79275,24.582783,-19.550545,8.346852,-7.7423124,-4.5621567,-10.059645,-16.900597,-26.811779,-13.869233,11.446118,17.95263,-13.006329,0.92963666,-15.098961,-6.900953,6.0402627,4.182637,23.091509,2.378526,-2.8695238,-10.233282,7.3011203,5.4276595,19.748825,4.394797,-15.17594,-15.337058,1.4964311,20.614674,-9.714943,13.4008,-5.3135905,29.762682,10.847208,0.6924648,0.391971,-15.755557,-9.6518955,18.327536,8.034753,3.437439,0.7634153,-13.291013,4.505462,-14.126823,-14.948146,6.6599326,5.541052,14.3731,17.002764,1.9464309,18.647705,5.1128592,3.816168,3.844322,-18.946278,-4.58297,-15.532872,14.958969,13.498066,-0.37528485,-7.6633396,4.1257725,12.152363,-19.392582,0.65762246,-1.0148504,-11.397463,-2.519894,-15.560593,-2.5666862,-2.478273,9.011469,24.693586,-8.957785,-9.154269,-6.8137507,18.089201,4.9289594,-6.5200443,6.9310865,19.229132,19.500315,0.75112796,20.703478,-9.650199,-10.903429,-9.584497,1.1915184,9.671213,-21.314182,-26.64349,-1.5693017,7.9670634,-22.868052,17.659666,12.44219,6.4236917,12.884138
